Orthogroup	Colletotrichum_godetiae	Colletotrichum_acutatum
OG0002969	XP_060428742.1	XP_060369015.1
OG0002970	XP_060428741.1	XP_060369017.1
OG0002971	XP_060428739.1	XP_060369018.1
OG0002972	XP_060428738.1	XP_060369019.1
OG0002973	XP_060428737.1	XP_060369020.1
OG0002974	XP_060428736.1	XP_060369021.1
OG0002975	XP_060428735.1	XP_060369022.1
OG0002976	XP_060428733.1	XP_060369024.1
OG0002977	XP_060428732.1	XP_060369025.1
OG0002978	XP_060428731.1	XP_060369026.1
OG0002979	XP_060428730.1	XP_060369028.1
OG0002980	XP_060428729.1	XP_060369029.1
OG0002981	XP_060428725.1	XP_060369037.1
OG0002982	XP_060428724.1	XP_060369040.1
OG0002983	XP_060428723.1	XP_060369041.1
OG0002984	XP_060434996.1	XP_060367332.1
OG0002985	XP_060434995.1	XP_060367331.1
OG0002986	XP_060434994.1	XP_060367330.1
OG0002987	XP_060434990.1	XP_060362416.1
OG0002988	XP_060434989.1	XP_060362417.1
OG0002989	XP_060434987.1	XP_060362419.1
OG0002990	XP_060434985.1	XP_060362421.1
OG0002991	XP_060434984.1	XP_060362423.1
OG0002992	XP_060434983.1	XP_060362424.1
OG0002994	XP_060434975.1	XP_060362440.1
OG0002995	XP_060434971.1	XP_060362443.1
OG0002996	XP_060434962.1	XP_060362447.1
OG0002997	XP_060434959.1	XP_060362450.1
OG0002998	XP_060434958.1	XP_060362453.1
OG0002999	XP_060434957.1	XP_060362454.1
OG0003000	XP_060434956.1	XP_060362455.1
OG0003001	XP_060434954.1	XP_060362457.1
OG0003002	XP_060434953.1	XP_060362459.1
OG0003003	XP_060434950.1	XP_060362461.1
OG0003004	XP_060427524.1	XP_060363700.1
OG0003005	XP_060427525.1	XP_060363698.1
OG0003006	XP_060427527.1	XP_060363694.1
OG0003007	XP_060427529.1	XP_060363693.1
OG0003008	XP_060427530.1	XP_060363691.1
OG0003009	XP_060427536.1	XP_060363685.1
OG0003010	XP_060427537.1	XP_060363684.1
OG0003011	XP_060427539.1	XP_060363682.1
OG0003012	XP_060427541.1	XP_060363680.1
OG0003013	XP_060427542.1	XP_060363679.1
OG0003014	XP_060427545.1	XP_060363678.1
OG0003015	XP_060427548.1	XP_060363676.1
OG0003016	XP_060427549.1	XP_060363674.1
OG0003017	XP_060427550.1	XP_060363673.1
OG0003018	XP_060427552.1	XP_060363672.1
OG0003019	XP_060427553.1	XP_060363671.1
OG0003020	XP_060427559.1	XP_060365365.1
OG0003021	XP_060427560.1	XP_060357056.1
OG0003022	XP_060427561.1	XP_060357055.1
OG0003023	XP_060427562.1	XP_060357054.1
OG0003024	XP_060427565.1	XP_060357413.1
OG0003025	XP_060427567.1	XP_060357417.1
OG0003026	XP_060427568.1	XP_060357418.1
OG0003027	XP_060427569.1	XP_060357419.1
OG0003028	XP_060427571.1	XP_060357420.1
OG0003029	XP_060427572.1	XP_060357421.1
OG0003030	XP_060427573.1	XP_060357422.1
OG0003031	XP_060427580.1	XP_060357643.1
OG0003032	XP_060427583.1	XP_060357641.1
OG0003033	XP_060427585.1	XP_060357638.1
OG0003034	XP_060430555.1	XP_060359702.1
OG0003035	XP_060430557.1	XP_060359700.1
OG0003036	XP_060430559.1	XP_060359697.1
OG0003037	XP_060430560.1	XP_060359695.1
OG0003038	XP_060430561.1	XP_060359694.1
OG0003039	XP_060430546.1	XP_060359690.1
OG0003040	XP_060430543.1	XP_060359687.1
OG0003041	XP_060430541.1	XP_060359685.1
OG0003042	XP_060430540.1	XP_060359684.1
OG0003043	XP_060430537.1	XP_060359681.1
OG0003044	XP_060430536.1	XP_060359680.1
OG0003045	XP_060430521.1	XP_060359666.1
OG0003046	XP_060430520.1	XP_060359665.1
OG0003047	XP_060430517.1	XP_060361848.1
OG0003048	XP_060430516.1	XP_060361847.1
OG0003049	XP_060430514.1	XP_060361846.1
OG0003050	XP_060430513.1	XP_060361845.1
OG0003051	XP_060430512.1	XP_060361844.1
OG0003052	XP_060430511.1	XP_060361843.1
OG0003053	XP_060430509.1	XP_060361841.1
OG0003054	XP_060430507.1	XP_060361840.1
OG0003055	XP_060430501.1	XP_060361836.1
OG0003056	XP_060430490.1	XP_060361824.1
OG0003057	XP_060430488.1	XP_060361822.1
OG0003058	XP_060430487.1	XP_060361821.1
OG0003059	XP_060430486.1	XP_060361819.1
OG0003060	XP_060430480.1	XP_060361815.1
OG0003061	XP_060430479.1	XP_060361814.1
OG0003062	XP_060430476.1	XP_060361811.1
OG0003063	XP_060428663.1	XP_060357894.1
OG0003064	XP_060428661.1	XP_060357892.1
OG0003065	XP_060428660.1	XP_060357891.1
OG0003066	XP_060428656.1	XP_060357888.1
OG0003067	XP_060428655.1	XP_060357887.1
OG0003068	XP_060428649.1	XP_060357013.1
OG0003069	XP_060428646.1	XP_060368120.1
OG0003070	XP_060428645.1	XP_060368119.1
OG0003071	XP_060428633.1	XP_060368115.1
OG0003072	XP_060428632.1	XP_060368114.1
OG0003073	XP_060431045.1	XP_060368113.1
OG0003074	XP_060428631.1	XP_060368112.1
OG0003075	XP_060428625.1	XP_060368107.1
OG0003076	XP_060428624.1	XP_060368106.1
OG0003077	XP_060428623.1	XP_060368105.1
OG0003078	XP_060428622.1	XP_060368104.1
OG0003079	XP_060428621.1	XP_060368103.1
OG0003080	XP_060428620.1	XP_060368102.1
OG0003081	XP_060428618.1	XP_060368100.1
OG0003082	XP_060428617.1	XP_060368099.1
OG0003083	XP_060428616.1	XP_060368098.1
OG0003084	XP_060428615.1	XP_060368097.1
OG0003085	XP_060428614.1	XP_060368096.1
OG0003086	XP_060428613.1	XP_060368095.1
OG0003087	XP_060428612.1	XP_060368094.1
OG0003088	XP_060428610.1	XP_060368092.1
OG0003089	XP_060428609.1	XP_060368091.1
OG0003090	XP_060428606.1	XP_060368088.1
OG0003091	XP_060428601.1	XP_060368085.1
OG0003092	XP_060428600.1	XP_060368084.1
OG0003093	XP_060428599.1	XP_060368083.1
OG0003094	XP_060428598.1	XP_060368081.1
OG0003095	XP_060429292.1	XP_060362590.1
OG0003096	XP_060429294.1	XP_060362588.1
OG0003097	XP_060429295.1	XP_060362587.1
OG0003098	XP_060429296.1	XP_060362586.1
OG0003099	XP_060429300.1	XP_060362580.1
OG0003100	XP_060429301.1	XP_060362579.1
OG0003101	XP_060429304.1	XP_060362578.1
OG0003102	XP_060429305.1	XP_060362577.1
OG0003103	XP_060429306.1	XP_060362576.1
OG0003104	XP_060429307.1	XP_060362575.1
OG0003105	XP_060429311.1	XP_060362571.1
OG0003106	XP_060429312.1	XP_060362570.1
OG0003107	XP_060429314.1	XP_060362567.1
OG0003108	XP_060429315.1	XP_060362566.1
OG0003109	XP_060429316.1	XP_060362565.1
OG0003110	XP_060429317.1	XP_060362564.1
OG0003111	XP_060429318.1	XP_060362563.1
OG0003112	XP_060429319.1	XP_060362562.1
OG0003113	XP_060429320.1	XP_060362561.1
OG0003114	XP_060429321.1	XP_060362560.1
OG0003115	XP_060429322.1	XP_060362559.1
OG0003116	XP_060429324.1	XP_060362557.1
OG0003117	XP_060429325.1	XP_060362556.1
OG0003118	XP_060429326.1	XP_060362555.1
OG0003119	XP_060429327.1	XP_060362554.1
OG0003120	XP_060429329.1	XP_060362553.1
OG0003121	XP_060429330.1	XP_060362550.1
OG0003122	XP_060429333.1	XP_060362548.1
OG0003123	XP_060429334.1	XP_060362547.1
OG0003124	XP_060429335.1	XP_060362546.1
OG0003125	XP_060429337.1	XP_060362544.1
OG0003126	XP_060429338.1	XP_060362543.1
OG0003127	XP_060429340.1	XP_060362542.1
OG0003128	XP_060429341.1	XP_060362541.1
OG0003129	XP_060429343.1	XP_060362539.1
OG0003130	XP_060429344.1	XP_060362538.1
OG0003131	XP_060424343.1	XP_060363584.1
OG0003132	XP_060422465.1	XP_060360075.1
OG0003133	XP_060422463.1	XP_060360074.1
OG0003134	XP_060422459.1	XP_060360068.1
OG0003135	XP_060422458.1	XP_060360067.1
OG0003136	XP_060422454.1	XP_060360064.1
OG0003137	XP_060422453.1	XP_060360063.1
OG0003138	XP_060422451.1	XP_060360061.1
OG0003139	XP_060422449.1	XP_060360060.1
OG0003140	XP_060421557.1	XP_060362809.1
OG0003141	XP_060421559.1	XP_060362807.1
OG0003142	XP_060421560.1	XP_060362806.1
OG0003143	XP_060421561.1	XP_060362805.1
OG0003144	XP_060421562.1	XP_060362804.1
OG0003145	XP_060421564.1	XP_060362802.1
OG0003146	XP_060421565.1	XP_060362801.1
OG0003147	XP_060421566.1	XP_060362800.1
OG0003148	XP_060421570.1	XP_060362797.1
OG0003149	XP_060423481.1	XP_060362795.1
OG0003150	XP_060423479.1	XP_060362793.1
OG0003151	XP_060423477.1	XP_060362791.1
OG0003152	XP_060423476.1	XP_060362790.1
OG0003153	XP_060423473.1	XP_060362787.1
OG0003154	XP_060423472.1	XP_060362786.1
OG0003155	XP_060423471.1	XP_060362783.1
OG0003156	XP_060423468.1	XP_060362780.1
OG0003157	XP_060423465.1	XP_060362777.1
OG0003158	XP_060423464.1	XP_060362775.1
OG0003159	XP_060423463.1	XP_060362774.1
OG0003160	XP_060423462.1	XP_060362773.1
OG0003161	XP_060423460.1	XP_060362771.1
OG0003162	XP_060428007.1	XP_060363144.1
OG0003163	XP_060428006.1	XP_060363145.1
OG0003164	XP_060428004.1	XP_060363149.1
OG0003165	XP_060427990.1	XP_060357672.1
OG0003166	XP_060427989.1	XP_060357671.1
OG0003167	XP_060427987.1	XP_060357668.1
OG0003168	XP_060427986.1	XP_060357667.1
OG0003169	XP_060427984.1	XP_060357665.1
OG0003170	XP_060427980.1	XP_060360898.1
OG0003171	XP_060427979.1	XP_060360899.1
OG0003172	XP_060427977.1	XP_060360900.1
OG0003173	XP_060427976.1	XP_060360902.1
OG0003174	XP_060427975.1	XP_060360903.1
OG0003175	XP_060427974.1	XP_060360904.1
OG0003176	XP_060427972.1	XP_060360906.1
OG0003177	XP_060427970.1	XP_060360908.1
OG0003178	XP_060427969.1	XP_060360909.1
OG0003179	XP_060427968.1	XP_060360910.1
OG0003180	XP_060427966.1	XP_060360912.1
OG0003181	XP_060427965.1	XP_060360913.1
OG0003182	XP_060427963.1	XP_060360914.1
OG0003183	XP_060427962.1	XP_060360915.1
OG0003184	XP_060427960.1	XP_060360920.1
OG0003185	XP_060427954.1	XP_060360923.1
OG0003186	XP_060427953.1	XP_060360924.1
OG0003187	XP_060427952.1	XP_060360925.1
OG0003188	XP_060427949.1	XP_060360928.1
OG0003189	XP_060427948.1	XP_060360929.1
OG0003190	XP_060427947.1	XP_060360930.1
OG0003191	XP_060427945.1	XP_060360932.1
OG0003192	XP_060427944.1	XP_060360933.1
OG0003193	XP_060427943.1	XP_060360934.1
OG0003194	XP_060427942.1	XP_060360935.1
OG0003195	XP_060427941.1	XP_060360936.1
OG0003196	XP_060427940.1	XP_060360939.1
OG0003197	XP_060427939.1	XP_060360940.1
OG0003198	XP_060434563.1	XP_060370908.1
OG0003199	XP_060434562.1	XP_060370907.1
OG0003200	XP_060434561.1	XP_060370906.1
OG0003201	XP_060434560.1	XP_060370905.1
OG0003202	XP_060434559.1	XP_060370904.1
OG0003203	XP_060434558.1	XP_060370903.1
OG0003204	XP_060434557.1	XP_060370902.1
OG0003205	XP_060434553.1	XP_060370900.1
OG0003206	XP_060434552.1	XP_060370899.1
OG0003207	XP_060434551.1	XP_060370898.1
OG0003208	XP_060434550.1	XP_060370897.1
OG0003209	XP_060434549.1	XP_060370895.1
OG0003210	XP_060434548.1	XP_060370894.1
OG0003211	XP_060434547.1	XP_060370893.1
OG0003212	XP_060434546.1	XP_060370892.1
OG0003213	XP_060434545.1	XP_060370891.1
OG0003214	XP_060434544.1	XP_060370889.1
OG0003215	XP_060434543.1	XP_060370888.1
OG0003216	XP_060434542.1	XP_060370886.1
OG0003217	XP_060434541.1	XP_060370885.1
OG0003218	XP_060434538.1	XP_060370883.1
OG0003219	XP_060434536.1	XP_060370882.1
OG0003220	XP_060434533.1	XP_060370879.1
OG0003221	XP_060434531.1	XP_060370878.1
OG0003222	XP_060434528.1	XP_060370875.1
OG0003223	XP_060434525.1	XP_060370873.1
OG0003224	XP_060434523.1	XP_060370871.1
OG0003225	XP_060434522.1	XP_060370870.1
OG0003226	XP_060434521.1	XP_060370869.1
OG0003227	XP_060434520.1	XP_060370868.1
OG0003228	XP_060434519.1	XP_060370867.1
OG0003229	XP_060434518.1	XP_060370866.1
OG0003230	XP_060434517.1	XP_060370865.1
OG0003231	XP_060434515.1	XP_060370863.1
OG0003232	XP_060434514.1	XP_060370862.1
OG0003233	XP_060434513.1	XP_060370861.1
OG0003234	XP_060434512.1	XP_060370860.1
OG0003235	XP_060434510.1	XP_060370857.1
OG0003236	XP_060434507.1	XP_060370854.1
OG0003237	XP_060434505.1	XP_060370852.1
OG0003238	XP_060434504.1	XP_060370851.1
OG0003239	XP_060434503.1	XP_060370850.1
OG0003240	XP_060434502.1	XP_060370849.1
OG0003241	XP_060434501.1	XP_060370848.1
OG0003242	XP_060434500.1	XP_060370846.1
OG0003243	XP_060434497.1	XP_060370844.1
OG0003244	XP_060434496.1	XP_060370843.1
OG0003245	XP_060434495.1	XP_060370842.1
OG0003246	XP_060434494.1	XP_060370841.1
OG0003247	XP_060434493.1	XP_060370840.1
OG0003248	XP_060434490.1	XP_060370838.1
OG0003249	XP_060434489.1	XP_060370837.1
OG0003250	XP_060434487.1	XP_060370835.1
OG0003251	XP_060434486.1	XP_060370834.1
OG0003252	XP_060437319.1	XP_060366199.1
OG0003253	XP_060437318.1, XP_060437317.1	XP_060366198.1
OG0003254	XP_060437316.1	XP_060366197.1
OG0003255	XP_060437315.1	XP_060366196.1
OG0003256	XP_060437312.1	XP_060366194.1
OG0003257	XP_060437305.1	XP_060366187.1
OG0003258	XP_060437304.1	XP_060366186.1
OG0003259	XP_060437303.1	XP_060366183.1
OG0003260	XP_060437302.1	XP_060366182.1
OG0003261	XP_060437301.1	XP_060366181.1
OG0003262	XP_060437300.1	XP_060366179.1
OG0003263	XP_060437295.1	XP_060366174.1
OG0003264	XP_060437294.1	XP_060366173.1
OG0003265	XP_060437293.1	XP_060366172.1
OG0003266	XP_060437292.1	XP_060366171.1
OG0003267	XP_060437288.1	XP_060366166.1
OG0003268	XP_060437287.1	XP_060366165.1
OG0003269	XP_060437286.1	XP_060366164.1
OG0003270	XP_060437282.1	XP_060366159.1
OG0003271	XP_060437281.1	XP_060366158.1
OG0003272	XP_060437278.1	XP_060366155.1
OG0003273	XP_060437279.1	XP_060366154.1
OG0003274	XP_060437273.1	XP_060366148.1
OG0003275	XP_060437272.1	XP_060366147.1
OG0003276	XP_060437270.1	XP_060366145.1
OG0003277	XP_060437264.1	XP_060366139.1
OG0003278	XP_060437262.1	XP_060366138.1
OG0003279	XP_060437257.1	XP_060366131.1
OG0003280	XP_060437256.1	XP_060366130.1
OG0003281	XP_060437254.1	XP_060366129.1
OG0003282	XP_060437239.1	XP_060366126.1
OG0003283	XP_060437247.1	XP_060366121.1
OG0003284	XP_060437238.1	XP_060366118.1
OG0003285	XP_060437237.1	XP_060366117.1
OG0003286	XP_060437229.1	XP_060366114.1
OG0003287	XP_060437226.1	XP_060366111.1
OG0003288	XP_060437223.1	XP_060366107.1
OG0003289	XP_060437222.1	XP_060366105.1
OG0003290	XP_060437219.1	XP_060361146.1
OG0003291	XP_060437217.1	XP_060361144.1
OG0003292	XP_060437216.1	XP_060361143.1
OG0003293	XP_060437215.1	XP_060361142.1
OG0003294	XP_060437214.1	XP_060361141.1
OG0003295	XP_060437212.1	XP_060361139.1
OG0003296	XP_060437211.1	XP_060361138.1
OG0003297	XP_060437210.1	XP_060361137.1
OG0003298	XP_060437209.1	XP_060361135.1
OG0003299	XP_060437207.1	XP_060361134.1
OG0003300	XP_060437205.1	XP_060361132.1
OG0003301	XP_060437204.1	XP_060361130.1
OG0003302	XP_060437200.1	XP_060361128.1
OG0003303	XP_060437199.1	XP_060361127.1
OG0003304	XP_060437198.1	XP_060361125.1
OG0003305	XP_060437194.1	XP_060361121.1
OG0003306	XP_060437192.1	XP_060361119.1
OG0003307	XP_060437191.1	XP_060361118.1
OG0003308	XP_060437189.1	XP_060361115.1
OG0003309	XP_060437188.1	XP_060361114.1
OG0003310	XP_060437185.1	XP_060371467.1
OG0003311	XP_060437182.1	XP_060371469.1
OG0003312	XP_060437179.1	XP_060371472.1
OG0003313	XP_060437176.1	XP_060371477.1
OG0003314	XP_060437175.1	XP_060371478.1
OG0003315	XP_060437174.1	XP_060371479.1
OG0003316	XP_060437173.1	XP_060371481.1
OG0003317	XP_060437172.1	XP_060371483.1
OG0003318	XP_060437171.1	XP_060371484.1
OG0003319	XP_060437170.1	XP_060371485.1
OG0003320	XP_060437169.1	XP_060371486.1
OG0003321	XP_060437167.1	XP_060371488.1
OG0003322	XP_060437165.1	XP_060371490.1
OG0003323	XP_060437163.1	XP_060371491.1
OG0003324	XP_060437162.1	XP_060371492.1
OG0003325	XP_060437161.1	XP_060371493.1
OG0003326	XP_060437156.1	XP_060371502.1
OG0003327	XP_060437154.1	XP_060371503.1
OG0003328	XP_060437153.1	XP_060371505.1
OG0003329	XP_060437147.1	XP_060371513.1
OG0003330	XP_060437145.1	XP_060371515.1
OG0003331	XP_060437144.1	XP_060371516.1
OG0003332	XP_060437143.1	XP_060371517.1
OG0003333	XP_060437140.1	XP_060371518.1
OG0003334	XP_060437138.1	XP_060371519.1
OG0003335	XP_060437137.1	XP_060371520.1
OG0003336	XP_060437135.1	XP_060371522.1
OG0003337	XP_060437134.1	XP_060371523.1
OG0003338	XP_060437133.1	XP_060371524.1
OG0003339	XP_060437132.1	XP_060371525.1
OG0003340	XP_060437131.1	XP_060371526.1
OG0003341	XP_060437130.1	XP_060371527.1
OG0003342	XP_060437129.1	XP_060371528.1
OG0003343	XP_060437127.1	XP_060371530.1
OG0003344	XP_060437126.1	XP_060371531.1
OG0003345	XP_060437125.1	XP_060371532.1
OG0003346	XP_060437124.1	XP_060371533.1
OG0003347	XP_060437123.1	XP_060371534.1
OG0003348	XP_060437118.1	XP_060371539.1
OG0003349	XP_060437115.1	XP_060371543.1
OG0003350	XP_060437111.1	XP_060371545.1
OG0003351	XP_060437110.1	XP_060371546.1
OG0003352	XP_060437108.1	XP_060371547.1
OG0003353	XP_060437107.1	XP_060371548.1
OG0003354	XP_060437106.1	XP_060371549.1
OG0003355	XP_060437105.1	XP_060371550.1
OG0003356	XP_060437104.1	XP_060371551.1
OG0003357	XP_060437098.1	XP_060371567.1
OG0003358	XP_060437096.1	XP_060371569.1
OG0003359	XP_060437095.1	XP_060371570.1
OG0003360	XP_060437093.1	XP_060371572.1
OG0003361	XP_060437091.1	XP_060371573.1
OG0003362	XP_060437090.1	XP_060371574.1
OG0003363	XP_060437088.1	XP_060371576.1
OG0003364	XP_060437087.1	XP_060371577.1
OG0003365	XP_060437086.1	XP_060371578.1
OG0003366	XP_060437081.1	XP_060371579.1
OG0003367	XP_060437080.1	XP_060371580.1
OG0003368	XP_060437079.1	XP_060371581.1
OG0003369	XP_060437078.1	XP_060371582.1
OG0003370	XP_060437077.1	XP_060371583.1
OG0003371	XP_060437076.1	XP_060371584.1
OG0003372	XP_060437075.1	XP_060371585.1
OG0003373	XP_060437070.1	XP_060371591.1
OG0003374	XP_060437069.1	XP_060371592.1
OG0003375	XP_060437068.1	XP_060371593.1
OG0003376	XP_060437066.1	XP_060371594.1
OG0003377	XP_060437065.1	XP_060371595.1
OG0003378	XP_060437062.1	XP_060371597.1
OG0003379	XP_060437061.1	XP_060371598.1
OG0003380	XP_060437060.1	XP_060371599.1
OG0003381	XP_060437058.1	XP_060371602.1
OG0003382	XP_060437057.1	XP_060371604.1
OG0003383	XP_060437055.1	XP_060371605.1
OG0003384	XP_060437054.1	XP_060371606.1
OG0003385	XP_060437052.1	XP_060371609.1
OG0003386	XP_060437051.1	XP_060371611.1
OG0003387	XP_060437049.1	XP_060371613.1
OG0003388	XP_060437048.1	XP_060371614.1
OG0003389	XP_060437046.1	XP_060371615.1
OG0003390	XP_060437044.1	XP_060371617.1
OG0003391	XP_060437042.1	XP_060371620.1
OG0003392	XP_060437036.1	XP_060371623.1
OG0003393	XP_060437034.1	XP_060371624.1
OG0003394	XP_060437033.1	XP_060371625.1
OG0003395	XP_060437032.1	XP_060371626.1
OG0003396	XP_060437031.1	XP_060371627.1
OG0003397	XP_060437029.1	XP_060371629.1
OG0003398	XP_060437026.1	XP_060371632.1
OG0003399	XP_060437025.1	XP_060371633.1
OG0003400	XP_060437024.1	XP_060371634.1
OG0003401	XP_060437022.1	XP_060371637.1
OG0003402	XP_060437021.1	XP_060371638.1
OG0003403	XP_060437020.1	XP_060371639.1
OG0003404	XP_060437018.1	XP_060371641.1
OG0003405	XP_060437015.1	XP_060371644.1
OG0003406	XP_060437014.1	XP_060371645.1
OG0003407	XP_060437013.1	XP_060371646.1
OG0003408	XP_060437012.1	XP_060371647.1
OG0003409	XP_060437011.1	XP_060371648.1
OG0003410	XP_060437010.1	XP_060371649.1
OG0003411	XP_060437009.1	XP_060371650.1
OG0003412	XP_060437008.1	XP_060371651.1
OG0003413	XP_060437007.1	XP_060371652.1
OG0003414	XP_060437005.1	XP_060371654.1
OG0003415	XP_060437004.1	XP_060371655.1
OG0003416	XP_060437001.1	XP_060371658.1
OG0003417	XP_060437000.1	XP_060371659.1
OG0003418	XP_060436999.1	XP_060371660.1
OG0003419	XP_060436998.1	XP_060371661.1
OG0003420	XP_060436996.1	XP_060371663.1
OG0003421	XP_060436995.1	XP_060371664.1
OG0003422	XP_060436994.1	XP_060371665.1
OG0003423	XP_060436993.1	XP_060371667.1
OG0003424	XP_060436992.1	XP_060371668.1
OG0003425	XP_060436990.1	XP_060371671.1
OG0003426	XP_060436989.1	XP_060371672.1
OG0003427	XP_060436988.1	XP_060371674.1
OG0003428	XP_060436987.1	XP_060371675.1
OG0003429	XP_060436986.1	XP_060371676.1
OG0003430	XP_060436985.1	XP_060371678.1
OG0003431	XP_060436984.1	XP_060371679.1
OG0003432	XP_060436983.1	XP_060371680.1
OG0003433	XP_060436982.1	XP_060371681.1
OG0003434	XP_060436980.1	XP_060371683.1
OG0003435	XP_060436977.1	XP_060371685.1
OG0003436	XP_060436973.1	XP_060371691.1
OG0003437	XP_060422137.1, XP_060425097.1	XP_060359523.1
OG0003438	XP_060425100.1	XP_060366538.1
OG0003439	XP_060425105.1	XP_060366534.1
OG0003440	XP_060425106.1	XP_060366533.1
OG0003441	XP_060425107.1	XP_060366532.1
OG0003442	XP_060425109.1	XP_060366529.1
OG0003443	XP_060425114.1	XP_060366526.1
OG0003444	XP_060425115.1	XP_060366525.1
OG0003445	XP_060425116.1	XP_060366524.1
OG0003446	XP_060425117.1	XP_060366523.1
OG0003447	XP_060425118.1	XP_060366522.1
OG0003448	XP_060425121.1	XP_060366517.1
OG0003449	XP_060425122.1	XP_060366516.1
OG0003450	XP_060425126.1	XP_060366512.1
OG0003451	XP_060425128.1	XP_060366509.1
OG0003452	XP_060425129.1	XP_060366508.1
OG0003453	XP_060425131.1	XP_060366506.1
OG0003454	XP_060425134.1	XP_060366503.1
OG0003455	XP_060425135.1	XP_060366502.1
OG0003456	XP_060425136.1	XP_060366501.1
OG0003457	XP_060425139.1	XP_060366498.1
OG0003458	XP_060425142.1	XP_060366495.1
OG0003459	XP_060425143.1	XP_060366494.1
OG0003460	XP_060425144.1	XP_060366493.1
OG0003461	XP_060425149.1	XP_060366488.1
OG0003462	XP_060422101.1	XP_060366478.1
OG0003463	XP_060422100.1	XP_060366477.1
OG0003464	XP_060422093.1	XP_060366474.1
OG0003465	XP_060428302.1	XP_060363862.1
OG0003466	XP_060428300.1	XP_060363863.1
OG0003467	XP_060428296.1	XP_060363865.1
OG0003468	XP_060428294.1	XP_060363867.1
OG0003469	XP_060428293.1	XP_060363868.1
OG0003470	XP_060428291.1	XP_060363870.1
OG0003471	XP_060428289.1	XP_060363872.1
OG0003472	XP_060428288.1	XP_060363873.1
OG0003473	XP_060428287.1	XP_060363874.1
OG0003474	XP_060428284.1	XP_060363877.1
OG0003475	XP_060428283.1	XP_060363878.1
OG0003476	XP_060428280.1	XP_060363881.1
OG0003477	XP_060428279.1	XP_060363882.1
OG0003478	XP_060428278.1	XP_060363883.1
OG0003479	XP_060428277.1	XP_060363884.1
OG0003480	XP_060421271.1, XP_060428276.1	XP_060363885.1
OG0003481	XP_060424041.1	XP_060364361.1
OG0003482	XP_060424042.1	XP_060364362.1
OG0003483	XP_060424046.1	XP_060364364.1
OG0003484	XP_060424047.1	XP_060364365.1
OG0003485	XP_060424048.1	XP_060364366.1
OG0003486	XP_060424049.1	XP_060364368.1
OG0003487	XP_060424050.1	XP_060364370.1
OG0003488	XP_060424051.1	XP_060364371.1
OG0003489	XP_060424053.1	XP_060364372.1
OG0003490	XP_060433465.1	XP_060370650.1
OG0003491	XP_060433466.1	XP_060370651.1
OG0003492	XP_060433467.1	XP_060370652.1
OG0003493	XP_060433468.1	XP_060370653.1
OG0003494	XP_060433470.1	XP_060370655.1
OG0003495	XP_060433473.1	XP_060370658.1
OG0003496	XP_060433474.1	XP_060370659.1
OG0003497	XP_060433475.1	XP_060370660.1
OG0003498	XP_060433477.1	XP_060370662.1
OG0003499	XP_060433478.1	XP_060370664.1
OG0003500	XP_060433480.1	XP_060370666.1
OG0003501	XP_060433482.1	XP_060370668.1
OG0003502	XP_060433483.1	XP_060370669.1
OG0003503	XP_060433484.1	XP_060370670.1
OG0003504	XP_060433486.1	XP_060370671.1
OG0003505	XP_060433487.1	XP_060370674.1
OG0003506	XP_060433489.1	XP_060370676.1
OG0003507	XP_060433492.1	XP_060370678.1
OG0003508	XP_060433495.1	XP_060370681.1
OG0003509	XP_060433498.1	XP_060370684.1
OG0003510	XP_060433501.1	XP_060370686.1
OG0003511	XP_060433502.1	XP_060370687.1
OG0003512	XP_060433505.1	XP_060370690.1
OG0003513	XP_060433506.1	XP_060370691.1
OG0003514	XP_060433507.1	XP_060370692.1
OG0003515	XP_060433508.1	XP_060370693.1
OG0003516	XP_060433509.1	XP_060370694.1
OG0003517	XP_060433513.1	XP_060370697.1
OG0003518	XP_060433515.1	XP_060370699.1
OG0003519	XP_060433516.1	XP_060370700.1
OG0003520	XP_060433519.1	XP_060370702.1
OG0003521	XP_060433520.1	XP_060370703.1
OG0003522	XP_060433521.1	XP_060370704.1
OG0003523	XP_060433522.1	XP_060370705.1
OG0003524	XP_060433523.1	XP_060370706.1
OG0003525	XP_060433524.1	XP_060370707.1
OG0003526	XP_060433525.1	XP_060370709.1
OG0003527	XP_060433526.1	XP_060370710.1
OG0003528	XP_060433527.1	XP_060370711.1
OG0003529	XP_060433530.1	XP_060370715.1
OG0003530	XP_060433536.1	XP_060370722.1
OG0003531	XP_060433537.1	XP_060370723.1
OG0003532	XP_060433540.1	XP_060370728.1
OG0003533	XP_060433542.1	XP_060358185.1
OG0003534	XP_060433543.1	XP_060358186.1
OG0003535	XP_060433544.1	XP_060358187.1
OG0003536	XP_060433545.1	XP_060358188.1
OG0003537	XP_060433547.1	XP_060358190.1
OG0003538	XP_060433550.1	XP_060358193.1
OG0003539	XP_060433551.1	XP_060358194.1
OG0003540	XP_060433552.1	XP_060358195.1
OG0003541	XP_060431259.1	XP_060359250.1
OG0003542	XP_060431258.1	XP_060359251.1
OG0003543	XP_060431257.1	XP_060359252.1
OG0003544	XP_060431255.1	XP_060359255.1
OG0003545	XP_060431252.1	XP_060359259.1
OG0003546	XP_060431251.1	XP_060359260.1
OG0003547	XP_060431250.1	XP_060359261.1
OG0003548	XP_060431249.1	XP_060359262.1
OG0003549	XP_060431246.1	XP_060359265.1
