Orthogroup	Colletotrichum_godetiae	Colletotrichum_truncatum
OG0001748	XP_060434890.1	XP_036584841.1
OG0001749	XP_060421853.1	XP_036584892.1
OG0001750	XP_060426077.1, XP_060424113.1	XP_036577581.1
OG0001751	XP_060429652.1	XP_070060119.1
OG0001752	XP_060425494.1	XP_036586391.2, XP_070060124.1
OG0001753	XP_060425503.1	XP_036578304.1
OG0001754	XP_060428483.1	XP_036587224.1, XP_036580939.1
OG0001756	XP_060430838.1	XP_070059947.1, XP_036586871.2
OG0001757	XP_060430810.1	XP_036588731.1
OG0001758	XP_060430805.1	XP_036578386.1, XP_036586767.1
OG0001759	XP_060430776.1	XP_036586761.2, XP_036578051.2
OG0001760	XP_060422838.1	XP_036584468.2, XP_036587709.1
OG0001761	XP_060422226.1	XP_036589980.1, XP_036588678.2
OG0001776	XP_060424582.1, XP_060424580.1	XP_036576893.2
OG0001781	XP_060434791.1	XP_036585073.1, XP_036574914.2, XP_036575124.2
OG0001787	XP_060433084.1	XP_036579725.2
OG0001788	XP_060429513.1	XP_036586376.1
OG0001789	XP_060429515.1	XP_036586397.1
OG0001790	XP_060429516.1	XP_070060742.1
OG0001791	XP_060429517.1	XP_036586404.1
OG0001792	XP_060429518.1	XP_036586408.1
OG0001793	XP_060429521.1	XP_036586348.1
OG0001794	XP_060429525.1	XP_036579837.1
OG0001795	XP_060434669.1	XP_036585513.1
OG0001796	XP_060433709.1	XP_036583824.1
OG0001797	XP_060428130.1	XP_036583715.1
OG0001799	XP_060436872.1	XP_070061378.1
OG0001800	XP_060436876.1	XP_036589164.1
OG0001801	XP_060436877.1	XP_036589165.1
OG0001802	XP_060436878.1	XP_036589166.1
OG0001803	XP_060436879.1	XP_036589167.1
OG0001804	XP_060436880.1	XP_036589168.1
OG0001805	XP_060436881.1	XP_036589170.1
OG0001806	XP_060436887.1	XP_036589173.1
OG0001807	XP_060436888.1	XP_070061376.1
OG0001808	XP_060436894.1	XP_070061374.1
OG0001809	XP_060436896.1	XP_036589134.1
OG0001810	XP_060422909.1	XP_036576855.1
OG0001811	XP_060422912.1	XP_070061887.1
OG0001812	XP_060422913.1	XP_070061886.1
OG0001813	XP_060422914.1	XP_036576861.1
OG0001814	XP_060422917.1	XP_070061884.1
OG0001815	XP_060422919.1	XP_036576864.1
OG0001816	XP_060422920.1	XP_036576865.1
OG0001817	XP_060422921.1	XP_036576867.1
OG0001818	XP_060422922.1	XP_036576870.1
OG0001819	XP_060422923.1	XP_070061882.1
OG0001820	XP_060422924.1	XP_036576874.2
OG0001821	XP_060422925.1	XP_036576875.1
OG0001822	XP_060422928.1	XP_036576887.1
OG0001823	XP_060435525.1	XP_036588297.1
OG0001824	XP_060435526.1	XP_036588298.1
OG0001825	XP_060435528.1	XP_036588300.1
OG0001826	XP_060435530.1	XP_036588301.2
OG0001827	XP_060435531.1	XP_036588302.1
OG0001828	XP_060435532.1	XP_036588303.1
OG0001829	XP_060435533.1	XP_036588304.1
OG0001830	XP_060435537.1	XP_070062583.1
OG0001831	XP_060435539.1	XP_036588311.1
OG0001832	XP_060429423.1	XP_036586475.1
OG0001833	XP_060435540.1	XP_036588312.1
OG0001834	XP_060435541.1	XP_036588313.1
OG0001835	XP_060435542.1	XP_036588314.2
OG0001836	XP_060435543.1	XP_036588315.1
OG0001837	XP_060435546.1	XP_036588317.1
OG0001838	XP_060435547.1	XP_036588318.2
OG0001839	XP_060435549.1	XP_070062585.1
OG0001840	XP_060435550.1	XP_070062586.1
OG0001841	XP_060435553.1	XP_036588322.1
OG0001842	XP_060435554.1	XP_036588323.2
OG0001843	XP_060435557.1	XP_036588324.1
OG0001844	XP_060435558.1	XP_036588325.1
OG0001845	XP_060435560.1	XP_036588327.1
OG0001846	XP_060435564.1	XP_036588330.1
OG0001847	XP_060435565.1	XP_036588331.1
OG0001848	XP_060435566.1	XP_036588332.1
OG0001849	XP_060435567.1	XP_070062587.1
OG0001850	XP_060435571.1	XP_036588337.2
OG0001851	XP_060435574.1	XP_036588338.1
OG0001852	XP_060435575.1	XP_036588339.2
OG0001853	XP_060435576.1	XP_036588340.1
OG0001854	XP_060435577.1	XP_070062589.1
OG0001855	XP_060435578.1	XP_036588342.1
OG0001856	XP_060435587.1	XP_036588343.1
OG0001857	XP_060435589.1	XP_036588344.1
OG0001858	XP_060435592.1	XP_070061453.1
OG0001859	XP_060435594.1	XP_036588349.1
OG0001860	XP_060435596.1	XP_036588347.1
OG0001861	XP_060435597.1	XP_070062591.1
OG0001862	XP_060435599.1	XP_070062590.1
OG0001864	XP_060435603.1	XP_036588352.2
OG0001865	XP_060435613.1	XP_070062595.1
OG0001866	XP_060435614.1	XP_070062596.1
OG0001867	XP_060435615.1	XP_036588396.1
OG0001868	XP_060435617.1	XP_036588393.1
OG0001869	XP_060435618.1	XP_036588392.1
OG0001870	XP_060435619.1	XP_070062602.1
OG0001871	XP_060435620.1	XP_036588390.1
OG0001872	XP_060435621.1	XP_036588389.1
OG0001873	XP_060435627.1	XP_036588385.2
OG0001874	XP_060435630.1	XP_036588382.1
OG0001875	XP_060435633.1	XP_036588380.1
OG0001876	XP_060435637.1	XP_036588378.1
OG0001877	XP_060435640.1	XP_036588375.1
OG0001878	XP_060435642.1	XP_036588373.1
OG0001879	XP_060435644.1	XP_036588371.1
OG0001880	XP_060435645.1	XP_036588370.1
OG0001881	XP_060435646.1	XP_036588369.1
OG0001882	XP_060435647.1	XP_036588368.1
OG0001883	XP_060435648.1	XP_036588367.1
OG0001884	XP_060435649.1	XP_070062599.1
OG0001885	XP_060435650.1	XP_070062598.1
OG0001886	XP_060435651.1	XP_036588363.1
OG0001887	XP_060435652.1	XP_036588362.1
OG0001888	XP_060435656.1	XP_036588361.1
OG0001889	XP_060435657.1	XP_036588360.2
OG0001890	XP_060435658.1	XP_070062597.1
OG0001891	XP_060435659.1	XP_036588401.1
OG0001892	XP_060435661.1	XP_036588400.1
OG0001894	XP_060435669.1	XP_036588398.1
OG0001895	XP_060435670.1	XP_036588399.1
OG0001896	XP_060435672.1	XP_036588410.1
OG0001897	XP_060435676.1	XP_036588408.2
OG0001898	XP_060435678.1	XP_036588407.1
OG0001899	XP_060435679.1	XP_036588406.1
OG0001900	XP_060435682.1	XP_036588404.1
OG0001901	XP_060435684.1	XP_036588419.1
OG0001902	XP_060435686.1	XP_036588417.1
OG0001903	XP_060435688.1	XP_036588415.1
OG0001904	XP_060435689.1	XP_036588414.1
OG0001905	XP_060435691.1	XP_036588412.1
OG0001906	XP_060435692.1	XP_036588411.1
OG0001907	XP_060435693.1	XP_036588402.1
OG0001908	XP_060435694.1	XP_036588403.1
OG0001909	XP_060435699.1	XP_036588424.2
OG0001910	XP_060435698.1	XP_036588423.1
OG0001911	XP_060435697.1	XP_036588422.1
OG0001912	XP_060435696.1	XP_036588421.1
OG0001913	XP_060435702.1	XP_070062611.1
OG0001914	XP_060435703.1	XP_036588482.1
OG0001915	XP_060435704.1	XP_036588481.1
OG0001916	XP_060435707.1	XP_036588479.1
OG0001917	XP_060435708.1	XP_036588478.1
OG0001918	XP_060435709.1	XP_036588477.1
OG0001919	XP_060435710.1	XP_036588476.1
OG0001920	XP_060435713.1	XP_070062609.1
OG0001921	XP_060435714.1	XP_036588472.1
OG0001922	XP_060435715.1	XP_036588470.2
OG0001923	XP_060435717.1	XP_036588469.1
OG0001924	XP_060435718.1	XP_036588468.1
OG0001925	XP_060435720.1	XP_036588466.1
OG0001926	XP_060435721.1	XP_036588465.1
OG0001927	XP_060435722.1	XP_036588464.1
OG0001928	XP_060435723.1	XP_036588463.2
OG0001929	XP_060435724.1	XP_036588462.1
OG0001930	XP_060435725.1	XP_036588461.1
OG0001931	XP_060435726.1	XP_036588460.1
OG0001932	XP_060435727.1	XP_036588459.1
OG0001933	XP_060435728.1	XP_036588458.1
OG0001934	XP_060435729.1	XP_036588457.1
OG0001935	XP_060435730.1	XP_070062607.1
OG0001936	XP_060435731.1	XP_036588455.1
OG0001937	XP_060435732.1	XP_036588454.1
OG0001938	XP_060435733.1	XP_036588453.2
OG0001939	XP_060435734.1	XP_036588452.1
OG0001940	XP_060435735.1	XP_036588451.1
OG0001941	XP_060435737.1	XP_036588449.1
OG0001942	XP_060435738.1	XP_036588448.1
OG0001943	XP_060435740.1	XP_070062606.1
OG0001944	XP_060435742.1	XP_036588445.1
OG0001945	XP_060435743.1	XP_036588444.1
OG0001946	XP_060435744.1	XP_036588443.1
OG0001947	XP_060435747.1	XP_036588440.1
OG0001948	XP_060435752.1	XP_036588429.1
OG0001949	XP_060435756.1	XP_036588432.1
OG0001950	XP_060435757.1	XP_036588433.1
OG0001951	XP_060435759.1	XP_036588435.1
OG0001952	XP_060435760.1	XP_036588436.1
OG0001953	XP_060435762.1	XP_036588437.2
OG0001954	XP_060435765.1	XP_036588439.1
OG0001955	XP_060435767.1	XP_036588426.1
OG0001956	XP_060435773.1	XP_036588487.2
OG0001957	XP_060435774.1	XP_070062612.1
OG0001958	XP_060435775.1	XP_036588489.1
OG0001959	XP_060435776.1	XP_036588490.1
OG0001960	XP_060435777.1	XP_070062613.1
OG0001961	XP_060435778.1	XP_070062614.1
OG0001962	XP_060435779.1	XP_036588494.2
OG0001963	XP_060435781.1	XP_036588493.1
OG0001964	XP_060435782.1	XP_036588492.1
OG0001965	XP_060435785.1	XP_036588503.2
OG0001966	XP_060435786.1	XP_036588502.1
OG0001967	XP_060435787.1	XP_070062616.1
OG0001968	XP_060435788.1	XP_036577347.1
OG0001969	XP_060435789.1	XP_036588514.1
OG0001970	XP_060435793.1	XP_036588574.2
OG0001971	XP_060435794.1	XP_036588565.1
OG0001972	XP_060435795.1	XP_036581471.1
OG0001973	XP_060435796.1	XP_036581472.1
OG0001974	XP_060435798.1	XP_036588558.1
OG0001975	XP_060435800.1	XP_036588555.2
OG0001976	XP_060435801.1	XP_070062622.1
OG0001977	XP_060435802.1	XP_036588553.1
OG0001978	XP_060435804.1	XP_036588551.1
OG0001979	XP_060435806.1	XP_036588549.1
OG0001980	XP_060435807.1	XP_036588548.1
OG0001981	XP_060435809.1	XP_036588546.1
OG0001982	XP_060435811.1	XP_036588545.1
OG0001983	XP_060435812.1	XP_036588544.1
OG0001984	XP_060435813.1	XP_036588543.1
OG0001985	XP_060435814.1	XP_036588542.2
OG0001986	XP_060435815.1	XP_036588541.1
OG0001987	XP_060435817.1	XP_070062621.1
OG0001988	XP_060435818.1	XP_036588539.1
OG0001989	XP_060435823.1	XP_036588520.1
OG0001990	XP_060435830.1	XP_036588518.1
OG0001991	XP_060435832.1	XP_036588575.1
OG0001992	XP_060435833.1	XP_036588576.1
OG0001993	XP_060435834.1	XP_036588577.1
OG0001994	XP_060435837.1	XP_070062625.1
OG0001995	XP_060435839.1	XP_036588580.1
OG0001996	XP_060435840.1	XP_036588581.1
OG0001997	XP_060435841.1	XP_036588582.1
OG0001998	XP_060435842.1	XP_036588583.1
OG0001999	XP_060435844.1	XP_036588584.1
OG0002000	XP_060435847.1	XP_036588677.1
OG0002001	XP_060435848.1	XP_036588676.1
OG0002002	XP_060435852.1	XP_036588673.1
OG0002003	XP_060435853.1	XP_036588670.1
OG0002004	XP_060435858.1	XP_036588659.1
OG0002005	XP_060435859.1	XP_036588660.1
OG0002006	XP_060435860.1	XP_036588661.1
OG0002007	XP_060435861.1	XP_036588662.1
OG0002008	XP_060435862.1	XP_036588663.2
OG0002009	XP_060435865.1	XP_036588656.1
OG0002010	XP_060435866.1	XP_036588655.1
OG0002011	XP_060435867.1	XP_036588654.1
OG0002012	XP_060435869.1	XP_036588652.1
OG0002013	XP_060435870.1	XP_036588651.1
OG0002014	XP_060435871.1	XP_036588650.1
OG0002015	XP_060435872.1	XP_036588648.1
OG0002016	XP_060435873.1	XP_070062634.1
OG0002017	XP_060435874.1	XP_036588646.1
OG0002018	XP_060435875.1	XP_036588645.1
OG0002019	XP_060435878.1	XP_036588643.1
OG0002020	XP_060435880.1	XP_036588642.1
OG0002021	XP_060435881.1	XP_036588641.1
OG0002022	XP_060435882.1	XP_036588640.1
OG0002023	XP_060435883.1	XP_036582225.1
OG0002024	XP_060435884.1	XP_036588639.1
OG0002025	XP_060435885.1	XP_036588638.1
OG0002026	XP_060435886.1	XP_036588637.1
OG0002027	XP_060435887.1	XP_036588636.2
OG0002028	XP_060435889.1	XP_036588635.1
OG0002029	XP_060435890.1	XP_036588634.1
OG0002030	XP_060435891.1	XP_036588633.1
OG0002031	XP_060435893.1	XP_036588632.1
OG0002032	XP_060423872.1	XP_036579064.1
OG0002033	XP_060435901.1	XP_036588628.1
OG0002034	XP_060435902.1	XP_036588627.1
OG0002035	XP_060435903.1	XP_036588625.1
OG0002036	XP_060435905.1	XP_036588620.1
OG0002037	XP_060435923.1	XP_036588617.1
OG0002038	XP_060435924.1	XP_036588601.1
OG0002039	XP_060435925.1	XP_036588602.2
OG0002040	XP_060435926.1	XP_036588603.1
OG0002041	XP_060435927.1	XP_036588604.1
OG0002042	XP_060435928.1	XP_036588605.1
OG0002043	XP_060435929.1	XP_036588606.1
OG0002044	XP_060435930.1	XP_036588607.1
OG0002045	XP_060435931.1	XP_036588608.1
OG0002046	XP_060435932.1	XP_036588609.1
OG0002047	XP_060435933.1	XP_070062629.1
OG0002048	XP_060435934.1	XP_036588616.1
OG0002049	XP_060435936.1	XP_036588614.1
OG0002050	XP_060435937.1	XP_036588613.1
OG0002051	XP_060435938.1	XP_036588612.1
OG0002052	XP_060435939.1	XP_036588611.1
OG0002053	XP_060435941.1	XP_036588600.1
OG0002054	XP_060422244.1	XP_036588598.1
OG0002055	XP_060422243.1	XP_036588597.2
OG0002056	XP_060422242.1	XP_036588596.1
OG0002057	XP_060422241.1	XP_036588595.1
OG0002058	XP_060422236.1	XP_036588589.1
OG0002059	XP_060422238.1	XP_036588590.1
OG0002060	XP_060422240.1	XP_036588594.1
OG0002062	XP_060422230.1	XP_036588668.1
OG0002063	XP_060422227.1	XP_036577283.1
OG0002064	XP_060436971.1	XP_036589046.1
OG0002065	XP_060436969.1	XP_036589048.1
OG0002066	XP_060436968.1	XP_036589049.1
OG0002067	XP_060436967.1	XP_036589050.1
OG0002068	XP_060436964.1	XP_036589056.1
OG0002069	XP_060436963.1	XP_036589057.1
OG0002070	XP_060436961.1	XP_036589105.1
OG0002071	XP_060436958.1	XP_036589069.1
OG0002072	XP_060436957.1	XP_036589070.1
OG0002073	XP_060424077.1	XP_036584298.1
OG0002074	XP_060424075.1	XP_036584300.1
OG0002075	XP_060424074.1	XP_036584301.1
OG0002076	XP_060424073.1	XP_036584302.1
OG0002077	XP_060424070.1	XP_070061998.1
OG0002078	XP_060424063.1	XP_036585774.1
OG0002079	XP_060424062.1	XP_036585773.1
OG0002080	XP_060424059.1	XP_036585771.2
OG0002081	XP_060424055.1	XP_070061995.1
OG0002082	XP_060424054.1	XP_036585768.1
OG0002084	XP_060422482.1	XP_036587266.1
OG0002085	XP_060422480.1	XP_036587270.1
OG0002086	XP_060422479.1	XP_036587272.1
OG0002087	XP_060422478.1	XP_036587273.2
OG0002088	XP_060422477.1	XP_036587274.2
OG0002089	XP_060422474.1	XP_036587286.1
OG0002090	XP_060422473.1	XP_036587288.1
OG0002091	XP_060422472.1	XP_036587289.2
OG0002092	XP_060422471.1	XP_036587293.2
OG0002093	XP_060435051.1	XP_070060295.1
OG0002094	XP_060435049.1	XP_070060296.1
OG0002095	XP_060435048.1	XP_036584689.1
OG0002096	XP_060435047.1	XP_036584688.1
OG0002097	XP_060435046.1	XP_036584794.1
OG0002098	XP_060435045.1	XP_036584795.1
OG0002099	XP_060435044.1	XP_036584796.2
OG0002100	XP_060435042.1	XP_070060282.1
OG0002101	XP_060435039.1	XP_036584801.1
OG0002102	XP_060435038.1	XP_036584802.1
OG0002103	XP_060435037.1	XP_036584803.1
OG0002104	XP_060435036.1	XP_070060281.1
OG0002105	XP_060435035.1	XP_036584805.1
OG0002106	XP_060435034.1	XP_036584806.2
OG0002107	XP_060435032.1	XP_070060279.1
OG0002108	XP_060435031.1	XP_070060278.1
OG0002109	XP_060435029.1	XP_036584809.1
OG0002110	XP_060429897.1	XP_036579035.1
OG0002111	XP_060429896.1	XP_036579036.1
OG0002112	XP_060429895.1	XP_036579039.1
OG0002113	XP_060429893.1	XP_036579040.1
OG0002114	XP_060429891.1	XP_036579041.1
OG0002115	XP_060429889.1	XP_036579043.1
OG0002116	XP_060429887.1	XP_036579045.1
OG0002117	XP_060429886.1	XP_036579048.1
OG0002118	XP_060429885.1	XP_036579047.1
OG0002119	XP_060429884.1	XP_036579046.2
OG0002120	XP_060429883.1	XP_036579053.1
OG0002121	XP_060429882.1	XP_036579054.1
OG0002122	XP_060429879.1	XP_036579057.1
OG0002123	XP_060429877.1	XP_036574280.1
OG0002124	XP_060431861.1	XP_036583368.1
OG0002125	XP_060431862.1	XP_036583369.2
OG0002126	XP_060431867.1	XP_036583374.1
OG0002127	XP_060431870.1	XP_036583375.1
OG0002128	XP_060431872.1	XP_036583376.1
OG0002129	XP_060431873.1	XP_036583377.1
OG0002130	XP_060431874.1	XP_036583378.1
OG0002131	XP_060431875.1	XP_070061227.1
OG0002132	XP_060431877.1	XP_036583381.2
OG0002133	XP_060431882.1	XP_036583383.1
OG0002134	XP_060431884.1	XP_036583384.1
OG0002135	XP_060431886.1	XP_036583385.1
OG0002138	XP_060421417.1	XP_036576168.1
OG0002139	XP_060421418.1	XP_036576169.1
OG0002140	XP_060421419.1	XP_036576170.1
OG0002141	XP_060421420.1	XP_036576171.1
OG0002142	XP_060421421.1	XP_036576172.1
OG0002143	XP_060421423.1	XP_036576173.1
OG0002144	XP_060421468.1	XP_036576176.1
OG0002145	XP_060421470.1, XP_060421800.1	XP_036574852.1
OG0002146	XP_060429766.1	XP_036586192.1
OG0002147	XP_060429765.1	XP_036586193.1
OG0002148	XP_060429785.1	XP_036586190.1
OG0002149	XP_060429784.1	XP_070061349.1, XP_036576459.1
OG0002150	XP_060429781.1	XP_036586197.2
OG0002151	XP_060429778.1	XP_036586200.1
OG0002152	XP_060429790.1	XP_036586202.1
OG0002153	XP_060429793.1	XP_070060790.1
OG0002154	XP_060429794.1	XP_036586205.1
OG0002155	XP_060429795.1	XP_036586206.1
OG0002156	XP_060429796.1	XP_070060788.1
OG0002157	XP_060434454.1	XP_036585714.1
OG0002158	XP_060434456.1	XP_036585712.2
OG0002159	XP_060434457.1	XP_036585711.1
OG0002160	XP_060434458.1	XP_036585710.1
OG0002161	XP_060434459.1	XP_036585709.1
OG0002162	XP_060434461.1	XP_036585707.1
OG0002163	XP_060434463.1	XP_036585703.1
OG0002164	XP_060434464.1	XP_036585701.1
OG0002165	XP_060434466.1	XP_036585700.1
OG0002166	XP_060434467.1	XP_036585699.1
OG0002167	XP_060434468.1	XP_036585698.1
OG0002168	XP_060434469.1	XP_036585697.2
OG0002169	XP_060434470.1	XP_036585696.1
OG0002170	XP_060434471.1	XP_036585695.1
OG0002171	XP_060434473.1	XP_070061669.1
OG0002172	XP_060434474.1	XP_036585600.1
OG0002173	XP_060434476.1	XP_036585602.2
OG0002174	XP_060434477.1	XP_036585603.1
OG0002175	XP_060434478.1	XP_036585604.1
OG0002176	XP_060434479.1	XP_036585605.1
OG0002177	XP_060434480.1	XP_036585606.1
OG0002178	XP_060434481.1	XP_036585608.1
OG0002179	XP_060434482.1	XP_036585609.1
OG0002180	XP_060434483.1	XP_036585610.2
OG0002181	XP_060434484.1	XP_036585611.1
OG0002182	XP_060434485.1	XP_036585612.1
OG0002184	XP_060421490.1	XP_036577120.1
OG0002185	XP_060421485.1	XP_036577115.1
OG0002186	XP_060421483.1	XP_036577113.2
OG0002187	XP_060421482.1	XP_036577112.1
OG0002188	XP_060423798.1	XP_036577110.1
OG0002189	XP_060423800.1	XP_036577108.1
OG0002190	XP_060423801.1	XP_036577105.1
OG0002191	XP_060423802.1	XP_036577106.1
OG0002192	XP_060423803.1	XP_036577107.2
OG0002193	XP_060423804.1	XP_036577104.1
OG0002194	XP_060423805.1	XP_036577103.2
OG0002196	XP_060423809.1	XP_036577094.1
OG0002197	XP_060431514.1	XP_036585341.1
OG0002198	XP_060431513.1	XP_036585340.1
OG0002199	XP_060431512.1	XP_070061742.1
OG0002200	XP_060431511.1	XP_036585338.2
OG0002201	XP_060431509.1	XP_036585336.1
OG0002202	XP_060431507.1	XP_036585334.2
OG0002203	XP_060431505.1	XP_036585332.1
OG0002204	XP_060431504.1	XP_036585331.1
OG0002205	XP_060431502.1	XP_036585350.1
OG0002206	XP_060431499.1	XP_036585352.1
OG0002207	XP_060431498.1	XP_036585353.1
OG0002208	XP_060431497.1	XP_036585280.2
OG0002209	XP_060431496.1	XP_036585281.1
OG0002210	XP_060431495.1	XP_036585282.1
OG0002211	XP_060431494.1	XP_036585278.1
OG0002212	XP_060431492.1	XP_036585277.1
OG0002213	XP_060431491.1	XP_036585275.1
OG0002214	XP_060431490.1	XP_036585276.1
OG0002215	XP_060431489.1	XP_036585256.1
OG0002216	XP_060431488.1	XP_036585257.1
OG0002217	XP_060431486.1	XP_036585258.1
OG0002218	XP_060431484.1	XP_036585260.1
OG0002219	XP_060431483.1	XP_036585261.1
OG0002220	XP_060431482.1	XP_036585262.1
OG0002221	XP_060431480.1	XP_036585263.1
OG0002222	XP_060431479.1	XP_036585264.1
OG0002223	XP_060431478.1	XP_036585265.1
OG0002224	XP_060431477.1	XP_036585266.1
OG0002225	XP_060431476.1	XP_036585267.2
OG0002226	XP_060431475.1	XP_036585268.1
OG0002227	XP_060431474.1	XP_036585269.1
OG0002228	XP_060431473.1	XP_036585270.1
OG0002229	XP_060431472.1	XP_036585271.1
OG0002230	XP_060431471.1	XP_036585272.1
OG0002231	XP_060431470.1	XP_036585273.1
OG0002232	XP_060431469.1	XP_036585274.1
OG0002233	XP_060431465.1	XP_036581669.1
OG0002233	XP_060422797.1	XP_036579991.1, XP_036574407.1
OG0002234	XP_060431455.1	XP_036585255.1
OG0002235	XP_060431452.1	XP_036585254.1
OG0002236	XP_060431449.1	XP_036585253.1
OG0002237	XP_060431448.1	XP_036585252.1
OG0002238	XP_060431447.1	XP_036585251.1
OG0002239	XP_060431446.1	XP_036585250.1
OG0002240	XP_060431443.1	XP_036585248.1
OG0002241	XP_060431442.1	XP_036585247.1
OG0002242	XP_060431441.1	XP_036585246.1
OG0002243	XP_060431440.1	XP_070061735.1
OG0002244	XP_060431437.1	XP_070061733.1
OG0002245	XP_060431436.1	XP_036585242.1
OG0002246	XP_060431435.1	XP_036585241.1
OG0002247	XP_060431434.1	XP_036585239.1
OG0002248	XP_060431433.1	XP_036585237.2
OG0002249	XP_060431431.1	XP_036585235.1
OG0002250	XP_060431429.1	XP_036585232.1
OG0002251	XP_060431428.1	XP_036585231.1
OG0002252	XP_060431426.1	XP_036585230.1
OG0002253	XP_060431425.1	XP_036585229.1
OG0002254	XP_060431424.1	XP_036585224.1
OG0002255	XP_060431417.1	XP_036585223.1
OG0002256	XP_060431415.1	XP_036585211.1
OG0002257	XP_060431413.1	XP_036587751.1
OG0002258	XP_060431412.1	XP_036585222.1
OG0002259	XP_060431411.1	XP_036585221.1
OG0002260	XP_060431410.1	XP_036585220.2
OG0002261	XP_060431405.1	XP_036585217.1
OG0002262	XP_060431403.1	XP_036585210.1
OG0002263	XP_060431402.1	XP_036585209.1
OG0002264	XP_060431389.1	XP_036585190.1
OG0002265	XP_060431391.1	XP_036585195.1
OG0002266	XP_060431394.1	XP_036585196.1
OG0002267	XP_060431395.1	XP_036585197.1
OG0002268	XP_060431396.1	XP_036585198.1
OG0002269	XP_060431397.1	XP_036585199.1
OG0002270	XP_060431387.1	XP_036585201.1
OG0002271	XP_060431384.1	XP_036585179.2
OG0002272	XP_060431382.1	XP_036585181.2
OG0002273	XP_060431380.1	XP_070061726.1
OG0002274	XP_060431379.1	XP_036585182.2
OG0002275	XP_060431376.1	XP_036585172.1
OG0002276	XP_060431375.1	XP_036585174.1
OG0002277	XP_060431374.1	XP_036585175.1
OG0002278	XP_060431372.1	XP_070061725.1
OG0002279	XP_060431371.1	XP_036585178.1
OG0002280	XP_060431370.1	XP_036585164.1
OG0002281	XP_060431355.1	XP_036580703.1
OG0002282	XP_060431354.1	XP_036580704.1
OG0002283	XP_060431352.1	XP_036580710.1
OG0002284	XP_060431351.1	XP_036580711.1
OG0002285	XP_060431349.1	XP_036580712.1
OG0002286	XP_060426746.1	XP_036580724.1
OG0002287	XP_060431344.1	XP_036577701.1
OG0002288	XP_060431341.1	XP_036576667.1
OG0002289	XP_060431339.1	XP_036580699.2
OG0002290	XP_060431338.1	XP_036580693.1
OG0002291	XP_060431337.1	XP_036580694.1
OG0002292	XP_060431335.1	XP_036580695.2
OG0002293	XP_060431333.1	XP_036580696.1
OG0002294	XP_060431332.1	XP_036580697.1
OG0002295	XP_060431331.1	XP_036580698.1
OG0002296	XP_060431326.1	XP_036580672.1
OG0002297	XP_060431325.1	XP_036580673.1
OG0002298	XP_060431324.1	XP_036580674.1
OG0002299	XP_060431323.1	XP_036580675.1
OG0002300	XP_060431322.1	XP_036580676.1
OG0002301	XP_060431321.1	XP_036580677.1
OG0002302	XP_060431320.1	XP_036580678.1
OG0002303	XP_060431319.1	XP_036580679.1
OG0002304	XP_060431317.1	XP_036580681.1
OG0002305	XP_060431314.1	XP_070061706.1
OG0002306	XP_060431312.1	XP_070061701.1
OG0002307	XP_060431311.1	XP_070061702.1
OG0002308	XP_060431310.1	XP_036580685.1
OG0002309	XP_060431309.1	XP_036580686.1
OG0002310	XP_060431308.1	XP_070061703.1
OG0002311	XP_060431307.1	XP_036580688.1
OG0002312	XP_060431303.1	XP_036580692.1
OG0002313	XP_060431301.1	XP_036580642.1
OG0002314	XP_060431300.1	XP_036580643.1
OG0002315	XP_060431299.1	XP_070061694.1
OG0002316	XP_060431296.1	XP_036580646.1
OG0002317	XP_060431293.1	XP_036580650.1
OG0002318	XP_060431292.1	XP_036580651.1
OG0002319	XP_060431291.1	XP_036580652.1
OG0002320	XP_060431290.1	XP_036580653.1
OG0002321	XP_060431289.1	XP_036580593.1
OG0002322	XP_060431288.1	XP_036580592.1
OG0002323	XP_060431287.1	XP_036580591.1
OG0002324	XP_060431285.1	XP_036580637.1
OG0002325	XP_060431284.1	XP_036580636.1
OG0002326	XP_060431280.1	XP_070061693.1
OG0002327	XP_060431279.1	XP_036580614.1
OG0002328	XP_060431278.1	XP_036580615.1
OG0002329	XP_060431277.1	XP_070061690.1
OG0002330	XP_060431276.1	XP_036580617.1
OG0002331	XP_060421953.1	XP_036580618.2
OG0002332	XP_060421950.1	XP_036580620.1
OG0002333	XP_060421949.1	XP_070061691.1
OG0002334	XP_060421948.1	XP_036580622.2
OG0002335	XP_060421946.1	XP_070061692.1
OG0002336	XP_060421945.1	XP_036580624.1
OG0002337	XP_060421943.1	XP_036580626.1
OG0002338	XP_060421942.1	XP_036580627.1
OG0002339	XP_060421940.1	XP_036580628.1
OG0002340	XP_060421939.1	XP_036580630.1
OG0002341	XP_060421938.1	XP_036580631.1
OG0002342	XP_060421937.1	XP_036580632.1
OG0002343	XP_060421936.1	XP_036580633.2
OG0002344	XP_060421934.1	XP_036580635.1
OG0002345	XP_060422043.1	XP_036580594.1
OG0002346	XP_060422044.1	XP_036580595.1
OG0002347	XP_060422045.1	XP_036580596.1
OG0002348	XP_060422046.1	XP_036580597.1
OG0002349	XP_060422047.1	XP_036580598.2
OG0002350	XP_060422048.1	XP_070061688.1
OG0002351	XP_060422049.1	XP_036580600.1
OG0002352	XP_060434288.1	XP_036580602.1
OG0002353	XP_060422062.1	XP_036580603.1
OG0002354	XP_060422061.1	XP_036580604.1
OG0002355	XP_060422060.1	XP_036580605.1
