Orthogroup	Colletotrichum_siamense	Colletotrichum_gloeosporioides
OG0003279	XP_036490695.1	XP_045256591.1
OG0003280	XP_036491122.1	XP_045256592.1
OG0003281	XP_036494530.1	XP_045263007.1
OG0003282	XP_036490176.1	XP_045256596.1
OG0003283	XP_036490872.1	XP_045256558.1
OG0003284	XP_036490205.1	XP_045256559.1
OG0003285	XP_036491056.1	XP_045256560.1
OG0003286	XP_036490667.1	XP_045256474.1
OG0003287	XP_036490666.1	XP_045256475.1
OG0003288	XP_036490668.1	XP_045256477.1
OG0003289	XP_036490671.1	XP_045256478.1
OG0003290	XP_036490838.1	XP_045256480.1
OG0003291	XP_036491250.1	XP_045256482.1
OG0003292	XP_036491251.1	XP_045256483.1
OG0003293	XP_036491248.1	XP_045256484.1
OG0003294	XP_036491249.1	XP_045256485.1
OG0003295	XP_036490948.1	XP_045256487.1
OG0003296	XP_036491246.1	XP_045256488.1
OG0003297	XP_036490946.1	XP_045256489.1
OG0003298	XP_036490949.1	XP_045256490.1
OG0003299	XP_036490853.1	XP_045256491.1
OG0003300	XP_036490852.1	XP_045256492.1
OG0003301	XP_036490908.1	XP_045256493.1
OG0003302	XP_036490851.1	XP_045256496.1
OG0003303	XP_036491081.1	XP_045256497.1
OG0003304	XP_036490856.1	XP_045256498.1
OG0003305	XP_036490290.1	XP_045256503.1
OG0003306	XP_036490291.1	XP_045256504.1
OG0003307	XP_036490162.1	XP_045256388.1
OG0003308	XP_036490951.1	XP_045256365.1
OG0003309	XP_036490643.1	XP_045256366.1
OG0003310	XP_036490286.1	XP_045256368.1
OG0003311	XP_036490284.1	XP_045256369.1
OG0003312	XP_036490282.1	XP_045256370.1
OG0003313	XP_036490281.1	XP_045256373.1
OG0003314	XP_036490280.1	XP_045256372.1
OG0003315	XP_036490283.1	XP_045256371.1
OG0003316	XP_036490341.1	XP_045256375.1
OG0003317	XP_036490844.1	XP_045256376.1
OG0003318	XP_036490886.1	XP_045256377.1
OG0003319	XP_036490845.1	XP_045256378.1
OG0003320	XP_036490887.1	XP_045256379.1
OG0003321	XP_036490846.1	XP_045256381.1
OG0003322	XP_036490921.1	XP_045256382.1
OG0003323	XP_036490847.1	XP_045256383.1
OG0003324	XP_036490923.1	XP_045256384.1
OG0003325	XP_036490848.1	XP_045256385.1
OG0003326	XP_036490244.1	XP_045256358.1
OG0003327	XP_036490236.1	XP_045256354.1
OG0003328	XP_036490243.1	XP_045256353.1
OG0003329	XP_036490930.1	XP_045256344.1
OG0003330	XP_036490924.1	XP_045256345.1
OG0003331	XP_036490649.1	XP_045256360.1
OG0003332	XP_036490647.1	XP_045256361.1
OG0003333	XP_036490955.1	XP_045256362.1
OG0003334	XP_036490645.1	XP_045256363.1
OG0003335	XP_036490953.1	XP_045256364.1
OG0003336	XP_036490387.1	XP_045256340.1
OG0003337	XP_036490386.1	XP_045256339.1
OG0003338	XP_036490383.1	XP_045256338.1
OG0003339	XP_036490382.1	XP_045256337.1
OG0003340	XP_036490385.1	XP_045256336.1
OG0003341	XP_036490380.1	XP_045256334.1
OG0003342	XP_036490379.1	XP_045256333.1
OG0003343	XP_036490335.1	XP_045256332.1
OG0003344	XP_036490381.1	XP_045256331.1
OG0003345	XP_036490894.1	XP_045256330.1
OG0003346	XP_036490306.1	XP_045256552.1
OG0003347	XP_036490875.1	XP_045256553.1
OG0003348	XP_036490507.1	XP_045256556.1
OG0003349	XP_036491202.1	XP_045256469.1
OG0003350	XP_036491205.1	XP_045256466.1
OG0003351	XP_036491204.1	XP_045256465.1
OG0003352	XP_036491203.1	XP_045256464.1
OG0003353	XP_036491209.1	XP_045256463.1
OG0003354	XP_036491208.1	XP_045256462.1
OG0003355	XP_036493457.1	XP_045271313.1
OG0003356	XP_036493455.1	XP_045271315.1
OG0003357	XP_036490596.1	XP_045256456.1
OG0003358	XP_036491207.1	XP_045256460.1
OG0003359	XP_036491206.1	XP_045256459.1
OG0003360	XP_036490594.1	XP_045256458.1
OG0003361	XP_036490600.1	XP_045256449.1
OG0003362	XP_036490601.1	XP_045256448.1
OG0003363	XP_036490169.1	XP_045256397.1
OG0003364	XP_036490168.1	XP_045256396.1
OG0003365	XP_036490167.1	XP_045256395.1
OG0003366	XP_036490733.1	XP_045256399.1
OG0003367	XP_036490368.1	XP_045256400.1
OG0003368	XP_036490732.1	XP_045256401.1
OG0003369	XP_036490731.1	XP_045256402.1
OG0003370	XP_036490737.1	XP_045256403.1
OG0003371	XP_036490736.1	XP_045256404.1
OG0003372	XP_036491144.1	XP_045256408.1
OG0003373	XP_036491086.1	XP_045256409.1
OG0003374	XP_036491061.1	XP_045256410.1
OG0003375	XP_036490478.1	XP_045256411.1
OG0003376	XP_036491211.1	XP_045256412.1
OG0003377	XP_036490530.1	XP_045256413.1
OG0003378	XP_036491053.1	XP_045256414.1
OG0003379	XP_036490706.1	XP_045256415.1
OG0003380	XP_036490705.1	XP_045256416.1
OG0003381	XP_036491020.1	XP_045256419.1
OG0003382	XP_036490149.1	XP_045256420.1
OG0003383	XP_036491025.1	XP_045256421.1
OG0003384	XP_036491027.1	XP_045256422.1
OG0003385	XP_036491029.1	XP_045256424.1
OG0003386	XP_036491030.1	XP_045256425.1
OG0003387	XP_036491293.1	XP_045256427.1
OG0003388	XP_036490744.1	XP_045256428.1
OG0003389	XP_036490743.1	XP_045256429.1
OG0003390	XP_036490745.1	XP_045256431.1
OG0003391	XP_036490159.1	XP_045256433.1
OG0003392	XP_036490157.1	XP_045256436.1
OG0003393	XP_036490740.1	XP_045256437.1
OG0003394	XP_036490173.1	XP_045256438.1
OG0003395	XP_036490950.1	XP_045256439.1
OG0003396	XP_036490154.1	XP_045256440.1
OG0003397	XP_036490468.1	XP_045256442.1
OG0003398	XP_036490165.1	XP_045256392.1
OG0003399	XP_036490164.1	XP_045256391.1
OG0003400	XP_036490163.1	XP_045256390.1
OG0003401	XP_036490293.1	XP_045256506.1
OG0003402	XP_036490294.1	XP_045256507.1
OG0003403	XP_036490295.1	XP_045256508.1
OG0003404	XP_036490288.1	XP_045256510.1
OG0003405	XP_036490364.1	XP_045256514.1
OG0003406	XP_036490410.1	XP_045256515.1
OG0003407	XP_036490411.1	XP_045256516.1
OG0003408	XP_036490367.1	XP_045256517.1
OG0003409	XP_036490369.1	XP_045256518.1
OG0003410	XP_036490365.1	XP_045256519.1
OG0003411	XP_036490366.1	XP_045256520.1
OG0003412	XP_036490408.1	XP_045256521.1
OG0003413	XP_036490363.1	XP_045256522.1
OG0003414	XP_036490234.1	XP_045256524.1
OG0003415	XP_036490354.1	XP_045256525.1
OG0003416	XP_036490356.1	XP_045256527.1
OG0003417	XP_036490355.1	XP_045256528.1
OG0003418	XP_036490351.1	XP_045256529.1
OG0003419	XP_036490350.1	XP_045256530.1
OG0003420	XP_036490352.1	XP_045256532.1
OG0003421	XP_036490349.1	XP_045256533.1
OG0003422	XP_036491284.1	XP_045256535.1
OG0003423	XP_036490466.1	XP_045256536.1
OG0003424	XP_036490642.1	XP_045256537.1
OG0003425	XP_036490467.1	XP_045256538.1
OG0003426	XP_036491285.1	XP_045256539.1
OG0003427	XP_036491288.1	XP_045256540.1
OG0003428	XP_036490911.1	XP_045256541.1
OG0003429	XP_036491165.1	XP_045256544.1
OG0003430	XP_036491164.1	XP_045256545.1
OG0003431	XP_036491163.1	XP_045256546.1
OG0003432	XP_036491162.1	XP_045256547.1
OG0003433	XP_036491168.1	XP_045256549.1
OG0003434	XP_036491167.1	XP_045256550.1
OG0003435	XP_036490307.1	XP_045256551.1
OG0003436	XP_036490896.1	XP_045256328.1
OG0003438	XP_036492532.1	XP_045258940.1
OG0003439	XP_036491867.1	XP_045258943.1
OG0003440	XP_036491586.1	XP_045258939.1
OG0003441	XP_036491776.1	XP_045258938.1
OG0003443	XP_036491862.1	XP_045258934.1
OG0003444	XP_036492375.1	XP_045258931.1
OG0003445	XP_036492376.1	XP_045258930.1
OG0003446	XP_036491545.1	XP_045258929.1
OG0003447	XP_036491546.1	XP_045258928.1
OG0003448	XP_036492208.1	XP_045258926.1
OG0003449	XP_036492209.1	XP_045258927.1
OG0003450	XP_036491928.1	XP_045258922.1
OG0003451	XP_036492203.1	XP_045258920.1
OG0003452	XP_036492206.1	XP_045258919.1
OG0003453	XP_036492210.1	XP_045258924.1
OG0003454	XP_036489768.1	XP_045257573.1, XP_045267882.1
OG0003455	XP_036490034.1	XP_045257572.1, XP_045267883.1
OG0003456	XP_036490276.1	XP_045261332.1
OG0003457	XP_036491445.1	XP_045258885.1
OG0003458	XP_036492113.1	XP_045258884.1
OG0003459	XP_036492116.1	XP_045258883.1
OG0003460	XP_036492115.1	XP_045258882.1
OG0003461	XP_036492112.1	XP_045258877.1
OG0003462	XP_036491820.1	XP_045258834.1
OG0003463	XP_036492486.1	XP_045258835.1
OG0003464	XP_036491697.1	XP_045258837.1
OG0003465	XP_036499124.1	XP_045259645.1
OG0003466	XP_036500019.1	XP_045259646.1
OG0003467	XP_036499278.1	XP_045259647.1
OG0003468	XP_036499546.1	XP_045259649.1
OG0003469	XP_036499547.1	XP_045259650.1
OG0003470	XP_036499535.1	XP_045259652.1
OG0003471	XP_036499277.1	XP_045259654.1
OG0003472	XP_036500732.1	XP_045259655.1
OG0003473	XP_036500293.1	XP_045256095.1
OG0003474	XP_036500296.1	XP_045256097.1
OG0003475	XP_036499344.1	XP_045256098.1
OG0003476	XP_036499343.1	XP_045256100.1
OG0003477	XP_036499340.1	XP_045256101.1
OG0003478	XP_036499384.1	XP_045256102.1
OG0003479	XP_036499383.1	XP_045256103.1
OG0003481	XP_036499385.1	XP_045259631.1
OG0003482	XP_036499342.1	XP_045259632.1
OG0003483	XP_036499123.1	XP_045259634.1
OG0003484	XP_036499122.1	XP_045259635.1
OG0003485	XP_036499749.1	XP_045259636.1
OG0003486	XP_036499697.1	XP_045259669.1
OG0003487	XP_036499696.1	XP_045259668.1
OG0003488	XP_036499699.1	XP_045259667.1
OG0003489	XP_036499698.1	XP_045259666.1
OG0003490	XP_036498989.1	XP_045258798.1
OG0003491	XP_036498988.1	XP_045258797.1
OG0003492	XP_036498985.1	XP_045258796.1
OG0003493	XP_036498987.1	XP_045258794.1
OG0003494	XP_036498986.1	XP_045258793.1
OG0003495	XP_036498981.1	XP_045258792.1
OG0003496	XP_036498980.1	XP_045258791.1
OG0003497	XP_036498983.1	XP_045258790.1
OG0003498	XP_036498982.1	XP_045258789.1
OG0003499	XP_036499915.1	XP_045258788.1
OG0003500	XP_036499909.1	XP_045258787.1
OG0003501	XP_036499907.1	XP_045258785.1
OG0003502	XP_036499908.1	XP_045258784.1
OG0003503	XP_036499913.1	XP_045258783.1
OG0003504	XP_036499914.1	XP_045258782.1
OG0003505	XP_036499911.1	XP_045258781.1
OG0003506	XP_036500875.1	XP_045258779.1
OG0003507	XP_036500860.1	XP_045259702.1
OG0003508	XP_036500880.1	XP_045258776.1
OG0003509	XP_036500878.1	XP_045258774.1
OG0003510	XP_036499845.1	XP_045258771.1
OG0003511	XP_036499846.1	XP_045258770.1
OG0003512	XP_036499852.1	XP_045258768.1
OG0003513	XP_036499853.1	XP_045258767.1
OG0003514	XP_036499847.1	XP_045258765.1
OG0003515	XP_036499848.1	XP_045258764.1
OG0003516	XP_036499849.1	XP_045258763.1
OG0003517	XP_036500813.1	XP_045258761.1
OG0003518	XP_036500815.1	XP_045258759.1
OG0003519	XP_036500817.1	XP_045258756.1
OG0003520	XP_036500818.1	XP_045258758.1
OG0003521	XP_036500819.1	XP_045258755.1
OG0003522	XP_036500822.1	XP_045258754.1
OG0003523	XP_036500821.1	XP_045258753.1
OG0003524	XP_036499793.1	XP_045258752.1
OG0003525	XP_036499794.1	XP_045258751.1
OG0003526	XP_036499792.1	XP_045258749.1
OG0003527	XP_036499789.1	XP_045258748.1
OG0003528	XP_036499790.1	XP_045258747.1
OG0003529	XP_036499786.1	XP_045258744.1
OG0003530	XP_036500159.1	XP_045258718.1
OG0003531	XP_036500160.1	XP_045258719.1
OG0003532	XP_036500162.1	XP_045258722.1
OG0003533	XP_036499727.1	XP_045258724.1
OG0003534	XP_036499726.1	XP_045258725.1
OG0003535	XP_036499725.1	XP_045258726.1
OG0003536	XP_036499724.1	XP_045258727.1
OG0003537	XP_036499722.1	XP_045258729.1
OG0003538	XP_036499720.1	XP_045258731.1
OG0003539	XP_036499728.1	XP_045258732.1
OG0003540	XP_036500757.1	XP_045258733.1
OG0003541	XP_036496682.1	XP_045259327.1
OG0003542	XP_036496683.1	XP_045259326.1
OG0003543	XP_036496684.1	XP_045259325.1
OG0003544	XP_036496760.1	XP_045259310.1
OG0003545	XP_036496753.1	XP_045259312.1
OG0003546	XP_036496752.1	XP_045259313.1
OG0003547	XP_036495908.1	XP_045259314.1
OG0003548	XP_036495909.1	XP_045259315.1
OG0003549	XP_036495904.1	XP_045259317.1
OG0003550	XP_036495949.1	XP_045259318.1
OG0003551	XP_036495902.1	XP_045259319.1
OG0003552	XP_036495911.1	XP_045259320.1
OG0003553	XP_036496688.1	XP_045259321.1
OG0003554	XP_036496685.1	XP_045259324.1
OG0003555	XP_036496686.1	XP_045259323.1
OG0003556	XP_036496687.1	XP_045259322.1
OG0003557	XP_036495600.1	XP_045259307.1
OG0003558	XP_036495970.1	XP_045259302.1
OG0003559	XP_036495967.1	XP_045259300.1
OG0003560	XP_036495966.1	XP_045259299.1
OG0003561	XP_036495965.1	XP_045259298.1
OG0003562	XP_036495963.1	XP_045259297.1
OG0003563	XP_036495962.1	XP_045259296.1
OG0003564	XP_036496831.1	XP_045259295.1
OG0003565	XP_036496832.1	XP_045259294.1
OG0003566	XP_036496827.1	XP_045259293.1
OG0003567	XP_036496828.1	XP_045259292.1
OG0003568	XP_036496829.1	XP_045259291.1
OG0003569	XP_036496830.1	XP_045259290.1
OG0003570	XP_036496823.1	XP_045259289.1
OG0003571	XP_036496824.1	XP_045259288.1
OG0003572	XP_036496826.1	XP_045259286.1
OG0003573	XP_036496063.1	XP_045259282.1
OG0003575	XP_036496065.1	XP_045259281.1
OG0003576	XP_036496902.1	XP_045259271.1
OG0003577	XP_036495262.1	XP_045267037.1
OG0003578	XP_036496901.1	XP_045259268.1
OG0003579	XP_036490262.1	XP_045264530.1
OG0003580	XP_036491283.1	XP_045264529.1
OG0003581	XP_036490888.1	XP_045264528.1
OG0003582	XP_036491189.1	XP_045264527.1
OG0003583	XP_036490919.1	XP_045264524.1
OG0003584	XP_036490151.1	XP_045264521.1
OG0003585	XP_036490917.1	XP_045264522.1
OG0003586	XP_036490918.1	XP_045264523.1
OG0003587	XP_036490660.1	XP_045264515.1
OG0003588	XP_036491280.1	XP_045266628.1
OG0003589	XP_036491200.1	XP_045266630.1
OG0003590	XP_036491196.1	XP_045264503.1
OG0003591	XP_036491197.1	XP_045264504.1
OG0003592	XP_036491195.1	XP_045264505.1
OG0003593	XP_036490823.1	XP_045264506.1
OG0003594	XP_036491199.1	XP_045264507.1
OG0003595	XP_036490214.1	XP_045266621.1
OG0003596	XP_036491057.1	XP_045266619.1
OG0003597	XP_036491009.1	XP_045266597.1
OG0003598	XP_036490465.1	XP_045266598.1
OG0003599	XP_036491024.1	XP_045266599.1
OG0003600	XP_036491001.1	XP_045266600.1
OG0003601	XP_036490252.1	XP_045266604.1
OG0003602	XP_036490250.1	XP_045266605.1
OG0003603	XP_036490254.1	XP_045266608.1
OG0003604	XP_036495821.1	XP_045259890.1
OG0003605	XP_036491298.1	XP_045266587.1
OG0003606	XP_036491299.1	XP_045266588.1
OG0003607	XP_036491300.1	XP_045266589.1
OG0003608	XP_036491301.1	XP_045266591.1
OG0003609	XP_036491302.1	XP_045266592.1
OG0003610	XP_036490588.1	XP_045266593.1
OG0003611	XP_036490864.1	XP_045266594.1
OG0003612	XP_036500345.1	XP_045261709.1
OG0003614	XP_036490190.1	XP_045266578.1
OG0003615	XP_036490797.1	XP_045266569.1
OG0003616	XP_036490174.1	XP_045266567.1
OG0003617	XP_036490175.1	XP_045266566.1
OG0003618	XP_036490319.1	XP_045266565.1
OG0003619	XP_036490322.1	XP_045266564.1
OG0003620	XP_036490312.1	XP_045266563.1
OG0003621	XP_036497105.1	XP_045270724.1
OG0003622	XP_036497110.1	XP_045270723.1
OG0003623	XP_036497111.1	XP_045270722.1
OG0003624	XP_036497108.1	XP_045270721.1
OG0003625	XP_036497109.1	XP_045270720.1
OG0003626	XP_036497102.1	XP_045270719.1
OG0003627	XP_036498710.1	XP_045270717.1
OG0003628	XP_036498709.1	XP_045270714.1
OG0003629	XP_036498714.1	XP_045270713.1
OG0003630	XP_036498715.1	XP_045270712.1
OG0003631	XP_036498712.1	XP_045270711.1
OG0003632	XP_036498713.1	XP_045270710.1
OG0003633	XP_036498718.1	XP_045270708.1
OG0003634	XP_036497694.1	XP_045270707.1
OG0003635	XP_036497693.1	XP_045270706.1
OG0003636	XP_036497696.1	XP_045270705.1
OG0003637	XP_036497695.1	XP_045270704.1
OG0003638	XP_036497698.1	XP_045270698.1
OG0003639	XP_036497691.1	XP_045270700.1
OG0003640	XP_036497692.1	XP_045270701.1
OG0003641	XP_036498625.1	XP_045270697.1
OG0003642	XP_036498627.1	XP_045270695.1
OG0003643	XP_036498628.1	XP_045270694.1
OG0003644	XP_036498629.1	XP_045270693.1
OG0003645	XP_036498630.1	XP_045270692.1
OG0003646	XP_036498631.1	XP_045270691.1
OG0003647	XP_036498621.1	XP_045270690.1
OG0003648	XP_036498622.1	XP_045270688.1
OG0003649	XP_036497610.1	XP_045270684.1
OG0003650	XP_036497608.1	XP_045270682.1
OG0003651	XP_036497614.1	XP_045270681.1
OG0003652	XP_036497613.1	XP_045270680.1
OG0003653	XP_036497612.1	XP_045270679.1
OG0003654	XP_036497607.1	XP_045270678.1
OG0003655	XP_036497606.1	XP_045270677.1
OG0003656	XP_036498550.1	XP_045270676.1
OG0003657	XP_036498547.1	XP_045270675.1
OG0003658	XP_036498548.1	XP_045270674.1
OG0003659	XP_036498545.1	XP_045270673.1
OG0003660	XP_036498546.1	XP_045270672.1
OG0003661	XP_036498544.1	XP_045270670.1
OG0003662	XP_036498541.1	XP_045270669.1
OG0003663	XP_036498542.1	XP_045270668.1
OG0003664	XP_036497554.1	XP_045270667.1
OG0003665	XP_036497557.1	XP_045270665.1
OG0003666	XP_036497556.1	XP_045270664.1
OG0003667	XP_036497559.1	XP_045270663.1
OG0003668	XP_036497558.1	XP_045270662.1
OG0003670	XP_036497560.1	XP_045270659.1
OG0003671	XP_036497563.1	XP_045270658.1
OG0003672	XP_036497562.1	XP_045270657.1
OG0003673	XP_036498489.1	XP_045270655.1
OG0003674	XP_036498490.1	XP_045270654.1
OG0003675	XP_036498483.1	XP_045270653.1
OG0003676	XP_036495169.1	XP_045263101.1
OG0003677	XP_036494901.1	XP_045263102.1
OG0003678	XP_036494875.1	XP_045263103.1
OG0003679	XP_036494873.1	XP_045263105.1
OG0003680	XP_036494838.1	XP_045263106.1
OG0003681	XP_036494870.1	XP_045263107.1
OG0003682	XP_036494871.1	XP_045263108.1
OG0003683	XP_036494794.1	XP_045263109.1
OG0003684	XP_036501379.1	XP_045264012.1
OG0003685	XP_036494811.1	XP_045263110.1
OG0003686	XP_036494606.1	XP_045263111.1
OG0003687	XP_036494607.1	XP_045263112.1
OG0003688	XP_036493961.1	XP_045263113.1
OG0003689	XP_036493963.1	XP_045263115.1
OG0003690	XP_036493962.1	XP_045263116.1
OG0003691	XP_036494256.1	XP_045263118.1
OG0003692	XP_036494260.1	XP_045263119.1
OG0003693	XP_036494258.1	XP_045263120.1
OG0003694	XP_036495062.1	XP_045263121.1
OG0003695	XP_036494228.1	XP_045263122.1
OG0003696	XP_036494010.1	XP_045263127.1
OG0003697	XP_036494012.1	XP_045263128.1
OG0003699	XP_036495178.1	XP_045263096.1
OG0003700	XP_036494495.1	XP_045263086.1
OG0003701	XP_036494743.1	XP_045263088.1
OG0003702	XP_036494741.1	XP_045263089.1
OG0003703	XP_036494492.1	XP_045263090.1
OG0003704	XP_036494487.1	XP_045263093.1
OG0003705	XP_036495180.1	XP_045263095.1
OG0003706	XP_036494485.1	XP_045263094.1
OG0003707	XP_036494953.1	XP_045263080.1
OG0003708	XP_036494855.1	XP_045263081.1
OG0003709	XP_036494857.1	XP_045263082.1
OG0003710	XP_036494288.1	XP_045263083.1
OG0003711	XP_036494948.1	XP_045263084.1
OG0003712	XP_036494952.1	XP_045263079.1
OG0003713	XP_036494368.1	XP_045263078.1
OG0003714	XP_036494815.1	XP_045263073.1
OG0003715	XP_036494165.1	XP_045263047.1
OG0003716	XP_036495010.1	XP_045257525.1
OG0003717	XP_036495013.1	XP_045257526.1
OG0003718	XP_036493474.1	XP_045262188.1
OG0003719	XP_036493473.1	XP_045262187.1
OG0003720	XP_036493477.1	XP_045262183.1
OG0003721	XP_036493476.1	XP_045262182.1
OG0003722	XP_036493479.1	XP_045262181.1
OG0003723	XP_036493478.1	XP_045262180.1
OG0003724	XP_036492845.1	XP_045262178.1
OG0003725	XP_036492710.1	XP_045262177.1
OG0003726	XP_036492711.1	XP_045262176.1
OG0003727	XP_036492712.1	XP_045262175.1
OG0003728	XP_036492713.1	XP_045262174.1
OG0003729	XP_036492714.1	XP_045262173.1
OG0003730	XP_036492715.1	XP_045262172.1
OG0003731	XP_036492716.1	XP_045262171.1
OG0003732	XP_036493424.1	XP_045262170.1
OG0003733	XP_036493423.1	XP_045262169.1
OG0003734	XP_036493514.1	XP_045262168.1
OG0003735	XP_036493416.1	XP_045262166.1
OG0003736	XP_036493422.1	XP_045262165.1
OG0003737	XP_036493421.1	XP_045262164.1
OG0003738	XP_036493420.1	XP_045262163.1
OG0003739	XP_036492799.1	XP_045262158.1
OG0003740	XP_036492800.1	XP_045262157.1
OG0003741	XP_036492832.1	XP_045262156.1
OG0003742	XP_036492797.1	XP_045262155.1
OG0003743	XP_036492796.1	XP_045262154.1
OG0003744	XP_036492652.1	XP_045262153.1
OG0003745	XP_036492830.1	XP_045262152.1
OG0003746	XP_036492801.1	XP_045262150.1
OG0003747	XP_036492804.1	XP_045262151.1
OG0003748	XP_036492705.1	XP_045262149.1
OG0003749	XP_036492729.1	XP_045262148.1
OG0003750	XP_036492708.1	XP_045262147.1
OG0003751	XP_036492709.1	XP_045262146.1
OG0003752	XP_036492706.1	XP_045262145.1
OG0003753	XP_036492707.1	XP_045262144.1
OG0003754	XP_036493641.1	XP_045262143.1
OG0003755	XP_036493640.1	XP_045262142.1
OG0003756	XP_036493645.1	XP_045262141.1
OG0003757	XP_036493644.1	XP_045262140.1
OG0003758	XP_036493643.1	XP_045262139.1
OG0003759	XP_036493649.1	XP_045262136.1
OG0003760	XP_036493648.1	XP_045262135.1
OG0003761	XP_036493647.1	XP_045262134.1
OG0003762	XP_036493646.1	XP_045262133.1
OG0003763	XP_036492950.1	XP_045262131.1
OG0003764	XP_036492951.1	XP_045262130.1
OG0003765	XP_036492952.1	XP_045262129.1
OG0003766	XP_036492953.1	XP_045262128.1
OG0003767	XP_036492955.1	XP_045262126.1
OG0003768	XP_036489087.1	XP_045256858.1
OG0003769	XP_036489920.1	XP_045256860.1
OG0003770	XP_036489080.1	XP_045256863.1
OG0003771	XP_036489085.1	XP_045256865.1
OG0003772	XP_036489082.1	XP_045256866.1
OG0003773	XP_036488405.1	XP_045260998.1
OG0003774	XP_036489670.1	XP_045256872.1
OG0003775	XP_036489664.1	XP_045256874.1
OG0003776	XP_036489663.1	XP_045256875.1
OG0003777	XP_036489665.1	XP_045256876.1
OG0003778	XP_036489746.1	XP_045262333.1
OG0003779	XP_036490052.1	XP_045262332.1
OG0003780	XP_036490047.1	XP_045262331.1
OG0003781	XP_036490049.1	XP_045262328.1
OG0003782	XP_036490050.1	XP_045262327.1
OG0003783	XP_036489625.1	XP_045262326.1
OG0003784	XP_036490051.1	XP_045262325.1
OG0003785	XP_036489323.1	XP_045262324.1
OG0003786	XP_036489525.1	XP_045262318.1
OG0003787	XP_036490106.1	XP_045262309.1
OG0003788	XP_036490105.1	XP_045262310.1
OG0003789	XP_036490108.1	XP_045262312.1
OG0003790	XP_036490107.1	XP_045262313.1
OG0003791	XP_036490109.1	XP_045262314.1
OG0003792	XP_036489958.1	XP_045262315.1
OG0003793	XP_036489523.1	XP_045262316.1
OG0003794	XP_036500312.1	XP_045260339.1
OG0003795	XP_036490104.1	XP_045262306.1
OG0003796	XP_036498305.1	XP_045263520.1
OG0003797	XP_036490102.1	XP_045262305.1
OG0003798	XP_036497682.1	XP_045263303.1
OG0003799	XP_036489576.1	XP_045262301.1
OG0003800	XP_036489575.1	XP_045262300.1
OG0003801	XP_036489577.1	XP_045262299.1
OG0003802	XP_036489579.1	XP_045262298.1
OG0003803	XP_036489578.1	XP_045262297.1
OG0003805	XP_036490083.1	XP_045262289.1
OG0003806	XP_036495408.1	XP_045264781.1
OG0003807	XP_036495134.1	XP_045256739.1
OG0003808	XP_036490057.1	XP_045262278.1
OG0003809	XP_036489404.1	XP_045262277.1
OG0003810	XP_036489038.1	XP_045262270.1
OG0003811	XP_036489380.1	XP_045262271.1
OG0003812	XP_036489381.1	XP_045262272.1
OG0003813	XP_036497936.1	XP_045269112.1
OG0003814	XP_036497934.1	XP_045269110.1
OG0003815	XP_036498898.1	XP_045269108.1
OG0003816	XP_036498901.1	XP_045269107.1
OG0003817	XP_036498900.1	XP_045269106.1
OG0003818	XP_036498903.1	XP_045269105.1
OG0003819	XP_036498902.1	XP_045269104.1
OG0003820	XP_036498905.1	XP_045269103.1
OG0003821	XP_036498904.1	XP_045269102.1
OG0003822	XP_036498907.1	XP_045269101.1
OG0003823	XP_036498906.1	XP_045269100.1
OG0003824	XP_036497512.1	XP_045269099.1
OG0003825	XP_036497513.1	XP_045269098.1
OG0003826	XP_036497510.1	XP_045269097.1
OG0003827	XP_036498887.1	XP_045269096.1
OG0003828	XP_036498638.1	XP_045269095.1
OG0003829	XP_036497517.1	XP_045269093.1
OG0003830	XP_036497514.1	XP_045269092.1
OG0003831	XP_036497515.1	XP_045269091.1
OG0003832	XP_036498636.1	XP_045269090.1
OG0003833	XP_036497618.1	XP_045269084.1
OG0003834	XP_036497621.1	XP_045269083.1
OG0003835	XP_036497617.1	XP_045269080.1
OG0003836	XP_036487958.1	XP_045266093.1
OG0003837	XP_036498558.1	XP_045269074.1
OG0003838	XP_036498559.1	XP_045269073.1
OG0003839	XP_036489317.1	XP_045268124.1
OG0003840	XP_036498523.1	XP_045269068.1
OG0003841	XP_036498609.1	XP_045269064.1
OG0003842	XP_036498253.1	XP_045269062.1
OG0003843	XP_036498252.1	XP_045269061.1
OG0003844	XP_036498623.1	XP_045269060.1
OG0003845	XP_036497699.1	XP_045269054.1
OG0003846	XP_036498067.1	XP_045269053.1
OG0003847	XP_036498889.1	XP_045269052.1
OG0003848	XP_036498065.1	XP_045269051.1
OG0003849	XP_036498062.1	XP_045269050.1
OG0003850	XP_036498063.1	XP_045269049.1
OG0003851	XP_036497493.1	XP_045269043.1
OG0003852	XP_036498922.1	XP_045269018.1
OG0003853	XP_036497902.1	XP_045269004.1
OG0003854	XP_036497908.1	XP_045269002.1
OG0003855	XP_036498142.1	XP_045269001.1
OG0003856	XP_036498141.1	XP_045269000.1
OG0003857	XP_036498140.1	XP_045268999.1
OG0003858	XP_036498139.1	XP_045268998.1
OG0003859	XP_036498145.1	XP_045268997.1
OG0003860	XP_036498481.1	XP_045262408.1
OG0003861	XP_036498384.1	XP_045269032.1
OG0003862	XP_036498383.1	XP_045269033.1
OG0003863	XP_036493959.1	XP_045257536.1
OG0003864	XP_036497480.1	XP_045269039.1
OG0003865	XP_036497481.1	XP_045269040.1
OG0003866	XP_036497907.1	XP_045269009.1
OG0003867	XP_036497377.1	XP_045269029.1
