Orthogroup	Colletotrichum_siamense	Colletotrichum_abscissum
OG0001586	XP_036501637.1	XP_060401375.1
OG0001587	XP_036494627.1	XP_060401388.1
OG0001588	XP_036491768.1	XP_060401422.1
OG0001589	XP_036497611.1	XP_060401847.1
OG0001591	XP_036494865.1	XP_060401476.1
OG0001592	XP_036494409.1	XP_060401518.1
OG0001593	XP_036494413.1, XP_036494408.1	XP_060401521.1
OG0001595	XP_036494109.1	XP_060401587.1
OG0001598	XP_036488632.1	XP_060401670.1
OG0001599	XP_036488384.1	XP_060401765.1
OG0001600	XP_036488379.1	XP_060402407.1
OG0001601	XP_036488322.1, XP_036488321.1	XP_060401796.1
OG0001602	XP_036488227.1	XP_060401807.1
OG0001603	XP_036489190.1	XP_060401887.1
OG0001604	XP_036489539.1	XP_060401920.1
OG0001605	XP_036489179.1	XP_060401926.1
OG0001606	XP_036495242.1	XP_060401982.1
OG0001607	XP_036494250.1	XP_060402057.1
OG0001608	XP_036496418.1	XP_060402065.1
OG0001609	XP_036491799.1	XP_060402154.1
OG0001610	XP_036491606.1	XP_060402155.1
OG0001611	XP_036492216.1	XP_060402214.1
OG0001612	XP_036491559.1	XP_060402216.1
OG0001613	XP_036488689.1	XP_060402221.1, XP_060404984.1
OG0001615	XP_036491350.1	XP_060402280.1
OG0001616	XP_036492383.1	XP_060402323.1
OG0001618	XP_036496444.1	XP_060402440.1
OG0001619	XP_036496782.1	XP_060402479.1, XP_060404446.1
OG0001620	XP_036492597.1	XP_060402580.1
OG0001621	XP_036497811.1	XP_060402622.1, XP_060404003.1
OG0001622	XP_036491918.1	XP_060402648.1
OG0001623	XP_036492452.1	XP_060402681.1
OG0001624	XP_036491921.1	XP_060402872.1, XP_060402698.1
OG0001625	XP_036492235.1	XP_060402702.1
OG0001626	XP_036499711.1	XP_060402719.1
OG0001627	XP_036491281.1, XP_036502535.1	XP_060402725.1
OG0001628	XP_036494517.1	XP_060402727.1
OG0001629	XP_036491772.1	XP_060402755.1
OG0001630	XP_036492480.1	XP_060402777.1
OG0001631	XP_036491852.1	XP_060402789.1
OG0001632	XP_036497182.1	XP_060402798.1
OG0001633	XP_036492513.1	XP_060402833.1
OG0001634	XP_036498651.1	XP_060402873.1, XP_060404218.1
OG0001635	XP_036494973.1	XP_060402981.1
OG0001636	XP_036493071.1	XP_060403014.1
OG0001637	XP_036497635.1	XP_060403029.1
OG0001638	XP_036493876.1	XP_060403079.1
OG0001639	XP_036493195.1	XP_060403085.1
OG0001640	XP_036493196.1	XP_060403086.1
OG0001641	XP_036493189.1	XP_060403087.1
OG0001642	XP_036502418.1, XP_036489745.1	XP_060403096.1
OG0001643	XP_036489737.1	XP_060403120.1
OG0001644	XP_036492914.1	XP_060403134.1
OG0001645	XP_036490266.1	XP_060403165.1
OG0001646	XP_036487947.1	XP_060403229.1
OG0001647	XP_036488874.1	XP_060403237.1
OG0001648	XP_036488969.1	XP_060403241.1
OG0001649	XP_036487999.1	XP_060403272.1
OG0001650	XP_036488921.1	XP_060403345.1
OG0001651	XP_036501019.1	XP_060403347.1
OG0001652	XP_036488478.1	XP_060403368.1
OG0001653	XP_036498232.1	XP_060403446.1
OG0001654	XP_036488261.1	XP_060403451.1
OG0001655	XP_036497736.1	XP_060403472.1
OG0001656	XP_036488443.1	XP_060403546.1
OG0001657	XP_036488278.1	XP_060403551.1
OG0001658	XP_036487994.1	XP_060403585.1
OG0001659	XP_036502413.1	XP_060403605.1, XP_060405834.1
OG0001661	XP_036499326.1	XP_060403636.1
OG0001662	XP_036499330.1	XP_060403640.1, XP_060404511.1
OG0001663	XP_036488428.1	XP_060403641.1, XP_060404512.1
OG0001664	XP_036500337.1	XP_060403645.1
OG0001665	XP_036499027.1	XP_060403665.1
OG0001666	XP_036499942.1	XP_060403674.1
OG0001667	XP_036500056.1	XP_060403748.1
OG0001668	XP_036500543.1	XP_060403782.1
OG0001669	XP_036499675.1	XP_060403800.1
OG0001670	XP_036490703.1	XP_060403817.1
OG0001671	XP_036500709.1	XP_060403838.1
OG0001672	XP_036499994.1	XP_060403843.1, XP_060403842.1
OG0001673	XP_036500212.1	XP_060403870.1
OG0001675	XP_036497950.1	XP_060404072.1
OG0001676	XP_036498784.1	XP_060404135.1
OG0001677	XP_036497567.1	XP_060404170.1
OG0001678	XP_036498300.1	XP_060404171.1
OG0001679	XP_036498753.1	XP_060404183.1
OG0001680	XP_036495772.1	XP_060404207.1
OG0001681	XP_036497627.1	XP_060404214.1
OG0001682	XP_036494190.1	XP_060404234.1
OG0001683	XP_036498748.1	XP_060404238.1
OG0001684	XP_036497686.1	XP_060404276.1
OG0001685	XP_036498704.1	XP_060404290.1
OG0001686	XP_036499371.1	XP_060404310.1
OG0001687	XP_036497446.1	XP_060404331.1
OG0001688	XP_036501959.1	XP_060404397.1
OG0001689	XP_036495778.1	XP_060404422.1, XP_060405695.1
OG0001690	XP_036497638.1	XP_060404441.1
OG0001691	XP_036498726.1	XP_060404463.1
OG0001692	XP_036500177.1	XP_060404466.1
OG0001693	XP_036490314.1	XP_060404471.1
OG0001695	XP_036501715.1	XP_060404517.1, XP_060406451.1
OG0001696	XP_036497546.1	XP_060404557.1
OG0001697	XP_036489569.1	XP_060404582.1
OG0001698	XP_036490097.1	XP_060404589.1
OG0001699	XP_036501096.1	XP_060404676.1
OG0001700	XP_036489204.1	XP_060404688.1
OG0001701	XP_036489117.1	XP_060404711.1
OG0001702	XP_036489791.1	XP_060404736.1
OG0001703	XP_036489833.1	XP_060404780.1
OG0001704	XP_036489433.1	XP_060404855.1
OG0001705	XP_036489240.1	XP_060404861.1
OG0001706	XP_036489219.1	XP_060404871.1
OG0001707	XP_036489752.1	XP_060404872.1
OG0001708	XP_036489561.1	XP_060404881.1
OG0001710	XP_036490133.1	XP_060404891.1
OG0001711	XP_036489163.1	XP_060404893.1
OG0001712	XP_036499362.1	XP_060405041.1
OG0001713	XP_036492812.1	XP_060405062.1
OG0001714	XP_036493842.1	XP_060405063.1
OG0001715	XP_036493845.1	XP_060405066.1
OG0001716	XP_036493841.1	XP_060405069.1
OG0001717	XP_036499172.1	XP_060405169.1
OG0001718	XP_036500023.1	XP_060405179.1
OG0001719	XP_036500031.1	XP_060405207.1
OG0001720	XP_036499047.1	XP_060405214.1
OG0001721	XP_036499812.1	XP_060405241.1
OG0001722	XP_036489520.1	XP_060405303.1
OG0001723	XP_036499655.1	XP_060405308.1
OG0001724	XP_036499430.1	XP_060405317.1
OG0001725	XP_036500584.1	XP_060405323.1
OG0001726	XP_036499616.1	XP_060405326.1
OG0001727	XP_036499518.1	XP_060405343.1
OG0001728	XP_036500583.1	XP_060405373.1
OG0001729	XP_036500692.1	XP_060405374.1
OG0001730	XP_036492064.1	XP_060405409.1
OG0001731	XP_036489503.1	XP_060405479.1
OG0001732	XP_036502061.1	XP_060405509.1, XP_060405508.1
OG0001733	XP_036496367.1	XP_060405511.1
OG0001734	XP_036496366.1	XP_060405513.1
OG0001736	XP_036496721.1	XP_060405564.1
OG0001737	XP_036495762.1	XP_060405565.1
OG0001738	XP_036495992.1	XP_060405599.1
OG0001739	XP_036496507.1	XP_060405661.1
OG0001740	XP_036496974.1	XP_060405691.1
OG0001741	XP_036495776.1	XP_060405699.1
OG0001742	XP_036495877.1	XP_060405707.1
OG0001743	XP_036500961.1	XP_060405776.1
OG0001744	XP_036500960.1	XP_060405781.1
OG0001745	XP_036501402.1	XP_060405828.1
OG0001746	XP_036501920.1	XP_060405870.1
OG0001747	XP_036495303.1	XP_060405937.1
OG0001748	XP_036495933.1	XP_060405959.1
OG0001749	XP_036495838.1	XP_060406025.1
OG0001751	XP_036501436.1	XP_060406159.1
OG0001752	XP_036501531.1	XP_060406217.1
OG0001753	XP_036501962.1	XP_060406234.1
OG0001754	XP_036500367.1	XP_060406340.1
OG0001755	XP_036494878.1	XP_060406391.1
OG0001756	XP_036496886.1	XP_060406487.1
OG0001757	XP_036497232.1	XP_060406518.1
OG0001758	XP_036496749.1	XP_060406525.1
OG0001759	XP_036495855.1	XP_060406556.1
OG0001788	XP_036487992.1	XP_060389459.1
OG0001789	XP_036488914.1	XP_060389460.1
OG0001790	XP_036488266.1	XP_060389461.1
OG0001791	XP_036487915.1	XP_060389462.1
OG0001792	XP_036488701.1	XP_060389464.1
OG0001793	XP_036488560.1	XP_060389468.1
OG0001794	XP_036498356.1	XP_060389470.1
OG0001795	XP_036502144.1	XP_060389473.1, XP_060394216.1
OG0001796	XP_036502445.1	XP_060389475.1, XP_060394861.1
OG0001797	XP_036491490.1	XP_060389477.1, XP_060399407.1
OG0001799	XP_036490187.1	XP_060389491.1
OG0001800	XP_036490185.1	XP_060389495.1
OG0001801	XP_036490184.1	XP_060389496.1
OG0001802	XP_036490753.1	XP_060389497.1
OG0001803	XP_036490754.1	XP_060389498.1
OG0001804	XP_036490755.1	XP_060389499.1
OG0001805	XP_036490756.1	XP_060389501.1
OG0001806	XP_036490760.1	XP_060389506.1
OG0001807	XP_036490761.1	XP_060389507.1
OG0001808	XP_036490602.1	XP_060389513.1
OG0001809	XP_036490633.1	XP_060389514.1
OG0001810	XP_036499753.1	XP_060389517.1
OG0001811	XP_036499751.1	XP_060389520.1
OG0001812	XP_036499752.1	XP_060389521.1
OG0001813	XP_036499755.1	XP_060389522.1
OG0001814	XP_036499798.1	XP_060389525.1
OG0001815	XP_036499750.1	XP_060389526.1
OG0001816	XP_036499796.1	XP_060389527.1
OG0001817	XP_036500720.1	XP_060389528.1
OG0001818	XP_036500719.1	XP_060389529.1
OG0001819	XP_036500722.1	XP_060389530.1
OG0001820	XP_036500716.1	XP_060389531.1
OG0001821	XP_036500715.1	XP_060389532.1
OG0001822	XP_036500713.1	XP_060389534.1
OG0001823	XP_036498135.1	XP_060389535.1
OG0001824	XP_036498136.1	XP_060389536.1
OG0001825	XP_036498128.1	XP_060389538.1
OG0001826	XP_036498130.1	XP_060389540.1
OG0001827	XP_036498131.1	XP_060389541.1
OG0001828	XP_036498132.1	XP_060389542.1
OG0001829	XP_036498133.1	XP_060389543.1
OG0001830	XP_036497218.1	XP_060389547.1
OG0001831	XP_036497221.1	XP_060389549.1
OG0001832	XP_036488613.1	XP_060389550.1, XP_060403495.1
OG0001833	XP_036497220.1	XP_060389551.1
OG0001834	XP_036497223.1	XP_060389552.1
OG0001835	XP_036497222.1	XP_060389554.1
OG0001836	XP_036497225.1	XP_060389555.1
OG0001837	XP_036497226.1	XP_060389558.1
OG0001838	XP_036498193.1	XP_060389559.1
OG0001839	XP_036498189.1	XP_060389561.1
OG0001840	XP_036498579.1	XP_060389562.1
OG0001841	XP_036498576.1	XP_060389564.1
OG0001842	XP_036498573.1	XP_060389565.1
OG0001843	XP_036498574.1	XP_060389569.1
OG0001844	XP_036497317.1	XP_060389570.1
OG0001845	XP_036497325.1	XP_060389575.1
OG0001846	XP_036497321.1	XP_060389581.1
OG0001847	XP_036497320.1	XP_060389582.1
OG0001848	XP_036497319.1	XP_060389583.1
OG0001849	XP_036497318.1	XP_060389584.1
OG0001850	XP_036498266.1	XP_060389588.1
OG0001851	XP_036498267.1	XP_060389592.1
OG0001852	XP_036498268.1	XP_060389593.1
OG0001853	XP_036498261.1	XP_060389595.1
OG0001854	XP_036498262.1	XP_060389596.1
OG0001855	XP_036498263.1	XP_060389597.1
OG0001856	XP_036497423.1	XP_060389603.1
OG0001857	XP_036497422.1	XP_060389604.1
OG0001858	XP_036490540.1	XP_060389606.1
OG0001859	XP_036497414.1	XP_060389608.1
OG0001860	XP_036497420.1	XP_060389612.1
OG0001861	XP_036497421.1	XP_060389613.1
OG0001862	XP_036497419.1	XP_060389615.1
OG0001863	XP_036497416.1	XP_060389617.1
OG0001864	XP_036497426.1	XP_060389619.1
OG0001865	XP_036497405.1	XP_060389629.1
OG0001866	XP_036498653.1	XP_060389630.1
OG0001867	XP_036497944.1	XP_060389631.1
OG0001868	XP_036498493.1	XP_060389633.1
OG0001869	XP_036498479.1	XP_060389634.1
OG0001870	XP_036498478.1	XP_060389635.1
OG0001871	XP_036498910.1	XP_060389636.1
OG0001872	XP_036498457.1	XP_060389637.1
OG0001873	XP_036498909.1	XP_060389644.1
OG0001874	XP_036497987.1	XP_060389647.1
OG0001875	XP_036497988.1	XP_060389649.1
OG0001876	XP_036497990.1	XP_060389655.1
OG0001877	XP_036497984.1	XP_060389658.1
OG0001878	XP_036497986.1	XP_060389660.1
OG0001879	XP_036497992.1	XP_060389662.1
OG0001880	XP_036498956.1	XP_060389663.1
OG0001881	XP_036498955.1	XP_060389664.1
OG0001882	XP_036498954.1	XP_060389665.1
OG0001883	XP_036498953.1	XP_060389666.1
OG0001884	XP_036498952.1	XP_060389667.1
OG0001885	XP_036498951.1	XP_060389668.1
OG0001886	XP_036498950.1	XP_060389669.1
OG0001887	XP_036498949.1	XP_060389670.1
OG0001888	XP_036498328.1	XP_060389675.1
OG0001889	XP_036498327.1	XP_060389676.1
OG0001890	XP_036497724.1	XP_060389677.1
OG0001891	XP_036497943.1	XP_060389678.1
OG0001892	XP_036498687.1	XP_060389679.1
OG0001893	XP_036496677.1	XP_060389681.1
OG0001894	XP_036497946.1	XP_060389688.1
OG0001895	XP_036498686.1	XP_060389689.1
OG0001896	XP_036498846.1	XP_060389691.1
OG0001897	XP_036498845.1	XP_060389693.1
OG0001898	XP_036498844.1	XP_060389694.1
OG0001899	XP_036498849.1	XP_060389695.1
OG0001900	XP_036497945.1	XP_060389698.1
OG0001901	XP_036498840.1	XP_060389700.1
OG0001902	XP_036498842.1	XP_060389702.1
OG0001903	XP_036497882.1	XP_060389704.1
OG0001904	XP_036498225.1	XP_060389705.1
OG0001905	XP_036497880.1	XP_060389707.1
OG0001906	XP_036497879.1	XP_060389708.1
OG0001907	XP_036498682.1	XP_060389709.1
OG0001908	XP_036498685.1	XP_060389710.1
OG0001909	XP_036497875.1	XP_060389711.1
OG0001910	XP_036497876.1	XP_060389713.1
OG0001911	XP_036497877.1	XP_060389714.1
OG0001912	XP_036497878.1	XP_060389716.1
OG0001913	XP_036498921.1	XP_060389721.1
OG0001914	XP_036498933.1	XP_060389722.1
OG0001915	XP_036498946.1	XP_060389724.1
OG0001916	XP_036497707.1	XP_060389726.1
OG0001917	XP_036498732.1	XP_060389727.1
OG0001918	XP_036498730.1	XP_060389728.1
OG0001919	XP_036498733.1	XP_060389729.1
OG0001920	XP_036498734.1	XP_060389733.1
OG0001921	XP_036497348.1	XP_060389734.1
OG0001922	XP_036497151.1	XP_060389735.1
OG0001923	XP_036497152.1	XP_060389736.1
OG0001924	XP_036497153.1	XP_060389737.1
OG0001925	XP_036497349.1	XP_060389739.1
OG0001926	XP_036498737.1	XP_060389740.1
OG0001927	XP_036497150.1	XP_060389741.1
OG0001928	XP_036497149.1	XP_060389743.1
OG0001929	XP_036497148.1	XP_060389744.1
OG0001930	XP_036497147.1	XP_060389745.1
OG0001931	XP_036497146.1	XP_060389746.1
OG0001932	XP_036497145.1	XP_060389747.1
OG0001933	XP_036498174.1	XP_060389748.1
OG0001934	XP_036498175.1	XP_060389749.1
OG0001935	XP_036498176.1	XP_060389750.1
OG0001936	XP_036498177.1	XP_060389751.1
OG0001937	XP_036498170.1	XP_060389752.1
OG0001938	XP_036497751.1	XP_060389753.1
OG0001939	XP_036497752.1	XP_060389754.1
OG0001940	XP_036497753.1	XP_060389755.1
OG0001941	XP_036497410.1	XP_060389757.1
OG0001942	XP_036497749.1	XP_060389758.1
OG0001943	XP_036497750.1	XP_060389760.1
OG0001944	XP_036497747.1	XP_060389762.1
OG0001945	XP_036497748.1	XP_060389763.1
OG0001946	XP_036497171.1	XP_060389764.1
OG0001947	XP_036498697.1	XP_060389767.1
OG0001948	XP_036498777.1	XP_060389771.1
OG0001949	XP_036498776.1	XP_060389775.1
OG0001950	XP_036498773.1	XP_060389776.1
OG0001951	XP_036498771.1	XP_060389778.1
OG0001952	XP_036498772.1	XP_060389779.1
OG0001953	XP_036497815.1	XP_060389781.1
OG0001954	XP_036497807.1	XP_060389783.1
OG0001955	XP_036498769.1	XP_060389786.1
OG0001956	XP_036497703.1	XP_060389794.1
OG0001957	XP_036497702.1	XP_060389795.1
OG0001958	XP_036497122.1	XP_060389796.1
OG0001959	XP_036497706.1	XP_060389797.1
OG0001960	XP_036498632.1	XP_060389798.1
OG0001961	XP_036497704.1	XP_060389799.1
OG0001962	XP_036498942.1	XP_060389800.1
OG0001963	XP_036498944.1	XP_060389802.1
OG0001964	XP_036498945.1	XP_060389803.1
OG0001965	XP_036498738.1	XP_060389806.1
OG0001966	XP_036498740.1	XP_060389807.1
OG0001967	XP_036498742.1	XP_060389808.1
OG0001968	XP_036495786.1	XP_060389809.1
OG0001969	XP_036498516.1	XP_060389810.1
OG0001970	XP_036497670.1	XP_060389813.1
OG0001971	XP_036498254.1	XP_060389814.1
OG0001972	XP_036489135.1	XP_060389815.1
OG0001973	XP_036489140.1	XP_060389816.1
OG0001974	XP_036497484.1	XP_060389818.1
OG0001975	XP_036497483.1	XP_060389821.1
OG0001976	XP_036497482.1	XP_060389822.1
OG0001977	XP_036497899.1	XP_060389823.1
OG0001978	XP_036497917.1	XP_060389825.1
OG0001979	XP_036497858.1	XP_060389827.1
OG0001980	XP_036498066.1	XP_060389828.1
OG0001981	XP_036497842.1	XP_060389830.1
OG0001982	XP_036497843.1	XP_060389832.1
OG0001983	XP_036497844.1	XP_060389833.1
OG0001984	XP_036497852.1	XP_060389834.1
OG0001985	XP_036497863.1	XP_060389835.1
OG0001986	XP_036498800.1	XP_060389836.1
OG0001987	XP_036498795.1	XP_060389838.1
OG0001988	XP_036498802.1	XP_060389839.1
OG0001989	XP_036498521.1	XP_060389844.1
OG0001990	XP_036498517.1	XP_060389852.1
OG0001991	XP_036497679.1	XP_060389854.1
OG0001992	XP_036498614.1	XP_060389855.1
OG0001993	XP_036498613.1	XP_060389856.1
OG0001994	XP_036498615.1	XP_060389858.1
OG0001995	XP_036498618.1	XP_060389859.1
OG0001996	XP_036498617.1	XP_060389861.1
OG0001997	XP_036498620.1	XP_060389862.1
OG0001998	XP_036498619.1	XP_060389864.1
OG0001999	XP_036498612.1	XP_060389865.1
OG0002000	XP_036498231.1	XP_060389868.1
OG0002001	XP_036498234.1	XP_060389869.1
OG0002002	XP_036497133.1	XP_060389874.1
OG0002003	XP_036497132.1	XP_060389875.1
OG0002004	XP_036497925.1	XP_060389882.1
OG0002005	XP_036497928.1	XP_060389883.1
OG0002006	XP_036497927.1	XP_060389884.1
OG0002007	XP_036497930.1	XP_060389885.1
OG0002008	XP_036497929.1	XP_060389886.1
OG0002009	XP_036498013.1	XP_060389889.1
OG0002010	XP_036498014.1	XP_060389890.1
OG0002011	XP_036498015.1	XP_060389892.1
OG0002012	XP_036498016.1	XP_060389898.1
OG0002013	XP_036498017.1	XP_060389899.1
OG0002014	XP_036497871.1	XP_060389900.1
OG0002015	XP_036498183.1	XP_060389902.1
OG0002016	XP_036497866.1	XP_060389903.1
OG0002017	XP_036498866.1	XP_060389904.1
OG0002018	XP_036498864.1	XP_060389905.1
OG0002019	XP_036498879.1	XP_060389907.1
OG0002020	XP_036497869.1	XP_060389910.1
OG0002021	XP_036498869.1	XP_060389911.1
OG0002022	XP_036498868.1	XP_060389912.1
OG0002023	XP_036491720.1	XP_060389913.1
OG0002024	XP_036498412.1	XP_060389914.1
OG0002025	XP_036498413.1	XP_060389917.1
OG0002026	XP_036498410.1	XP_060389918.1
OG0002027	XP_036498407.1	XP_060389919.1
OG0002028	XP_036498408.1	XP_060389921.1
OG0002029	XP_036498405.1	XP_060389922.1
OG0002030	XP_036498406.1	XP_060389923.1
OG0002031	XP_036498897.1	XP_060389926.1
OG0002032	XP_036495531.1	XP_060393620.1, XP_060389932.1
OG0002033	XP_036497895.1	XP_060389935.1
OG0002034	XP_036488730.1	XP_060389936.1
OG0002035	XP_036498634.1	XP_060389937.1
OG0002036	XP_036498585.1	XP_060389939.1
OG0002037	XP_036498885.1	XP_060389956.1
OG0002038	XP_036497066.1	XP_060389957.1
OG0002039	XP_036497068.1	XP_060389958.1
OG0002040	XP_036498716.1	XP_060389959.1
OG0002041	XP_036497069.1	XP_060389960.1
OG0002042	XP_036497070.1	XP_060389961.1
OG0002043	XP_036497071.1	XP_060389962.1
OG0002044	XP_036497072.1	XP_060389963.1
OG0002045	XP_036497053.1	XP_060389964.1
OG0002046	XP_036497054.1	XP_060389965.1
OG0002047	XP_036498884.1	XP_060389966.1
OG0002048	XP_036498886.1	XP_060389967.1
OG0002049	XP_036498888.1	XP_060389969.1
OG0002050	XP_036498882.1	XP_060389970.1
OG0002051	XP_036498883.1	XP_060389971.1
OG0002052	XP_036498947.1	XP_060389972.1
OG0002053	XP_036497060.1	XP_060389974.1
OG0002054	XP_036497252.1	XP_060389976.1
OG0002055	XP_036497654.1	XP_060389977.1
OG0002056	XP_036497246.1	XP_060389978.1
OG0002057	XP_036497234.1	XP_060389979.1
OG0002058	XP_036497247.1	XP_060389980.1
OG0002059	XP_036497669.1	XP_060389981.1
OG0002060	XP_036497237.1	XP_060389983.1
OG0002061	XP_036498151.1	XP_060389984.1
OG0002062	XP_036498155.1	XP_060389990.1
OG0002063	XP_036497723.1	XP_060389993.1
OG0002064	XP_036490897.1	XP_060390001.1
OG0002065	XP_036490891.1	XP_060390002.1
OG0002066	XP_036490892.1	XP_060390003.1
OG0002067	XP_036490893.1	XP_060390004.1
OG0002068	XP_036491134.1	XP_060390008.1
OG0002069	XP_036490324.1	XP_060390009.1
OG0002070	XP_036490329.1	XP_060390012.1
OG0002071	XP_036490514.1	XP_060390019.1
OG0002072	XP_036490512.1	XP_060390020.1
OG0002073	XP_036500297.1	XP_060390023.1
OG0002074	XP_036499183.1	XP_060390024.1
OG0002075	XP_036500291.1	XP_060390025.1
OG0002076	XP_036500292.1	XP_060390026.1
OG0002077	XP_036500723.1	XP_060390028.1
OG0002078	XP_036500726.1	XP_060390033.1
OG0002079	XP_036500728.1	XP_060390035.1
OG0002080	XP_036500730.1	XP_060390036.1
OG0002081	XP_036499690.1	XP_060390039.1
OG0002082	XP_036499691.1	XP_060390040.1
OG0002083	XP_036496651.1	XP_060390044.1
OG0002084	XP_036499563.1	XP_060390047.1
OG0002085	XP_036499568.1	XP_060390049.1
OG0002086	XP_036499566.1	XP_060390050.1
OG0002087	XP_036499565.1	XP_060390051.1
OG0002088	XP_036500472.1	XP_060390052.1
OG0002089	XP_036499508.1	XP_060390055.1
OG0002090	XP_036499514.1	XP_060390056.1
OG0002091	XP_036499513.1	XP_060390057.1
OG0002092	XP_036499516.1	XP_060390059.1
OG0002093	XP_036496514.1	XP_060390062.1
OG0002094	XP_036495998.1	XP_060390065.1
OG0002095	XP_036496512.1	XP_060390066.1
OG0002096	XP_036496513.1	XP_060390067.1
OG0002097	XP_036496195.1	XP_060390068.1
OG0002098	XP_036496197.1	XP_060390069.1
OG0002099	XP_036496202.1	XP_060390070.1
OG0002100	XP_036496203.1	XP_060390072.1
OG0002101	XP_036496091.1	XP_060390074.1
OG0002102	XP_036496092.1	XP_060390075.1
OG0002103	XP_036496093.1	XP_060390076.1
OG0002104	XP_036496095.1	XP_060390077.1
OG0002105	XP_036496096.1	XP_060390078.1
OG0002106	XP_036496097.1	XP_060390079.1
OG0002107	XP_036496087.1	XP_060390081.1
OG0002108	XP_036496088.1	XP_060390082.1
OG0002109	XP_036496944.1	XP_060390084.1
OG0002110	XP_036493151.1	XP_060390085.1
OG0002111	XP_036493152.1	XP_060390086.1
OG0002112	XP_036493153.1	XP_060390087.1
OG0002113	XP_036493146.1	XP_060390089.1
OG0002114	XP_036493147.1	XP_060390091.1
OG0002115	XP_036493144.1	XP_060390093.1
OG0002116	XP_036493154.1	XP_060390095.1
OG0002117	XP_036493758.1	XP_060390097.1
OG0002118	XP_036493759.1	XP_060390098.1
OG0002119	XP_036493760.1	XP_060390099.1
OG0002120	XP_036493757.1	XP_060390100.1
OG0002121	XP_036493756.1	XP_060390101.1
OG0002122	XP_036493755.1	XP_060390102.1
OG0002123	XP_036493432.1	XP_060390104.1
OG0002124	XP_036493015.1	XP_060390112.1
OG0002125	XP_036493014.1	XP_060390113.1
OG0002126	XP_036492985.1	XP_060390118.1
OG0002127	XP_036493750.1	XP_060390120.1
OG0002128	XP_036493749.1	XP_060390123.1
OG0002129	XP_036493746.1	XP_060390124.1
OG0002130	XP_036493747.1	XP_060390125.1
OG0002131	XP_036493680.1	XP_060390126.1
OG0002132	XP_036492995.1	XP_060390127.1
OG0002133	XP_036492959.1	XP_060390131.1
OG0002134	XP_036492958.1	XP_060390133.1
OG0002135	XP_036492957.1	XP_060390134.1
OG0002136	XP_036497521.1	XP_060390138.1
OG0002137	XP_036497920.1	XP_060390140.1
OG0002138	XP_036494654.1	XP_060390142.1
OG0002139	XP_036494656.1	XP_060390143.1
OG0002140	XP_036494655.1	XP_060390144.1
OG0002141	XP_036494023.1	XP_060390145.1
OG0002142	XP_036494024.1	XP_060390146.1
OG0002143	XP_036494017.1	XP_060390147.1
OG0002144	XP_036494015.1	XP_060390149.1
OG0002145	XP_036501165.1	XP_060390152.1
OG0002146	XP_036488724.1	XP_060390161.1
OG0002147	XP_036488729.1	XP_060390162.1
OG0002148	XP_036488726.1	XP_060390163.1
OG0002149	XP_036488433.1	XP_060390164.1
OG0002150	XP_036488728.1	XP_060390166.1
OG0002151	XP_036488470.1	XP_060390169.1
OG0002152	XP_036488217.1	XP_060390174.1
OG0002153	XP_036488215.1	XP_060390177.1
OG0002154	XP_036488574.1	XP_060390178.1
OG0002155	XP_036488212.1	XP_060390179.1
OG0002156	XP_036488220.1	XP_060390180.1
OG0002157	XP_036502619.1	XP_060390183.1, XP_060403615.1
OG0002158	XP_036502523.1	XP_060390185.1
OG0002159	XP_036502522.1	XP_060390186.1
OG0002160	XP_036502525.1	XP_060390187.1
OG0002161	XP_036502524.1	XP_060390188.1
OG0002162	XP_036502526.1	XP_060390190.1
OG0002163	XP_036502531.1	XP_060390192.1
OG0002164	XP_036501510.1	XP_060390194.1
OG0002165	XP_036501511.1	XP_060390197.1
OG0002166	XP_036501508.1	XP_060390198.1
OG0002167	XP_036501509.1	XP_060390199.1
OG0002168	XP_036501506.1	XP_060390200.1
OG0002169	XP_036501507.1	XP_060390201.1
OG0002170	XP_036501505.1	XP_060390202.1
OG0002171	XP_036501503.1	XP_060390204.1
OG0002172	XP_036501992.1	XP_060390205.1
OG0002173	XP_036502783.1	XP_060390207.1
OG0002174	XP_036502782.1	XP_060390208.1
OG0002175	XP_036502781.1	XP_060390209.1
OG0002176	XP_036502780.1	XP_060390210.1
OG0002177	XP_036502779.1	XP_060390211.1
OG0002178	XP_036502777.1	XP_060390215.1
OG0002179	XP_036502776.1	XP_060390216.1
OG0002180	XP_036502785.1	XP_060390217.1
OG0002181	XP_036502784.1	XP_060390218.1
OG0002182	XP_036501791.1	XP_060390219.1
OG0002183	XP_036491602.1	XP_060390229.1, XP_060396328.1
OG0002184	XP_036498671.1	XP_060390230.1
OG0002185	XP_036498670.1	XP_060390234.1
OG0002186	XP_036498675.1	XP_060390236.1
OG0002187	XP_036498674.1	XP_060390237.1
OG0002188	XP_036498672.1	XP_060390239.1
OG0002189	XP_036498677.1	XP_060390241.1
OG0002190	XP_036497942.1	XP_060390242.1
OG0002191	XP_036497941.1	XP_060390243.1
OG0002192	XP_036498676.1	XP_060390244.1
OG0002193	XP_036497939.1	XP_060390245.1
OG0002194	XP_036497940.1	XP_060390246.1
OG0002195	XP_036497937.1	XP_060390247.1
OG0002196	XP_036497935.1	XP_060390249.1
OG0002197	XP_036502588.1	XP_060390256.1
OG0002198	XP_036502589.1	XP_060390257.1
OG0002199	XP_036502904.1	XP_060390258.1
