Orthogroup	Species Tree Node	Gene Tree Node	Support	Type	Genes 1	Genes 2
OG0000028	N0	n11	0.125	Non-Terminal	Colletotrichum_godetiae_XP_060428085.1, Colletotrichum_godetiae_XP_060430972.1	Colletotrichum_siamense_XP_036502180.1, Colletotrichum_fructicola_XP_031877448.1, Colletotrichum_karsti_XP_038746879.1, Colletotrichum_gloeosporioides_XP_045267627.1, Colletotrichum_acutatum_XP_060357627.1, Colletotrichum_abscissum_XP_060400686.1, Colletotrichum_godetiae_XP_060424829.1, Colletotrichum_fructicola_XP_031892844.1, Colletotrichum_gloeosporioides_XP_045266376.1, Colletotrichum_siamense_XP_036490429.1, Colletotrichum_karsti_XP_038749042.1, Colletotrichum_godetiae_XP_060436891.1, Colletotrichum_abscissum_XP_060389510.1, Colletotrichum_gloeosporioides_XP_045257443.1, Colletotrichum_godetiae_XP_060428081.1, Colletotrichum_abscissum_XP_060399353.1, Colletotrichum_acutatum_XP_060357808.1, Colletotrichum_karsti_XP_038741883.1, Colletotrichum_gloeosporioides_XP_045257481.1, Colletotrichum_siamense_XP_036494902.1, Colletotrichum_fructicola_XP_031878662.2, Colletotrichum_godetiae_XP_060422176.1, Colletotrichum_abscissum_XP_060400602.1, Colletotrichum_acutatum_XP_060359227.1, Colletotrichum_gloeosporioides_XP_045256637.1, Colletotrichum_siamense_XP_036493585.1, Colletotrichum_fructicola_XP_031883762.1
OG0000028	Colletotrichum_godetiae	n12	1.0	Terminal	Colletotrichum_godetiae_XP_060428085.1	Colletotrichum_godetiae_XP_060430972.1
OG0000028	N0	n13	0.875	Non-Terminal	Colletotrichum_siamense_XP_036502180.1, Colletotrichum_fructicola_XP_031877448.1, Colletotrichum_karsti_XP_038746879.1, Colletotrichum_gloeosporioides_XP_045267627.1, Colletotrichum_acutatum_XP_060357627.1, Colletotrichum_abscissum_XP_060400686.1, Colletotrichum_godetiae_XP_060424829.1	Colletotrichum_fructicola_XP_031892844.1, Colletotrichum_gloeosporioides_XP_045266376.1, Colletotrichum_siamense_XP_036490429.1, Colletotrichum_karsti_XP_038749042.1, Colletotrichum_godetiae_XP_060436891.1, Colletotrichum_abscissum_XP_060389510.1, Colletotrichum_gloeosporioides_XP_045257443.1, Colletotrichum_godetiae_XP_060428081.1, Colletotrichum_abscissum_XP_060399353.1, Colletotrichum_acutatum_XP_060357808.1, Colletotrichum_karsti_XP_038741883.1, Colletotrichum_gloeosporioides_XP_045257481.1, Colletotrichum_siamense_XP_036494902.1, Colletotrichum_fructicola_XP_031878662.2, Colletotrichum_godetiae_XP_060422176.1, Colletotrichum_abscissum_XP_060400602.1, Colletotrichum_acutatum_XP_060359227.1, Colletotrichum_gloeosporioides_XP_045256637.1, Colletotrichum_siamense_XP_036493585.1, Colletotrichum_fructicola_XP_031883762.1
OG0000028	N0	n20	0.75	Non-Terminal	Colletotrichum_fructicola_XP_031892844.1, Colletotrichum_gloeosporioides_XP_045266376.1, Colletotrichum_siamense_XP_036490429.1, Colletotrichum_karsti_XP_038749042.1, Colletotrichum_godetiae_XP_060436891.1, Colletotrichum_abscissum_XP_060389510.1, Colletotrichum_gloeosporioides_XP_045257443.1	Colletotrichum_godetiae_XP_060428081.1, Colletotrichum_abscissum_XP_060399353.1, Colletotrichum_acutatum_XP_060357808.1, Colletotrichum_karsti_XP_038741883.1, Colletotrichum_gloeosporioides_XP_045257481.1, Colletotrichum_siamense_XP_036494902.1, Colletotrichum_fructicola_XP_031878662.2, Colletotrichum_godetiae_XP_060422176.1, Colletotrichum_abscissum_XP_060400602.1, Colletotrichum_acutatum_XP_060359227.1, Colletotrichum_gloeosporioides_XP_045256637.1, Colletotrichum_siamense_XP_036493585.1, Colletotrichum_fructicola_XP_031883762.1
OG0000028	N0	n21	0.125	Non-Terminal	Colletotrichum_fructicola_XP_031892844.1, Colletotrichum_gloeosporioides_XP_045266376.1, Colletotrichum_siamense_XP_036490429.1, Colletotrichum_karsti_XP_038749042.1, Colletotrichum_godetiae_XP_060436891.1, Colletotrichum_abscissum_XP_060389510.1	Colletotrichum_gloeosporioides_XP_045257443.1
OG0000028	N0	n27	0.75	Non-Terminal	Colletotrichum_godetiae_XP_060428081.1, Colletotrichum_abscissum_XP_060399353.1, Colletotrichum_acutatum_XP_060357808.1, Colletotrichum_karsti_XP_038741883.1, Colletotrichum_gloeosporioides_XP_045257481.1, Colletotrichum_siamense_XP_036494902.1, Colletotrichum_fructicola_XP_031878662.2	Colletotrichum_godetiae_XP_060422176.1, Colletotrichum_abscissum_XP_060400602.1, Colletotrichum_acutatum_XP_060359227.1, Colletotrichum_gloeosporioides_XP_045256637.1, Colletotrichum_siamense_XP_036493585.1, Colletotrichum_fructicola_XP_031883762.1
OG0000029	N2	n0	0.2	Non-Terminal	Colletotrichum_fructicola_XP_066009220.1, Colletotrichum_truncatum_XP_070061713.1, Colletotrichum_truncatum_XP_070062139.1, Colletotrichum_fructicola_XP_066008392.1, Colletotrichum_fructicola_XP_066008117.1, Colletotrichum_fructicola_XP_066008379.1, Colletotrichum_fructicola_XP_066008380.1, Colletotrichum_fructicola_XP_031886350.2, Colletotrichum_truncatum_XP_070061698.1, Colletotrichum_fructicola_XP_066009833.1, Colletotrichum_truncatum_XP_070061700.1, Colletotrichum_fructicola_XP_066009619.1, Colletotrichum_fructicola_XP_031887844.1, Colletotrichum_fructicola_XP_031891511.2, Colletotrichum_truncatum_XP_070060732.1, Colletotrichum_fructicola_XP_066009808.1, Colletotrichum_fructicola_XP_066009648.1, Colletotrichum_fructicola_XP_066009423.1, Colletotrichum_fructicola_XP_031887930.2, Colletotrichum_fructicola_XP_066008039.1, Colletotrichum_fructicola_XP_031883646.2, Colletotrichum_fructicola_XP_066008072.1, Colletotrichum_fructicola_XP_066007720.1, Colletotrichum_fructicola_XP_066009558.1, Colletotrichum_fructicola_XP_066008868.1, Colletotrichum_fructicola_XP_066008865.1, Colletotrichum_fructicola_XP_066008867.1, Colletotrichum_fructicola_XP_031876271.1, Colletotrichum_fructicola_XP_066007452.1, Colletotrichum_fructicola_XP_066007449.1, Colletotrichum_truncatum_XP_036588619.2, Colletotrichum_fructicola_XP_066008357.1, Colletotrichum_fructicola_XP_066009498.1, Colletotrichum_fructicola_XP_066009499.1, Colletotrichum_fructicola_XP_066007614.1, Colletotrichum_fructicola_XP_066008985.1, Colletotrichum_fructicola_XP_031887659.2, Colletotrichum_truncatum_XP_070062477.1, Colletotrichum_fructicola_XP_031891453.2	Colletotrichum_fructicola_XP_031892500.2, Colletotrichum_fructicola_XP_066008104.1, Colletotrichum_fructicola_XP_066009411.1
OG0000029	N2	n1	0.4	Non-Terminal	Colletotrichum_fructicola_XP_066009220.1, Colletotrichum_truncatum_XP_070061713.1, Colletotrichum_truncatum_XP_070062139.1, Colletotrichum_fructicola_XP_066008392.1, Colletotrichum_fructicola_XP_066008117.1, Colletotrichum_fructicola_XP_066008379.1, Colletotrichum_fructicola_XP_066008380.1, Colletotrichum_fructicola_XP_031886350.2, Colletotrichum_truncatum_XP_070061698.1, Colletotrichum_fructicola_XP_066009833.1, Colletotrichum_truncatum_XP_070061700.1, Colletotrichum_fructicola_XP_066009619.1, Colletotrichum_fructicola_XP_031887844.1, Colletotrichum_fructicola_XP_031891511.2, Colletotrichum_truncatum_XP_070060732.1, Colletotrichum_fructicola_XP_066009808.1, Colletotrichum_fructicola_XP_066009648.1, Colletotrichum_fructicola_XP_066009423.1, Colletotrichum_fructicola_XP_031887930.2, Colletotrichum_fructicola_XP_066008039.1, Colletotrichum_fructicola_XP_031883646.2, Colletotrichum_fructicola_XP_066008072.1, Colletotrichum_fructicola_XP_066007720.1, Colletotrichum_fructicola_XP_066009558.1, Colletotrichum_fructicola_XP_066008868.1, Colletotrichum_fructicola_XP_066008865.1, Colletotrichum_fructicola_XP_066008867.1, Colletotrichum_fructicola_XP_031876271.1, Colletotrichum_fructicola_XP_066007452.1, Colletotrichum_fructicola_XP_066007449.1, Colletotrichum_truncatum_XP_036588619.2, Colletotrichum_fructicola_XP_066008357.1, Colletotrichum_fructicola_XP_066009498.1, Colletotrichum_fructicola_XP_066009499.1, Colletotrichum_fructicola_XP_066007614.1, Colletotrichum_fructicola_XP_066008985.1, Colletotrichum_fructicola_XP_031887659.2	Colletotrichum_truncatum_XP_070062477.1, Colletotrichum_fructicola_XP_031891453.2
OG0000029	N2	n2	0.2	Non-Terminal	Colletotrichum_fructicola_XP_066009220.1, Colletotrichum_truncatum_XP_070061713.1, Colletotrichum_truncatum_XP_070062139.1, Colletotrichum_fructicola_XP_066008392.1, Colletotrichum_fructicola_XP_066008117.1, Colletotrichum_fructicola_XP_066008379.1, Colletotrichum_fructicola_XP_066008380.1, Colletotrichum_fructicola_XP_031886350.2, Colletotrichum_truncatum_XP_070061698.1, Colletotrichum_fructicola_XP_066009833.1, Colletotrichum_truncatum_XP_070061700.1, Colletotrichum_fructicola_XP_066009619.1, Colletotrichum_fructicola_XP_031887844.1, Colletotrichum_fructicola_XP_031891511.2, Colletotrichum_truncatum_XP_070060732.1, Colletotrichum_fructicola_XP_066009808.1, Colletotrichum_fructicola_XP_066009648.1, Colletotrichum_fructicola_XP_066009423.1, Colletotrichum_fructicola_XP_031887930.2, Colletotrichum_fructicola_XP_066008039.1, Colletotrichum_fructicola_XP_031883646.2, Colletotrichum_fructicola_XP_066008072.1, Colletotrichum_fructicola_XP_066007720.1, Colletotrichum_fructicola_XP_066009558.1, Colletotrichum_fructicola_XP_066008868.1, Colletotrichum_fructicola_XP_066008865.1, Colletotrichum_fructicola_XP_066008867.1, Colletotrichum_fructicola_XP_031876271.1, Colletotrichum_fructicola_XP_066007452.1, Colletotrichum_fructicola_XP_066007449.1, Colletotrichum_truncatum_XP_036588619.2, Colletotrichum_fructicola_XP_066008357.1, Colletotrichum_fructicola_XP_066009498.1, Colletotrichum_fructicola_XP_066009499.1	Colletotrichum_fructicola_XP_066007614.1, Colletotrichum_fructicola_XP_066008985.1, Colletotrichum_fructicola_XP_031887659.2
OG0000029	N2	n3	0.4	Non-Terminal	Colletotrichum_fructicola_XP_066009220.1, Colletotrichum_truncatum_XP_070061713.1, Colletotrichum_truncatum_XP_070062139.1, Colletotrichum_fructicola_XP_066008392.1, Colletotrichum_fructicola_XP_066008117.1, Colletotrichum_fructicola_XP_066008379.1, Colletotrichum_fructicola_XP_066008380.1, Colletotrichum_fructicola_XP_031886350.2, Colletotrichum_truncatum_XP_070061698.1, Colletotrichum_fructicola_XP_066009833.1, Colletotrichum_truncatum_XP_070061700.1, Colletotrichum_fructicola_XP_066009619.1, Colletotrichum_fructicola_XP_031887844.1, Colletotrichum_fructicola_XP_031891511.2	Colletotrichum_truncatum_XP_070060732.1, Colletotrichum_fructicola_XP_066009808.1, Colletotrichum_fructicola_XP_066009648.1, Colletotrichum_fructicola_XP_066009423.1, Colletotrichum_fructicola_XP_031887930.2, Colletotrichum_fructicola_XP_066008039.1, Colletotrichum_fructicola_XP_031883646.2, Colletotrichum_fructicola_XP_066008072.1, Colletotrichum_fructicola_XP_066007720.1, Colletotrichum_fructicola_XP_066009558.1, Colletotrichum_fructicola_XP_066008868.1, Colletotrichum_fructicola_XP_066008865.1, Colletotrichum_fructicola_XP_066008867.1, Colletotrichum_fructicola_XP_031876271.1, Colletotrichum_fructicola_XP_066007452.1, Colletotrichum_fructicola_XP_066007449.1, Colletotrichum_truncatum_XP_036588619.2, Colletotrichum_fructicola_XP_066008357.1, Colletotrichum_fructicola_XP_066009498.1, Colletotrichum_fructicola_XP_066009499.1
OG0000029	N2	n4	0.4	Non-Terminal	Colletotrichum_fructicola_XP_066009220.1, Colletotrichum_truncatum_XP_070061713.1, Colletotrichum_truncatum_XP_070062139.1, Colletotrichum_fructicola_XP_066008392.1, Colletotrichum_fructicola_XP_066008117.1, Colletotrichum_fructicola_XP_066008379.1, Colletotrichum_fructicola_XP_066008380.1, Colletotrichum_fructicola_XP_031886350.2	Colletotrichum_truncatum_XP_070061698.1, Colletotrichum_fructicola_XP_066009833.1, Colletotrichum_truncatum_XP_070061700.1, Colletotrichum_fructicola_XP_066009619.1, Colletotrichum_fructicola_XP_031887844.1, Colletotrichum_fructicola_XP_031891511.2
OG0000029	N2	n5	0.4	Non-Terminal	Colletotrichum_fructicola_XP_066009220.1, Colletotrichum_truncatum_XP_070061713.1	Colletotrichum_truncatum_XP_070062139.1, Colletotrichum_fructicola_XP_066008392.1, Colletotrichum_fructicola_XP_066008117.1, Colletotrichum_fructicola_XP_066008379.1, Colletotrichum_fructicola_XP_066008380.1, Colletotrichum_fructicola_XP_031886350.2
OG0000029	Colletotrichum_fructicola	n8	1.0	Terminal	Colletotrichum_fructicola_XP_066008392.1	Colletotrichum_fructicola_XP_066008117.1, Colletotrichum_fructicola_XP_066008379.1, Colletotrichum_fructicola_XP_066008380.1, Colletotrichum_fructicola_XP_031886350.2
OG0000029	Colletotrichum_fructicola	n9	1.0	Terminal	Colletotrichum_fructicola_XP_066008117.1, Colletotrichum_fructicola_XP_066008379.1, Colletotrichum_fructicola_XP_066008380.1	Colletotrichum_fructicola_XP_031886350.2
OG0000029	Colletotrichum_fructicola	n10	1.0	Terminal	Colletotrichum_fructicola_XP_066008117.1	Colletotrichum_fructicola_XP_066008379.1, Colletotrichum_fructicola_XP_066008380.1
OG0000029	Colletotrichum_fructicola	n11	1.0	Terminal	Colletotrichum_fructicola_XP_066008379.1	Colletotrichum_fructicola_XP_066008380.1
OG0000029	N2	n12	0.2	Non-Terminal	Colletotrichum_truncatum_XP_070061698.1, Colletotrichum_fructicola_XP_066009833.1, Colletotrichum_truncatum_XP_070061700.1, Colletotrichum_fructicola_XP_066009619.1	Colletotrichum_fructicola_XP_031887844.1, Colletotrichum_fructicola_XP_031891511.2
OG0000029	N2	n13	0.4	Non-Terminal	Colletotrichum_truncatum_XP_070061698.1, Colletotrichum_fructicola_XP_066009833.1	Colletotrichum_truncatum_XP_070061700.1, Colletotrichum_fructicola_XP_066009619.1
OG0000029	Colletotrichum_fructicola	n16	1.0	Terminal	Colletotrichum_fructicola_XP_031887844.1	Colletotrichum_fructicola_XP_031891511.2
OG0000029	N2	n17	0.4	Non-Terminal	Colletotrichum_truncatum_XP_070060732.1, Colletotrichum_fructicola_XP_066009808.1, Colletotrichum_fructicola_XP_066009648.1, Colletotrichum_fructicola_XP_066009423.1, Colletotrichum_fructicola_XP_031887930.2, Colletotrichum_fructicola_XP_066008039.1, Colletotrichum_fructicola_XP_031883646.2, Colletotrichum_fructicola_XP_066008072.1, Colletotrichum_fructicola_XP_066007720.1, Colletotrichum_fructicola_XP_066009558.1, Colletotrichum_fructicola_XP_066008868.1, Colletotrichum_fructicola_XP_066008865.1, Colletotrichum_fructicola_XP_066008867.1, Colletotrichum_fructicola_XP_031876271.1, Colletotrichum_fructicola_XP_066007452.1, Colletotrichum_fructicola_XP_066007449.1	Colletotrichum_truncatum_XP_036588619.2, Colletotrichum_fructicola_XP_066008357.1, Colletotrichum_fructicola_XP_066009498.1, Colletotrichum_fructicola_XP_066009499.1
OG0000029	Colletotrichum_fructicola	n19	1.0	Terminal	Colletotrichum_fructicola_XP_066009808.1, Colletotrichum_fructicola_XP_066009648.1	Colletotrichum_fructicola_XP_066009423.1, Colletotrichum_fructicola_XP_031887930.2, Colletotrichum_fructicola_XP_066008039.1, Colletotrichum_fructicola_XP_031883646.2, Colletotrichum_fructicola_XP_066008072.1, Colletotrichum_fructicola_XP_066007720.1, Colletotrichum_fructicola_XP_066009558.1, Colletotrichum_fructicola_XP_066008868.1, Colletotrichum_fructicola_XP_066008865.1, Colletotrichum_fructicola_XP_066008867.1, Colletotrichum_fructicola_XP_031876271.1, Colletotrichum_fructicola_XP_066007452.1, Colletotrichum_fructicola_XP_066007449.1
OG0000029	Colletotrichum_fructicola	n20	1.0	Terminal	Colletotrichum_fructicola_XP_066009808.1	Colletotrichum_fructicola_XP_066009648.1
OG0000029	Colletotrichum_fructicola	n21	1.0	Terminal	Colletotrichum_fructicola_XP_066009423.1	Colletotrichum_fructicola_XP_031887930.2, Colletotrichum_fructicola_XP_066008039.1, Colletotrichum_fructicola_XP_031883646.2, Colletotrichum_fructicola_XP_066008072.1, Colletotrichum_fructicola_XP_066007720.1, Colletotrichum_fructicola_XP_066009558.1, Colletotrichum_fructicola_XP_066008868.1, Colletotrichum_fructicola_XP_066008865.1, Colletotrichum_fructicola_XP_066008867.1, Colletotrichum_fructicola_XP_031876271.1, Colletotrichum_fructicola_XP_066007452.1, Colletotrichum_fructicola_XP_066007449.1
OG0000029	Colletotrichum_fructicola	n22	1.0	Terminal	Colletotrichum_fructicola_XP_031887930.2, Colletotrichum_fructicola_XP_066008039.1, Colletotrichum_fructicola_XP_031883646.2	Colletotrichum_fructicola_XP_066008072.1, Colletotrichum_fructicola_XP_066007720.1, Colletotrichum_fructicola_XP_066009558.1, Colletotrichum_fructicola_XP_066008868.1, Colletotrichum_fructicola_XP_066008865.1, Colletotrichum_fructicola_XP_066008867.1, Colletotrichum_fructicola_XP_031876271.1, Colletotrichum_fructicola_XP_066007452.1, Colletotrichum_fructicola_XP_066007449.1
OG0000029	Colletotrichum_fructicola	n23	1.0	Terminal	Colletotrichum_fructicola_XP_031887930.2, Colletotrichum_fructicola_XP_066008039.1	Colletotrichum_fructicola_XP_031883646.2
OG0000029	Colletotrichum_fructicola	n24	1.0	Terminal	Colletotrichum_fructicola_XP_031887930.2	Colletotrichum_fructicola_XP_066008039.1
OG0000029	Colletotrichum_fructicola	n25	1.0	Terminal	Colletotrichum_fructicola_XP_066008072.1	Colletotrichum_fructicola_XP_066007720.1, Colletotrichum_fructicola_XP_066009558.1, Colletotrichum_fructicola_XP_066008868.1, Colletotrichum_fructicola_XP_066008865.1, Colletotrichum_fructicola_XP_066008867.1, Colletotrichum_fructicola_XP_031876271.1, Colletotrichum_fructicola_XP_066007452.1, Colletotrichum_fructicola_XP_066007449.1
OG0000029	Colletotrichum_fructicola	n26	1.0	Terminal	Colletotrichum_fructicola_XP_066007720.1, Colletotrichum_fructicola_XP_066009558.1, Colletotrichum_fructicola_XP_066008868.1, Colletotrichum_fructicola_XP_066008865.1, Colletotrichum_fructicola_XP_066008867.1, Colletotrichum_fructicola_XP_031876271.1	Colletotrichum_fructicola_XP_066007452.1, Colletotrichum_fructicola_XP_066007449.1
OG0000029	Colletotrichum_fructicola	n27	1.0	Terminal	Colletotrichum_fructicola_XP_066007720.1, Colletotrichum_fructicola_XP_066009558.1, Colletotrichum_fructicola_XP_066008868.1, Colletotrichum_fructicola_XP_066008865.1, Colletotrichum_fructicola_XP_066008867.1	Colletotrichum_fructicola_XP_031876271.1
OG0000029	Colletotrichum_fructicola	n28	1.0	Terminal	Colletotrichum_fructicola_XP_066007720.1	Colletotrichum_fructicola_XP_066009558.1, Colletotrichum_fructicola_XP_066008868.1, Colletotrichum_fructicola_XP_066008865.1, Colletotrichum_fructicola_XP_066008867.1
OG0000029	Colletotrichum_fructicola	n29	1.0	Terminal	Colletotrichum_fructicola_XP_066009558.1, Colletotrichum_fructicola_XP_066008868.1, Colletotrichum_fructicola_XP_066008865.1	Colletotrichum_fructicola_XP_066008867.1
OG0000029	Colletotrichum_fructicola	n30	1.0	Terminal	Colletotrichum_fructicola_XP_066009558.1	Colletotrichum_fructicola_XP_066008868.1, Colletotrichum_fructicola_XP_066008865.1
OG0000029	Colletotrichum_fructicola	n31	1.0	Terminal	Colletotrichum_fructicola_XP_066008868.1	Colletotrichum_fructicola_XP_066008865.1
OG0000029	Colletotrichum_fructicola	n32	1.0	Terminal	Colletotrichum_fructicola_XP_066007452.1	Colletotrichum_fructicola_XP_066007449.1
OG0000029	Colletotrichum_fructicola	n34	1.0	Terminal	Colletotrichum_fructicola_XP_066008357.1	Colletotrichum_fructicola_XP_066009498.1, Colletotrichum_fructicola_XP_066009499.1
OG0000029	Colletotrichum_fructicola	n35	1.0	Terminal	Colletotrichum_fructicola_XP_066009498.1	Colletotrichum_fructicola_XP_066009499.1
OG0000029	Colletotrichum_fructicola	n36	1.0	Terminal	Colletotrichum_fructicola_XP_066007614.1, Colletotrichum_fructicola_XP_066008985.1	Colletotrichum_fructicola_XP_031887659.2
OG0000029	Colletotrichum_fructicola	n37	1.0	Terminal	Colletotrichum_fructicola_XP_066007614.1	Colletotrichum_fructicola_XP_066008985.1
OG0000029	Colletotrichum_fructicola	n39	1.0	Terminal	Colletotrichum_fructicola_XP_031892500.2, Colletotrichum_fructicola_XP_066008104.1	Colletotrichum_fructicola_XP_066009411.1
OG0000029	Colletotrichum_fructicola	n40	1.0	Terminal	Colletotrichum_fructicola_XP_031892500.2	Colletotrichum_fructicola_XP_066008104.1
OG0000030	Colletotrichum_truncatum	n0	1.0	Terminal	Colletotrichum_truncatum_XP_070060938.1	Colletotrichum_truncatum_XP_070061857.1, Colletotrichum_truncatum_XP_036581911.2, Colletotrichum_truncatum_XP_070060853.1, Colletotrichum_truncatum_XP_036588020.2, Colletotrichum_truncatum_XP_036575228.2, Colletotrichum_truncatum_XP_070062145.1, Colletotrichum_truncatum_XP_070060512.1, Colletotrichum_truncatum_XP_070060426.1, Colletotrichum_truncatum_XP_070060838.1, Colletotrichum_truncatum_XP_070060507.1, Colletotrichum_truncatum_XP_070060385.1, Colletotrichum_truncatum_XP_070062423.1, Colletotrichum_truncatum_XP_070060854.1, Colletotrichum_truncatum_XP_036581326.1, Colletotrichum_truncatum_XP_070060388.1, Colletotrichum_truncatum_XP_070061534.1, Colletotrichum_truncatum_XP_070060387.1, Colletotrichum_truncatum_XP_036586921.2, Colletotrichum_truncatum_XP_036575227.1, Colletotrichum_truncatum_XP_036576583.2, Colletotrichum_truncatum_XP_036575654.2, Colletotrichum_truncatum_XP_070060506.1, Colletotrichum_truncatum_XP_036579075.2, Colletotrichum_truncatum_XP_036581327.1, Colletotrichum_truncatum_XP_036574808.2, Colletotrichum_truncatum_XP_070062318.1, Colletotrichum_truncatum_XP_070060973.1, Colletotrichum_truncatum_XP_036579299.1, Colletotrichum_truncatum_XP_036578164.2, Colletotrichum_truncatum_XP_036574351.1, Colletotrichum_truncatum_XP_036588088.1, Colletotrichum_truncatum_XP_036576082.1, Colletotrichum_truncatum_XP_036574439.1, Colletotrichum_truncatum_XP_036581077.1, Colletotrichum_truncatum_XP_036575038.1, Colletotrichum_truncatum_XP_070062116.1, Colletotrichum_truncatum_XP_036575832.2, Colletotrichum_truncatum_XP_070061873.1, Colletotrichum_truncatum_XP_036575371.1, Colletotrichum_truncatum_XP_036579673.1
OG0000030	Colletotrichum_truncatum	n1	1.0	Terminal	Colletotrichum_truncatum_XP_070061857.1, Colletotrichum_truncatum_XP_036581911.2, Colletotrichum_truncatum_XP_070060853.1, Colletotrichum_truncatum_XP_036588020.2, Colletotrichum_truncatum_XP_036575228.2, Colletotrichum_truncatum_XP_070062145.1, Colletotrichum_truncatum_XP_070060512.1, Colletotrichum_truncatum_XP_070060426.1, Colletotrichum_truncatum_XP_070060838.1, Colletotrichum_truncatum_XP_070060507.1, Colletotrichum_truncatum_XP_070060385.1, Colletotrichum_truncatum_XP_070062423.1, Colletotrichum_truncatum_XP_070060854.1, Colletotrichum_truncatum_XP_036581326.1, Colletotrichum_truncatum_XP_070060388.1, Colletotrichum_truncatum_XP_070061534.1, Colletotrichum_truncatum_XP_070060387.1, Colletotrichum_truncatum_XP_036586921.2, Colletotrichum_truncatum_XP_036575227.1, Colletotrichum_truncatum_XP_036576583.2, Colletotrichum_truncatum_XP_036575654.2, Colletotrichum_truncatum_XP_070060506.1, Colletotrichum_truncatum_XP_036579075.2, Colletotrichum_truncatum_XP_036581327.1, Colletotrichum_truncatum_XP_036574808.2, Colletotrichum_truncatum_XP_070062318.1, Colletotrichum_truncatum_XP_070060973.1, Colletotrichum_truncatum_XP_036579299.1, Colletotrichum_truncatum_XP_036578164.2, Colletotrichum_truncatum_XP_036574351.1, Colletotrichum_truncatum_XP_036588088.1, Colletotrichum_truncatum_XP_036576082.1, Colletotrichum_truncatum_XP_036574439.1, Colletotrichum_truncatum_XP_036581077.1, Colletotrichum_truncatum_XP_036575038.1, Colletotrichum_truncatum_XP_070062116.1	Colletotrichum_truncatum_XP_036575832.2, Colletotrichum_truncatum_XP_070061873.1, Colletotrichum_truncatum_XP_036575371.1, Colletotrichum_truncatum_XP_036579673.1
OG0000030	Colletotrichum_truncatum	n2	1.0	Terminal	Colletotrichum_truncatum_XP_070061857.1, Colletotrichum_truncatum_XP_036581911.2, Colletotrichum_truncatum_XP_070060853.1, Colletotrichum_truncatum_XP_036588020.2, Colletotrichum_truncatum_XP_036575228.2, Colletotrichum_truncatum_XP_070062145.1, Colletotrichum_truncatum_XP_070060512.1, Colletotrichum_truncatum_XP_070060426.1, Colletotrichum_truncatum_XP_070060838.1, Colletotrichum_truncatum_XP_070060507.1, Colletotrichum_truncatum_XP_070060385.1, Colletotrichum_truncatum_XP_070062423.1, Colletotrichum_truncatum_XP_070060854.1, Colletotrichum_truncatum_XP_036581326.1, Colletotrichum_truncatum_XP_070060388.1, Colletotrichum_truncatum_XP_070061534.1, Colletotrichum_truncatum_XP_070060387.1, Colletotrichum_truncatum_XP_036586921.2, Colletotrichum_truncatum_XP_036575227.1, Colletotrichum_truncatum_XP_036576583.2, Colletotrichum_truncatum_XP_036575654.2, Colletotrichum_truncatum_XP_070060506.1, Colletotrichum_truncatum_XP_036579075.2, Colletotrichum_truncatum_XP_036581327.1, Colletotrichum_truncatum_XP_036574808.2, Colletotrichum_truncatum_XP_070062318.1, Colletotrichum_truncatum_XP_070060973.1, Colletotrichum_truncatum_XP_036579299.1, Colletotrichum_truncatum_XP_036578164.2, Colletotrichum_truncatum_XP_036574351.1, Colletotrichum_truncatum_XP_036588088.1, Colletotrichum_truncatum_XP_036576082.1, Colletotrichum_truncatum_XP_036574439.1, Colletotrichum_truncatum_XP_036581077.1, Colletotrichum_truncatum_XP_036575038.1	Colletotrichum_truncatum_XP_070062116.1
OG0000030	Colletotrichum_truncatum	n3	1.0	Terminal	Colletotrichum_truncatum_XP_070061857.1, Colletotrichum_truncatum_XP_036581911.2	Colletotrichum_truncatum_XP_070060853.1, Colletotrichum_truncatum_XP_036588020.2, Colletotrichum_truncatum_XP_036575228.2, Colletotrichum_truncatum_XP_070062145.1, Colletotrichum_truncatum_XP_070060512.1, Colletotrichum_truncatum_XP_070060426.1, Colletotrichum_truncatum_XP_070060838.1, Colletotrichum_truncatum_XP_070060507.1, Colletotrichum_truncatum_XP_070060385.1, Colletotrichum_truncatum_XP_070062423.1, Colletotrichum_truncatum_XP_070060854.1, Colletotrichum_truncatum_XP_036581326.1, Colletotrichum_truncatum_XP_070060388.1, Colletotrichum_truncatum_XP_070061534.1, Colletotrichum_truncatum_XP_070060387.1, Colletotrichum_truncatum_XP_036586921.2, Colletotrichum_truncatum_XP_036575227.1, Colletotrichum_truncatum_XP_036576583.2, Colletotrichum_truncatum_XP_036575654.2, Colletotrichum_truncatum_XP_070060506.1, Colletotrichum_truncatum_XP_036579075.2, Colletotrichum_truncatum_XP_036581327.1, Colletotrichum_truncatum_XP_036574808.2, Colletotrichum_truncatum_XP_070062318.1, Colletotrichum_truncatum_XP_070060973.1, Colletotrichum_truncatum_XP_036579299.1, Colletotrichum_truncatum_XP_036578164.2, Colletotrichum_truncatum_XP_036574351.1, Colletotrichum_truncatum_XP_036588088.1, Colletotrichum_truncatum_XP_036576082.1, Colletotrichum_truncatum_XP_036574439.1, Colletotrichum_truncatum_XP_036581077.1, Colletotrichum_truncatum_XP_036575038.1
OG0000030	Colletotrichum_truncatum	n4	1.0	Terminal	Colletotrichum_truncatum_XP_070061857.1	Colletotrichum_truncatum_XP_036581911.2
