Orthogroup	Colletotrichum_karsti	Colletotrichum_acutatum
OG0002535	XP_038742115.1	XP_060369748.1
OG0002536	XP_038742114.1	XP_060369747.1
OG0002537	XP_038742113.1	XP_060369745.1
OG0002538	XP_038742112.1	XP_060369744.1
OG0002539	XP_038742111.1	XP_060369743.1
OG0002540	XP_038742110.1	XP_060369742.1
OG0002541	XP_038742109.1	XP_060369741.1
OG0002542	XP_038742108.1	XP_060369740.1
OG0002543	XP_038742105.1	XP_060369739.1
OG0002544	XP_038742104.1	XP_060369738.1
OG0002545	XP_038742103.1	XP_060369737.1
OG0002546	XP_038742101.1	XP_060369735.1
OG0002547	XP_038742099.1	XP_060369733.1
OG0002548	XP_038742098.1	XP_060369732.1
OG0002549	XP_038742097.1	XP_060369731.1
OG0002550	XP_038742096.1	XP_060369728.1
OG0002551	XP_038744659.1	XP_060364324.1
OG0002552	XP_038744660.1	XP_060364326.1
OG0002553	XP_038744663.1	XP_060364328.1
OG0002554	XP_038744664.1	XP_060364329.1
OG0002555	XP_038744665.1	XP_060364331.1
OG0002556	XP_038744666.1	XP_060364332.1
OG0002557	XP_038744667.1	XP_060364333.1
OG0002558	XP_038744668.1	XP_060364334.1
OG0002559	XP_038744669.1	XP_060364335.1
OG0002560	XP_038744670.1	XP_060364336.1
OG0002561	XP_038744686.1	XP_060364345.1
OG0002562	XP_038744685.1	XP_060364346.1
OG0002563	XP_038744683.1	XP_060364348.1
OG0002564	XP_038744681.1	XP_060364351.1
OG0002565	XP_038744680.1	XP_060364352.1
OG0002566	XP_038744679.1	XP_060364353.1
OG0002567	XP_038744689.1	XP_060364354.1
OG0002568	XP_038744691.1	XP_060364356.1
OG0002570	XP_038741127.1	XP_060367365.1
OG0002571	XP_038741126.1	XP_060367363.1
OG0002572	XP_038741125.1	XP_060367362.1
OG0002573	XP_038741124.1	XP_060367361.1
OG0002574	XP_038741123.1	XP_060367360.1
OG0002575	XP_038741122.1	XP_060367359.1
OG0002576	XP_038741121.1	XP_060367357.1
OG0002577	XP_038741119.1	XP_060367355.1
OG0002578	XP_038741118.1	XP_060367354.1
OG0002579	XP_038741158.1	XP_060367353.1
OG0002580	XP_038741152.1	XP_060367349.1
OG0002581	XP_038741153.1	XP_060367348.1
OG0002582	XP_038741154.1	XP_060367347.1
OG0002583	XP_038741155.1	XP_060367346.1
OG0002584	XP_038741156.1	XP_060367345.1
OG0002585	XP_038741151.1	XP_060367344.1
OG0002586	XP_038741159.1	XP_060367343.1
OG0002587	XP_038741160.1	XP_060367341.1
OG0002588	XP_038741162.1	XP_060367339.1
OG0002589	XP_038741163.1	XP_060367338.1
OG0002590	XP_038741165.1	XP_060367336.1
OG0002591	XP_038741166.1	XP_060367335.1
OG0002592	XP_038741168.1	XP_060367333.1
OG0002594	XP_038747596.1	XP_060358502.1
OG0002595	XP_038747597.1	XP_060358503.1
OG0002596	XP_038747598.1	XP_060358504.1
OG0002597	XP_038747599.1	XP_060358507.1
OG0002598	XP_038747600.1	XP_060358510.1
OG0002599	XP_038747608.1	XP_060358512.1
OG0002600	XP_038747607.1	XP_060358514.1
OG0002601	XP_038747606.1	XP_060358515.1
OG0002602	XP_038747605.1	XP_060358516.1
OG0002603	XP_038747731.1	XP_060357338.1
OG0002604	XP_038747733.1	XP_060357334.1
OG0002605	XP_038747734.1	XP_060357333.1
OG0002606	XP_038747730.1	XP_060357332.1
OG0002607	XP_038747725.1	XP_060358682.1
OG0002608	XP_038748939.1	XP_060358162.1
OG0002609	XP_038748940.1	XP_060358163.1
OG0002610	XP_038748941.1	XP_060358164.1
OG0002611	XP_038748942.1	XP_060358165.1
OG0002612	XP_038748943.1	XP_060358166.1
OG0002613	XP_038748944.1	XP_060358167.1
OG0002614	XP_038748945.1	XP_060358168.1
OG0002615	XP_038748946.1	XP_060358171.1
OG0002616	XP_038748951.1	XP_060358174.1
OG0002617	XP_038748959.1	XP_060358179.1
OG0002618	XP_038748960.1	XP_060358180.1
OG0002619	XP_038748961.1	XP_060358181.1
OG0002620	XP_038748962.1	XP_060358182.1
OG0002621	XP_038740901.1	XP_060358184.1
OG0002622	XP_038740904.1	XP_060357820.1
OG0002623	XP_038740905.1	XP_060357821.1
OG0002624	XP_038748978.1	XP_060357827.1
OG0002625	XP_038748977.1	XP_060357828.1
OG0002626	XP_038748976.1	XP_060357829.1
OG0002627	XP_038748975.1	XP_060357830.1
OG0002628	XP_038748974.1	XP_060357831.1
OG0002629	XP_038748973.1	XP_060357832.1
OG0002630	XP_038748971.1	XP_060360383.1
OG0002631	XP_038748970.1	XP_060360384.1
OG0002632	XP_038748979.1	XP_060360386.1
OG0002633	XP_038748980.1	XP_060360387.1
OG0002634	XP_038748981.1	XP_060360388.1
OG0002635	XP_038749009.1	XP_060360393.1
OG0002636	XP_038751220.1, XP_038749008.1	XP_060360394.1
OG0002637	XP_038749006.1	XP_060360395.1
OG0002638	XP_038749005.1	XP_060360396.1
OG0002639	XP_038749004.1	XP_060360397.1
OG0002640	XP_038749003.1	XP_060360398.1
OG0002641	XP_038748986.1	XP_060360401.1
OG0002642	XP_038748985.1	XP_060360402.1
OG0002643	XP_038749129.1	XP_060366401.1
OG0002645	XP_038744842.1	XP_060366397.1
OG0002646	XP_038747507.1	XP_060366395.1
OG0002647	XP_038747515.1	XP_060366391.1
OG0002648	XP_038747516.1	XP_060366390.1
OG0002649	XP_038747517.1	XP_060366387.1
OG0002650	XP_038747520.1	XP_060366382.1
OG0002651	XP_038747521.1	XP_060366381.1
OG0002652	XP_038747522.1	XP_060366380.1
OG0002653	XP_038747523.1	XP_060366379.1
OG0002654	XP_038747524.1	XP_060366378.1
OG0002655	XP_038747525.1	XP_060366376.1
OG0002656	XP_038747526.1	XP_060366372.1
OG0002657	XP_038747527.1	XP_060366371.1
OG0002658	XP_038747528.1	XP_060366370.1
OG0002659	XP_038747529.1	XP_060366369.1
OG0002660	XP_038747530.1	XP_060366368.1
OG0002661	XP_038747531.1	XP_060366367.1
OG0002662	XP_038747532.1	XP_060366365.1
OG0002663	XP_038747533.1	XP_060366364.1
OG0002664	XP_038747534.1	XP_060366363.1
OG0002665	XP_038747535.1	XP_060366362.1
OG0002666	XP_038747536.1	XP_060366361.1
OG0002667	XP_038747538.1	XP_060366359.1
OG0002668	XP_038747539.1	XP_060366358.1
OG0002669	XP_038747541.1	XP_060366356.1
OG0002670	XP_038747542.1	XP_060366355.1
OG0002671	XP_038747543.1	XP_060366354.1
OG0002672	XP_038747544.1	XP_060366353.1
OG0002673	XP_038747545.1	XP_060366352.1
OG0002674	XP_038747554.1	XP_060366351.1
OG0002675	XP_038747553.1	XP_060366350.1
OG0002676	XP_038747546.1	XP_060366349.1
OG0002677	XP_038750695.1	XP_060370054.1
OG0002678	XP_038750696.1	XP_060370055.1
OG0002679	XP_038750687.1	XP_060361292.1
OG0002680	XP_038750686.1	XP_060361296.1
OG0002681	XP_038750685.1	XP_060361297.1
OG0002682	XP_038750683.1	XP_060361298.1
OG0002683	XP_038750682.1	XP_060361299.1
OG0002684	XP_038750680.1	XP_060361301.1
OG0002685	XP_038750679.1	XP_060361302.1
OG0002686	XP_038750677.1	XP_060361303.1
OG0002687	XP_038750676.1	XP_060361306.1
OG0002688	XP_038750675.1	XP_060361307.1
OG0002689	XP_038750674.1	XP_060361308.1
OG0002690	XP_038750673.1	XP_060361309.1
OG0002691	XP_038750671.1	XP_060361310.1
OG0002692	XP_038750670.1	XP_060361311.1
OG0002693	XP_038750669.1	XP_060361312.1
OG0002694	XP_038750667.1	XP_060361314.1
OG0002695	XP_038750666.1	XP_060361315.1
OG0002696	XP_038750665.1	XP_060361316.1
OG0002697	XP_038750664.1	XP_060361318.1
OG0002698	XP_038750663.1	XP_060361319.1
OG0002699	XP_038750662.1	XP_060361320.1
OG0002700	XP_038750661.1	XP_060361321.1
OG0002701	XP_038750660.1	XP_060361322.1
OG0002702	XP_038750659.1	XP_060361323.1
OG0002703	XP_038750656.1	XP_060361327.1
OG0002704	XP_038750655.1	XP_060361328.1
OG0002705	XP_038750654.1	XP_060361329.1
OG0002706	XP_038750653.1	XP_060361330.1
OG0002707	XP_038750652.1	XP_060361331.1
OG0002708	XP_038744518.1	XP_060369043.1
OG0002709	XP_038738999.1	XP_060369044.1
OG0002710	XP_038739000.1	XP_060369045.1
OG0002711	XP_038739001.1	XP_060369046.1
OG0002712	XP_038739003.1	XP_060369049.1
OG0002713	XP_038739004.1	XP_060369050.1
OG0002714	XP_038739005.1	XP_060369051.1
OG0002715	XP_038739006.1	XP_060369054.1
OG0002716	XP_038739007.1	XP_060369055.1
OG0002717	XP_038739009.1	XP_060369057.1
OG0002718	XP_038739010.1	XP_060369059.1
OG0002719	XP_038739012.1	XP_060369061.1
OG0002720	XP_038739013.1	XP_060369062.1
OG0002721	XP_038739014.1	XP_060369063.1
OG0002722	XP_038739015.1	XP_060369064.1
OG0002723	XP_038739018.1	XP_060369067.1
OG0002724	XP_038739024.1	XP_060369071.1
OG0002725	XP_038739023.1	XP_060369072.1
OG0002726	XP_038739022.1	XP_060369073.1
OG0002727	XP_038739021.1	XP_060369075.1
OG0002728	XP_038739020.1	XP_060369076.1
OG0002729	XP_038739019.1	XP_060369077.1
OG0002730	XP_038739035.1	XP_060369078.1
OG0002731	XP_038739034.1	XP_060369079.1
OG0002732	XP_038739033.1	XP_060369081.1
OG0002733	XP_038739031.1	XP_060369083.1
OG0002734	XP_038739030.1	XP_060369084.1
OG0002735	XP_038742697.1	XP_060369087.1
OG0002736	XP_038742696.1	XP_060369088.1
OG0002737	XP_038742695.1	XP_060369089.1
OG0002738	XP_038742712.1	XP_060357991.1
OG0002739	XP_038742711.1	XP_060357992.1
OG0002740	XP_038742710.1	XP_060357993.1
OG0002741	XP_038742701.1	XP_060357994.1
OG0002742	XP_038742700.1	XP_060357996.1
OG0002743	XP_038742699.1	XP_060357999.1
OG0002744	XP_038739044.1	XP_060357658.1
OG0002745	XP_038739045.1	XP_060357657.1
OG0002746	XP_038739046.1	XP_060357656.1
OG0002747	XP_038742693.1	XP_060363089.1
OG0002748	XP_038742691.1	XP_060363082.1
OG0002749	XP_038742687.1	XP_060363081.1
OG0002750	XP_038739697.1	XP_060363080.1
OG0002751	XP_038742688.1	XP_060363079.1
OG0002752	XP_038742684.1	XP_060363075.1
OG0002753	XP_038742683.1	XP_060363074.1
OG0002754	XP_038742682.1	XP_060363073.1
OG0002755	XP_038742681.1	XP_060363072.1
OG0002756	XP_038742679.1	XP_060363070.1
OG0002757	XP_038742678.1	XP_060363069.1
OG0002758	XP_038742672.1	XP_060363068.1
OG0002759	XP_038742673.1	XP_060363067.1
OG0002760	XP_038742674.1	XP_060363066.1
OG0002761	XP_038742666.1	XP_060363063.1
OG0002762	XP_038742665.1	XP_060363061.1
OG0002763	XP_038742664.1	XP_060363060.1
OG0002764	XP_038742663.1	XP_060363059.1
OG0002765	XP_038742662.1	XP_060363058.1
OG0002766	XP_038742661.1	XP_060363057.1
OG0002767	XP_038742659.1	XP_060363055.1
OG0002768	XP_038744032.1	XP_060367845.1
OG0002769	XP_038744035.1	XP_060367847.1
OG0002770	XP_038744033.1	XP_060367848.1
OG0002771	XP_038744034.1	XP_060357607.1
OG0002772	XP_038740582.1	XP_060357606.1
OG0002773	XP_038741906.1	XP_060357605.1
OG0002774	XP_038740581.1	XP_060357603.1
OG0002775	XP_038747767.1	XP_060365948.1, XP_060357599.1
OG0002777	XP_038740585.1	XP_060357596.1
OG0002778	XP_038740606.1	XP_060359898.1
OG0002779	XP_038740588.1	XP_060359896.1
OG0002780	XP_038740590.1	XP_060359894.1
OG0002781	XP_038744000.1	XP_060359893.1
OG0002782	XP_038740593.1	XP_060359890.1
OG0002783	XP_038740595.1	XP_060359888.1
OG0002784	XP_038740601.1	XP_060359884.1
OG0002785	XP_038750277.1	XP_060359883.1
OG0002786	XP_038748353.1	XP_060359882.1
OG0002787	XP_038748157.1	XP_060359877.1
OG0002788	XP_038745142.1, XP_038743000.1	XP_060359874.1
OG0002789	XP_038740610.1	XP_060359871.1
OG0002790	XP_038740612.1	XP_060358062.1
OG0002791	XP_038740625.1	XP_060358060.1
OG0002792	XP_038740624.1	XP_060358059.1
OG0002793	XP_038740623.1	XP_060358058.1
OG0002794	XP_038740622.1	XP_060358055.1
OG0002795	XP_038740621.1	XP_060358054.1
OG0002796	XP_038740620.1	XP_060358053.1
OG0002797	XP_038740615.1	XP_060358047.1
OG0002798	XP_038740636.1	XP_060361737.1
OG0002799	XP_038740630.1	XP_060361739.1
OG0002800	XP_038740629.1	XP_060361744.1
OG0002801	XP_038748149.1	XP_060361749.1
OG0002802	XP_038748148.1	XP_060361750.1
OG0002803	XP_038748147.1	XP_060361751.1
OG0002804	XP_038748146.1	XP_060361752.1
OG0002805	XP_038742476.1	XP_060357089.1
OG0002806	XP_038748132.1	XP_060361757.1
OG0002807	XP_038748133.1	XP_060361759.1
OG0002808	XP_038748138.1	XP_060361760.1
OG0002809	XP_038748140.1	XP_060361762.1
OG0002810	XP_038748141.1	XP_060361763.1
OG0002811	XP_038748142.1	XP_060361764.1
OG0002812	XP_038748284.1	XP_060361765.1
OG0002814	XP_038741927.1	XP_060361769.1
OG0002815	XP_038748300.1	XP_060361770.1
OG0002816	XP_038748296.1	XP_060361772.1
OG0002817	XP_038748291.1	XP_060361776.1
OG0002818	XP_038748137.1	XP_060361783.1
OG0002819	XP_038748136.1	XP_060361785.1
OG0002820	XP_038748306.1	XP_060360429.1
OG0002821	XP_038748305.1	XP_060360432.1
OG0002822	XP_038748308.1	XP_060360438.1
OG0002823	XP_038748309.1	XP_060360439.1
OG0002824	XP_038741939.1	XP_060360440.1
OG0002825	XP_038740478.1, XP_038740477.1	XP_060360443.1
OG0002826	XP_038748314.1	XP_060360445.1
OG0002827	XP_038748315.1	XP_060360446.1
OG0002828	XP_038748316.1	XP_060360448.1
OG0002829	XP_038748320.1	XP_060360449.1
OG0002830	XP_038740637.1	XP_060360451.1
OG0002831	XP_038740633.1	XP_060360453.1
OG0002832	XP_038740640.1	XP_060360454.1
OG0002833	XP_038740642.1	XP_060360457.1
OG0002834	XP_038740643.1	XP_060360458.1
OG0002835	XP_038740646.1	XP_060360460.1
OG0002836	XP_038740647.1	XP_060360461.1
OG0002837	XP_038740650.1	XP_060360463.1
OG0002838	XP_038740651.1	XP_060360464.1
OG0002839	XP_038740652.1	XP_060360466.1
OG0002841	XP_038740655.1	XP_060358901.1
OG0002842	XP_038740656.1	XP_060358902.1
OG0002843	XP_038740657.1	XP_060358903.1
OG0002844	XP_038740658.1	XP_060358904.1
OG0002845	XP_038740660.1	XP_060358907.1
OG0002846	XP_038740663.1	XP_060358910.1
OG0002847	XP_038740664.1	XP_060358911.1
OG0002848	XP_038748116.1	XP_060358914.1
OG0002849	XP_038748117.1	XP_060358915.1
OG0002850	XP_038748118.1	XP_060358916.1
OG0002851	XP_038748119.1	XP_060360802.1
OG0002852	XP_038748120.1	XP_060360801.1
OG0002853	XP_038748122.1	XP_060360799.1
OG0002854	XP_038748123.1	XP_060360798.1
OG0002855	XP_038740693.1	XP_060360794.1
OG0002856	XP_038740694.1	XP_060360793.1
OG0002857	XP_038740695.1	XP_060360790.1
OG0002858	XP_038748112.1	XP_060360789.1
OG0002859	XP_038748113.1	XP_060360788.1
OG0002860	XP_038740690.1	XP_060360785.1
OG0002861	XP_038740689.1	XP_060360784.1
OG0002862	XP_038740688.1	XP_060360783.1
OG0002863	XP_038740684.1	XP_060360781.1
OG0002864	XP_038740683.1	XP_060360780.1
OG0002865	XP_038740681.1	XP_060360778.1
OG0002866	XP_038740680.1	XP_060360777.1
OG0002867	XP_038740679.1	XP_060360776.1
OG0002868	XP_038740678.1	XP_060360775.1
OG0002869	XP_038740677.1	XP_060360774.1
OG0002870	XP_038740676.1	XP_060360773.1
OG0002871	XP_038740670.1	XP_060360767.1
OG0002872	XP_038748128.1	XP_060357283.1
OG0002873	XP_038748279.1	XP_060357196.1
OG0002874	XP_038750358.1	XP_060357195.1
OG0002875	XP_038741817.1	XP_060357368.1
OG0002876	XP_038748266.1	XP_060357367.1
OG0002877	XP_038748270.1	XP_060357364.1
OG0002878	XP_038745841.1	XP_060357363.1
OG0002879	XP_038745842.1	XP_060357362.1
OG0002880	XP_038748277.1	XP_060357117.1
OG0002881	XP_038748263.1	XP_060363668.1
OG0002882	XP_038748262.1	XP_060363667.1
OG0002883	XP_038739693.1	XP_060363666.1
OG0002884	XP_038739694.1	XP_060363665.1
OG0002885	XP_038748258.1	XP_060363662.1
OG0002886	XP_038748257.1	XP_060363661.1
OG0002887	XP_038748256.1	XP_060363660.1
OG0002888	XP_038740514.1	XP_060363654.1
OG0002889	XP_038748238.1	XP_060363651.1
OG0002890	XP_038748239.1	XP_060363650.1
OG0002891	XP_038748240.1	XP_060363649.1
OG0002892	XP_038748241.1	XP_060363648.1
OG0002893	XP_038748242.1	XP_060363647.1
OG0002894	XP_038748243.1	XP_060363645.1
OG0002895	XP_038748244.1	XP_060363643.1
OG0002896	XP_038748245.1	XP_060363642.1
OG0002897	XP_038748246.1	XP_060363641.1
OG0002898	XP_038748247.1	XP_060363640.1
OG0002899	XP_038748231.1	XP_060363635.1
OG0002900	XP_038748227.1	XP_060363632.1
OG0002901	XP_038748212.1	XP_060363631.1
OG0002902	XP_038748211.1	XP_060363630.1
OG0002903	XP_038748210.1	XP_060363629.1
OG0002904	XP_038748209.1	XP_060363628.1
OG0002905	XP_038748206.1	XP_060363626.1
OG0002906	XP_038748205.1	XP_060363625.1
OG0002907	XP_038748204.1	XP_060363624.1
OG0002908	XP_038749050.1	XP_060363621.1
OG0002909	XP_038748173.1	XP_060363618.1
OG0002910	XP_038748172.1	XP_060363617.1
OG0002911	XP_038748171.1	XP_060363616.1
OG0002912	XP_038748170.1	XP_060363615.1
OG0002913	XP_038748168.1	XP_060363613.1
OG0002914	XP_038748167.1	XP_060363612.1
OG0002915	XP_038748186.1	XP_060363611.1
OG0002916	XP_038748183.1	XP_060363609.1
OG0002917	XP_038748182.1	XP_060363608.1
OG0002918	XP_038748180.1	XP_060363607.1
OG0002919	XP_038748178.1	XP_060363604.1
OG0002920	XP_038748177.1	XP_060363603.1
OG0002921	XP_038748176.1	XP_060363602.1
OG0002922	XP_038748187.1	XP_060363601.1
OG0002923	XP_038748192.1	XP_060363599.1
OG0002924	XP_038748193.1	XP_060363598.1
OG0002925	XP_038748194.1	XP_060363597.1
OG0002926	XP_038748199.1	XP_060363596.1
OG0002927	XP_038748200.1	XP_060363595.1
OG0002929	XP_038748188.1	XP_060363593.1
OG0002930	XP_038748175.1	XP_060363592.1
OG0002931	XP_038748185.1	XP_060363591.1
OG0002932	XP_038748165.1	XP_060358560.1
OG0002933	XP_038748164.1	XP_060358561.1
OG0002934	XP_038748163.1	XP_060358562.1
OG0002935	XP_038740639.1	XP_060358569.1
OG0002936	XP_038748331.1	XP_060358572.1
OG0002937	XP_038748329.1	XP_060358576.1
OG0002938	XP_038748328.1	XP_060358577.1
OG0002939	XP_038748327.1	XP_060358579.1
OG0002940	XP_038749066.1	XP_060367859.1
OG0002941	XP_038749065.1	XP_060367857.1
OG0002942	XP_038749061.1	XP_060367854.1
OG0002943	XP_038749060.1	XP_060367853.1
OG0002944	XP_038749059.1	XP_060367852.1
OG0002945	XP_038749057.1	XP_060367850.1
OG0002946	XP_038749056.1	XP_060367849.1
OG0002947	XP_038749053.1	XP_060359848.1
OG0002948	XP_038749017.1	XP_060359851.1
OG0002949	XP_038749016.1	XP_060359852.1
OG0002950	XP_038749015.1	XP_060359854.1
OG0002951	XP_038749021.1	XP_060359857.1
OG0002952	XP_038749020.1	XP_060359859.1
OG0002953	XP_038749019.1	XP_060359860.1
OG0002954	XP_038749018.1	XP_060359862.1
OG0002955	XP_038749024.1	XP_060359864.1
OG0002956	XP_038749026.1	XP_060359865.1
OG0002957	XP_038739807.1	XP_060369000.1
OG0002958	XP_038739810.1	XP_060369002.1
OG0002959	XP_038739811.1	XP_060369003.1
OG0002960	XP_038739812.1	XP_060369004.1
OG0002961	XP_038739808.1	XP_060369005.1
OG0002962	XP_038739813.1	XP_060369006.1
OG0002963	XP_038739814.1	XP_060369007.1
OG0002964	XP_038739815.1	XP_060369008.1
OG0002965	XP_038739816.1	XP_060369009.1
OG0002966	XP_038739819.1	XP_060369012.1
OG0002967	XP_038739820.1	XP_060369013.1
OG0002968	XP_038739821.1	XP_060369014.1
OG0002969	XP_038739822.1	XP_060369015.1
OG0002970	XP_038739823.1	XP_060369017.1
OG0002971	XP_038739824.1	XP_060369018.1
OG0002972	XP_038739825.1	XP_060369019.1
OG0002973	XP_038739826.1	XP_060369020.1
OG0002974	XP_038739827.1	XP_060369021.1
OG0002975	XP_038739828.1	XP_060369022.1
OG0002976	XP_038739833.1	XP_060369024.1
OG0002977	XP_038739834.1	XP_060369025.1
OG0002978	XP_038739832.1	XP_060369026.1
OG0002979	XP_038739831.1	XP_060369028.1
OG0002980	XP_038739830.1	XP_060369029.1
OG0002981	XP_038739835.1	XP_060369037.1
OG0002982	XP_038739837.1	XP_060369040.1
OG0002983	XP_038739838.1	XP_060369041.1
OG0002984	XP_038741170.1	XP_060367332.1
OG0002985	XP_038741171.1	XP_060367331.1
OG0002986	XP_038741172.1	XP_060367330.1
OG0002987	XP_038741175.1	XP_060362416.1
OG0002988	XP_038741176.1	XP_060362417.1
OG0002989	XP_038741177.1	XP_060362419.1
OG0002990	XP_038741181.1	XP_060362421.1
OG0002991	XP_038741180.1	XP_060362423.1
OG0002992	XP_038741179.1	XP_060362424.1
OG0002994	XP_038743462.1	XP_060362440.1
OG0002995	XP_038739910.1	XP_060362443.1
OG0002997	XP_038743467.1	XP_060362450.1
OG0002998	XP_038743466.1	XP_060362453.1
OG0002999	XP_038743465.1	XP_060362454.1
OG0003000	XP_038743464.1	XP_060362455.1
OG0003001	XP_038743476.1	XP_060362457.1
OG0003002	XP_038743474.1	XP_060362459.1
OG0003003	XP_038743472.1	XP_060362461.1
OG0003004	XP_038749615.1	XP_060363700.1
OG0003005	XP_038749565.1	XP_060363698.1
OG0003006	XP_038749574.1	XP_060363694.1
OG0003007	XP_038749575.1	XP_060363693.1
OG0003008	XP_038749576.1	XP_060363691.1
OG0003009	XP_038749567.1	XP_060363685.1
OG0003010	XP_038740851.1	XP_060363684.1
OG0003011	XP_038749568.1	XP_060363682.1
OG0003012	XP_038749569.1	XP_060363680.1
OG0003013	XP_038749570.1	XP_060363679.1
OG0003014	XP_038749571.1	XP_060363678.1
OG0003015	XP_038749573.1	XP_060363676.1
OG0003016	XP_038742587.1	XP_060363674.1
OG0003017	XP_038742588.1	XP_060363673.1
OG0003018	XP_038749560.1	XP_060363672.1
OG0003019	XP_038747424.1	XP_060363671.1
OG0003020	XP_038749551.1	XP_060365365.1
OG0003021	XP_038749552.1	XP_060357056.1
OG0003022	XP_038744687.1	XP_060357055.1
OG0003023	XP_038744688.1	XP_060357054.1
OG0003024	XP_038749548.1	XP_060357413.1
OG0003025	XP_038749541.1	XP_060357417.1
OG0003026	XP_038749542.1	XP_060357418.1
OG0003027	XP_038749543.1	XP_060357419.1
OG0003028	XP_038749531.1	XP_060357420.1
OG0003029	XP_038749534.1	XP_060357421.1
OG0003030	XP_038749535.1	XP_060357422.1
OG0003031	XP_038749537.1	XP_060357643.1
OG0003032	XP_038749536.1	XP_060357641.1
OG0003033	XP_038749527.1	XP_060357638.1
OG0003034	XP_038746405.1	XP_060359702.1
OG0003035	XP_038746407.1	XP_060359700.1
OG0003036	XP_038746409.1	XP_060359697.1
OG0003037	XP_038746410.1	XP_060359695.1
OG0003038	XP_038746417.1	XP_060359694.1
OG0003039	XP_038746396.1	XP_060359690.1
OG0003040	XP_038746394.1	XP_060359687.1
OG0003041	XP_038746392.1	XP_060359685.1
OG0003042	XP_038746391.1	XP_060359684.1
OG0003043	XP_038746390.1	XP_060359681.1
OG0003044	XP_038746389.1	XP_060359680.1
OG0003045	XP_038746378.1	XP_060359666.1
OG0003046	XP_038749550.1	XP_060359665.1
OG0003047	XP_038746368.1	XP_060361848.1
OG0003048	XP_038746369.1	XP_060361847.1
OG0003049	XP_038746370.1	XP_060361846.1
OG0003050	XP_038746371.1	XP_060361845.1
OG0003051	XP_038746372.1	XP_060361844.1
OG0003052	XP_038746373.1	XP_060361843.1
OG0003053	XP_038746374.1	XP_060361841.1
OG0003054	XP_038746375.1	XP_060361840.1
OG0003055	XP_038746366.1	XP_060361836.1
OG0003056	XP_038746362.1	XP_060361824.1
OG0003057	XP_038746360.1	XP_060361822.1
OG0003058	XP_038746359.1	XP_060361821.1
OG0003059	XP_038746358.1	XP_060361819.1
OG0003060	XP_038746350.1	XP_060361815.1
OG0003061	XP_038746351.1	XP_060361814.1
OG0003062	XP_038746353.1	XP_060361811.1
OG0003063	XP_038740351.1	XP_060357894.1
OG0003064	XP_038746886.1	XP_060357892.1
OG0003065	XP_038746887.1	XP_060357891.1
OG0003066	XP_038746892.1	XP_060357888.1
OG0003067	XP_038746893.1	XP_060357887.1
OG0003068	XP_038739661.1	XP_060357013.1
OG0003069	XP_038746857.1	XP_060368120.1
OG0003070	XP_038746858.1	XP_060368119.1
OG0003071	XP_038746847.1	XP_060368115.1
OG0003072	XP_038746848.1	XP_060368114.1
OG0003074	XP_038746846.1	XP_060368112.1
OG0003075	XP_038746844.1	XP_060368107.1
OG0003076	XP_038746843.1	XP_060368106.1
OG0003077	XP_038746842.1	XP_060368105.1
OG0003078	XP_038746841.1	XP_060368104.1
OG0003079	XP_038746840.1	XP_060368103.1
OG0003080	XP_038746839.1	XP_060368102.1
OG0003081	XP_038746837.1	XP_060368100.1
OG0003082	XP_038746838.1	XP_060368099.1
OG0003083	XP_038744973.1	XP_060368098.1
OG0003084	XP_038744972.1	XP_060368097.1
OG0003085	XP_038744971.1	XP_060368096.1
OG0003086	XP_038744970.1	XP_060368095.1
OG0003087	XP_038744969.1	XP_060368094.1
OG0003088	XP_038744968.1	XP_060368092.1
OG0003089	XP_038744967.1	XP_060368091.1
OG0003090	XP_038746823.1	XP_060368088.1
OG0003091	XP_038746822.1	XP_060368085.1
OG0003092	XP_038746827.1	XP_060368084.1
OG0003093	XP_038746826.1	XP_060368083.1
OG0003094	XP_038746825.1	XP_060368081.1
OG0003095	XP_038750033.1	XP_060362590.1
OG0003096	XP_038741834.1	XP_060362588.1
OG0003097	XP_038741833.1	XP_060362587.1
OG0003098	XP_038750025.1	XP_060362586.1
OG0003099	XP_038750023.1	XP_060362580.1
OG0003100	XP_038750015.1	XP_060362579.1
OG0003101	XP_038750014.1	XP_060362578.1
OG0003102	XP_038750019.1	XP_060362577.1
OG0003103	XP_038750018.1	XP_060362576.1
OG0003104	XP_038750017.1	XP_060362575.1
OG0003105	XP_038750012.1	XP_060362571.1
OG0003106	XP_038750011.1	XP_060362570.1
OG0003107	XP_038750010.1	XP_060362567.1
OG0003108	XP_038750009.1	XP_060362566.1
OG0003109	XP_038750007.1	XP_060362565.1
OG0003110	XP_038750006.1	XP_060362564.1
OG0003111	XP_038750005.1	XP_060362563.1
OG0003112	XP_038750004.1	XP_060362562.1
OG0003113	XP_038750003.1	XP_060362561.1
OG0003114	XP_038750002.1	XP_060362560.1
OG0003115	XP_038750001.1	XP_060362559.1
OG0003116	XP_038750000.1	XP_060362557.1
OG0003117	XP_038749999.1	XP_060362556.1
OG0003118	XP_038749998.1	XP_060362555.1
OG0003119	XP_038749997.1	XP_060362554.1
OG0003120	XP_038749996.1	XP_060362553.1
OG0003121	XP_038749995.1	XP_060362550.1
OG0003122	XP_038749992.1	XP_060362548.1
OG0003123	XP_038749991.1	XP_060362547.1
OG0003124	XP_038749990.1	XP_060362546.1
