Orthogroup	Colletotrichum_karsti	Colletotrichum_siamense
OG0000837	XP_038742866.1	XP_036500422.1, XP_036488072.1
OG0000838	XP_038747627.1	XP_036488595.1
OG0000839	XP_038749076.1	XP_036496311.1, XP_036490961.1
OG0000840	XP_038747685.1	XP_036500451.1, XP_036488908.1
OG0000842	XP_038741418.1	XP_036491258.1
OG0000842	XP_038746634.1	XP_036498021.1
OG0000843	XP_038741394.1	XP_036490613.1
OG0000844	XP_038748696.1	XP_036498827.1
OG0000844	XP_038742774.1	XP_036488544.1
OG0000845	XP_038750333.1	XP_036491099.1
OG0000846	XP_038742530.1	XP_036496566.1
OG0000847	XP_038741346.1	XP_036490388.1
OG0000848	XP_038746640.1	XP_036491083.1
OG0000849	XP_038741770.1	XP_036494678.1, XP_036494688.1
OG0000850	XP_038740634.1	XP_036499972.1
OG0000851	XP_038747774.1	XP_036488564.1
OG0000853	XP_038741476.1	XP_036490777.1
OG0000853	XP_038742601.1	XP_036495114.1
OG0000854	XP_038742643.1	XP_036494314.1
OG0000854	XP_038743503.1	XP_036498568.1
OG0000855	XP_038745862.1	XP_036499116.1
OG0000856	XP_038745863.1	XP_036498226.1, XP_036499113.1
OG0000857	XP_038744887.1	XP_036495268.1
OG0000858	XP_038747716.1	XP_036492133.1
OG0000858	XP_038744063.1	XP_036494843.1
OG0000859	XP_038744076.1	XP_036494715.1
OG0000860	XP_038744170.1	XP_036491019.1, XP_036494101.1
OG0000861	XP_038738971.1	XP_036490696.1
OG0000862	XP_038747965.1	XP_036500048.1
OG0000863	XP_038747879.1	XP_036495616.1
OG0000866	XP_038745390.1	XP_036492001.1, XP_036489528.1
OG0000867	XP_038741545.1	XP_036495050.1
OG0000868	XP_038739309.1	XP_036494781.1
OG0000868	XP_038740159.1	XP_036493600.1
OG0000870	XP_038741220.1	XP_036500929.1, XP_036494574.1
OG0000871	XP_038741277.1	XP_036494629.1
OG0000872	XP_038741286.1	XP_036493924.1
OG0000873	XP_038739400.1	XP_036492529.1, XP_036488398.1
OG0000874	XP_038740819.1	XP_036492856.1
OG0000875	XP_038739685.1	XP_036492179.1
OG0000876	XP_038741593.1	XP_036494386.1
OG0000876	XP_038739434.1	XP_036491508.1
OG0000877	XP_038742204.1	XP_036496411.1, XP_036490332.1
OG0000879	XP_038746227.1	XP_036500906.1, XP_036491771.1
OG0000880	XP_038740815.1	XP_036491570.1, XP_036493526.1
OG0000881	XP_038740772.1	XP_036493706.1
OG0000882	XP_038740780.1	XP_036492808.1
OG0000883	XP_038740140.1	XP_036494107.1, XP_036492754.1
OG0000884	XP_038738873.1	XP_036490879.1
OG0000885	XP_038749823.1	XP_036488843.1
OG0000886	XP_038749872.1	XP_036488475.1
OG0000887	XP_038745676.1	XP_036500219.1
OG0000888	XP_038750490.1	XP_036501532.1
OG0000889	XP_038749966.1	XP_036500798.1, XP_036488386.1
OG0000890	XP_038749933.1	XP_036488195.1, XP_036496058.1
OG0000891	XP_038740416.1	XP_036499184.1, XP_036496881.1
OG0000893	XP_038745797.1	XP_036499001.1
OG0000894	XP_038749803.1	XP_036492470.1, XP_036493805.1
OG0000895	XP_038744477.1	XP_036497712.1
OG0000896	XP_038751472.1	XP_036489513.1
OG0000897	XP_038751570.1	XP_036489335.1
OG0000898	XP_038746256.1	XP_036491524.1
OG0000900	XP_038741612.1	XP_036494992.1
OG0000901	XP_038743983.1	XP_036499049.1
OG0000902	XP_038743956.1	XP_036499548.1
OG0000904	XP_038743888.1	XP_036487839.1, XP_036499617.1
OG0000905	XP_038742931.1, XP_038742932.1	XP_036495812.1
OG0000907	XP_038741349.1	XP_036490230.1, XP_036491364.1
OG0000908	XP_038741348.1	XP_036490231.1, XP_036491547.1
OG0000909	XP_038742452.1	XP_036496427.1
OG0000910	XP_038742131.1	XP_036496004.1
OG0000916	XP_038750482.1	XP_036488327.1
OG0000916	XP_038744699.1	XP_036495491.1
OG0000918	XP_038747777.1	XP_036488284.1
OG0000919	XP_038744483.1	XP_036490614.1
OG0000919	XP_038747459.1	XP_036502721.1
OG0000920	XP_038742063.1	XP_036490937.1
OG0000920	XP_038747758.1	XP_036499855.1
OG0000921	XP_038744432.1	XP_036499863.1
OG0000921	XP_038746276.1	XP_036500809.1
OG0000922	XP_038751005.1	XP_036493519.1
OG0000923	XP_038743461.1, XP_038741916.1	XP_036491427.1
OG0000923	XP_038746017.1	XP_036488980.1
OG0000924	XP_038741409.1	XP_036492297.1
OG0000925	XP_038744965.1	XP_036502879.1
OG0000925	XP_038744964.1	XP_036502882.1
OG0000929	XP_038743856.1	XP_036499754.1
OG0000930	XP_038748054.1	XP_036491790.1
OG0000931	XP_038751267.1	XP_036497411.1
OG0000932	XP_038751017.1	XP_036497872.1
OG0000934	XP_038744245.1	XP_036502241.1
OG0000935	XP_038739354.1	XP_036494021.1
OG0000936	XP_038749285.1	XP_036502527.1
OG0000937	XP_038748287.1	XP_036499599.1
OG0000939	XP_038739028.1, XP_038747316.1, XP_038748595.1	XP_036501210.1
OG0000940	XP_038749358.1	XP_036501621.1
OG0000941	XP_038743814.1	XP_036493999.1
OG0000943	XP_038739008.1	XP_036494540.1
OG0000944	XP_038746234.1	XP_036492022.1
OG0000945	XP_038739427.1, XP_038744906.1, XP_038739042.1	XP_036494709.1
OG0000946	XP_038740596.1	XP_036500609.1
OG0000948	XP_038742718.1	XP_036491068.1
OG0000948	XP_038739165.1, XP_038744026.1	XP_036491706.1
OG0000949	XP_038748290.1	XP_036499592.1
OG0000950	XP_038743899.1	XP_036500462.1
OG0000950	XP_038748294.1	XP_036500624.1
OG0000951	XP_038740669.1	XP_036497019.1, XP_036499680.1
OG0000953	XP_038742309.1	XP_036491259.1, XP_036493102.1
OG0000956	XP_038741173.1	XP_036496086.1, XP_036497001.1
OG0000957	XP_038743864.1	XP_036488311.1
OG0000958	XP_038751009.1	XP_036492296.1
OG0000959	XP_038746862.1	XP_036501022.1
OG0000960	XP_038746856.1	XP_036501027.1
OG0000961	XP_038749980.1	XP_036489932.1
OG0000962	XP_038751917.1	XP_036489541.1
OG0000963	XP_038740379.1	XP_036499455.1
OG0000964	XP_038745630.1	XP_036500490.1
OG0000966	XP_038742260.1	XP_036496246.1
OG0000967	XP_038749423.1	XP_036501661.1
OG0000967	XP_038741917.1	XP_036492079.1
OG0000969	XP_038741058.1	XP_036490698.1
OG0000970	XP_038744911.1	XP_036496048.1
OG0000971	XP_038741641.1	XP_036491125.1
OG0000972	XP_038738977.1	XP_036491121.1
OG0000974	XP_038743210.1	XP_036492999.1
OG0000975	XP_038748862.1	XP_036490289.1
OG0000976	XP_038742007.1	XP_036491619.1
OG0000977	XP_038741993.1	XP_036492202.1
OG0000978	XP_038741956.1	XP_036491502.1
OG0000979	XP_038741974.1	XP_036491695.1
OG0000980	XP_038747171.1	XP_036500762.1
OG0000981	XP_038747187.1	XP_036499723.1
OG0000983	XP_038744640.1	XP_036490820.1
OG0000985	XP_038744598.1	XP_036491982.1, XP_036490256.1
OG0000986	XP_038751384.1	XP_036497690.1
OG0000988	XP_038743277.1, XP_038744230.1	XP_036494014.1
OG0000989	XP_038739479.1	XP_036493419.1
OG0000990	XP_038739239.1	XP_036493642.1
OG0000991	XP_038750029.1, XP_038750028.1	XP_036489081.1
OG0000994	XP_038748082.1	XP_036494513.1, XP_036491884.1
OG0000995	XP_038745156.1	XP_036491874.1
OG0000996	XP_038739384.1	XP_036491690.1
OG0000997	XP_038743167.1, XP_038743166.1	XP_036493214.1
OG0000998	XP_038747632.1	XP_036488562.1
OG0001000	XP_038739430.1	XP_036490764.1
OG0001000	XP_038748350.1	XP_036500344.1
OG0001003	XP_038745263.1	XP_036492099.1
OG0001004	XP_038745218.1	XP_036492014.1
OG0001005	XP_038749797.1	XP_036488214.1, XP_036497593.1
OG0001006	XP_038742791.1	XP_036488467.1
OG0001007	XP_038746884.1, XP_038742729.1	XP_036488767.1
OG0001009	XP_038740118.1	XP_036502658.1
OG0001010	XP_038743559.1	XP_036496439.1
OG0001011	XP_038747489.1	XP_036501877.1, XP_036502744.1
OG0001012	XP_038743689.1	XP_036496918.1
OG0001013	XP_038743664.1	XP_036496483.1
OG0001014	XP_038743706.1	XP_036496635.1
OG0001016	XP_038748605.1	XP_036502158.1
OG0001017	XP_038740169.1, XP_038742275.1	XP_036492977.1
OG0001018	XP_038742523.1	XP_036495987.1
OG0001021	XP_038744882.1	XP_036488584.1, XP_036495787.1
OG0001022	XP_038751014.1	XP_036497124.1
OG0001023	XP_038750875.1	XP_036497596.1
OG0001024	XP_038741674.1	XP_036491034.1, XP_036490685.1
OG0001025	XP_038739132.1	XP_036491372.1
OG0001027	XP_038746063.1	XP_036493400.1
OG0001028	XP_038746092.1, XP_038746515.1, XP_038740844.1	XP_036497746.1
OG0001030	XP_038740849.1	XP_036493563.1
OG0001031	XP_038749163.1	XP_036502313.1
OG0001032	XP_038743836.1	XP_036495842.1
OG0001033	XP_038743367.1, XP_038740918.1	XP_036493201.1
OG0001034	XP_038743372.1	XP_036496341.1, XP_036501476.1
OG0001035	XP_038743371.1	XP_036496338.1, XP_036501479.1
OG0001036	XP_038743432.1	XP_036502191.1
OG0001037	XP_038743442.1	XP_036502187.1, XP_036502186.1
OG0001038	XP_038745571.1	XP_036493003.1, XP_036488851.1
OG0001040	XP_038749106.1	XP_036490858.1
OG0001041	XP_038742297.1	XP_036496110.1
OG0001042	XP_038744149.1	XP_036495094.1
OG0001043	XP_038740504.1	XP_036495595.1
OG0001044	XP_038740502.1	XP_036501963.1, XP_036496493.1
OG0001048	XP_038738674.1, XP_038743307.1, XP_038744754.1	XP_036496707.1
OG0001049	XP_038742589.1	XP_036494267.1
OG0001050	XP_038740301.1	XP_036494802.1
OG0001051	XP_038751878.1	XP_036489638.1
OG0001052	XP_038751892.1	XP_036489729.1
OG0001053	XP_038751835.1	XP_036489193.1
OG0001056	XP_038748092.1, XP_038748093.1, XP_038747035.1	XP_036499299.1
OG0001057	XP_038748126.1	XP_036496885.1
OG0001058	XP_038748364.1	XP_036500421.1
OG0001059	XP_038747620.1	XP_036488594.1
OG0001060	XP_038747610.1	XP_036488693.1
OG0001061	XP_038740711.1	XP_036493132.1
OG0001062	XP_038747736.1	XP_036488265.1
OG0001063	XP_038742608.1	XP_036493253.1
OG0001065	XP_038742580.1	XP_036494378.1
OG0001067	XP_038748184.1, XP_038741783.1	XP_036494280.1
OG0001068	XP_038750162.1	XP_036489993.1
OG0001069	XP_038739909.1	XP_036493558.1
OG0001070	XP_038742652.1	XP_036495182.1
OG0001072	XP_038745865.1	XP_036496751.1, XP_036500011.1
OG0001073	XP_038750279.1	XP_036489987.1, XP_036489133.1
OG0001074	XP_038739029.1, XP_038740242.1, XP_038747851.1	XP_036500686.1
OG0001075	XP_038747121.1, XP_038751756.1	XP_036488035.1
OG0001076	XP_038747909.1	XP_036487832.1, XP_036499799.1
OG0001077	XP_038748322.1	XP_036499475.1
OG0001078	XP_038749953.1	XP_036488334.1
OG0001079	XP_038751095.1	XP_036500255.1
OG0001080	XP_038744096.1	XP_036493907.1
OG0001081	XP_038744088.1	XP_036494360.1
OG0001083	XP_038744208.1, XP_038747073.1	XP_036494808.1
OG0001084	XP_038747981.1	XP_036495609.1
OG0001085	XP_038745374.1	XP_036492267.1
OG0001086	XP_038739058.1	XP_036492272.1, XP_036489532.1
OG0001087	XP_038743380.1, XP_038739426.1	XP_036491846.1
OG0001088	XP_038740424.1, XP_038746996.1	XP_036501779.1
OG0001089	XP_038741104.1	XP_036497005.1
OG0001090	XP_038744921.1	XP_036494259.1, XP_036494740.1
OG0001091	XP_038746881.1	XP_036502183.1
OG0001092	XP_038746880.1	XP_036502181.1
OG0001093	XP_038746744.1	XP_036502884.1
OG0001094	XP_038750608.1	XP_036497086.1
OG0001095	XP_038739744.1, XP_038746587.1, XP_038741454.1	XP_036490807.1
OG0001096	XP_038745667.1	XP_036500742.1
OG0001097	XP_038741323.1	XP_036494232.1
OG0001098	XP_038741581.1	XP_036494239.1
OG0001099	XP_038741524.1	XP_036494272.1
OG0001100	XP_038751965.1	XP_036491064.1, XP_036488179.1
OG0001101	XP_038745483.1	XP_036488890.1
OG0001103	XP_038748689.1	XP_036497870.1
OG0001104	XP_038751782.1	XP_036501829.1, XP_036490071.1
OG0001105	XP_038743649.1	XP_036495443.1
OG0001106	XP_038739690.1	XP_036492307.1
OG0001107	XP_038739440.1	XP_036492316.1, XP_036492310.1
OG0001108	XP_038740744.1, XP_038743766.1, XP_038743767.1	XP_036498881.1
OG0001109	XP_038746248.1	XP_036492033.1
OG0001110	XP_038746197.1	XP_036492592.1
OG0001111	XP_038746162.1	XP_036491869.1
OG0001112	XP_038740800.1	XP_036493658.1
OG0001114	XP_038742638.1	XP_036496233.1, XP_036496339.1
OG0001115	XP_038740214.1	XP_036492755.1
OG0001117	XP_038738859.1	XP_036490883.1, XP_036494660.1
OG0001118	XP_038749778.1	XP_036488397.1
OG0001119	XP_038750922.1	XP_036498423.1
OG0001120	XP_038749849.1	XP_036488639.1
OG0001121	XP_038742877.1	XP_036488586.1
OG0001122	XP_038742879.1	XP_036488081.1
OG0001123	XP_038742881.1	XP_036488083.1
OG0001124	XP_038747642.1	XP_036489761.1, XP_036494000.1
OG0001125	XP_038749969.1	XP_036488395.1
OG0001126	XP_038749930.1	XP_036488192.1
OG0001127	XP_038738704.1	XP_036498880.1
OG0001128	XP_038745638.1	XP_036499140.1
OG0001129	XP_038746697.1	XP_036498184.1
OG0001130	XP_038744441.1	XP_036497683.1
OG0001131	XP_038744934.1	XP_036500936.1
OG0001132	XP_038746525.1	XP_036498741.1
OG0001133	XP_038746530.1	XP_036498728.1
OG0001136	XP_038751426.1	XP_036489740.1, XP_036489739.1
OG0001137	XP_038750197.1	XP_036489443.1
OG0001139	XP_038745033.1, XP_038740719.1	XP_036501529.1
OG0001140	XP_038739912.1	XP_036493694.1, XP_036493328.1
OG0001142	XP_038739856.1	XP_036498566.1, XP_036493117.1
OG0001143	XP_038744845.1, XP_038751108.1	XP_036493614.1
OG0001144	XP_038743938.1	XP_036500298.1
OG0001146	XP_038750205.1	XP_036490090.1
OG0001147	XP_038741083.1	XP_036495937.1
OG0001148	XP_038745126.1	XP_036502610.1
OG0001149	XP_038744961.1	XP_036501896.1
OG0001150	XP_038746810.1	XP_036502002.1
OG0001151	XP_038740031.1	XP_036502787.1
OG0001152	XP_038749950.1	XP_036488634.1
OG0001153	XP_038742123.1	XP_036496912.1
OG0001159	XP_038739584.1, XP_038742399.1, XP_038739546.1	XP_036502880.1
OG0001160	XP_038748798.1	XP_036490952.1
OG0001161	XP_038745849.1	XP_036489614.1
OG0001162	XP_038743454.1	XP_036494473.1, XP_036497657.1
OG0001163	XP_038740117.1	XP_036495677.1, XP_036502662.1
OG0001164	XP_038743507.1	XP_036496519.1
OG0001165	XP_038741023.1	XP_036490772.1
OG0001168	XP_038739114.1	XP_036491439.1
OG0001168	XP_038744338.1, XP_038744339.1, XP_038746849.1	XP_036502031.1
OG0001169	XP_038740587.1	XP_036499574.1
OG0001172	XP_038746919.1	XP_036501332.1, XP_036502344.1
OG0001173	XP_038743628.1	XP_036495371.1
OG0001173	XP_038749639.1	XP_036489887.1
OG0001174	XP_038744676.1	XP_036490423.1
OG0001174	XP_038739888.1, XP_038744137.1	XP_036494819.1
OG0001175	XP_038746573.1	XP_036498283.1
OG0001175	XP_038747898.1	XP_036499856.1
OG0001176	XP_038747880.1	XP_036495617.1, XP_036500604.1
OG0001177	XP_038745382.1	XP_036495417.1, XP_036488434.1
OG0001178	XP_038751002.1	XP_036493427.1
OG0001178	XP_038747930.1, XP_038746125.1	XP_036493366.1
OG0001179	XP_038746623.1	XP_036492224.1, XP_036490085.1, XP_036499352.1
OG0001182	XP_038742610.1	XP_036492440.1
OG0001182	XP_038746153.1	XP_036493247.1
OG0001189	XP_038742747.1	XP_036488815.1
OG0001190	XP_038742826.1	XP_036488786.1
OG0001191	XP_038742824.1	XP_036488558.1
OG0001193	XP_038749028.1	XP_036490186.1
OG0001194	XP_038741044.1	XP_036490816.1
OG0001195	XP_038742474.1	XP_036495721.1
OG0001196	XP_038751337.1	XP_036497415.1
OG0001198	XP_038751286.1	XP_036497983.1
OG0001199	XP_038751258.1	XP_036498847.1
OG0001200	XP_038751254.1, XP_038740903.1	XP_036498843.1
OG0001201	XP_038751251.1	XP_036497881.1
OG0001202	XP_038751238.1	XP_036498775.1
OG0001203	XP_038751235.1	XP_036498774.1
OG0001204	XP_038751242.1	XP_036497874.1
OG0001205	XP_038751167.1	XP_036497123.1
OG0001206	XP_038751016.1	XP_036497864.1
OG0001207	XP_038751031.1	XP_036497923.1
OG0001209	XP_038742900.1, XP_038743093.1	XP_036493149.1
OG0001210	XP_038740969.1, XP_038743091.1	XP_036493145.1
OG0001211	XP_038742642.1	XP_036494311.1
OG0001213	XP_038749282.1	XP_036502528.1
OG0001214	XP_038744603.1	XP_036490818.1
OG0001215	XP_038746408.1	XP_036492328.1
OG0001216	XP_038748589.1	XP_036502256.1
OG0001217	XP_038748591.1	XP_036502249.1
OG0001218	XP_038749721.1	XP_036500468.1, XP_036490181.1
OG0001220	XP_038748680.1	XP_036502691.1
OG0001221	XP_038747649.1	XP_036488536.1
OG0001222	XP_038740789.1	XP_036495549.1
OG0001223	XP_038749491.1, XP_038746132.1	XP_036501737.1
OG0001224	XP_038751752.1, XP_038751412.1	XP_036498075.1
OG0001225	XP_038747077.1	XP_036500067.1
OG0001227	XP_038744661.1, XP_038740247.1	XP_036490414.1
OG0001228	XP_038744684.1	XP_036490672.1
OG0001229	XP_038741161.1	XP_036496129.1
OG0001230	XP_038749453.1	XP_036502850.1
OG0001231	XP_038747722.1	XP_036488148.1
OG0001232	XP_038745564.1, XP_038748952.1	XP_036490726.1
OG0001233	XP_038749002.1	XP_036490922.1
OG0001234	XP_038747510.1	XP_036494085.1, XP_036501697.1
OG0001235	XP_038739002.1	XP_036495234.1
OG0001236	XP_038739016.1	XP_036495176.1, XP_036495177.1
OG0001237	XP_038739032.1	XP_036494996.1
OG0001238	XP_038739048.1, XP_038739050.1	XP_036494073.1
OG0001239	XP_038749762.1	XP_036495110.1
OG0001240	XP_038742660.1	XP_036494444.1
OG0001241	XP_038739174.1, XP_038749052.1, XP_038743270.1	XP_036502889.1
OG0001242	XP_038740602.1	XP_036500309.1
OG0001243	XP_038740617.1	XP_036492945.1, XP_036499068.1
OG0001244	XP_038746852.1	XP_036501031.1
OG0001246	XP_038748310.1	XP_036499522.1
OG0001247	XP_038740404.1	XP_036488644.1
OG0001248	XP_038740644.1	XP_036500831.1
OG0001249	XP_038740662.1	XP_036500649.1
OG0001250	XP_038748094.1	XP_036491883.1
OG0001251	XP_038741567.1, XP_038748095.1	XP_036491882.1
OG0001252	XP_038748121.1	XP_036499288.1
OG0001255	XP_038740687.1	XP_036499225.1
OG0001256	XP_038739302.1, XP_038740668.1	XP_036499681.1
OG0001257	XP_038745341.1, XP_038748276.1	XP_036499652.1
OG0001258	XP_038748233.1	XP_036500771.1
OG0001259	XP_038748237.1	XP_036499738.1
OG0001260	XP_038748248.1	XP_036499735.1
OG0001261	XP_038747480.1	XP_036501805.1
OG0001262	XP_038748166.1	XP_036499261.1
OG0001264	XP_038749022.1	XP_036491049.1
OG0001265	XP_038749023.1, XP_038741493.1	XP_036491047.1
OG0001266	XP_038748687.1	XP_036497868.1
OG0001267	XP_038743468.1	XP_036496528.1
OG0001268	XP_038746406.1, XP_038747317.1	XP_036491864.1
OG0001269	XP_038746398.1, XP_038746626.1	XP_036492273.1
OG0001270	XP_038746397.1	XP_036491981.1
OG0001273	XP_038746380.1	XP_036491405.1
OG0001274	XP_038745350.1	XP_036499203.1
OG0001276	XP_038748990.1	XP_036498171.1
OG0001278	XP_038740345.1	XP_036499515.1
OG0001279	XP_038740343.1	XP_036499512.1
OG0001280	XP_038742312.1	XP_036496159.1
OG0001281	XP_038741632.1	XP_036491201.1
OG0001282	XP_038741038.1	XP_036491096.1
OG0001283	XP_038741566.1, XP_038738968.1	XP_036490224.1
OG0001284	XP_038744138.1, XP_038748851.1	XP_036490855.1
OG0001285	XP_038748786.1	XP_036490238.1
OG0001286	XP_038746052.1	XP_036493458.1
OG0001288	XP_038751547.1, XP_038740977.1	XP_036490739.1
OG0001289	XP_038751022.1, XP_038748856.1	XP_036490292.1
OG0001290	XP_038748295.1, XP_038742003.1	XP_036492372.1
OG0001291	XP_038740993.1, XP_038747134.1	XP_036499912.1
OG0001292	XP_038747145.1	XP_036500879.1
OG0001293	XP_038747173.1	XP_036499785.1
OG0001294	XP_038747185.1	XP_036499721.1
OG0001295	XP_038749743.1	XP_036488872.1
OG0001296	XP_038743824.1	XP_036495868.1
OG0001297	XP_038743807.1	XP_036495906.1
OG0001298	XP_038743776.1	XP_036496825.1
OG0001299	XP_038746977.1	XP_036502481.1
OG0001300	XP_038740258.1	XP_036495098.1
OG0001301	XP_038740828.1	XP_036493854.1
OG0001302	XP_038741745.1	XP_036494816.1
OG0001303	XP_038744617.1, XP_038739478.1	XP_036492831.1
OG0001304	XP_038750067.1	XP_036489573.1
OG0001305	XP_038746179.1, XP_038750154.1	XP_036489174.1
OG0001307	XP_038749689.1	XP_036497933.1
OG0001308	XP_038749652.1	XP_036498561.1
OG0001309	XP_038749647.1, XP_038747863.1	XP_036498525.1
OG0001310	XP_038744503.1, XP_038749621.1	XP_036497490.1
OG0001311	XP_038749618.1	XP_036497494.1
OG0001313	XP_038748083.1	XP_036491885.1
OG0001314	XP_038748072.1	XP_036491891.1
OG0001315	XP_038745584.1, XP_038743124.1	XP_036493768.1
OG0001317	XP_038743156.1	XP_036493202.1
OG0001318	XP_038741918.1, XP_038743184.1	XP_036493259.1
OG0001319	XP_038743188.1	XP_036492772.1
OG0001320	XP_038743193.1	XP_036492776.1
OG0001321	XP_038743239.1	XP_036493137.1
OG0001322	XP_038743251.1	XP_036493741.1
OG0001323	XP_038740428.1	XP_036499269.1
OG0001324	XP_038738703.1	XP_036488196.1
OG0001325	XP_038739345.1, XP_038740964.1	XP_036492650.1
OG0001326	XP_038740550.1	XP_036497013.1
OG0001327	XP_038741858.1	XP_036494704.1, XP_036494705.1
OG0001328	XP_038740911.1	XP_036493316.1
OG0001329	XP_038740907.1	XP_036493487.1
OG0001330	XP_038749176.1	XP_036501265.1
OG0001331	XP_038749191.1	XP_036501201.1
OG0001332	XP_038749192.1	XP_036501198.1
OG0001333	XP_038743169.1, XP_038749199.1	XP_036502137.1
OG0001334	XP_038749243.1	XP_036502011.1
OG0001335	XP_038749235.1	XP_036502932.1
OG0001336	XP_038748086.1, XP_038749481.1	XP_036501986.1
OG0001337	XP_038749483.1	XP_036501988.1
OG0001338	XP_038745264.1	XP_036491598.1
OG0001339	XP_038745205.1	XP_036491394.1
OG0001340	XP_038745196.1	XP_036491907.1
OG0001341	XP_038741187.1	XP_036495125.1
OG0001342	XP_038742802.1	XP_036488354.1
OG0001343	XP_038742792.1	XP_036488859.1
OG0001344	XP_038740046.1	XP_036501039.1
OG0001345	XP_038740078.1	XP_036502470.1
OG0001346	XP_038740120.1	XP_036500946.1
OG0001348	XP_038743521.1	XP_036495672.1
OG0001349	XP_038743547.1	XP_036495523.1
OG0001351	XP_038743591.1	XP_036495423.1
OG0001352	XP_038747390.1	XP_036501361.1
OG0001354	XP_038747712.1, XP_038747455.1	XP_036502717.1
OG0001356	XP_038747477.1	XP_036502872.1
OG0001357	XP_038747478.1	XP_036502873.1
OG0001358	XP_038743639.1, XP_038740878.1	XP_036496271.1
OG0001359	XP_038743720.1	XP_036495535.1
OG0001360	XP_038743676.1	XP_036496479.1
OG0001361	XP_038743710.1	XP_036496586.1
OG0001362	XP_038743723.1	XP_036496754.1
OG0001363	XP_038743750.1, XP_038749855.1	XP_036495814.1
OG0001364	XP_038742540.1	XP_036496811.1
OG0001365	XP_038740994.1	XP_036492732.1
OG0001366	XP_038742490.1, XP_038748049.1	XP_036496704.1
OG0001367	XP_038750231.1	XP_036498301.1
OG0001368	XP_038742488.1	XP_036496919.1, XP_036496917.1
OG0001369	XP_038738771.1	XP_036496961.1
OG0001370	XP_038744924.1	XP_036495256.1, XP_036496157.1
OG0001371	XP_038743666.1	XP_036496345.1, XP_036496342.1
OG0001372	XP_038746502.1, XP_038744903.1	XP_036495260.1
OG0001373	XP_038750921.1	XP_036501171.1, XP_036498425.1
OG0001374	XP_038750893.1	XP_036497660.1
OG0001375	XP_038750161.1	XP_036489229.1
OG0001376	XP_038742926.1	XP_036496717.1
OG0001377	XP_038750871.1	XP_036497591.1
OG0001378	XP_038741685.1	XP_036490447.1
OG0001379	XP_038745135.1, XP_038738981.1	XP_036491026.1
OG0001380	XP_038738988.1	XP_036490482.1
OG0001381	XP_038750848.1	XP_036498486.1
OG0001382	XP_038738734.1	XP_036491460.1
OG0001383	XP_038739138.1	XP_036491954.1
OG0001384	XP_038739128.1	XP_036499678.1, XP_036491373.1
OG0001385	XP_038738834.1	XP_036491579.1
OG0001386	XP_038746424.1	XP_036492087.1
OG0001387	XP_038746423.1	XP_036491660.1
OG0001388	XP_038746005.1	XP_036492721.1
OG0001389	XP_038746048.1, XP_038748957.1	XP_036493021.1
OG0001390	XP_038741492.1, XP_038746055.1	XP_036493459.1
OG0001391	XP_038746067.1	XP_036493521.1
OG0001393	XP_038741863.1	XP_036501611.1
OG0001394	XP_038746114.1	XP_036493370.1
OG0001395	XP_038746130.1	XP_036493544.1
OG0001396	XP_038746700.1	XP_036497757.1
OG0001397	XP_038747094.1	XP_036491913.1
OG0001398	XP_038740854.1	XP_036493378.1
OG0001399	XP_038746975.1	XP_036502472.1
OG0001400	XP_038749142.1	XP_036501292.1
OG0001401	XP_038749140.1	XP_036501287.1
OG0001403	XP_038743340.1	XP_036501335.1
OG0001404	XP_038743283.1	XP_036501001.1
OG0001405	XP_038743401.1, XP_038749556.1	XP_036502087.1
OG0001406	XP_038743312.1	XP_036501573.1
OG0001407	XP_038743419.1	XP_036502271.1
OG0001408	XP_038743407.1, XP_038739723.1	XP_036501074.1
OG0001409	XP_038743377.1	XP_036501473.1
OG0001410	XP_038743446.1	XP_036501173.1
OG0001411	XP_038742480.1, XP_038743447.1	XP_036502112.1
OG0001412	XP_038740029.1	XP_036502043.1
OG0001413	XP_038745578.1	XP_036488949.1
OG0001414	XP_038745967.1	XP_036493624.1
OG0001415	XP_038745971.1	XP_036493650.1
OG0001416	XP_038741690.1, XP_038749563.1	XP_036491990.1
OG0001417	XP_038745907.1	XP_036492927.1
OG0001418	XP_038739509.1	XP_036493894.1
OG0001419	XP_038745882.1	XP_036492757.1, XP_036492756.1
OG0001421	XP_038739952.1	XP_036499747.1
OG0001422	XP_038747257.1	XP_036499840.1
OG0001423	XP_038747226.1, XP_038742353.1	XP_036500674.1
OG0001424	XP_038746865.1	XP_036497966.1
OG0001425	XP_038738943.1	XP_036497296.1
OG0001426	XP_038738934.1	XP_036498243.1
OG0001427	XP_038738932.1	XP_036497213.1
OG0001428	XP_038739416.1, XP_038738748.1	XP_036496326.1
OG0001429	XP_038750166.1	XP_036489766.1
OG0001430	XP_038750165.1	XP_036490026.1
OG0001431	XP_038751121.1	XP_036492160.1
OG0001433	XP_038750109.1	XP_036489308.1
OG0001434	XP_038750119.1	XP_036489078.1
OG0001435	XP_038750148.1	XP_036489417.1
OG0001436	XP_038740131.1, XP_038750275.1	XP_036489243.1
OG0001437	XP_038747713.1, XP_038750273.1	XP_036489721.1
OG0001439	XP_038750238.1	XP_036489066.1
OG0001440	XP_038743595.1, XP_038744545.1	XP_036490976.1
OG0001441	XP_038744516.1	XP_036491182.1
OG0001442	XP_038749088.1	XP_036490869.1
OG0001444	XP_038739518.1	XP_036494252.1
