Orthogroup	Colletotrichum_abscissum	Colletotrichum_acutatum	Colletotrichum_fructicola	Colletotrichum_gloeosporioides	Colletotrichum_godetiae	Colletotrichum_karsti	Colletotrichum_siamense	Colletotrichum_truncatum
OG0008385	XP_060404365.1	XP_060358487.1	XP_031888639.1	XP_045263421.1	XP_060422703.1	XP_038746475.1	XP_036497666.1	XP_070062412.1
OG0008386	XP_060404366.1	XP_060358486.1	XP_031888638.1	XP_045263422.1	XP_060422702.1	XP_038746476.1	XP_036497158.1	XP_070062411.1
OG0008387	XP_060404367.1	XP_060358485.1	XP_031888641.1	XP_045263423.1	XP_060422701.1	XP_038746477.1	XP_036497157.1	XP_036582051.1
OG0008388	XP_060404368.1	XP_060358484.1	XP_031888640.1	XP_045263424.1	XP_060422700.1	XP_038746478.1	XP_036498690.1	XP_036582050.1
OG0008389	XP_060404370.1	XP_060358482.1	XP_031888634.1	XP_045263426.1	XP_060422698.1	XP_038746480.1	XP_036497159.1	XP_036582048.1
OG0008390	XP_060404375.1	XP_060358477.1	XP_031888633.1	XP_045263429.1	XP_060422693.1	XP_038746482.1	XP_036498691.1	XP_070062410.1
OG0008391	XP_060404382.1	XP_060358828.1	XP_031879093.1	XP_045257471.1	XP_060422687.1	XP_038741861.1	XP_036494698.1	XP_036581187.2
OG0008392	XP_060404383.1	XP_060358829.1	XP_031889061.1	XP_045263396.1	XP_060422686.1	XP_038744479.1	XP_036497428.1	XP_036582019.1
OG0008393	XP_060404385.1	XP_060358832.1	XP_031889060.1	XP_045263395.1	XP_060422685.1	XP_038744480.1	XP_036497716.1	XP_036582020.1
OG0008394	XP_060404386.1	XP_060358833.1	XP_066009592.1	XP_045263386.1	XP_060422684.1	XP_038746451.1	XP_036497345.1	XP_036582029.1
OG0008395	XP_060404387.1	XP_060358834.1	XP_031888837.1	XP_045263387.1	XP_060422683.1	XP_038746450.1	XP_036497338.1	XP_036582028.1
OG0008396	XP_060404388.1	XP_060358835.1	XP_031889056.1	XP_045263388.1	XP_060422682.1	XP_038746449.1	XP_036497339.1	XP_036582027.1
OG0008397	XP_060404389.1	XP_060358836.1	XP_031889057.1	XP_045263389.1	XP_060422681.1	XP_038746448.1	XP_036497340.1	XP_036582026.1
OG0008398	XP_060404390.1	XP_060358837.1	XP_031889067.1	XP_045263390.1	XP_060422679.1	XP_038746447.1	XP_036497438.1	XP_036582025.1
OG0008399	XP_060404392.1	XP_060358839.1	XP_031889068.1	XP_045263391.1	XP_060422677.1	XP_038746446.1	XP_036497439.1	XP_036582024.2
OG0008400	XP_060404393.1	XP_060358840.1	XP_031889065.2	XP_045263392.1	XP_060422676.1	XP_038746445.1	XP_036497713.1	XP_036582023.1
OG0008401	XP_060404394.1	XP_060358842.1	XP_031889062.2	XP_045263393.1	XP_060422674.1	XP_038746444.1	XP_036497714.1	XP_036582022.1
OG0008402	XP_060404395.1	XP_060358843.1	XP_031889063.1	XP_045263394.1	XP_060422673.1	XP_038746443.1	XP_036497715.1	XP_036582021.1
OG0008403	XP_060404400.1	XP_060358848.1	XP_031888677.1	XP_045263403.1	XP_060422668.1	XP_038746461.1	XP_036498452.1	XP_036582037.1
OG0008404	XP_060404401.1	XP_060358849.1	XP_031888842.1	XP_045263404.1	XP_060422667.1	XP_038746462.1	XP_036498451.1	XP_070062409.1
OG0008405	XP_060404404.1	XP_060359329.1	XP_031888933.1	XP_045263436.1	XP_060422005.1	XP_038746486.1, XP_038749528.1	XP_036498511.1	
OG0008406	XP_060404406.1	XP_060359327.1	XP_031888877.1	XP_045263442.1	XP_060422003.1	XP_038746493.1	XP_036497508.1	XP_036582066.1
OG0008407	XP_060404407.1	XP_060359326.1	XP_031888878.1	XP_045263443.1	XP_060422002.1	XP_038746492.1	XP_036497507.1	XP_036582067.1
OG0008408	XP_060404409.1	XP_060359324.1	XP_031888879.1	XP_045263444.1	XP_060422000.1	XP_038746491.1	XP_036497506.1	XP_036582068.1
OG0008409	XP_060404413.1	XP_060359320.1	XP_031888703.1	XP_045263445.1	XP_060421993.1	XP_038746490.1	XP_036498757.1	XP_036582069.1
OG0008410	XP_060404414.1	XP_060359319.1	XP_031888919.1	XP_045263451.1	XP_060421991.1	XP_038746489.1	XP_036497841.1	XP_070062416.1
OG0008411	XP_060404415.1	XP_060359318.1	XP_031888746.1	XP_045263457.1	XP_060421990.1	XP_038746495.1	XP_036498839.1	XP_036582072.1
OG0008412	XP_060404416.1	XP_060359317.1	XP_031888788.1, XP_031888789.1	XP_045263456.1	XP_060421989.1		XP_036497800.1	XP_036582073.1
OG0008413	XP_060404425.1	XP_060359312.1	XP_031888659.1	XP_045263465.1	XP_060421980.1	XP_038746507.1	XP_036498554.1	XP_036582080.1
OG0008414	XP_060404426.1	XP_060359311.1	XP_031888660.1	XP_045263464.1	XP_060421981.1	XP_038746506.1	XP_036498832.1	XP_036582079.1
OG0008415	XP_060404427.1	XP_060359310.1	XP_031888661.1	XP_045263463.1	XP_060421982.1	XP_038746505.1	XP_036498833.1	XP_036582078.1
OG0008416	XP_060404428.1	XP_060359309.1	XP_031888662.1	XP_045263462.1	XP_060421983.1	XP_038746504.1	XP_036498830.1	XP_036582077.2
OG0008417	XP_060404429.1	XP_060359308.1	XP_031888654.1	XP_045263466.1	XP_060421984.1	XP_038746508.1	XP_036497396.1	XP_036582081.2
OG0008418	XP_060404435.1	XP_060360010.1	XP_031882257.1	XP_045263472.1	XP_060427351.1	XP_038746523.1	XP_036497397.1	XP_036582087.1
OG0008419	XP_060404436.1	XP_060360009.1	XP_031882260.1	XP_045263473.1	XP_060427352.1	XP_038746522.1	XP_036497741.1	XP_036582088.1
OG0008420	XP_060404438.1	XP_060360008.1	XP_031882253.1	XP_045263474.1	XP_060427353.1	XP_038746521.1	XP_036497742.1	XP_036582089.1
OG0008421	XP_060404439.1	XP_060360007.1	XP_031882258.1	XP_045263476.1	XP_060427354.1	XP_038746520.1	XP_036497641.1	XP_036582090.1
OG0008422	XP_060404440.1	XP_060360006.1	XP_031882271.1	XP_045263477.1	XP_060427355.1	XP_038746519.1	XP_036497639.1	XP_036582091.1
OG0008423	XP_060404442.1	XP_060360004.1	XP_066009429.1	XP_045263479.1	XP_060427357.1	XP_038746517.1	XP_036497637.1	XP_036582093.2
OG0008424	XP_060404443.1	XP_060360003.1	XP_031882129.1	XP_045263480.1	XP_060427358.1	XP_038746516.1	XP_036497636.1	XP_036582094.1
OG0008425	XP_060404448.1	XP_060359999.1	XP_031882146.1	XP_045263483.1	XP_060427364.1	XP_038746527.1	XP_036497350.1	XP_070062418.1
OG0008426	XP_060404450.1	XP_060359998.1	XP_031882130.1	XP_045263482.1	XP_060427365.1	XP_038746526.1	XP_036497571.1	XP_036582098.1
OG0008427	XP_060404453.1	XP_060359995.1	XP_031882145.1	XP_045263484.1	XP_060427368.1	XP_038746528.1	XP_036497042.1	XP_036582101.1
OG0008428	XP_060404454.1	XP_060359994.1	XP_066007460.1	XP_045260623.1	XP_060427369.1	XP_038742541.1	XP_036488809.1	XP_070061551.1
OG0008429	XP_060404457.1	XP_060359991.1	XP_031882144.1	XP_045263485.1	XP_060427370.1	XP_038746529.1	XP_036497041.1	XP_036582102.1
OG0008430	XP_060404461.1	XP_060359987.1	XP_031892598.1	XP_045267097.1	XP_060427374.1	XP_038744895.1	XP_036495463.1	XP_036586916.1
OG0008431	XP_060404462.1	XP_060359986.1	XP_031892597.1	XP_045267096.1	XP_060427375.1	XP_038744896.1	XP_036495464.1	XP_070060384.1
OG0008432	XP_060404464.1	XP_060359983.1	XP_031881813.1	XP_045257015.1	XP_060427377.1	XP_038747893.1	XP_036500169.1	XP_036574170.1
OG0008433	XP_060404467.1	XP_060359980.1	XP_031882245.1	XP_045263488.1	XP_060427380.1	XP_038744379.1	XP_036498739.1	XP_070062434.1
OG0008434	XP_060404468.1		XP_031881725.1, XP_066008558.1	XP_045257001.1, XP_045257004.1		XP_038748215.1	XP_036500438.1, XP_036500767.1	
OG0008435	XP_060404472.1	XP_060359977.1	XP_031882287.2	XP_045263497.1	XP_060427382.1	XP_038744377.1	XP_036497764.1	XP_070062435.1
OG0008436	XP_060404473.1	XP_060359975.1	XP_066009350.1	XP_045263498.1	XP_060427383.1	XP_038744376.1	XP_036497765.1	XP_036574562.1
OG0008437	XP_060404474.1	XP_060359974.1	XP_031882134.1	XP_045263499.1	XP_060427384.1	XP_038744375.1	XP_036497100.1	XP_036574563.1
OG0008438	XP_060404476.1	XP_060359973.1	XP_066009348.1	XP_045263500.1	XP_060427385.1	XP_038744374.1	XP_036497101.1	XP_036574564.1
OG0008439	XP_060404477.1	XP_060359972.1	XP_031882136.1	XP_045263501.1	XP_060427386.1	XP_038744373.1	XP_036497997.1	XP_036574565.1
OG0008440	XP_060404478.1	XP_060359971.1	XP_031882135.1	XP_045263502.1	XP_060427387.1	XP_038744372.1	XP_036497998.1	XP_036574566.1
OG0008441	XP_060404490.1	XP_060359711.1	XP_066006773.1		XP_060421527.1, XP_060422253.1, XP_060422845.1, XP_060423309.1, XP_060424608.1			
OG0008442	XP_060404532.1	XP_060359065.1	XP_031875418.1		XP_060421807.1, XP_060422281.1, XP_060429543.1	XP_038744396.1		XP_036575212.1
OG0008443	XP_060404547.1	XP_060358798.1	XP_031884669.1	XP_045258237.1, XP_045261740.1	XP_060427615.1		XP_036492443.1	XP_036578634.1
OG0008444	XP_060404548.1	XP_060358799.1	XP_031878811.1	XP_045261733.1	XP_060427614.1	XP_038750869.1	XP_036497553.1	XP_036579371.1
OG0008445	XP_060404551.1	XP_060358802.1	XP_031880994.1	XP_045261729.1	XP_060427611.1	XP_038750867.1	XP_036497549.1	XP_036579373.2
OG0008446	XP_060404552.1	XP_060358803.1	XP_031880973.1	XP_045261728.1	XP_060427610.1	XP_038749511.1	XP_036497548.1	XP_036579375.1
OG0008447	XP_060404558.1	XP_060358255.1	XP_031880993.1	XP_045261724.1	XP_060427605.1	XP_038749513.1	XP_036498458.1	XP_036579378.1
OG0008448	XP_060404559.1	XP_060358254.1	XP_031881074.1	XP_045259630.1	XP_060427604.1	XP_038749514.1	XP_036498459.1	XP_070062659.1
OG0008449	XP_060404564.1	XP_060358250.1	XP_031880998.1	XP_045259626.1	XP_060427600.1	XP_038749517.1	XP_036498466.1	XP_036579382.1
OG0008450	XP_060404566.1	XP_060358248.1	XP_031881145.1	XP_045259624.1	XP_060427598.1	XP_038749519.1	XP_036498461.1	XP_036579385.1
OG0008451	XP_060404568.1	XP_060358246.1	XP_066009322.1	XP_045259622.1	XP_060427596.1	XP_038749521.1	XP_036498463.1	XP_036579386.1
OG0008452	XP_060404571.1	XP_060371109.1	XP_031887158.1	XP_045268366.1	XP_060436115.1	XP_038751479.1	XP_036489285.1	XP_036589359.1
OG0008453	XP_060404572.1	XP_060371108.1	XP_031887146.1	XP_045268367.1	XP_060436114.1	XP_038751478.1	XP_036490039.1	XP_036589357.1
OG0008454	XP_060404573.1	XP_060371107.1	XP_031887145.1	XP_045268368.1	XP_060436113.1	XP_038751477.1	XP_036489683.1	XP_070062258.1
OG0008455	XP_060404574.1	XP_060371105.1	XP_031887202.1	XP_045268396.1	XP_060436065.1	XP_038751494.1	XP_036489456.1	XP_070062257.1
OG0008456	XP_060404575.1	XP_060371104.1	XP_031887171.1	XP_045268369.1	XP_060436112.1	XP_038751476.1	XP_036489509.1	XP_070062256.1
OG0008457	XP_060404576.1	XP_060371103.1	XP_031887144.1	XP_045268370.1	XP_060436111.1	XP_038751475.1	XP_036489508.1	XP_070062255.1
OG0008458	XP_060404577.1	XP_060371102.1	XP_031887295.2	XP_045268371.1	XP_060436110.1	XP_038751474.1	XP_036489511.1	XP_036589353.1
OG0008459	XP_060404580.1	XP_060371099.1	XP_031887279.1	XP_045268356.1	XP_060436106.1	XP_038751489.1	XP_036489567.1	XP_036589369.1
OG0008460	XP_060404581.1	XP_060371097.1	XP_031887278.1	XP_045268355.1	XP_060436105.1	XP_038751490.1	XP_036489568.1	XP_036589370.1
OG0008461	XP_060404584.1	XP_060371094.1	XP_031887447.1	XP_045268353.1	XP_060436102.1	XP_038751493.1	XP_036489570.1	XP_070062261.1
OG0008462	XP_060404585.1	XP_060371093.1	XP_031887448.1	XP_045268352.1	XP_060436101.1	XP_038751495.1	XP_036489571.1	XP_036589374.1
OG0008463	XP_060404586.1	XP_060371092.1	XP_031887445.1	XP_045268351.1	XP_060436100.1	XP_038751496.1	XP_036489994.1	XP_036589375.1
OG0008464	XP_060404587.1	XP_060371091.1	XP_031887446.1	XP_045268350.1	XP_060436099.1	XP_038751497.1	XP_036489563.1	XP_036589376.1
OG0008465	XP_060404588.1	XP_060371090.1	XP_031887443.1	XP_045268349.1	XP_060436098.1	XP_038751498.1	XP_036489564.1	XP_070062262.1
OG0008466	XP_060404591.1	XP_060371088.1	XP_031887441.1	XP_045268347.1	XP_060436096.1	XP_038751500.1	XP_036490096.1	XP_036589379.1
OG0008467	XP_060404592.1	XP_060371087.1	XP_031887442.1	XP_045268346.1	XP_060436095.1	XP_038751501.1	XP_036490095.1	XP_036589380.1
OG0008468	XP_060404593.1	XP_060371086.1	XP_031887439.1	XP_045268345.1	XP_060436094.1	XP_038751502.1	XP_036490094.1	XP_036589381.1
OG0008469	XP_060404601.1	XP_060371081.1	XP_066008954.1	XP_045268344.1	XP_060436092.1	XP_038751503.1	XP_036490100.1	XP_036589383.2
OG0008470	XP_060404602.1	XP_060371080.1	XP_031887310.1	XP_045268343.1	XP_060436091.1	XP_038751504.1	XP_036490099.1	XP_036589384.1
OG0008471	XP_060404604.1	XP_060371079.1	XP_031887268.1	XP_045268342.1	XP_060436089.1	XP_038751505.1	XP_036489257.1	XP_036589387.1
OG0008472	XP_060404605.1	XP_060371078.1	XP_031887267.1	XP_045268341.1	XP_060436088.1	XP_038751506.1	XP_036490098.1	XP_036589388.1
OG0008473	XP_060404606.1	XP_060371077.1	XP_031887266.1	XP_045268340.1	XP_060436087.1	XP_038751507.1	XP_036490093.1	XP_036589389.1
OG0008474	XP_060404608.1	XP_060371075.1	XP_031887273.1	XP_045268338.1	XP_060436085.1	XP_038751509.1	XP_036489617.1	XP_036589391.1
OG0008475	XP_060404609.1	XP_060371074.1	XP_031887272.1	XP_045268337.1	XP_060436084.1	XP_038751510.1	XP_036489618.1	XP_036589392.1
OG0008476	XP_060404611.1	XP_060371073.1	XP_031887419.1	XP_045268336.1	XP_060436083.1	XP_038751511.1	XP_036489616.1	XP_036589395.1
OG0008477	XP_060404613.1	XP_060371071.1	XP_031887420.1	XP_045268335.1	XP_060436082.1	XP_038751512.1	XP_036489150.1	XP_036589396.2
OG0008478	XP_060404615.1	XP_060371069.1	XP_031887423.1	XP_045268333.1	XP_060436081.1	XP_038751514.1	XP_036489621.1	XP_070062265.1
OG0008479	XP_060404616.1	XP_060371068.1	XP_031887424.1	XP_045268332.1	XP_060436080.1	XP_038751515.1	XP_036489622.1	XP_036589399.2
OG0008480	XP_060404619.1	XP_060371067.1	XP_031887426.1	XP_045268331.1	XP_060436077.1	XP_038751516.1	XP_036489620.1	XP_036589401.1
OG0008481	XP_060404620.1	XP_060371066.1	XP_066009126.1	XP_045268330.1	XP_060436076.1	XP_038751517.1	XP_036489623.1	XP_036589403.1
OG0008482	XP_060404621.1	XP_060371065.1	XP_066009125.1	XP_045268329.1	XP_060436075.1	XP_038751518.1	XP_036489624.1	XP_036589404.1
OG0008483	XP_060404622.1	XP_060371064.1	XP_031892667.1	XP_045268328.1	XP_060436074.1	XP_038751519.1	XP_036490143.1	XP_070062266.1
OG0008484	XP_060404623.1	XP_060371063.1	XP_031892863.1	XP_045268327.1	XP_060436073.1	XP_038751520.1	XP_036490142.1	XP_036589406.1
OG0008485	XP_060404624.1	XP_060371062.1	XP_031892864.2	XP_045268326.1	XP_060436072.1	XP_038751521.1	XP_036490144.1	XP_036589407.1
OG0008486	XP_060404625.1	XP_060371061.1	XP_031892703.1	XP_045268325.1	XP_060436071.1	XP_038751522.1	XP_036490101.1	XP_036589409.1
OG0008487	XP_060404626.1	XP_060371060.1	XP_031892712.1	XP_045268324.1	XP_060436070.1	XP_038751523.1	XP_036490139.1	XP_036589410.1
OG0008488	XP_060404627.1	XP_060371059.1	XP_031892711.1	XP_045268323.1	XP_060436069.1	XP_038751524.1	XP_036490138.1	XP_036589411.2
OG0008489	XP_060404628.1	XP_060371058.1	XP_031892714.1	XP_045268322.1	XP_060436068.1	XP_038751525.1	XP_036490141.1	XP_036589412.1
OG0008490	XP_060404630.1	XP_060371056.1	XP_031892713.1	XP_045268321.1	XP_060436067.1	XP_038751526.1	XP_036490140.1	XP_036589413.1
OG0008491	XP_060404631.1	XP_060371055.1	XP_031892709.1	XP_045268320.1	XP_060436066.1	XP_038751527.1	XP_036490146.1	XP_036589414.1
OG0008492	XP_060404632.1	XP_060371054.1	XP_031892708.1	XP_045268319.1	XP_060436064.1	XP_038751528.1	XP_036490145.1	XP_036589415.1
OG0008493	XP_060404634.1	XP_060371051.1	XP_031892710.1	XP_045268317.1	XP_060436061.1	XP_038751530.1	XP_036489292.1	XP_070062267.1
OG0008494	XP_060404635.1	XP_060371049.1	XP_031892573.1	XP_045268316.1	XP_060436059.1	XP_038751532.1	XP_036489294.1	XP_036589418.2
OG0008495	XP_060404636.1	XP_060371048.1	XP_031892572.1	XP_045268315.1	XP_060436058.1	XP_038751542.1	XP_036489288.1	XP_036589419.1
OG0008496	XP_060404638.1	XP_060371047.1	XP_031892568.1	XP_045268314.1	XP_060436057.1	XP_038751541.1	XP_036489289.1	XP_036589420.1
OG0008497	XP_060404639.1	XP_060371046.1	XP_031892569.1	XP_045268313.1	XP_060436056.1	XP_038751540.1	XP_036489290.1	XP_036589421.1
OG0008498	XP_060404640.1	XP_060371045.1	XP_031892570.1	XP_045268312.1	XP_060436055.1	XP_038751539.1	XP_036490091.1	XP_036589422.1
OG0008499	XP_060404641.1	XP_060371044.1	XP_031892669.1	XP_045268281.1	XP_060436054.1	XP_038751568.1	XP_036489238.1	XP_036589451.1
OG0008500	XP_060404642.1	XP_060371043.1	XP_031892679.1	XP_045268282.1	XP_060436053.1	XP_038751567.1	XP_036489815.1	XP_036589450.1
OG0008501	XP_060404643.1	XP_060371042.1	XP_031892680.1	XP_045268283.1	XP_060436052.1	XP_038751566.1	XP_036489814.1	XP_036589449.1
OG0008502	XP_060404645.1	XP_060371040.1	XP_031892678.1	XP_045268285.1	XP_060436050.1	XP_038751564.1	XP_036489816.1	XP_036589447.1
OG0008503	XP_060404646.1	XP_060371039.1	XP_031892865.1	XP_045268286.1	XP_060436049.1	XP_038751563.1	XP_036489101.1	XP_036589446.1
OG0008504	XP_060404649.1	XP_060371037.1	XP_031892313.1	XP_045268288.1	XP_060436047.1	XP_038751561.1	XP_036489812.1	XP_036589444.1
OG0008505	XP_060404650.1	XP_060371036.1	XP_031892858.1	XP_045268289.1	XP_060436046.1	XP_038751560.1	XP_036489126.1	XP_036589443.1
OG0008506	XP_060404651.1	XP_060371035.1	XP_031892593.1	XP_045268290.1	XP_060436045.1	XP_038751559.1	XP_036489127.1	XP_036589442.1
OG0008507	XP_060404652.1	XP_060371034.1	XP_066009032.1	XP_045268291.1	XP_060436044.1	XP_038751558.1	XP_036489231.1	XP_070062272.1
OG0008508	XP_060404653.1	XP_060371032.1	XP_031892860.1	XP_045268293.1	XP_060436042.1	XP_038751556.1	XP_036489128.1	XP_036589440.2
OG0008509	XP_060404654.1	XP_060371031.1	XP_031892379.1	XP_045268294.1	XP_060436041.1	XP_038751555.1	XP_036489736.1	XP_036589439.1
OG0008510	XP_060404657.1	XP_060371027.1	XP_031892384.1	XP_045268297.1	XP_060436039.1	XP_038751553.1	XP_036489130.1	XP_036589437.1
OG0008511	XP_060404658.1	XP_060371026.1	XP_031892383.1	XP_045268298.1	XP_060436038.1	XP_038751552.1	XP_036489233.1	XP_036589436.2
OG0008512	XP_060404659.1	XP_060371025.1	XP_031892421.1	XP_045268299.1	XP_060436037.1	XP_038751551.1	XP_036489234.1	XP_070062270.1
OG0008513	XP_060404660.1	XP_060371024.1	XP_031892556.2	XP_045268300.1	XP_060436036.1	XP_038751550.1	XP_036489843.1	XP_036589435.1
OG0008514	XP_060404661.1	XP_060371023.1	XP_031892557.1	XP_045268301.1	XP_060436035.1	XP_038751549.1	XP_036489844.1	XP_036589434.1
OG0008515	XP_060404664.1	XP_060371022.1	XP_031892559.1	XP_045268303.1	XP_060436033.1	XP_038751548.1	XP_036489845.1	XP_036589432.1
OG0008516	XP_060404665.1	XP_060371020.1	XP_031892560.1	XP_045268306.1	XP_060436032.1	XP_038751533.1	XP_036489848.1	XP_036589423.1
OG0008517	XP_060404666.1	XP_060371019.1	XP_031892640.1	XP_045268307.1	XP_060436031.1	XP_038751534.1	XP_036489849.1	XP_036589424.2
OG0008518	XP_060404667.1	XP_060371018.1	XP_031892843.1	XP_045268308.1	XP_060436030.1	XP_038751535.1	XP_036489850.1	XP_036589425.2
OG0008519	XP_060404673.1	XP_060371014.1	XP_031892564.1	XP_045268311.1	XP_060436249.1	XP_038751538.1	XP_036489286.1	XP_036589429.1
OG0008520	XP_060404674.1	XP_060371013.1	XP_066009183.1	XP_045268305.1	XP_060436250.1	XP_038751545.1	XP_036489847.1	XP_070062269.1
OG0008521	XP_060404675.1	XP_060371012.1	XP_031892638.1	XP_045268304.1	XP_060436252.1	XP_038751546.1	XP_036489846.1	XP_036589431.1
OG0008522	XP_060404680.1	XP_060371008.1	XP_031892551.1	XP_045268277.1	XP_060436256.1	XP_038751572.1	XP_036489202.1	XP_036589455.1
OG0008523	XP_060404683.1	XP_060371005.1	XP_031892550.1	XP_045268276.1	XP_060436257.1	XP_038751457.1	XP_036489201.1	XP_070062275.1
OG0008524	XP_060404684.1	XP_060371003.1	XP_031892552.1	XP_045268275.1	XP_060436258.1	XP_038751458.1	XP_036489200.1	XP_036589458.1
OG0008525	XP_060404685.1	XP_060371002.1	XP_031892555.2	XP_045268274.1	XP_060436259.1	XP_038751460.1	XP_036489207.1	XP_036589459.1
OG0008526	XP_060404686.1	XP_060371001.1	XP_031892554.1	XP_045268273.1	XP_060436260.1	XP_038751459.1	XP_036489206.1	XP_036589460.1
OG0008527	XP_060404690.1	XP_060370998.1	XP_031892835.2	XP_045268270.1	XP_060436264.1	XP_038751462.1	XP_036489209.1	XP_036589463.1
OG0008528	XP_060404691.1	XP_060370997.1	XP_031892836.1	XP_045268268.1	XP_060436265.1	XP_038751463.1	XP_036489208.1	XP_036589464.2
OG0008529	XP_060404693.1	XP_060370995.1	XP_031892833.1	XP_045268267.1	XP_060436267.1	XP_038751464.1	XP_036489783.1	XP_036589465.1
OG0008530	XP_060404695.1	XP_060370992.1	XP_066008927.1	XP_045268265.1	XP_060436270.1	XP_038751465.1	XP_036489784.1	XP_036589468.1
OG0008531	XP_060404696.1	XP_060370991.1	XP_031892832.1	XP_045268264.1	XP_060436271.1	XP_038751466.1	XP_036489785.1	XP_036589469.1
OG0008532	XP_060404697.1	XP_060370990.1	XP_031892515.1	XP_045268261.1	XP_060436273.1	XP_038751468.1	XP_036490116.1	XP_070062278.1
OG0008533	XP_060404698.1	XP_060370989.1	XP_031892514.1	XP_045268260.1	XP_060436274.1	XP_038751469.1	XP_036489787.1	XP_036589471.1
OG0008534	XP_060404699.1	XP_060370988.1	XP_031892513.1	XP_045268259.1	XP_060436275.1	XP_038751470.1	XP_036490117.1	XP_036589473.1
OG0008535	XP_060404700.1	XP_060370987.1	XP_031892342.1	XP_045268226.1	XP_060436277.1	XP_038751437.1	XP_036489468.1	XP_036589508.1
OG0008536	XP_060404701.1	XP_060370986.1	XP_031892483.1	XP_045268227.1	XP_060436278.1	XP_038751438.1	XP_036489124.1	XP_036589507.1
OG0008537	XP_060404702.1	XP_060370985.1	XP_031892482.1	XP_045268228.1	XP_060436279.1	XP_038751439.1	XP_036489123.1	XP_070062282.1
OG0008538	XP_060404703.1	XP_060370984.1	XP_031892746.1	XP_045268229.1	XP_060436280.1	XP_038751440.1	XP_036489122.1	XP_036589505.1
OG0008539	XP_060404706.1	XP_060370982.1	XP_031892745.1	XP_045268231.1	XP_060436284.1	XP_038751441.1	XP_036489148.1	XP_036589502.2
OG0008540	XP_060404707.1	XP_060370981.1	XP_031892748.1	XP_045268232.1	XP_060436286.1	XP_038751442.1	XP_036489120.1	XP_036589501.1
OG0008541	XP_060404708.1	XP_060370980.1	XP_031892749.2	XP_045268233.1	XP_060436289.1	XP_038751443.1	XP_036489118.1	XP_036589500.1
OG0008542	XP_060404714.1	XP_060365465.1	XP_031880206.1	XP_045268235.1	XP_060436294.1	XP_038751445.1	XP_036489116.1	XP_036589497.2
OG0008543	XP_060404715.1	XP_060365463.1	XP_066009091.1	XP_045268236.1	XP_060436295.1		XP_036489712.1	XP_036582158.1, XP_036589496.1
OG0008544	XP_060404716.1	XP_060365462.1	XP_031880208.1	XP_045268237.1	XP_060436296.1	XP_038751446.1	XP_036489713.1	XP_036589495.1
OG0008545	XP_060404718.1	XP_060365460.1	XP_066009090.1	XP_045268238.1	XP_060436297.1	XP_038751447.1	XP_036489714.1	XP_036589494.1
OG0008546	XP_060404719.1	XP_060365459.1	XP_031880273.1	XP_045268239.1	XP_060436298.1	XP_038751448.1	XP_036489715.1	XP_070062281.1
OG0008547	XP_060404720.1	XP_060365458.1	XP_031880272.1	XP_045268240.1	XP_060436299.1	XP_038751449.1	XP_036489519.1	XP_036589492.1
OG0008548	XP_060404721.1	XP_060365457.1	XP_031880271.1	XP_045268242.1	XP_060436300.1	XP_038751451.1	XP_036489709.1	XP_036589490.1
OG0008549	XP_060404722.1	XP_060365456.1	XP_031880270.1	XP_045268243.1	XP_060436301.1	XP_038751452.1	XP_036489710.1	XP_036589489.1
OG0008550	XP_060404723.1	XP_060365455.1	XP_031880277.1	XP_045268244.1	XP_060436302.1	XP_038751453.1	XP_036489711.1	XP_036589488.1
OG0008551	XP_060404724.1	XP_060365454.1	XP_031880276.1	XP_045268245.1	XP_060436303.1	XP_038751436.1	XP_036489707.1	XP_036589509.2
OG0008552	XP_060404725.1	XP_060365453.1	XP_031892486.1	XP_045268225.1	XP_060436304.1	XP_038751427.1	XP_036489467.1	XP_036589487.1
OG0008553	XP_060404738.1	XP_060365441.1	XP_066008951.1	XP_045268253.1	XP_060436314.1	XP_038750402.1	XP_036489167.1	XP_036589481.1
OG0008554	XP_060404739.1	XP_060365439.1	XP_031892516.1	XP_045268254.1	XP_060436316.1	XP_038750400.1	XP_036489899.1	XP_036589480.2
OG0008555	XP_060404740.1	XP_060365438.1	XP_066008953.1	XP_045268255.1	XP_060436317.1	XP_038750399.1	XP_036489166.1	XP_070062279.1
OG0008556	XP_060404741.1	XP_060365437.1	XP_031892518.1	XP_045268256.1	XP_060436318.1	XP_038750398.1	XP_036489792.1	XP_036589478.1
OG0008557	XP_060404742.1	XP_060365436.1	XP_031892519.1	XP_045268257.1	XP_060436319.1	XP_038750397.1	XP_036489789.1	XP_036589477.1
OG0008558	XP_060404745.1	XP_060365434.1	XP_031880191.1	XP_045268249.1	XP_060436321.1	XP_038750395.1	XP_036490037.1	XP_036589475.1
OG0008559	XP_060404746.1	XP_060365433.1	XP_031880192.1	XP_045268250.1	XP_060436322.1	XP_038750396.1	XP_036489351.1	XP_036589476.1
OG0008560	XP_060404747.1	XP_060365432.1	XP_066008891.1	XP_045268213.1	XP_060436324.1	XP_038751455.1	XP_036489165.1	XP_036589518.2
OG0008561	XP_060404749.1	XP_060365430.1	XP_031892788.1	XP_045268215.1	XP_060436325.1	XP_038751456.1	XP_036489164.1	XP_036589517.1
OG0008562	XP_060404750.1	XP_060365429.1	XP_066008950.1	XP_045268216.1	XP_060436326.1	XP_038751428.1	XP_036489744.1	XP_036589516.2
