Orthogroup	Colletotrichum_abscissum	Colletotrichum_acutatum	Colletotrichum_fructicola	Colletotrichum_gloeosporioides	Colletotrichum_godetiae	Colletotrichum_karsti	Colletotrichum_siamense	Colletotrichum_truncatum
OG0019084	XP_060405201.1							
OG0019085	XP_060405203.1							
OG0019086	XP_060405204.1							
OG0019087	XP_060405220.1							
OG0019088	XP_060405223.1							
OG0019089	XP_060405233.1							
OG0019090	XP_060405234.1							
OG0019091	XP_060405238.1							
OG0019092	XP_060405248.1							
OG0019093	XP_060405255.1							
OG0019094	XP_060405262.1							
OG0019095	XP_060405267.1							
OG0019096	XP_060405269.1							
OG0019097	XP_060405273.1							
OG0019098	XP_060405275.1							
OG0019099	XP_060405281.1							
OG0019100	XP_060405292.1							
OG0019101	XP_060405294.1							
OG0019102	XP_060405297.1							
OG0019103	XP_060405298.1							
OG0019104	XP_060405299.1							
OG0019105	XP_060405300.1							
OG0019106	XP_060405328.1							
OG0019107	XP_060405355.1							
OG0019108	XP_060405364.1							
OG0019109	XP_060405365.1							
OG0019110	XP_060405369.1							
OG0019111	XP_060405385.1							
OG0019112	XP_060405399.1							
OG0019113	XP_060405407.1							
OG0019114	XP_060405417.1							
OG0019115	XP_060405422.1							
OG0019116	XP_060405426.1							
OG0019117	XP_060405427.1							
OG0019118	XP_060405428.1							
OG0019119	XP_060405436.1							
OG0019120	XP_060405458.1							
OG0019121	XP_060405468.1							
OG0019122	XP_060405512.1							
OG0019123	XP_060405531.1							
OG0019124	XP_060405532.1							
OG0019125	XP_060405537.1							
OG0019126	XP_060405543.1							
OG0019127	XP_060405545.1							
OG0019128	XP_060405555.1							
OG0019129	XP_060405559.1							
OG0019130	XP_060405573.1							
OG0019131	XP_060405575.1							
OG0019132	XP_060405579.1							
OG0019133	XP_060405591.1							
OG0019134	XP_060405597.1							
OG0019135	XP_060405600.1							
OG0019136	XP_060405606.1							
OG0019137	XP_060405608.1							
OG0019138	XP_060405610.1							
OG0019139	XP_060405619.1							
OG0019140	XP_060405620.1							
OG0019141	XP_060405622.1							
OG0019142	XP_060405631.1							
OG0019143	XP_060405633.1							
OG0019144	XP_060405637.1							
OG0019145	XP_060405657.1							
OG0019146	XP_060405665.1							
OG0019147	XP_060405697.1							
OG0019148	XP_060405698.1							
OG0019149	XP_060405715.1							
OG0019150	XP_060405717.1							
OG0019151	XP_060405718.1							
OG0019152	XP_060405719.1							
OG0019153	XP_060405723.1							
OG0019154	XP_060405745.1							
OG0019155	XP_060405753.1							
OG0019156	XP_060405761.1							
OG0019157	XP_060405767.1							
OG0019158	XP_060405780.1							
OG0019159	XP_060405782.1							
OG0019160	XP_060405798.1							
OG0019161	XP_060405811.1							
OG0019162	XP_060405817.1							
OG0019163	XP_060405819.1							
OG0019164	XP_060405821.1							
OG0019165	XP_060405824.1							
OG0019166	XP_060405825.1							
OG0019167	XP_060405829.1							
OG0019168	XP_060405832.1							
OG0019169	XP_060405849.1							
OG0019170	XP_060405853.1							
OG0019171	XP_060405856.1							
OG0019172	XP_060405857.1							
OG0019173	XP_060405858.1							
OG0019174	XP_060405859.1							
OG0019175	XP_060405869.1							
OG0019176	XP_060405876.1							
OG0019177	XP_060405878.1							
OG0019178	XP_060405881.1							
OG0019179	XP_060405882.1							
OG0019180	XP_060405886.1							
OG0019181	XP_060405892.1							
OG0019182	XP_060405893.1							
OG0019183	XP_060405895.1							
OG0019184	XP_060405897.1							
OG0019185	XP_060405898.1							
OG0019186	XP_060405902.1							
OG0019187	XP_060405905.1							
OG0019188	XP_060405910.1							
OG0019189	XP_060405921.1							
OG0019190	XP_060405940.1							
OG0019191	XP_060405963.1							
OG0019192	XP_060405965.1							
OG0019193	XP_060405976.1							
OG0019194	XP_060405980.1							
OG0019195	XP_060405981.1							
OG0019196	XP_060406010.1							
OG0019197	XP_060406012.1							
OG0019198	XP_060406014.1							
OG0019199	XP_060406021.1							
OG0019200	XP_060406044.1							
OG0019201	XP_060406047.1							
OG0019202	XP_060406050.1							
OG0019203	XP_060406057.1							
OG0019204	XP_060406073.1							
OG0019205	XP_060406074.1							
OG0019206	XP_060406075.1							
OG0019207	XP_060406076.1							
OG0019208	XP_060406078.1							
OG0019209	XP_060406091.1							
OG0019210	XP_060406099.1							
OG0019211	XP_060406104.1							
OG0019212	XP_060406111.1							
OG0019213	XP_060406123.1							
OG0019214	XP_060406138.1							
OG0019215	XP_060406139.1							
OG0019216	XP_060406140.1							
OG0019217	XP_060406144.1							
OG0019218	XP_060406145.1							
OG0019219	XP_060406146.1							
OG0019220	XP_060406158.1							
OG0019221	XP_060406166.1							
OG0019222	XP_060406168.1							
OG0019223	XP_060406169.1							
OG0019224	XP_060406171.1							
OG0019225	XP_060406173.1							
OG0019226	XP_060406179.1							
OG0019227	XP_060406181.1							
OG0019228	XP_060406183.1							
OG0019229	XP_060406184.1							
OG0019230	XP_060406185.1							
OG0019231	XP_060406198.1							
OG0019232	XP_060406199.1							
OG0019233	XP_060406218.1							
OG0019234	XP_060406219.1							
OG0019235	XP_060406220.1							
OG0019236	XP_060406221.1							
OG0019237	XP_060406227.1							
OG0019238	XP_060406236.1							
OG0019239	XP_060406237.1							
OG0019240	XP_060406238.1							
OG0019241	XP_060406244.1							
OG0019242	XP_060406257.1							
OG0019243	XP_060406259.1							
OG0019244	XP_060406260.1							
OG0019245	XP_060406263.1							
OG0019246	XP_060406280.1							
OG0019247	XP_060406282.1							
OG0019248	XP_060406283.1							
OG0019249	XP_060406297.1							
OG0019250	XP_060406298.1							
OG0019251	XP_060406306.1							
OG0019252	XP_060406307.1							
OG0019253	XP_060406312.1							
OG0019254	XP_060406316.1							
OG0019255	XP_060406319.1							
OG0019256	XP_060406322.1							
OG0019257	XP_060406325.1							
OG0019258	XP_060406332.1							
OG0019259	XP_060406341.1							
OG0019260	XP_060406343.1							
OG0019261	XP_060406344.1							
OG0019262	XP_060406345.1							
OG0019263	XP_060406346.1							
OG0019264	XP_060406348.1							
OG0019265	XP_060406350.1							
OG0019266	XP_060406351.1							
OG0019267	XP_060406354.1							
OG0019268	XP_060406360.1							
OG0019269	XP_060406361.1							
OG0019270	XP_060406362.1							
OG0019271	XP_060406366.1							
OG0019272	XP_060406382.1							
OG0019273	XP_060406384.1							
OG0019274	XP_060406407.1							
OG0019275	XP_060406408.1							
OG0019276	XP_060406410.1							
OG0019277	XP_060406426.1							
OG0019278	XP_060406427.1							
OG0019279	XP_060406428.1							
OG0019280	XP_060406429.1							
OG0019281	XP_060406431.1							
OG0019282	XP_060406434.1							
OG0019283	XP_060406435.1							
OG0019284	XP_060406447.1							
OG0019285	XP_060406467.1							
OG0019286	XP_060406475.1							
OG0019287	XP_060406485.1							
OG0019288	XP_060406489.1							
OG0019289	XP_060406491.1							
OG0019290	XP_060406501.1							
OG0019291	XP_060406508.1							
OG0019292	XP_060406521.1							
OG0019293	XP_060406530.1							
OG0019294	XP_060406548.1							
OG0019295	XP_060406560.1							
OG0019296	XP_060406565.1							
OG0019297	XP_060406575.1							
OG0019298	XP_060406585.1							
OG0019299	XP_060406587.1							
OG0019300	XP_060406590.1							
OG0019301		XP_060357004.1						
OG0019302		XP_060357010.1						
OG0019303		XP_060357018.1						
OG0019304		XP_060357027.1						
OG0019305		XP_060357040.1						
OG0019306		XP_060357041.1						
OG0019307		XP_060357047.1						
OG0019308		XP_060357050.1						
OG0019309		XP_060357086.1						
OG0019310		XP_060357097.1						
OG0019311		XP_060357114.1						
OG0019312		XP_060357121.1						
OG0019313		XP_060357143.1						
OG0019314		XP_060357157.1						
OG0019315		XP_060357167.1						
OG0019316		XP_060357185.1						
OG0019317		XP_060357193.1						
OG0019318		XP_060357213.1						
OG0019319		XP_060357223.1						
OG0019320		XP_060357230.1						
OG0019321		XP_060357238.1						
OG0019322		XP_060357253.1						
OG0019323		XP_060357263.1						
OG0019324		XP_060357289.1						
OG0019325		XP_060357290.1						
OG0019326		XP_060357291.1						
OG0019327		XP_060357300.1						
OG0019328		XP_060357303.1						
OG0019329		XP_060357319.1						
OG0019330		XP_060357340.1						
OG0019331		XP_060357341.1						
OG0019332		XP_060357354.1						
OG0019333		XP_060357404.1						
OG0019334		XP_060357433.1						
OG0019335		XP_060357441.1						
OG0019336		XP_060357449.1						
OG0019337		XP_060357458.1						
OG0019338		XP_060357459.1						
OG0019339		XP_060357474.1						
OG0019340		XP_060357475.1						
OG0019341		XP_060357486.1						
OG0019342		XP_060357487.1						
OG0019343		XP_060357519.1						
OG0019344		XP_060357522.1						
OG0019345		XP_060357525.1						
OG0019346		XP_060357541.1						
OG0019347		XP_060357558.1						
OG0019348		XP_060357617.1						
OG0019349		XP_060357622.1						
OG0019350		XP_060357640.1						
OG0019351		XP_060357644.1						
OG0019352		XP_060357646.1						
OG0019353		XP_060357649.1						
OG0019354		XP_060357652.1						
OG0019355		XP_060357660.1						
OG0019356		XP_060357669.1						
OG0019357		XP_060357673.1						
OG0019358		XP_060357686.1						
OG0019359		XP_060357703.1						
OG0019360		XP_060357704.1						
OG0019361		XP_060357717.1						
OG0019362		XP_060357730.1						
OG0019363		XP_060357739.1						
OG0019364		XP_060357755.1						
OG0019365		XP_060357758.1						
OG0019366		XP_060357760.1						
OG0019367		XP_060357761.1						
OG0019368		XP_060357775.1						
OG0019369		XP_060357780.1						
OG0019370		XP_060357785.1						
OG0019371		XP_060357788.1						
OG0019372		XP_060357796.1						
OG0019373		XP_060357798.1						
OG0019374		XP_060357847.1						
OG0019375		XP_060357851.1						
OG0019376		XP_060357857.1						
OG0019377		XP_060357863.1						
OG0019378		XP_060357871.1						
OG0019379		XP_060357882.1						
OG0019380		XP_060357893.1						
OG0019381		XP_060357910.1						
OG0019382		XP_060357932.1						
OG0019383		XP_060357969.1						
OG0019384		XP_060357980.1						
OG0019385		XP_060357988.1						
OG0019386		XP_060357995.1						
OG0019387		XP_060357997.1						
OG0019388		XP_060357998.1						
OG0019389		XP_060358000.1						
OG0019390		XP_060358020.1						
OG0019391		XP_060358044.1						
OG0019392		XP_060358046.1						
OG0019393		XP_060358056.1						
OG0019394		XP_060358057.1						
OG0019395		XP_060358081.1						
OG0019396		XP_060358091.1						
OG0019397		XP_060358092.1						
OG0019398		XP_060358105.1						
OG0019399		XP_060358110.1						
OG0019400		XP_060358129.1						
OG0019401		XP_060358130.1						
OG0019402		XP_060358136.1						
OG0019403		XP_060358143.1						
OG0019404		XP_060358154.1						
OG0019405		XP_060358216.1						
OG0019406		XP_060358222.1						
OG0019407		XP_060358236.1						
OG0019408		XP_060358261.1						
OG0019409		XP_060358272.1						
OG0019410		XP_060358288.1						
OG0019411		XP_060358322.1						
OG0019412		XP_060358328.1						
OG0019413		XP_060358338.1						
OG0019414		XP_060358345.1						
OG0019415		XP_060358357.1						
OG0019416		XP_060358361.1						
OG0019417		XP_060358364.1						
OG0019418		XP_060358368.1						
OG0019419		XP_060358379.1						
OG0019420		XP_060358381.1						
OG0019421		XP_060358397.1						
OG0019422		XP_060358430.1						
OG0019423		XP_060358443.1						
OG0019424		XP_060358462.1						
OG0019425		XP_060358508.1						
OG0019426		XP_060358509.1						
OG0019427		XP_060358534.1						
OG0019428		XP_060358537.1						
OG0019429		XP_060358559.1						
OG0019430		XP_060358570.1						
OG0019431		XP_060358581.1						
OG0019432		XP_060358604.1						
OG0019433		XP_060358628.1						
OG0019434		XP_060358629.1						
OG0019435		XP_060358630.1						
OG0019436		XP_060358641.1						
OG0019437		XP_060358655.1						
OG0019438		XP_060358659.1						
OG0019439		XP_060358670.1						
OG0019440		XP_060358675.1						
OG0019441		XP_060358694.1						
OG0019442		XP_060358695.1						
OG0019443		XP_060358699.1						
OG0019444		XP_060358748.1						
OG0019445		XP_060358750.1						
OG0019446		XP_060358776.1						
OG0019447		XP_060358779.1						
OG0019448		XP_060358781.1						
OG0019449		XP_060358794.1						
OG0019450		XP_060358804.1						
OG0019451		XP_060358805.1						
OG0019452		XP_060358812.1						
OG0019453		XP_060358820.1						
OG0019454		XP_060358821.1						
OG0019455		XP_060358822.1						
OG0019456		XP_060358823.1						
OG0019457		XP_060358824.1						
OG0019458		XP_060358831.1						
OG0019459		XP_060358855.1						
OG0019460		XP_060358857.1						
OG0019461		XP_060358866.1						
OG0019462		XP_060358868.1						
OG0019463		XP_060358871.1						
OG0019464		XP_060358895.1						
OG0019465		XP_060358900.1						
OG0019466		XP_060358905.1						
OG0019467		XP_060358919.1						
OG0019468		XP_060358952.1						
OG0019469		XP_060358968.1						
OG0019470		XP_060358973.1						
OG0019471		XP_060358981.1						
OG0019472		XP_060358990.1						
OG0019473		XP_060358999.1						
OG0019474		XP_060359006.1						
OG0019475		XP_060359021.1						
OG0019476		XP_060359023.1						
OG0019477		XP_060359032.1						
OG0019478		XP_060359034.1						
OG0019479		XP_060359035.1						
OG0019480		XP_060359055.1						
OG0019481		XP_060359066.1						
OG0019482		XP_060359067.1						
OG0019483		XP_060359085.1						
OG0019484		XP_060359103.1						
OG0019485		XP_060359162.1						
OG0019486		XP_060359165.1						
OG0019487		XP_060359176.1						
OG0019488		XP_060359191.1						
OG0019489		XP_060359199.1						
OG0019490		XP_060359218.1						
OG0019491		XP_060359230.1						
OG0019492		XP_060359258.1						
OG0019493		XP_060359271.1						
OG0019494		XP_060359279.1						
OG0019495		XP_060359285.1						
OG0019496		XP_060359291.1						
OG0019497		XP_060359294.1						
OG0019498		XP_060359300.1						
OG0019499		XP_060359321.1						
OG0019500		XP_060359332.1						
OG0019501		XP_060359333.1						
OG0019502		XP_060359348.1						
OG0019503		XP_060359355.1						
OG0019504		XP_060359371.1						
OG0019505		XP_060359402.1						
OG0019506		XP_060359407.1						
OG0019507		XP_060359412.1						
OG0019508		XP_060359414.1						
OG0019509		XP_060359422.1						
OG0019510		XP_060359429.1						
OG0019511		XP_060359475.1						
OG0019512		XP_060359481.1						
OG0019513		XP_060359516.1						
OG0019514		XP_060359534.1						
OG0019515		XP_060359568.1						
OG0019516		XP_060359582.1						
OG0019517		XP_060359631.1						
OG0019518		XP_060359632.1						
OG0019519		XP_060359633.1						
OG0019520		XP_060359662.1						
OG0019521		XP_060359696.1						
OG0019522		XP_060359699.1						
OG0019523		XP_060359713.1						
OG0019524		XP_060359716.1						
OG0019525		XP_060359730.1						
OG0019526		XP_060359736.1						
OG0019527		XP_060359737.1						
OG0019528		XP_060359763.1						
OG0019529		XP_060359794.1						
OG0019530		XP_060359797.1						
OG0019531		XP_060359807.1						
OG0019532		XP_060359819.1						
OG0019533		XP_060359820.1						
OG0019534		XP_060359822.1						
OG0019535		XP_060359832.1						
OG0019536		XP_060359839.1						
OG0019537		XP_060359853.1						
OG0019538		XP_060359858.1						
OG0019539		XP_060359909.1						
OG0019540		XP_060359913.1						
OG0019541		XP_060359927.1						
OG0019542		XP_060359931.1						
OG0019543		XP_060359939.1						
OG0019544		XP_060359940.1						
OG0019545		XP_060359952.1						
OG0019546		XP_060359976.1						
OG0019547		XP_060359985.1						
OG0019548		XP_060360022.1						
OG0019549		XP_060360030.1						
OG0019550		XP_060360062.1						
OG0019551		XP_060360069.1						
OG0019552		XP_060360070.1						
OG0019553		XP_060360084.1						
OG0019554		XP_060360085.1						
OG0019555		XP_060360086.1						
OG0019556		XP_060360088.1						
OG0019557		XP_060360095.1						
OG0019558		XP_060360098.1						
OG0019559		XP_060360102.1						
OG0019560		XP_060360122.1						
OG0019561		XP_060360123.1						
OG0019562		XP_060360134.1						
OG0019563		XP_060360141.1						
OG0019564		XP_060360149.1						
OG0019565		XP_060360174.1						
OG0019566		XP_060360195.1						
OG0019567		XP_060360206.1						
OG0019568		XP_060360208.1						
OG0019569		XP_060360210.1						
OG0019570		XP_060360211.1						
OG0019571		XP_060360214.1						
OG0019572		XP_060360241.1						
OG0019573		XP_060360270.1						
OG0019574		XP_060360273.1						
OG0019575		XP_060360305.1						
OG0019576		XP_060360311.1						
OG0019577		XP_060360331.1						
OG0019578		XP_060360354.1						
OG0019579		XP_060360366.1						
OG0019580		XP_060360405.1						
OG0019581		XP_060360410.1						
OG0019582		XP_060360430.1						
OG0019583		XP_060360444.1						
OG0019584		XP_060360452.1						
OG0019585		XP_060360456.1						
OG0019586		XP_060360471.1						
OG0019587		XP_060360476.1						
OG0019588		XP_060360485.1						
OG0019589		XP_060360509.1						
OG0019590		XP_060360517.1						
OG0019591		XP_060360519.1						
OG0019592		XP_060360526.1						
OG0019593		XP_060360576.1						
OG0019594		XP_060360588.1						
OG0019595		XP_060360592.1						
OG0019596		XP_060360604.1						
OG0019597		XP_060360632.1						
OG0019598		XP_060360651.1						
OG0019599		XP_060360652.1						
OG0019600		XP_060360655.1						
OG0019601		XP_060360656.1						
OG0019602		XP_060360676.1						
OG0019603		XP_060360677.1						
OG0019604		XP_060360698.1						
OG0019605		XP_060360699.1						
OG0019606		XP_060360725.1						
OG0019607		XP_060360732.1						
OG0019608		XP_060360743.1						
OG0019609		XP_060360768.1						
OG0019610		XP_060360791.1						
OG0019611		XP_060360797.1						
OG0019612		XP_060360874.1						
OG0019613		XP_060360877.1						
OG0019614		XP_060360926.1						
OG0019615		XP_060360927.1						
OG0019616		XP_060360931.1						
OG0019617		XP_060360937.1						
OG0019618		XP_060360938.1						
OG0019619		XP_060360957.1						
OG0019620		XP_060360961.1						
OG0019621		XP_060360968.1						
OG0019622		XP_060360972.1						
OG0019623		XP_060360976.1						
OG0019624		XP_060360977.1						
OG0019625		XP_060360980.1						
OG0019626		XP_060360983.1						
OG0019627		XP_060360984.1						
OG0019628		XP_060360986.1						
OG0019629		XP_060360992.1						
OG0019630		XP_060361000.1						
OG0019631		XP_060361002.1						
OG0019632		XP_060361022.1						
OG0019633		XP_060361032.1						
OG0019634		XP_060361042.1						
OG0019635		XP_060361071.1						
OG0019636		XP_060361116.1						
OG0019637		XP_060361120.1						
OG0019638		XP_060361126.1						
OG0019639		XP_060361131.1						
OG0019640		XP_060361133.1						
OG0019641		XP_060361136.1						
OG0019642		XP_060361173.1						
OG0019643		XP_060361176.1						
OG0019644		XP_060361178.1						
OG0019645		XP_060361209.1						
OG0019646		XP_060361238.1						
OG0019647		XP_060361245.1						
OG0019648		XP_060361255.1						
OG0019649		XP_060361256.1						
OG0019650		XP_060361257.1						
OG0019651		XP_060361259.1						
OG0019652		XP_060361279.1						
OG0019653		XP_060361283.1						
OG0019654		XP_060361290.1						
OG0019655		XP_060361293.1						
OG0019656		XP_060361294.1						
OG0019657		XP_060361295.1						
OG0019658		XP_060361304.1						
OG0019659		XP_060361305.1						
OG0019660		XP_060361317.1						
OG0019661		XP_060361325.1						
OG0019662		XP_060361336.1						
OG0019663		XP_060361356.1						
OG0019664		XP_060361361.1						
OG0019665		XP_060361382.1						
OG0019666		XP_060361387.1						
OG0019667		XP_060361393.1						
OG0019668		XP_060361394.1						
OG0019669		XP_060361414.1						
OG0019670		XP_060361418.1						
OG0019671		XP_060361426.1						
OG0019672		XP_060361488.1						
OG0019673		XP_060361495.1						
OG0019674		XP_060361498.1						
OG0019675		XP_060361508.1						
OG0019676		XP_060361509.1						
OG0019677		XP_060361510.1						
OG0019678		XP_060361514.1						
OG0019679		XP_060361525.1						
OG0019680		XP_060361527.1						
OG0019681		XP_060361540.1						
OG0019682		XP_060361543.1						
OG0019683		XP_060361544.1						
OG0019684		XP_060361553.1						
OG0019685		XP_060361554.1						
OG0019686		XP_060361557.1						
OG0019687		XP_060361610.1						
OG0019688		XP_060361612.1						
OG0019689		XP_060361632.1						
OG0019690		XP_060361640.1						
OG0019691		XP_060361655.1						
OG0019692		XP_060361678.1						
OG0019693		XP_060361679.1						
OG0019694		XP_060361697.1						
OG0019695		XP_060361716.1						
OG0019696		XP_060361724.1						
OG0019697		XP_060361732.1						
OG0019698		XP_060361734.1						
OG0019699		XP_060361738.1						
OG0019700		XP_060361740.1						
OG0019701		XP_060361741.1						
OG0019702		XP_060361742.1						
OG0019703		XP_060361743.1						
OG0019704		XP_060361771.1						
OG0019705		XP_060361784.1						
OG0019706		XP_060361804.1						
OG0019707		XP_060361810.1						
OG0019708		XP_060361820.1						
OG0019709		XP_060361826.1						
OG0019710		XP_060361850.1						
OG0019711		XP_060361862.1						
OG0019712		XP_060361863.1						
OG0019713		XP_060361871.1						
OG0019714		XP_060361883.1						
OG0019715		XP_060361895.1						
OG0019716		XP_060361915.1						
OG0019717		XP_060361927.1						
OG0019718		XP_060361935.1						
OG0019719		XP_060361955.1						
OG0019720		XP_060361956.1						
OG0019721		XP_060361965.1						
OG0019722		XP_060361988.1						
OG0019723		XP_060361991.1						
OG0019724		XP_060361992.1						
OG0019725		XP_060361993.1						
OG0019726		XP_060362003.1						
OG0019727		XP_060362015.1						
OG0019728		XP_060362024.1						
OG0019729		XP_060362044.1						
OG0019730		XP_060362051.1						
OG0019731		XP_060362086.1						
OG0019732		XP_060362090.1						
OG0019733		XP_060362097.1						
OG0019734		XP_060362106.1						
OG0019735		XP_060362137.1						
OG0019736		XP_060362138.1						
OG0019737		XP_060362149.1						
OG0019738		XP_060362153.1						
OG0019739		XP_060362157.1						
OG0019740		XP_060362163.1						
OG0019741		XP_060362166.1						
OG0019742		XP_060362180.1						
OG0019743		XP_060362194.1						
OG0019744		XP_060362205.1						
OG0019745		XP_060362229.1						
OG0019746		XP_060362258.1						
OG0019747		XP_060362259.1						
OG0019748		XP_060362268.1						
OG0019749		XP_060362274.1						
OG0019750		XP_060362284.1						
OG0019751		XP_060362285.1						
OG0019752		XP_060362316.1						
OG0019753		XP_060362318.1						
OG0019754		XP_060362324.1						
OG0019755		XP_060362333.1						
OG0019756		XP_060362352.1						
OG0019757		XP_060362354.1						
OG0019758		XP_060362382.1						
OG0019759		XP_060362391.1						
OG0019760		XP_060362393.1						
OG0019761		XP_060362413.1						
OG0019762		XP_060362414.1						
OG0019763		XP_060362415.1						
OG0019764		XP_060362422.1						
OG0019765		XP_060362438.1						
OG0019766		XP_060362439.1						
OG0019767		XP_060362445.1						
OG0019768		XP_060362449.1						
OG0019769		XP_060362451.1						
OG0019770		XP_060362458.1						
OG0019771		XP_060362472.1						
OG0019772		XP_060362480.1						
OG0019773		XP_060362495.1						
OG0019774		XP_060362504.1						
OG0019775		XP_060362525.1						
OG0019776		XP_060362529.1						
OG0019777		XP_060362551.1						
OG0019778		XP_060362568.1						
OG0019779		XP_060362581.1						
OG0019780		XP_060362595.1						
OG0019781		XP_060362607.1						
OG0019782		XP_060362613.1						
OG0019783		XP_060362615.1						
OG0019784		XP_060362616.1						
OG0019785		XP_060362618.1						
OG0019786		XP_060362620.1						
OG0019787		XP_060362639.1						
OG0019788		XP_060362650.1						
OG0019789		XP_060362729.1						
OG0019790		XP_060362741.1						
OG0019791		XP_060362766.1						
OG0019792		XP_060362830.1						
OG0019793		XP_060362859.1						
OG0019794		XP_060362894.1						
OG0019795		XP_060362916.1						
OG0019796		XP_060362968.1						
OG0019797		XP_060362972.1						
OG0019798		XP_060362975.1						
OG0019799		XP_060362994.1						
OG0019800		XP_060362997.1						
OG0019801		XP_060363009.1						
OG0019802		XP_060363010.1						
OG0019803		XP_060363018.1						
OG0019804		XP_060363021.1						
OG0019805		XP_060363053.1						
OG0019806		XP_060363062.1						
OG0019807		XP_060363101.1						
OG0019808		XP_060363135.1						
OG0019809		XP_060363146.1						
OG0019810		XP_060363150.1						
OG0019811		XP_060363151.1						
OG0019812		XP_060363173.1						
OG0019813		XP_060363176.1						
OG0019814		XP_060363183.1						
OG0019815		XP_060363240.1						
OG0019816		XP_060363246.1						
OG0019817		XP_060363283.1						
OG0019818		XP_060363299.1						
OG0019819		XP_060363309.1						
OG0019820		XP_060363315.1						
OG0019821		XP_060363317.1						
OG0019822		XP_060363340.1						
OG0019823		XP_060363374.1						
OG0019824		XP_060363376.1						
OG0019825		XP_060363382.1						
OG0019826		XP_060363400.1						
OG0019827		XP_060363401.1						
OG0019828		XP_060363407.1						
OG0019829		XP_060363415.1						
OG0019830		XP_060363421.1						
OG0019831		XP_060363427.1						
OG0019832		XP_060363434.1						
OG0019833		XP_060363467.1						
OG0019834		XP_060363488.1						
OG0019835		XP_060363499.1						
OG0019836		XP_060363500.1						
OG0019837		XP_060363508.1						
OG0019838		XP_060363531.1						
OG0019839		XP_060363540.1						
OG0019840		XP_060363543.1						
OG0019841		XP_060363555.1						
OG0019842		XP_060363571.1						
OG0019843		XP_060363573.1						
OG0019844		XP_060363582.1						
OG0019845		XP_060363605.1						
OG0019846		XP_060363644.1						
OG0019847		XP_060363646.1						
OG0019848		XP_060363675.1						
OG0019849		XP_060363692.1						
OG0019850		XP_060363707.1						
OG0019851		XP_060363711.1						
OG0019852		XP_060363713.1						
OG0019853		XP_060363715.1						
OG0019854		XP_060363727.1						
OG0019855		XP_060363765.1						
OG0019856		XP_060363779.1						
OG0019857		XP_060363785.1						
OG0019858		XP_060363786.1						
OG0019859		XP_060363787.1						
OG0019860		XP_060363788.1						
OG0019861		XP_060363790.1						
OG0019862		XP_060363807.1						
OG0019863		XP_060363811.1						
OG0019864		XP_060363814.1						
OG0019865		XP_060363815.1						
OG0019866		XP_060363823.1						
OG0019867		XP_060363832.1						
OG0019868		XP_060363864.1						
OG0019869		XP_060363889.1						
OG0019870		XP_060363905.1						
OG0019871		XP_060363906.1						
OG0019872		XP_060363908.1						
OG0019873		XP_060363909.1						
OG0019874		XP_060363914.1						
OG0019875		XP_060363918.1						
OG0019876		XP_060363926.1						
OG0019877		XP_060363938.1						
OG0019878		XP_060363952.1						
OG0019879		XP_060363962.1						
OG0019880		XP_060363963.1						
OG0019881		XP_060363975.1						
OG0019882		XP_060363979.1						
OG0019883		XP_060363990.1						
OG0019884		XP_060364002.1						
OG0019885		XP_060364025.1						
OG0019886		XP_060364028.1						
OG0019887		XP_060364030.1						
OG0019888		XP_060364034.1						
OG0019889		XP_060364036.1						
OG0019890		XP_060364059.1						
OG0019891		XP_060364091.1						
OG0019892		XP_060364108.1						
OG0019893		XP_060364146.1						
OG0019894		XP_060364153.1						
OG0019895		XP_060364154.1						
OG0019896		XP_060364159.1						
OG0019897		XP_060364249.1						
OG0019898		XP_060364251.1						
OG0019899		XP_060364260.1						
OG0019900		XP_060364262.1						
OG0019901		XP_060364282.1						
OG0019902		XP_060364283.1						
OG0019903		XP_060364292.1						
OG0019904		XP_060364295.1						
OG0019905		XP_060364304.1						
OG0019906		XP_060364316.1						
OG0019907		XP_060364321.1						
OG0019908		XP_060364325.1						
OG0019909		XP_060364330.1						
OG0019910		XP_060364341.1						
OG0019911		XP_060364349.1						
OG0019912		XP_060364367.1						
OG0019913		XP_060364369.1						
OG0019914		XP_060364381.1						
OG0019915		XP_060364382.1						
OG0019916		XP_060364387.1						
OG0019917		XP_060364392.1						
OG0019918		XP_060364402.1						
OG0019919		XP_060364404.1						
OG0019920		XP_060364407.1						
OG0019921		XP_060364450.1						
OG0019922		XP_060364455.1						
OG0019923		XP_060364521.1						
OG0019924		XP_060364535.1						
OG0019925		XP_060364542.1						
OG0019926		XP_060364552.1						
OG0019927		XP_060364557.1						
OG0019928		XP_060364575.1						
OG0019929		XP_060364591.1						
OG0019930		XP_060364605.1						
OG0019931		XP_060364611.1						
OG0019932		XP_060364616.1						
OG0019933		XP_060364643.1						
OG0019934		XP_060364648.1						
OG0019935		XP_060364654.1						
OG0019936		XP_060364655.1						
OG0019937		XP_060364657.1						
OG0019938		XP_060364664.1						
OG0019939		XP_060364684.1						
OG0019940		XP_060364688.1						
OG0019941		XP_060364689.1						
OG0019942		XP_060364718.1						
OG0019943		XP_060364730.1						
OG0019944		XP_060364738.1						
OG0019945		XP_060364739.1						
OG0019946		XP_060364762.1						
OG0019947		XP_060364766.1						
OG0019948		XP_060364769.1						
OG0019949		XP_060364779.1						
OG0019950		XP_060364853.1						
OG0019951		XP_060364860.1						
