Orthogroup	Colletotrichum_gloeosporioides	Colletotrichum_godetiae
OG0003048	XP_045269688.1	XP_060430516.1
OG0003049	XP_045269689.1	XP_060430514.1
OG0003050	XP_045269690.1	XP_060430513.1
OG0003051	XP_045269691.1	XP_060430512.1
OG0003052	XP_045269692.1	XP_060430511.1
OG0003053	XP_045269693.1	XP_060430509.1
OG0003054	XP_045269694.1	XP_060430507.1
OG0003055	XP_045269699.1	XP_060430501.1
OG0003056	XP_045269704.1	XP_060430490.1
OG0003057	XP_045269706.1	XP_060430488.1
OG0003058	XP_045269707.1	XP_060430487.1
OG0003059	XP_045269708.1	XP_060430486.1
OG0003060	XP_045269714.1	XP_060430480.1
OG0003061	XP_045269715.1	XP_060430479.1
OG0003062	XP_045269716.1	XP_060430476.1
OG0003063	XP_045257232.1	XP_060428663.1
OG0003064	XP_045267644.1	XP_060428661.1
OG0003065	XP_045267643.1	XP_060428660.1
OG0003066	XP_045267635.1	XP_060428656.1
OG0003067	XP_045267634.1	XP_060428655.1
OG0003068	XP_045261975.1	XP_060428649.1
OG0003069	XP_045267592.1	XP_060428646.1
OG0003070	XP_045267593.1	XP_060428645.1
OG0003071	XP_045264493.1	XP_060428633.1
OG0003072	XP_045264494.1	XP_060428632.1
OG0003073	XP_045268037.1, XP_045260980.1	XP_060431045.1
OG0003074	XP_045264492.1	XP_060428631.1
OG0003075	XP_045264490.1	XP_060428625.1
OG0003076	XP_045264488.1	XP_060428624.1
OG0003077	XP_045264487.1	XP_060428623.1
OG0003078	XP_045264486.1	XP_060428622.1
OG0003079	XP_045264485.1	XP_060428621.1
OG0003080	XP_045264484.1	XP_060428620.1
OG0003081	XP_045264482.1	XP_060428618.1
OG0003082	XP_045264481.1	XP_060428617.1
OG0003083	XP_045265380.1	XP_060428616.1
OG0003084	XP_045265379.1	XP_060428615.1
OG0003085	XP_045265378.1	XP_060428614.1
OG0003086	XP_045265377.1	XP_060428613.1
OG0003087	XP_045265376.1	XP_060428612.1
OG0003088	XP_045265374.1	XP_060428610.1
OG0003089	XP_045265373.1	XP_060428609.1
OG0003090	XP_045265327.1	XP_060428606.1
OG0003091	XP_045265326.1	XP_060428601.1
OG0003092	XP_045265325.1	XP_060428600.1
OG0003093	XP_045265324.1	XP_060428599.1
OG0003094	XP_045264471.1	XP_060428598.1
OG0003095	XP_045256856.1	XP_060429292.1
OG0003096	XP_045257528.1	XP_060429294.1
OG0003097	XP_045257529.1	XP_060429295.1
OG0003098	XP_045256855.1	XP_060429296.1
OG0003099	XP_045256853.1	XP_060429300.1
OG0003100	XP_045256851.1	XP_060429301.1
OG0003101	XP_045256852.1	XP_060429304.1
OG0003102	XP_045256847.1	XP_060429305.1
OG0003103	XP_045256848.1	XP_060429306.1
OG0003104	XP_045256849.1	XP_060429307.1
OG0003105	XP_045256844.1	XP_060429311.1
OG0003106	XP_045256843.1	XP_060429312.1
OG0003107	XP_045256842.1	XP_060429314.1
OG0003108	XP_045256841.1	XP_060429315.1
OG0003109	XP_045256839.1	XP_060429316.1
OG0003110	XP_045256838.1	XP_060429317.1
OG0003111	XP_045256837.1	XP_060429318.1
OG0003112	XP_045256836.1	XP_060429319.1
OG0003113	XP_045256835.1	XP_060429320.1
OG0003114	XP_045256834.1	XP_060429321.1
OG0003115	XP_045256833.1	XP_060429322.1
OG0003116	XP_045256831.1	XP_060429324.1
OG0003117	XP_045256830.1	XP_060429325.1
OG0003118	XP_045256829.1	XP_060429326.1
OG0003119	XP_045256828.1	XP_060429327.1
OG0003120	XP_045256827.1	XP_060429329.1
OG0003121	XP_045256826.1	XP_060429330.1
OG0003122	XP_045256824.1	XP_060429333.1
OG0003123	XP_045256823.1	XP_060429334.1
OG0003124	XP_045256822.1	XP_060429335.1
OG0003125	XP_045256820.1	XP_060429337.1
OG0003126	XP_045256819.1	XP_060429338.1
OG0003127	XP_045256818.1	XP_060429340.1
OG0003128	XP_045256817.1	XP_060429341.1
OG0003129	XP_045256815.1	XP_060429343.1
OG0003130	XP_045268913.1	XP_060429344.1
OG0003131	XP_045269703.1	XP_060424343.1
OG0003132	XP_045257251.1	XP_060422465.1
OG0003133	XP_045257253.1	XP_060422463.1
OG0003134	XP_045257259.1	XP_060422459.1
OG0003135	XP_045257258.1	XP_060422458.1
OG0003136	XP_045257264.1	XP_060422454.1
OG0003137	XP_045257263.1	XP_060422453.1
OG0003138	XP_045257262.1	XP_060422451.1
OG0003139	XP_045257261.1	XP_060422449.1
OG0003140	XP_045257213.1	XP_060421557.1
OG0003141	XP_045257212.1	XP_060421559.1
OG0003142	XP_045257211.1	XP_060421560.1
OG0003143	XP_045267494.1	XP_060421561.1
OG0003144	XP_045267495.1	XP_060421562.1
OG0003145	XP_045257209.1	XP_060421564.1
OG0003146	XP_045257208.1	XP_060421565.1
OG0003147	XP_045257207.1	XP_060421566.1
OG0003148	XP_045257199.1	XP_060421570.1
OG0003149	XP_045258028.1	XP_060423481.1
OG0003150	XP_045257174.1	XP_060423479.1
OG0003151	XP_045257175.1	XP_060423477.1
OG0003152	XP_045257177.1	XP_060423476.1
OG0003153	XP_045257197.1	XP_060423473.1
OG0003154	XP_045257196.1	XP_060423472.1
OG0003155	XP_045257192.1	XP_060423471.1
OG0003156	XP_045257190.1	XP_060423468.1
OG0003157	XP_045257173.1	XP_060423465.1
OG0003158	XP_045257169.1	XP_060423464.1
OG0003159	XP_045257168.1	XP_060423463.1
OG0003160	XP_045257167.1	XP_060423462.1
OG0003161	XP_045258892.1	XP_060423460.1
OG0003162	XP_045260540.1	XP_060428007.1
OG0003163	XP_045260541.1	XP_060428006.1
OG0003164	XP_045260553.1	XP_060428004.1
OG0003165	XP_045260521.1	XP_060427990.1
OG0003166	XP_045260522.1	XP_060427989.1
OG0003167	XP_045260581.1	XP_060427987.1
OG0003168	XP_045260582.1	XP_060427986.1
OG0003169	XP_045260584.1	XP_060427984.1
OG0003170	XP_045260587.1	XP_060427980.1
OG0003171	XP_045260576.1	XP_060427979.1
OG0003172	XP_045260580.1	XP_060427977.1
OG0003173	XP_045260578.1	XP_060427976.1
OG0003174	XP_045260579.1	XP_060427975.1
OG0003175	XP_045260575.1	XP_060427974.1
OG0003176	XP_045260338.1	XP_060427972.1
OG0003177	XP_045264789.1	XP_060427970.1
OG0003178	XP_045264790.1	XP_060427969.1
OG0003179	XP_045264791.1	XP_060427968.1
OG0003180	XP_045264792.1	XP_060427966.1
OG0003181	XP_045264794.1	XP_060427965.1
OG0003182	XP_045264795.1	XP_060427963.1
OG0003183	XP_045264796.1	XP_060427962.1
OG0003184	XP_045264765.1	XP_060427960.1
OG0003185	XP_045264763.1	XP_060427954.1
OG0003186	XP_045264762.1	XP_060427953.1
OG0003187	XP_045264761.1	XP_060427952.1
OG0003188	XP_045264760.1	XP_060427949.1
OG0003189	XP_045264759.1	XP_060427948.1
OG0003190	XP_045264758.1	XP_060427947.1
OG0003191	XP_045264740.1	XP_060427945.1
OG0003192	XP_045264741.1	XP_060427944.1
OG0003193	XP_045264742.1	XP_060427943.1
OG0003194	XP_045264764.1	XP_060427942.1
OG0003195	XP_045264743.1	XP_060427941.1
OG0003196	XP_045264744.1	XP_060427940.1
OG0003197	XP_045264745.1	XP_060427939.1
OG0003198	XP_045262551.1	XP_060434563.1
OG0003199	XP_045262552.1	XP_060434562.1
OG0003200	XP_045262553.1	XP_060434561.1
OG0003201	XP_045262554.1	XP_060434560.1
OG0003202	XP_045262555.1	XP_060434559.1
OG0003203	XP_045262556.1	XP_060434558.1
OG0003204	XP_045262557.1	XP_060434557.1
OG0003205	XP_045262559.1	XP_060434553.1
OG0003206	XP_045262560.1	XP_060434552.1
OG0003207	XP_045262561.1	XP_060434551.1
OG0003208	XP_045262562.1	XP_060434550.1
OG0003209	XP_045262563.1	XP_060434549.1
OG0003210	XP_045262564.1	XP_060434548.1
OG0003211	XP_045262567.1	XP_060434547.1
OG0003212	XP_045262566.1	XP_060434546.1
OG0003213	XP_045262568.1	XP_060434545.1
OG0003214	XP_045262570.1	XP_060434544.1
OG0003215	XP_045262571.1	XP_060434543.1
OG0003216	XP_045262574.1	XP_060434542.1
OG0003217	XP_045262575.1	XP_060434541.1
OG0003218	XP_045262577.1	XP_060434538.1
OG0003219	XP_045262578.1	XP_060434536.1
OG0003220	XP_045262580.1	XP_060434533.1
OG0003221	XP_045262581.1	XP_060434531.1
OG0003222	XP_045262583.1	XP_060434528.1
OG0003223	XP_045262727.1	XP_060434525.1
OG0003224	XP_045262729.1	XP_060434523.1
OG0003225	XP_045262730.1	XP_060434522.1
OG0003226	XP_045262731.1	XP_060434521.1
OG0003227	XP_045262732.1	XP_060434520.1
OG0003228	XP_045262733.1	XP_060434519.1
OG0003229	XP_045262734.1	XP_060434518.1
OG0003230	XP_045262735.1	XP_060434517.1
OG0003231	XP_045262737.1	XP_060434515.1
OG0003232	XP_045262738.1	XP_060434514.1
OG0003233	XP_045262739.1	XP_060434513.1
OG0003234	XP_045262740.1	XP_060434512.1
OG0003235	XP_045262741.1	XP_060434510.1
OG0003236	XP_045262743.1	XP_060434507.1
OG0003237	XP_045262744.1	XP_060434505.1
OG0003238	XP_045262745.1	XP_060434504.1
OG0003239	XP_045262746.1	XP_060434503.1
OG0003240	XP_045262747.1	XP_060434502.1
OG0003241	XP_045262748.1	XP_060434501.1
OG0003242	XP_045262749.1	XP_060434500.1
OG0003243	XP_045262751.1	XP_060434497.1
OG0003244	XP_045262752.1	XP_060434496.1
OG0003245	XP_045262753.1	XP_060434495.1
OG0003246	XP_045262754.1	XP_060434494.1
OG0003247	XP_045262755.1	XP_060434493.1
OG0003248	XP_045262757.1	XP_060434490.1
OG0003249	XP_045262758.1	XP_060434489.1
OG0003250	XP_045262760.1	XP_060434487.1
OG0003251	XP_045262761.1	XP_060434486.1
OG0003252	XP_045256790.1	XP_060437319.1
OG0003253	XP_045256789.1	XP_060437318.1, XP_060437317.1
OG0003254	XP_045256788.1	XP_060437316.1
OG0003255	XP_045256787.1	XP_060437315.1
OG0003256	XP_045256785.1	XP_060437312.1
OG0003257	XP_045256599.1	XP_060437305.1
OG0003258	XP_045256600.1	XP_060437304.1
OG0003259	XP_045256601.1	XP_060437303.1
OG0003260	XP_045264813.1	XP_060437302.1
OG0003261	XP_045256602.1	XP_060437301.1
OG0003262	XP_045256784.1	XP_060437300.1
OG0003263	XP_045256607.1	XP_060437295.1
OG0003264	XP_045256606.1	XP_060437294.1
OG0003265	XP_045256604.1	XP_060437293.1
OG0003266	XP_045256562.1	XP_060437292.1
OG0003267	XP_045256564.1	XP_060437288.1
OG0003268	XP_045256565.1	XP_060437287.1
OG0003269	XP_045256566.1	XP_060437286.1
OG0003270	XP_045256570.1	XP_060437282.1
OG0003271	XP_045256574.1	XP_060437281.1
OG0003272	XP_045256571.1	XP_060437278.1
OG0003273	XP_045256572.1	XP_060437279.1
OG0003274	XP_045256972.1	XP_060437273.1
OG0003275	XP_045256580.1	XP_060437272.1
OG0003276	XP_045256582.1	XP_060437270.1
OG0003277	XP_045256586.1	XP_060437264.1
OG0003278	XP_045256587.1	XP_060437262.1
OG0003279	XP_045256591.1	XP_060437257.1
OG0003280	XP_045256592.1	XP_060437256.1
OG0003281	XP_045263007.1	XP_060437254.1
OG0003282	XP_045256596.1	XP_060437239.1
OG0003283	XP_045256558.1	XP_060437247.1
OG0003284	XP_045256559.1	XP_060437238.1
OG0003285	XP_045256560.1	XP_060437237.1
OG0003286	XP_045256474.1	XP_060437229.1
OG0003287	XP_045256475.1	XP_060437226.1
OG0003288	XP_045256477.1	XP_060437223.1
OG0003289	XP_045256478.1	XP_060437222.1
OG0003290	XP_045256480.1	XP_060437219.1
OG0003291	XP_045256482.1	XP_060437217.1
OG0003292	XP_045256483.1	XP_060437216.1
OG0003293	XP_045256484.1	XP_060437215.1
OG0003294	XP_045256485.1	XP_060437214.1
OG0003295	XP_045256487.1	XP_060437212.1
OG0003296	XP_045256488.1	XP_060437211.1
OG0003297	XP_045256489.1	XP_060437210.1
OG0003298	XP_045256490.1	XP_060437209.1
OG0003299	XP_045256491.1	XP_060437207.1
OG0003300	XP_045256492.1	XP_060437205.1
OG0003301	XP_045256493.1	XP_060437204.1
OG0003302	XP_045256496.1	XP_060437200.1
OG0003303	XP_045256497.1	XP_060437199.1
OG0003304	XP_045256498.1	XP_060437198.1
OG0003305	XP_045256503.1	XP_060437194.1
OG0003306	XP_045256504.1	XP_060437192.1
OG0003307	XP_045256388.1	XP_060437191.1
OG0003308	XP_045256365.1	XP_060437189.1
OG0003309	XP_045256366.1	XP_060437188.1
OG0003310	XP_045256368.1	XP_060437185.1
OG0003311	XP_045256369.1	XP_060437182.1
OG0003312	XP_045256370.1	XP_060437179.1
OG0003313	XP_045256373.1	XP_060437176.1
OG0003314	XP_045256372.1	XP_060437175.1
OG0003315	XP_045256371.1	XP_060437174.1
OG0003316	XP_045256375.1	XP_060437173.1
OG0003317	XP_045256376.1	XP_060437172.1
OG0003318	XP_045256377.1	XP_060437171.1
OG0003319	XP_045256378.1	XP_060437170.1
OG0003320	XP_045256379.1	XP_060437169.1
OG0003321	XP_045256381.1	XP_060437167.1
OG0003322	XP_045256382.1	XP_060437165.1
OG0003323	XP_045256383.1	XP_060437163.1
OG0003324	XP_045256384.1	XP_060437162.1
OG0003325	XP_045256385.1	XP_060437161.1
OG0003326	XP_045256358.1	XP_060437156.1
OG0003327	XP_045256354.1	XP_060437154.1
OG0003328	XP_045256353.1	XP_060437153.1
OG0003329	XP_045256344.1	XP_060437147.1
OG0003330	XP_045256345.1	XP_060437145.1
OG0003331	XP_045256360.1	XP_060437144.1
OG0003332	XP_045256361.1	XP_060437143.1
OG0003333	XP_045256362.1	XP_060437140.1
OG0003334	XP_045256363.1	XP_060437138.1
OG0003335	XP_045256364.1	XP_060437137.1
OG0003336	XP_045256340.1	XP_060437135.1
OG0003337	XP_045256339.1	XP_060437134.1
OG0003338	XP_045256338.1	XP_060437133.1
OG0003339	XP_045256337.1	XP_060437132.1
OG0003340	XP_045256336.1	XP_060437131.1
OG0003341	XP_045256334.1	XP_060437130.1
OG0003342	XP_045256333.1	XP_060437129.1
OG0003343	XP_045256332.1	XP_060437127.1
OG0003344	XP_045256331.1	XP_060437126.1
OG0003345	XP_045256330.1	XP_060437125.1
OG0003346	XP_045256552.1	XP_060437124.1
OG0003347	XP_045256553.1	XP_060437123.1
OG0003348	XP_045256556.1	XP_060437118.1
OG0003349	XP_045256469.1	XP_060437115.1
OG0003350	XP_045256466.1	XP_060437111.1
OG0003351	XP_045256465.1	XP_060437110.1
OG0003352	XP_045256464.1	XP_060437108.1
OG0003353	XP_045256463.1	XP_060437107.1
OG0003354	XP_045256462.1	XP_060437106.1
OG0003355	XP_045271313.1	XP_060437105.1
OG0003356	XP_045271315.1	XP_060437104.1
OG0003357	XP_045256456.1	XP_060437098.1
OG0003358	XP_045256460.1	XP_060437096.1
OG0003359	XP_045256459.1	XP_060437095.1
OG0003360	XP_045256458.1	XP_060437093.1
OG0003361	XP_045256449.1	XP_060437091.1
OG0003362	XP_045256448.1	XP_060437090.1
OG0003363	XP_045256397.1	XP_060437088.1
OG0003364	XP_045256396.1	XP_060437087.1
OG0003365	XP_045256395.1	XP_060437086.1
OG0003366	XP_045256399.1	XP_060437081.1
OG0003367	XP_045256400.1	XP_060437080.1
OG0003368	XP_045256401.1	XP_060437079.1
OG0003369	XP_045256402.1	XP_060437078.1
OG0003370	XP_045256403.1	XP_060437077.1
OG0003371	XP_045256404.1	XP_060437076.1
OG0003372	XP_045256408.1	XP_060437075.1
OG0003373	XP_045256409.1	XP_060437070.1
OG0003374	XP_045256410.1	XP_060437069.1
OG0003375	XP_045256411.1	XP_060437068.1
OG0003376	XP_045256412.1	XP_060437066.1
OG0003377	XP_045256413.1	XP_060437065.1
OG0003378	XP_045256414.1	XP_060437062.1
OG0003379	XP_045256415.1	XP_060437061.1
OG0003380	XP_045256416.1	XP_060437060.1
OG0003381	XP_045256419.1	XP_060437058.1
OG0003382	XP_045256420.1	XP_060437057.1
OG0003383	XP_045256421.1	XP_060437055.1
OG0003384	XP_045256422.1	XP_060437054.1
OG0003385	XP_045256424.1	XP_060437052.1
OG0003386	XP_045256425.1	XP_060437051.1
OG0003387	XP_045256427.1	XP_060437049.1
OG0003388	XP_045256428.1	XP_060437048.1
OG0003389	XP_045256429.1	XP_060437046.1
OG0003390	XP_045256431.1	XP_060437044.1
OG0003391	XP_045256433.1	XP_060437042.1
OG0003392	XP_045256436.1	XP_060437036.1
OG0003393	XP_045256437.1	XP_060437034.1
OG0003394	XP_045256438.1	XP_060437033.1
OG0003395	XP_045256439.1	XP_060437032.1
OG0003396	XP_045256440.1	XP_060437031.1
OG0003397	XP_045256442.1	XP_060437029.1
OG0003398	XP_045256392.1	XP_060437026.1
OG0003399	XP_045256391.1	XP_060437025.1
OG0003400	XP_045256390.1	XP_060437024.1
OG0003401	XP_045256506.1	XP_060437022.1
OG0003402	XP_045256507.1	XP_060437021.1
OG0003403	XP_045256508.1	XP_060437020.1
OG0003404	XP_045256510.1	XP_060437018.1
OG0003405	XP_045256514.1	XP_060437015.1
OG0003406	XP_045256515.1	XP_060437014.1
OG0003407	XP_045256516.1	XP_060437013.1
OG0003408	XP_045256517.1	XP_060437012.1
OG0003409	XP_045256518.1	XP_060437011.1
OG0003410	XP_045256519.1	XP_060437010.1
OG0003411	XP_045256520.1	XP_060437009.1
OG0003412	XP_045256521.1	XP_060437008.1
OG0003413	XP_045256522.1	XP_060437007.1
OG0003414	XP_045256524.1	XP_060437005.1
OG0003415	XP_045256525.1	XP_060437004.1
OG0003416	XP_045256527.1	XP_060437001.1
OG0003417	XP_045256528.1	XP_060437000.1
OG0003418	XP_045256529.1	XP_060436999.1
OG0003419	XP_045256530.1	XP_060436998.1
OG0003420	XP_045256532.1	XP_060436996.1
OG0003421	XP_045256533.1	XP_060436995.1
OG0003422	XP_045256535.1	XP_060436994.1
OG0003423	XP_045256536.1	XP_060436993.1
OG0003424	XP_045256537.1	XP_060436992.1
OG0003425	XP_045256538.1	XP_060436990.1
OG0003426	XP_045256539.1	XP_060436989.1
OG0003427	XP_045256540.1	XP_060436988.1
OG0003428	XP_045256541.1	XP_060436987.1
OG0003429	XP_045256544.1	XP_060436986.1
OG0003430	XP_045256545.1	XP_060436985.1
OG0003431	XP_045256546.1	XP_060436984.1
OG0003432	XP_045256547.1	XP_060436983.1
OG0003433	XP_045256549.1	XP_060436982.1
OG0003434	XP_045256550.1	XP_060436980.1
OG0003435	XP_045256551.1	XP_060436977.1
OG0003436	XP_045256328.1	XP_060436973.1
OG0003438	XP_045258940.1	XP_060425100.1
OG0003439	XP_045258943.1	XP_060425105.1
OG0003440	XP_045258939.1	XP_060425106.1
OG0003441	XP_045258938.1	XP_060425107.1
OG0003443	XP_045258934.1	XP_060425114.1
OG0003444	XP_045258931.1	XP_060425115.1
OG0003445	XP_045258930.1	XP_060425116.1
OG0003446	XP_045258929.1	XP_060425117.1
OG0003447	XP_045258928.1	XP_060425118.1
OG0003448	XP_045258926.1	XP_060425121.1
OG0003449	XP_045258927.1	XP_060425122.1
OG0003450	XP_045258922.1	XP_060425126.1
OG0003451	XP_045258920.1	XP_060425128.1
OG0003452	XP_045258919.1	XP_060425129.1
OG0003453	XP_045258924.1	XP_060425131.1
OG0003454	XP_045257573.1, XP_045267882.1	XP_060425134.1
OG0003455	XP_045257572.1, XP_045267883.1	XP_060425135.1
OG0003456	XP_045261332.1	XP_060425136.1
OG0003457	XP_045258885.1	XP_060425139.1
OG0003458	XP_045258884.1	XP_060425142.1
OG0003459	XP_045258883.1	XP_060425143.1
OG0003460	XP_045258882.1	XP_060425144.1
OG0003461	XP_045258877.1	XP_060425149.1
OG0003462	XP_045258834.1	XP_060422101.1
OG0003463	XP_045258835.1	XP_060422100.1
OG0003464	XP_045258837.1	XP_060422093.1
OG0003465	XP_045259645.1	XP_060428302.1
OG0003466	XP_045259646.1	XP_060428300.1
OG0003467	XP_045259647.1	XP_060428296.1
OG0003468	XP_045259649.1	XP_060428294.1
OG0003469	XP_045259650.1	XP_060428293.1
OG0003470	XP_045259652.1	XP_060428291.1
OG0003471	XP_045259654.1	XP_060428289.1
OG0003472	XP_045259655.1	XP_060428288.1
OG0003473	XP_045256095.1	XP_060428287.1
OG0003474	XP_045256097.1	XP_060428284.1
OG0003475	XP_045256098.1	XP_060428283.1
OG0003476	XP_045256100.1	XP_060428280.1
OG0003477	XP_045256101.1	XP_060428279.1
OG0003478	XP_045256102.1	XP_060428278.1
OG0003479	XP_045256103.1	XP_060428277.1
OG0003481	XP_045259631.1	XP_060424041.1
OG0003482	XP_045259632.1	XP_060424042.1
OG0003483	XP_045259634.1	XP_060424046.1
OG0003484	XP_045259635.1	XP_060424047.1
OG0003485	XP_045259636.1	XP_060424048.1
OG0003486	XP_045259669.1	XP_060424049.1
OG0003487	XP_045259668.1	XP_060424050.1
OG0003488	XP_045259667.1	XP_060424051.1
OG0003489	XP_045259666.1	XP_060424053.1
OG0003490	XP_045258798.1	XP_060433465.1
OG0003491	XP_045258797.1	XP_060433466.1
OG0003492	XP_045258796.1	XP_060433467.1
OG0003493	XP_045258794.1	XP_060433468.1
OG0003494	XP_045258793.1	XP_060433470.1
OG0003495	XP_045258792.1	XP_060433473.1
OG0003496	XP_045258791.1	XP_060433474.1
OG0003497	XP_045258790.1	XP_060433475.1
OG0003498	XP_045258789.1	XP_060433477.1
OG0003499	XP_045258788.1	XP_060433478.1
OG0003500	XP_045258787.1	XP_060433480.1
OG0003501	XP_045258785.1	XP_060433482.1
OG0003502	XP_045258784.1	XP_060433483.1
OG0003503	XP_045258783.1	XP_060433484.1
OG0003504	XP_045258782.1	XP_060433486.1
OG0003505	XP_045258781.1	XP_060433487.1
OG0003506	XP_045258779.1	XP_060433489.1
OG0003507	XP_045259702.1	XP_060433492.1
OG0003508	XP_045258776.1	XP_060433495.1
OG0003509	XP_045258774.1	XP_060433498.1
OG0003510	XP_045258771.1	XP_060433501.1
OG0003511	XP_045258770.1	XP_060433502.1
OG0003512	XP_045258768.1	XP_060433505.1
OG0003513	XP_045258767.1	XP_060433506.1
OG0003514	XP_045258765.1	XP_060433507.1
OG0003515	XP_045258764.1	XP_060433508.1
OG0003516	XP_045258763.1	XP_060433509.1
OG0003517	XP_045258761.1	XP_060433513.1
OG0003518	XP_045258759.1	XP_060433515.1
OG0003519	XP_045258756.1	XP_060433516.1
OG0003520	XP_045258758.1	XP_060433519.1
OG0003521	XP_045258755.1	XP_060433520.1
OG0003522	XP_045258754.1	XP_060433521.1
OG0003523	XP_045258753.1	XP_060433522.1
OG0003524	XP_045258752.1	XP_060433523.1
OG0003525	XP_045258751.1	XP_060433524.1
OG0003526	XP_045258749.1	XP_060433525.1
OG0003527	XP_045258748.1	XP_060433526.1
OG0003528	XP_045258747.1	XP_060433527.1
OG0003529	XP_045258744.1	XP_060433530.1
OG0003530	XP_045258718.1	XP_060433536.1
OG0003531	XP_045258719.1	XP_060433537.1
OG0003532	XP_045258722.1	XP_060433540.1
OG0003533	XP_045258724.1	XP_060433542.1
OG0003534	XP_045258725.1	XP_060433543.1
OG0003535	XP_045258726.1	XP_060433544.1
OG0003536	XP_045258727.1	XP_060433545.1
OG0003537	XP_045258729.1	XP_060433547.1
OG0003538	XP_045258731.1	XP_060433550.1
OG0003539	XP_045258732.1	XP_060433551.1
OG0003540	XP_045258733.1	XP_060433552.1
OG0003541	XP_045259327.1	XP_060431259.1
OG0003542	XP_045259326.1	XP_060431258.1
OG0003543	XP_045259325.1	XP_060431257.1
OG0003544	XP_045259310.1	XP_060431255.1
OG0003545	XP_045259312.1	XP_060431252.1
OG0003546	XP_045259313.1	XP_060431251.1
OG0003547	XP_045259314.1	XP_060431250.1
OG0003548	XP_045259315.1	XP_060431249.1
OG0003549	XP_045259317.1	XP_060431246.1
OG0003550	XP_045259318.1	XP_060431245.1
OG0003551	XP_045259319.1	XP_060431244.1
OG0003552	XP_045259320.1	XP_060431241.1
OG0003553	XP_045259321.1	XP_060431240.1
OG0003554	XP_045259324.1	XP_060431238.1
OG0003555	XP_045259323.1	XP_060431237.1
OG0003556	XP_045259322.1	XP_060431236.1
OG0003557	XP_045259307.1	XP_060431232.1
OG0003558	XP_045259302.1	XP_060431228.1
OG0003559	XP_045259300.1	XP_060431226.1
OG0003560	XP_045259299.1	XP_060431225.1
OG0003561	XP_045259298.1	XP_060431223.1
OG0003562	XP_045259297.1	XP_060431220.1
OG0003563	XP_045259296.1	XP_060431219.1
OG0003564	XP_045259295.1	XP_060431218.1
OG0003565	XP_045259294.1	XP_060431217.1
OG0003566	XP_045259293.1	XP_060431216.1
OG0003567	XP_045259292.1	XP_060431215.1
OG0003568	XP_045259291.1	XP_060431214.1
OG0003569	XP_045259290.1	XP_060431213.1
OG0003570	XP_045259289.1	XP_060431212.1
OG0003572	XP_045259286.1	XP_060431211.1
OG0003573	XP_045259282.1	XP_060431207.1
OG0003574	XP_045269122.1	XP_060431209.1
OG0003575	XP_045259281.1	XP_060431205.1
OG0003576	XP_045259271.1	XP_060431198.1
OG0003577	XP_045267037.1	XP_060431197.1
OG0003578	XP_045259268.1	XP_060431195.1
OG0003579	XP_045264530.1	XP_060436578.1
OG0003580	XP_045264529.1	XP_060436580.1
OG0003581	XP_045264528.1	XP_060436581.1
OG0003582	XP_045264527.1	XP_060436582.1
OG0003583	XP_045264524.1	XP_060436584.1
OG0003584	XP_045264521.1	XP_060436585.1
OG0003585	XP_045264522.1	XP_060436587.1
OG0003586	XP_045264523.1	XP_060436588.1
OG0003587	XP_045264515.1	XP_060436598.1
OG0003588	XP_045266628.1	XP_060436607.1
OG0003589	XP_045266630.1	XP_060436608.1
OG0003590	XP_045264503.1	XP_060436609.1
OG0003591	XP_045264504.1	XP_060436610.1
OG0003592	XP_045264505.1	XP_060436611.1
OG0003593	XP_045264506.1	XP_060436612.1
OG0003594	XP_045264507.1	XP_060436613.1
OG0003595	XP_045266621.1	XP_060436617.1
OG0003596	XP_045266619.1	XP_060436618.1
OG0003597	XP_045266597.1	XP_060436631.1
OG0003598	XP_045266598.1	XP_060436632.1
OG0003599	XP_045266599.1	XP_060436635.1
OG0003600	XP_045266600.1	XP_060436636.1
OG0003601	XP_045266604.1	XP_060436637.1
OG0003602	XP_045266605.1	XP_060436638.1
OG0003603	XP_045266608.1	XP_060436645.1
OG0003604	XP_045259890.1	XP_060436649.1
OG0003605	XP_045266587.1	XP_060436652.1
OG0003606	XP_045266588.1	XP_060436653.1
OG0003607	XP_045266589.1	XP_060436654.1
OG0003608	XP_045266591.1	XP_060436656.1
OG0003609	XP_045266592.1	XP_060436657.1
OG0003610	XP_045266593.1	XP_060436658.1
OG0003611	XP_045266594.1	XP_060436660.1
OG0003612	XP_045261709.1	XP_060436661.1
OG0003614	XP_045266578.1	XP_060436665.1
OG0003615	XP_045266569.1	XP_060436669.1
OG0003616	XP_045266567.1	XP_060436674.1
OG0003617	XP_045266566.1	XP_060436675.1
OG0003618	XP_045266565.1	XP_060436677.1
OG0003619	XP_045266564.1	XP_060436678.1
OG0003620	XP_045266563.1	XP_060436679.1
OG0003621	XP_045270724.1	XP_060435495.1
OG0003622	XP_045270723.1	XP_060435494.1
OG0003623	XP_045270722.1	XP_060435493.1
OG0003624	XP_045270721.1	XP_060435491.1
OG0003625	XP_045270720.1	XP_060435490.1
OG0003626	XP_045270719.1	XP_060435489.1
OG0003627	XP_045270717.1	XP_060435487.1
OG0003628	XP_045270714.1	XP_060435482.1
OG0003629	XP_045270713.1	XP_060435481.1
OG0003630	XP_045270712.1	XP_060435480.1
OG0003631	XP_045270711.1	XP_060435479.1
OG0003632	XP_045270710.1	XP_060435478.1
