Orthogroup	Colletotrichum_gloeosporioides	Colletotrichum_truncatum
OG0000836	XP_045267612.1, XP_045264981.1	XP_036582405.1
OG0000837	XP_045261695.1, XP_045266069.1	XP_036586511.1
OG0000838	XP_045270970.1	XP_036588166.1
OG0000839	XP_045263217.1, XP_045266448.1	XP_070061366.1
OG0000840	XP_045258816.1, XP_045270879.1	XP_036588092.1
OG0000842	XP_045261246.1, XP_045258445.1	XP_036581858.1
OG0000843	XP_045261284.1	XP_070061490.1, XP_070061492.1
OG0000846	XP_045266895.1	XP_036574422.1, XP_036581827.1, XP_036579352.1, XP_036586814.1
OG0000847	XP_045261335.1	XP_036584379.1, XP_036580780.1
OG0000848	XP_045261378.1	XP_036577702.1, XP_036580798.1
OG0000849	XP_045263015.1	XP_036577813.1
OG0000850	XP_045271058.1, XP_045271057.1	XP_036577010.1
OG0000851	XP_045256894.1	XP_036588233.1
OG0000852	XP_045270201.1	XP_036583107.1
OG0000852	XP_045270202.1	XP_036583811.1
OG0000853	XP_045261173.1	XP_036575167.1
OG0000853	XP_045257988.1	XP_036581246.1
OG0000854	XP_045257915.1	XP_036581285.1
OG0000855	XP_045269198.1	XP_036575651.1
OG0000856	XP_045257611.1, XP_045269197.1	XP_036575650.1
OG0000857	XP_045267110.1	XP_036577350.1
OG0000860	XP_045266478.1, XP_045260023.1	XP_036580403.1
OG0000861	XP_045256589.1, XP_045256588.1	XP_036588788.1
OG0000862	XP_045259788.1	XP_036584128.1
OG0000864	XP_045261139.1	XP_036574634.1
OG0000865	XP_045262933.1	XP_036576009.1
OG0000866	XP_045269719.1, XP_045262323.1	XP_070061073.1
OG0000868	XP_045267232.1	XP_070060477.1
OG0000869	XP_045257007.1	XP_036574380.2
OG0000870	XP_045263745.1, XP_045268670.1	XP_036574359.1
OG0000871	XP_045259309.1, XP_045268720.1	XP_070060516.1
OG0000872	XP_045268753.1	XP_036575287.1
OG0000873	XP_045261989.1	XP_036574270.1
OG0000874	XP_045259033.1	XP_036582232.1
OG0000875	XP_045269513.1	XP_070061043.1
OG0000876	XP_045257562.1, XP_045256126.1	XP_036574339.1
OG0000877	XP_045263194.1, XP_045256318.1	XP_036586597.1
OG0000878	XP_045269774.1	XP_070060917.1
OG0000879	XP_045269438.1, XP_045265068.1	XP_036575574.1
OG0000880	XP_045261940.1, XP_045259028.1	XP_036582228.1
OG0000881	XP_045258965.1	XP_036584460.1
OG0000882	XP_045269780.1, XP_045258976.1	XP_036582193.1
OG0000883	XP_045257521.1, XP_045257319.1	XP_036575454.1
OG0000884	XP_045256763.1	XP_070061085.1
OG0000885	XP_045266184.1	XP_036576064.1
OG0000886	XP_045266120.1	XP_036577304.1
OG0000887	XP_045269287.1	XP_036587110.1
OG0000889	XP_045270011.1, XP_045266014.1	XP_036586464.1
OG0000890	XP_045261156.1, XP_045259285.1	XP_070060739.1
OG0000891	XP_045257123.1, XP_045260413.1	XP_036578089.1
OG0000892	XP_045269364.1	XP_036587026.1, XP_036587027.1
OG0000893	XP_045269275.1	XP_036586980.1
OG0000894	XP_045262024.1, XP_045264844.1	XP_036581806.1
OG0000895	XP_045263400.1	XP_036582016.1
OG0000896	XP_045268375.1, XP_045268373.1, XP_045268374.1	XP_036589351.1
OG0000897	XP_045268280.1	XP_036589452.2, XP_070062273.1
OG0000898	XP_045265109.1	XP_036574784.1
OG0000900	XP_045268628.1	XP_036575411.1
OG0000901	XP_045271140.1	XP_036581013.1
OG0000903	XP_045264634.1	XP_036580935.1
OG0000903	XP_045258150.1	XP_036589063.1
OG0000904	XP_045264666.1	XP_036577182.1, XP_036577346.1, XP_036576817.1
OG0000905	XP_045265184.1, XP_045265185.1	XP_036579511.1
OG0000907	XP_045261205.1, XP_045269710.1	XP_036578795.1
OG0000908	XP_045261204.1, XP_045269709.1	XP_036578794.1
OG0000909	XP_045266879.1	XP_036576561.1, XP_036584593.1, XP_036589986.1, XP_036586793.1
OG0000911	XP_045261720.1	XP_036578586.1, XP_036589845.1, XP_036576877.1, XP_036577124.1, XP_036581091.1
OG0000913	XP_045267302.1, XP_045265012.1, XP_045258294.1	XP_036574964.1, XP_036575812.1, XP_070059767.1, XP_036577799.1, XP_070059776.1
OG0000916	XP_045265999.1, XP_045259107.1	XP_036577938.1
OG0000916	XP_045259920.1	XP_036576673.1
OG0000918	XP_045256911.1	XP_036575242.2, XP_070060876.1
OG0000918	XP_045258428.1	XP_036577675.1
OG0000919	XP_045266480.1, XP_045263784.1, XP_045263783.1	XP_036578653.1
OG0000921	XP_045258651.1	XP_036587739.1
OG0000922	XP_045264205.1	XP_036574278.1
OG0000923	XP_045256121.1, XP_045260615.1	XP_036588038.1
OG0000924	XP_045259525.1	XP_036579848.1
OG0000925	XP_045265462.1	XP_036578265.1
OG0000928	XP_045268744.1	XP_036575296.2
OG0000929	XP_045264699.1	XP_036576859.1
OG0000931	XP_045270804.1	XP_070062593.1
OG0000932	XP_045263235.1	XP_036578113.1
OG0000934	XP_045258964.1	XP_036578570.1, XP_036583671.2
OG0000935	XP_045267290.1	XP_036576178.1
OG0000936	XP_045262521.1	XP_036585708.2
OG0000937	XP_045270097.1	XP_036579930.1
OG0000938	XP_045268903.1	XP_036579068.1
OG0000938	XP_045262990.1	XP_070059989.1
OG0000939	XP_045265775.1	XP_070061727.1
OG0000940	XP_045262663.1	XP_036580545.2
OG0000941	XP_045263173.1	XP_036575873.1
OG0000943	XP_045265741.1	XP_036583156.1
OG0000944	XP_045265080.1	XP_036586374.1
OG0000945	XP_045257427.1	XP_036583111.1
OG0000946	XP_045260345.1	XP_036581097.1
OG0000949	XP_045270104.1	XP_036581802.1
OG0000951	XP_045271115.1	XP_036576966.1
OG0000952	XP_045262108.1	XP_036581125.1
OG0000953	XP_045261254.1, XP_045257745.1	XP_036581780.1
OG0000957	XP_045270837.1	XP_036576357.1
OG0000958	XP_045269664.1, XP_045266381.1	XP_070059899.1
OG0000959	XP_045267597.1	XP_036577162.2
OG0000960	XP_045267591.1	XP_036588508.1, XP_036574554.1, XP_036577158.1
OG0000961	XP_045256816.1	XP_036589989.1
OG0000962	XP_045256948.1	XP_036581644.1
OG0000963	XP_045257205.1	XP_036587249.1
OG0000963	XP_045257202.1	XP_036587248.1
OG0000964	XP_045257189.1	XP_036586271.1, XP_036576954.1, XP_036587239.2
OG0000965	XP_045268646.1, XP_045256968.1	XP_036581682.1
OG0000967	XP_045256120.1	XP_036585652.1
OG0000969	XP_045256583.1	XP_036586270.2, XP_036576963.1, XP_036588795.2
OG0000970	XP_045267006.1	XP_070060371.1
OG0000971	XP_045256597.1	XP_036588778.1
OG0000972	XP_045256595.1	XP_036588782.2
OG0000974	XP_045264171.1	XP_036582583.1
OG0000975	XP_045256513.1	XP_036589007.2
OG0000976	XP_045258937.1	XP_036578561.1
OG0000977	XP_045258921.1	XP_036578546.1
OG0000978	XP_045258875.1	XP_036578524.1
OG0000979	XP_045258838.1	XP_036578502.1
OG0000980	XP_045258745.1	XP_036585971.1, XP_036576315.1
OG0000981	XP_045258728.1	XP_036585952.1
OG0000982	XP_045267753.1	XP_036589792.1, XP_070061718.1, XP_036577117.1
OG0000982	XP_045267871.1	XP_036581377.1
OG0000983	XP_045264516.1	XP_036574642.1
OG0000985	XP_045269655.1, XP_045266607.1	XP_070061332.1
OG0000986	XP_045270703.1	XP_036588255.1
OG0000988	XP_045263123.1	XP_036577109.1, XP_036577892.1
OG0000989	XP_045256652.1, XP_045262162.1	XP_036583423.1
OG0000990	XP_045262137.1, XP_045262138.1	XP_070061224.1
OG0000991	XP_045256859.1	XP_070062345.1
OG0000992	XP_045261526.1	XP_036576520.1
OG0000993	XP_045258339.1	XP_036581822.1
OG0000994	XP_045268767.1, XP_045264412.1	XP_036577973.1
OG0000995	XP_045265940.1	XP_036587385.1
OG0000996	XP_045261916.1	XP_036575062.1, XP_070060476.1, XP_036587262.1
OG0000997	XP_045264233.1	XP_036575054.2
OG0000999	XP_045264952.1	XP_036582439.1
OG0001000	XP_045261706.1	XP_036576441.1
OG0001002	XP_045269407.1, XP_045264882.1	XP_036582492.1
OG0001003	XP_045265839.1	XP_070060991.1
OG0001004	XP_045265876.1	XP_036587452.1
OG0001006	XP_045261031.1	XP_036586324.1
OG0001007	XP_045260938.1	XP_036583827.1, XP_036586213.1
OG0001010	XP_045263256.1	XP_036586526.1
OG0001010	XP_045257574.1	XP_036588712.1
OG0001011	XP_045263729.1	XP_036578702.1
OG0001012	XP_045268971.1	XP_036586326.1, XP_036576220.1, XP_036582590.1
OG0001013	XP_045268939.1	XP_036578188.1
OG0001014	XP_045259213.1	XP_036576243.1
OG0001015	XP_045258305.1	XP_036581444.2
OG0001016	XP_045265780.1	XP_036585184.1
OG0001017	XP_045257354.1	XP_036574701.1
OG0001018	XP_045266920.1	XP_036584748.1
OG0001020	XP_045267048.1	XP_036586901.1
OG0001021	XP_045260633.1, XP_045267120.1	XP_036577343.1
OG0001022	XP_045257625.1, XP_045257626.1	XP_036588669.1
OG0001024	XP_045261450.1	XP_036580876.1
OG0001025	XP_045261849.1	XP_036576706.1
OG0001027	XP_045271292.1	XP_036576356.1
OG0001027	XP_045264181.1	XP_036579830.1
OG0001028	XP_045263470.1	XP_036582085.1
OG0001029	XP_045264165.1	XP_036582594.1
OG0001029	XP_045267193.1	XP_036575387.1
OG0001030	XP_045260143.1	XP_036579718.1
OG0001031	XP_045262887.1	XP_036581286.1, XP_036585480.1, XP_036584539.1
OG0001032	XP_045267417.1	XP_036582240.1, XP_036581755.1, XP_070060931.1
OG0001033	XP_045260072.1	XP_036583933.1, XP_036574325.1
OG0001034	XP_045267068.1, XP_045270188.1	XP_036583919.1
OG0001035	XP_045267067.1, XP_045270189.1	XP_070061602.1
OG0001036	XP_045267132.1, XP_045270264.1, XP_045267131.1	XP_036583993.1
OG0001037	XP_045270268.1	XP_070061580.1
OG0001038	XP_045260736.1	XP_070060820.1
OG0001039	XP_045270137.1	XP_036579906.1
OG0001039	XP_045267336.1	XP_036587350.1
OG0001040	XP_045262982.1, XP_045262983.1, XP_045266412.1	XP_036589205.1
OG0001041	XP_045264729.1	XP_036580183.1
OG0001042	XP_045260001.1	XP_070060061.1
OG0001043	XP_045260451.1	XP_070061831.1
OG0001044	XP_045265485.1	XP_070061830.1
OG0001047	XP_045259875.1	XP_070060437.1
OG0001048	XP_045267318.1	XP_036588496.1, XP_036576602.1
OG0001049	XP_045256709.1	XP_036586284.1, XP_036581230.1, XP_036577192.1
OG0001050	XP_045267179.1	XP_070060566.1
OG0001051	XP_045266684.1	XP_070060618.1, XP_070060617.1, XP_036584917.2
OG0001052	XP_045266701.1, XP_045268016.1	XP_036584937.1
OG0001053	XP_045267599.1, XP_045261166.1, XP_045266747.1	XP_070062219.1
OG0001054	XP_045269007.1, XP_045265778.1	XP_036583848.2
OG0001055	XP_045261545.1	XP_070062043.1
OG0001056	XP_045261592.1	XP_036586116.2
OG0001057	XP_045267004.1	XP_036580089.1
OG0001058	XP_045261694.1, XP_045258475.1	XP_036576434.1
OG0001059	XP_045270972.1	XP_036588172.2
OG0001061	XP_045257771.1	XP_036582140.2
OG0001062	XP_045260617.1	XP_036588040.1
OG0001063	XP_045260159.1	XP_036579735.1
OG0001064	XP_045257772.1, XP_045270825.1	XP_036575671.1
OG0001066	XP_045269539.1, XP_045256725.1	XP_036576484.1
OG0001067	XP_045263028.1	XP_036580038.1, XP_036577804.1
OG0001068	XP_045267889.1	XP_036589773.1
OG0001069	XP_045259062.1	XP_036582275.1
OG0001072	XP_045259228.1, XP_045269181.1	XP_036575645.1
OG0001074	XP_045269160.1	XP_036581133.1
OG0001075	XP_045258525.1	XP_070061147.1
OG0001076	XP_045259195.1, XP_045256992.1	XP_036574375.1
OG0001077	XP_045270145.1	XP_036579897.1
OG0001078	XP_045265996.1	XP_036579098.1, XP_036583805.1
OG0001080	XP_045259961.1	XP_070060054.1
OG0001081	XP_045259968.1	XP_036580329.1
OG0001082	XP_045260507.1, XP_045259936.1, XP_045270139.1, XP_045267099.1, XP_045259935.1	XP_036580324.1
OG0001083	XP_045263148.1	XP_036577925.2
OG0001084	XP_045259786.1, XP_045260509.1	XP_036584141.2
OG0001085	XP_045262094.1	XP_036587600.1
OG0001086	XP_045262089.1, XP_045262292.1	XP_036587606.1
OG0001087	XP_045262020.1	XP_036582701.1, XP_036587677.1
OG0001088	XP_045267792.1	XP_036587187.2, XP_036583649.1
OG0001089	XP_045269856.1	XP_036584835.1
OG0001090	XP_045263154.1	XP_036579514.2
OG0001091	XP_045267631.1	XP_070059836.1, XP_036577175.2
OG0001092	XP_045267628.1	XP_036575138.1
OG0001093	XP_045265455.1	XP_036574975.1
OG0001094	XP_045270368.1	XP_036578436.1
OG0001096	XP_045269301.1	XP_036587100.1
OG0001097	XP_045267209.1	XP_036575981.1
OG0001098	XP_045267201.1	XP_036579037.1, XP_036575986.1, XP_036575987.1
OG0001099	XP_045267570.1	XP_036576491.1, XP_036576492.1, XP_036582722.1
OG0001100	XP_045256293.1	XP_070061388.1
OG0001101	XP_045260814.1	XP_036587810.1
OG0001102	XP_045271185.1	XP_036574492.2
OG0001104	XP_045268591.1	XP_036585055.2
OG0001105	XP_045268915.1	XP_036578170.1
OG0001106	XP_045258474.1, XP_045269522.1	XP_036574632.1
OG0001107	XP_045269475.1	XP_036574453.1
OG0001109	XP_045265086.1	XP_036575539.1
OG0001111	XP_045264384.1	XP_036587746.1, XP_036578935.1, XP_036578001.1
OG0001112	XP_045267138.1, XP_045259005.1	XP_036582223.1
OG0001113	XP_045257802.1, XP_045257801.1	XP_036582172.1
OG0001114	XP_045260592.1, XP_045267064.1	XP_036586818.1
OG0001115	XP_045257737.1	XP_036585289.1
OG0001117	XP_045256761.1	XP_036575142.1
OG0001118	XP_045268659.1, XP_045266217.1	XP_036576110.1
OG0001120	XP_045266139.1	XP_036577312.2
OG0001121	XP_045266042.1	XP_036586499.1
OG0001122	XP_045266040.1, XP_045261059.1	XP_036579082.1, XP_036586497.1
OG0001123	XP_045266038.1	XP_036586496.1
OG0001125	XP_045266017.1	XP_036586467.1
OG0001127	XP_045262467.1, XP_045262465.1, XP_045262466.1	XP_036587213.1
OG0001128	XP_045267298.1	XP_036574736.2
OG0001128	XP_045269424.1	XP_036587145.1
OG0001129	XP_045258359.1	XP_036577621.1
OG0001130	XP_045263307.1	XP_036581968.1
OG0001131	XP_045265481.1	XP_070060126.1
OG0001132	XP_045263492.1	XP_036582097.1, XP_070059850.1, XP_070059851.1
OG0001133	XP_045263486.1	XP_036582103.1
OG0001136	XP_045268224.1	XP_036589486.1
OG0001137	XP_045267929.1	XP_036589732.1
OG0001139	XP_045265533.1	XP_070060122.1
OG0001140	XP_045260273.1, XP_045259060.1	XP_036582276.2
OG0001141	XP_045263383.1	XP_036577225.1
OG0001142	XP_045260227.1	XP_036582346.1
OG0001143	XP_045256157.1	XP_070061233.1
OG0001144	XP_045264608.1	XP_036580963.1
OG0001145	XP_045257103.1	XP_036578785.1
OG0001145	XP_045264693.1	XP_070061888.1
OG0001146	XP_045267935.1	XP_036589724.1
OG0001147	XP_045259928.1, XP_045269843.1	XP_036584849.1
OG0001148	XP_045265639.1	XP_070060093.1
OG0001149	XP_045265464.1, XP_045257668.1	XP_070060128.1
OG0001150	XP_045265342.1	XP_036575349.2
OG0001151	XP_045258299.1, XP_045258167.1	XP_036584563.1
OG0001153	XP_045266831.1	XP_036580316.1, XP_036589111.1, XP_036586733.1
OG0001156	XP_045263283.1, XP_045260270.1	XP_036583593.1
OG0001158	XP_045267683.1	XP_036576008.2
OG0001160	XP_045256444.1	XP_036588903.2
OG0001162	XP_045268606.1, XP_045261758.1	XP_036582563.1
OG0001163	XP_045263282.1	XP_036589884.1
OG0001163	XP_045258129.1	XP_070061802.1
OG0001165	XP_045256554.1	XP_036588833.2
OG0001169	XP_045270100.1, XP_045270101.1	XP_036581958.2
OG0001169	XP_045271019.1	XP_036581103.1
OG0001172	XP_045270235.1	XP_036583874.2
OG0001172	XP_045267679.1	XP_036577209.1
OG0001173	XP_045268890.1	XP_070060077.1
OG0001173	XP_045268115.1	XP_036578953.2
OG0001174	XP_045264557.1, XP_045263064.1	XP_036577402.1
OG0001175	XP_045263312.1, XP_045257009.1	XP_036574381.1
OG0001176	XP_045267481.1, XP_045259549.1	XP_070061612.1
OG0001177	XP_045263228.1	XP_036586574.1
OG0001177	XP_045260913.1	XP_036586188.1
OG0001178	XP_045264210.1, XP_045260206.1	XP_036585425.1
OG0001179	XP_045258456.1	XP_036581868.2
OG0001182	XP_045261931.1	XP_070062655.1
OG0001182	XP_045260163.1	XP_036587718.1
OG0001189	XP_045260963.1	XP_036586231.1
OG0001190	XP_045261066.1	XP_036586352.1, XP_036575211.1
OG0001191	XP_045261065.1	XP_036586351.1, XP_036579089.1
OG0001193	XP_045266363.1	XP_036582523.1, XP_036589163.1
OG0001194	XP_045256569.1	XP_036588813.1
OG0001196	XP_045270798.1	XP_036575672.1, XP_036588348.1
OG0001197	XP_045257579.1	XP_036588693.1
OG0001198	XP_045265006.1, XP_045266286.1	XP_036588376.1
OG0001199	XP_045268941.1	XP_036588420.1, XP_036579713.1
OG0001200	XP_045266319.1	XP_036588416.1
OG0001201	XP_045264998.1, XP_045266322.1	XP_036588413.1
OG0001202	XP_045266332.1	XP_036588431.2
OG0001203	XP_045271200.1, XP_045266335.1	XP_070062604.1
OG0001204	XP_045266329.1	XP_036588425.1
OG0001205	XP_045262379.1	XP_036588486.1
OG0001206	XP_045257654.1	XP_036588665.1
OG0001207	XP_045257667.1	XP_036588631.1
OG0001208	XP_045265971.1, XP_045265970.1	XP_036586445.1
OG0001209	XP_045264316.1	XP_036579042.1
OG0001210	XP_045264318.1	XP_036579044.1
OG0001211	XP_045257916.1	XP_070060628.1
OG0001212	XP_045257252.1	XP_036586354.1
OG0001213	XP_045262518.1	XP_036585705.1
OG0001214	XP_045266610.1	XP_036578964.1
OG0001216	XP_045263925.1	XP_036585208.1
OG0001217	XP_045263924.1	XP_036585207.1
OG0001218	XP_045264651.1, XP_045266360.1	XP_036588139.1
OG0001220	XP_045271212.1	XP_036580670.1
OG0001221	XP_045270953.1	XP_036588153.1
OG0001223	XP_045262694.1	XP_070061686.1
OG0001224	XP_045270734.1	XP_036588287.1
OG0001225	XP_045256810.1, XP_045261548.1	XP_070062041.1
OG0001226	XP_045256217.1	XP_070061380.1
OG0001227	XP_045264537.1	XP_070061322.1
OG0001228	XP_045264565.1	XP_036575269.1
OG0001229	XP_045269915.1	XP_036584772.1
OG0001230	XP_045262750.1	XP_036585624.1
OG0001231	XP_045268658.1, XP_045260645.1	XP_036587980.1
OG0001232	XP_045256288.1	XP_036589101.1
OG0001233	XP_045256227.1	XP_036589138.1
OG0001234	XP_045257042.1	XP_036578715.1
OG0001236	XP_045265748.1	XP_036583148.1
OG0001237	XP_045265760.1	XP_036583121.1
OG0001238	XP_045257437.1	XP_036583118.1
OG0001240	XP_045257875.1	XP_036581297.1
OG0001242	XP_045260332.1	XP_036587743.1, XP_036581090.1
OG0001243	XP_045271042.1	XP_036575602.1
OG0001244	XP_045264499.1	XP_036577153.1, XP_036578099.1
OG0001245	XP_045260935.1	XP_036582752.2
OG0001248	XP_045271065.1	XP_036580113.1, XP_036577001.1
OG0001249	XP_045271099.1	XP_036576971.1
OG0001250	XP_045264410.1	XP_070060966.1
OG0001251	XP_045264409.1	XP_036577977.1
OG0001252	XP_045259376.1	XP_070062113.1
OG0001255	XP_045271187.1, XP_045259358.1	XP_036576941.2
OG0001256	XP_045271114.1	XP_036576967.1
OG0001257	XP_045270083.1	XP_036579936.1
OG0001258	XP_045270069.1	XP_036579970.1
OG0001259	XP_045270060.1	XP_036577917.1, XP_036579967.1
OG0001260	XP_045270057.1	XP_036579956.1
OG0001262	XP_045269971.1	XP_036580043.1
OG0001263	XP_045263969.1, XP_045266897.1	XP_036581384.1
OG0001264	XP_045256204.1	XP_036589153.1
OG0001265	XP_045256198.1	XP_036589159.1
OG0001267	XP_045269946.1, XP_045269947.1	XP_036584746.1
OG0001268	XP_045269645.1	XP_036581548.1
OG0001269	XP_045269656.1	XP_036581538.1
OG0001270	XP_045269657.1	XP_070060897.1
OG0001272	XP_045258219.1, XP_045260981.1	XP_070060900.1
OG0001273	XP_045259202.1, XP_045269682.1	XP_070060902.1
OG0001274	XP_045270039.1	XP_070060603.1
OG0001275	XP_045267471.1, XP_045257265.1	XP_036587322.1
OG0001276	XP_045262348.1	XP_036576114.1, XP_070060472.1
OG0001277	XP_045257725.1	XP_036576653.1, XP_036577324.1, XP_036576742.1
OG0001278	XP_045257247.1	XP_036587294.1
OG0001279	XP_045257250.1	XP_036576316.1, XP_036587304.1
OG0001280	XP_045260574.1	XP_036580169.2
OG0001281	XP_045256783.1	XP_070061451.1
OG0001283	XP_045256585.1	XP_036588792.1
OG0001284	XP_045256499.1	XP_036588998.1
OG0001285	XP_045256356.1	XP_036588860.1
OG0001286	XP_045271314.1	XP_036579840.1
OG0001287	XP_045260545.1	XP_036575510.1, XP_070061516.1
OG0001288	XP_045256407.1	XP_036588940.1
OG0001290	XP_045258933.1	XP_036578563.1
OG0001291	XP_045258780.1	XP_036586006.1
OG0001292	XP_045258775.1	XP_036586001.1
OG0001293	XP_045258743.1	XP_036585969.1
OG0001294	XP_045258730.1	XP_036581469.1, XP_036585954.2
OG0001295	XP_045266253.1	XP_036581364.1
OG0001296	XP_045259332.1	XP_036575882.1, XP_070061870.1
OG0001297	XP_045259316.1	XP_036575433.1, XP_036575866.1
OG0001298	XP_045259287.1	XP_036580467.1, XP_036576291.1
OG0001299	XP_045267744.1	XP_070060188.1
OG0001300	XP_045267509.1	XP_036582789.1
OG0001302	XP_045263068.1	XP_036577837.1
OG0001303	XP_045262159.1	XP_036583420.2
OG0001304	XP_045265975.1, XP_045262302.1	XP_070062340.1
OG0001305	XP_045262273.1	XP_036589867.1
OG0001306	XP_045259185.1	XP_036584496.1, XP_036584387.1
OG0001307	XP_045269111.1	XP_070062178.1
OG0001308	XP_045269069.1	XP_036579311.1, XP_036577052.1
OG0001309	XP_045269066.1	XP_036577046.1
OG0001310	XP_045269044.1	XP_036581610.1
OG0001311	XP_045262103.1, XP_045269041.1	XP_036577021.2
OG0001312	XP_045261982.1	XP_036583666.2
OG0001313	XP_045264413.1	XP_036577972.1
OG0001314	XP_045264414.1	XP_036577971.1
OG0001315	XP_045264283.1	XP_036579006.1
OG0001316	XP_045269134.1	XP_036576278.1
OG0001317	XP_045264243.1	XP_036587264.1, XP_036575065.1
OG0001318	XP_045264212.1	XP_036582623.1
OG0001319	XP_045264196.1	XP_036582615.1
OG0001320	XP_045264191.1	XP_070060036.1, XP_036582608.1
OG0001321	XP_045267082.1, XP_045256618.1	XP_036582549.1
OG0001322	XP_045264833.1	XP_036582539.1
OG0001323	XP_045257144.1	XP_036587182.1, XP_036582014.1
OG0001324	XP_045261162.1	XP_036585321.2
OG0001325	XP_045264909.1	XP_036582471.1
OG0001326	XP_045268854.1	XP_036581754.1, XP_036578110.1
OG0001327	XP_045257469.1	XP_036581192.2
OG0001328	XP_045264980.1	XP_036580427.1, XP_036582406.1
OG0001329	XP_045264987.1	XP_070061162.1
OG0001330	XP_045264798.1, XP_045262877.1	XP_036585489.2
OG0001331	XP_045257699.1	XP_070061638.1
OG0001332	XP_045262864.1	XP_036585501.2
OG0001333	XP_045262857.1	XP_036585508.1
OG0001334	XP_045262818.1	XP_036588013.2, XP_036585556.1
OG0001335	XP_045262805.1	XP_036585547.1
OG0001336	XP_045262780.1	XP_036585596.1
OG0001337	XP_045262782.1	XP_036585594.1
OG0001338	XP_045265838.1	XP_036587492.1
OG0001339	XP_045265889.1	XP_036577596.2, XP_036587437.1
OG0001340	XP_045265904.1	XP_036587430.1
OG0001341	XP_045268640.1	XP_036581716.1
OG0001342	XP_045261018.1	XP_036586313.2, XP_036585484.1
OG0001343	XP_045261030.1	XP_036586323.1
OG0001344	XP_045258180.1	XP_036584052.1, XP_036580018.1
OG0001345	XP_045260347.1, XP_045258090.1	XP_036576012.1
OG0001348	XP_045260391.1	XP_036584685.1
OG0001349	XP_045263266.1	XP_036584538.1, XP_036584663.1
OG0001350	XP_045268123.1	XP_070062647.1
OG0001351	XP_045263226.1	XP_036586573.1
OG0001352	XP_045263836.1	XP_036583789.1
OG0001354	XP_045263787.1	XP_036578650.1
OG0001355	XP_045263776.1	XP_070060224.1
OG0001356	XP_045263762.1, XP_045258276.1	XP_070060226.1
OG0001357	XP_045263761.1	XP_036578672.1
OG0001358	XP_045268908.1	XP_036582008.1
OG0001359	XP_045268979.1	XP_036576237.1
OG0001360	XP_045268945.1	XP_036578193.1
OG0001361	XP_045259210.1	XP_036575215.1, XP_036576240.1
OG0001362	XP_045259230.1	XP_036576250.1
OG0001363	XP_045259255.1	XP_036576272.2
OG0001364	XP_045266976.1	XP_036586860.1
OG0001366	XP_045266954.1	XP_036586843.1
OG0001367	XP_045263285.1, XP_045269298.1	XP_070059930.1
OG0001368	XP_045266949.1	XP_036586846.1
OG0001369	XP_045267023.1	XP_036583697.1, XP_036586881.1
OG0001370	XP_045267040.1	XP_070060375.1
OG0001372	XP_045267045.1	XP_070060382.1
OG0001374	XP_045261765.1	XP_070062649.1
OG0001375	XP_045267892.1	XP_036589774.1, XP_036582224.1
OG0001376	XP_045265179.1	XP_036582524.1, XP_036579503.1
OG0001377	XP_045261737.1	XP_036579369.1
OG0001378	XP_045261460.1	XP_036580890.1
OG0001379	XP_045261468.1	XP_036580900.1
OG0001380	XP_045261476.1	XP_036580907.1
OG0001381	XP_045270650.1	XP_036576734.1, XP_036575773.2
OG0001382	XP_045261886.1	XP_036576740.2
OG0001383	XP_045261856.1	XP_036576712.1
OG0001384	XP_045261845.1	XP_070059867.1
OG0001385	XP_045269593.1	XP_070060881.1
OG0001386	XP_045269629.1	XP_036581564.1
OG0001387	XP_045269630.1, XP_045269631.1	XP_036581563.1
OG0001388	XP_045271359.1	XP_036575013.1
OG0001389	XP_045271310.1	XP_036579844.1
OG0001390	XP_045271301.1	XP_036579838.1
OG0001391	XP_045271286.1	XP_036579821.1, XP_036575795.2
OG0001392	XP_045257003.1	XP_036582684.1
OG0001394	XP_045260197.1	XP_036579778.1
OG0001395	XP_045260213.1	XP_070061174.1, XP_036574765.1
OG0001396	XP_045258360.1	XP_036577622.1
OG0001398	XP_045265982.1, XP_045260136.1	XP_036579717.1
OG0001399	XP_045267745.1	XP_036583611.1
OG0001400	XP_045262911.1	XP_036585458.1
OG0001401	XP_045262916.1	XP_036585456.1
OG0001402	XP_045270229.1	XP_036577237.1
OG0001403	XP_045270238.1	XP_036583877.1
OG0001404	XP_045259130.1	XP_036583864.1
OG0001405	XP_045259152.1	XP_070061590.1
OG0001406	XP_045270168.1	XP_070061595.1
OG0001407	XP_045270248.1	XP_036583979.1
OG0001408	XP_045259144.1	XP_036583966.1
OG0001409	XP_045270183.1	XP_036584370.1, XP_036577780.1
OG0001410	XP_045264363.1	XP_070061582.1
OG0001411	XP_045264362.1	XP_036584013.1
OG0001412	XP_045258189.1	XP_070060172.1, XP_036584042.1
OG0001413	XP_045260727.1	XP_070060822.1, XP_070060823.1
OG0001414	XP_045259818.1, XP_045271395.1	XP_036583561.1
OG0001415	XP_045271399.1	XP_036583557.1
OG0001416	XP_045269508.1	XP_070060781.1
OG0001417	XP_045262225.1	XP_036583488.2, XP_036583268.2
OG0001418	XP_045262205.1, XP_045262206.1	XP_036583462.1
OG0001421	XP_045259638.1	XP_070062000.1, XP_070059822.1
OG0001422	XP_045258660.1	XP_036585883.1
OG0001423	XP_045258691.1	XP_036585919.2
OG0001425	XP_045263025.1, XP_045270588.1	XP_036583057.1
