Orthogroup	Colletotrichum_gloeosporioides	Colletotrichum_acutatum
OG0002821	XP_045270116.1	XP_060360432.1
OG0002822	XP_045270124.1	XP_060360438.1
OG0002823	XP_045270125.1	XP_060360439.1
OG0002824	XP_045258902.1	XP_060360440.1
OG0002825	XP_045259565.1	XP_060360443.1
OG0002826	XP_045270134.1	XP_060360445.1
OG0002827	XP_045270135.1	XP_060360446.1
OG0002828	XP_045270136.1	XP_060360448.1
OG0002829	XP_045270138.1	XP_060360449.1
OG0002830	XP_045271060.1	XP_060360451.1
OG0002831	XP_045271059.1	XP_060360453.1
OG0002832	XP_045271062.1	XP_060360454.1
OG0002833	XP_045271063.1	XP_060360457.1
OG0002834	XP_045271064.1	XP_060360458.1
OG0002835	XP_045271072.1	XP_060360460.1
OG0002836	XP_045271071.1	XP_060360461.1
OG0002837	XP_045271068.1	XP_060360463.1
OG0002838	XP_045271067.1	XP_060360464.1
OG0002839	XP_045271075.1	XP_060360466.1
OG0002841	XP_045271110.1	XP_060358901.1
OG0002842	XP_045271109.1	XP_060358902.1
OG0002843	XP_045271108.1	XP_060358903.1
OG0002844	XP_045271106.1	XP_060358904.1
OG0002845	XP_045271104.1	XP_060358907.1
OG0002846	XP_045271098.1	XP_060358910.1
OG0002847	XP_045271097.1	XP_060358911.1
OG0002848	XP_045259371.1	XP_060358914.1
OG0002849	XP_045259372.1	XP_060358915.1
OG0002850	XP_045259373.1	XP_060358916.1
OG0002851	XP_045259374.1	XP_060360802.1
OG0002852	XP_045259375.1	XP_060360801.1
OG0002853	XP_045259377.1	XP_060360799.1
OG0002854	XP_045259378.1	XP_060360798.1
OG0002855	XP_045259361.1	XP_060360794.1
OG0002856	XP_045259362.1	XP_060360793.1
OG0002857	XP_045259364.1	XP_060360790.1
OG0002858	XP_045259365.1	XP_060360789.1
OG0002859	XP_045259366.1	XP_060360788.1
OG0002860	XP_045259355.1	XP_060360785.1
OG0002861	XP_045259356.1	XP_060360784.1
OG0002862	XP_045259357.1	XP_060360783.1
OG0002863	XP_045259350.1	XP_060360781.1
OG0002864	XP_045259349.1	XP_060360780.1
OG0002865	XP_045259347.1	XP_060360778.1
OG0002866	XP_045259346.1	XP_060360777.1
OG0002867	XP_045259345.1	XP_060360776.1
OG0002868	XP_045259344.1	XP_060360775.1
OG0002869	XP_045259343.1	XP_060360774.1
OG0002870	XP_045259342.1	XP_060360773.1
OG0002871	XP_045271116.1	XP_060360767.1
OG0002872	XP_045259383.1	XP_060357283.1
OG0002873	XP_045270086.1	XP_060357196.1
OG0002874	XP_045268149.1	XP_060357195.1
OG0002875	XP_045263433.1	XP_060357368.1
OG0002876	XP_045270034.1	XP_060357367.1
OG0002877	XP_045270042.1	XP_060357364.1
OG0002878	XP_045269225.1	XP_060357363.1
OG0002879	XP_045269224.1	XP_060357362.1
OG0002880	XP_045270084.1	XP_060357117.1
OG0002881	XP_045270045.1	XP_060363668.1
OG0002882	XP_045270046.1	XP_060363667.1
OG0002883	XP_045269535.1	XP_060363666.1
OG0002884	XP_045269534.1	XP_060363665.1
OG0002885	XP_045270052.1	XP_060363662.1
OG0002886	XP_045270051.1	XP_060363661.1
OG0002887	XP_045270049.1	XP_060363660.1
OG0002888	XP_045260438.1	XP_060363654.1
OG0002889	XP_045270061.1	XP_060363651.1
OG0002890	XP_045270062.1	XP_060363650.1
OG0002891	XP_045270063.1	XP_060363649.1
OG0002892	XP_045270064.1	XP_060363648.1
OG0002893	XP_045270065.1	XP_060363647.1
OG0002894	XP_045270066.1	XP_060363645.1
OG0002895	XP_045270067.1	XP_060363643.1
OG0002896	XP_045270068.1	XP_060363642.1
OG0002897	XP_045270055.1	XP_060363641.1
OG0002898	XP_045270056.1	XP_060363640.1
OG0002899	XP_045270072.1	XP_060363635.1
OG0002900	XP_045270076.1	XP_060363632.1
OG0002901	XP_045270022.1	XP_060363631.1
OG0002902	XP_045270023.1	XP_060363630.1
OG0002903	XP_045270024.1	XP_060363629.1
OG0002904	XP_045270025.1	XP_060363628.1
OG0002905	XP_045270028.1	XP_060363626.1
OG0002906	XP_045270029.1	XP_060363625.1
OG0002907	XP_045270030.1	XP_060363624.1
OG0002909	XP_045269981.1	XP_060363618.1
OG0002910	XP_045269980.1	XP_060363617.1
OG0002911	XP_045269979.1	XP_060363616.1
OG0002912	XP_045269978.1	XP_060363615.1
OG0002913	XP_045269977.1	XP_060363613.1
OG0002914	XP_045269976.1	XP_060363612.1
OG0002915	XP_045270001.1	XP_060363611.1
OG0002916	XP_045269998.1	XP_060363609.1
OG0002917	XP_045269997.1	XP_060363608.1
OG0002918	XP_045269996.1	XP_060363607.1
OG0002919	XP_045269990.1	XP_060363604.1
OG0002920	XP_045269991.1	XP_060363603.1
OG0002921	XP_045269992.1	XP_060363602.1
OG0002922	XP_045270002.1	XP_060363601.1
OG0002923	XP_045270007.1	XP_060363599.1
OG0002924	XP_045270008.1	XP_060363598.1
OG0002925	XP_045270009.1	XP_060363597.1
OG0002926	XP_045270014.1	XP_060363596.1
OG0002927	XP_045270015.1	XP_060363595.1
OG0002929	XP_045270004.1	XP_060363593.1
OG0002930	XP_045269993.1	XP_060363592.1
OG0002931	XP_045270000.1	XP_060363591.1
OG0002932	XP_045269970.1	XP_060358560.1
OG0002933	XP_045269969.1	XP_060358561.1
OG0002934	XP_045269968.1	XP_060358562.1
OG0002935	XP_045271061.1	XP_060358569.1
OG0002936	XP_045270158.1	XP_060358572.1
OG0002937	XP_045270154.1	XP_060358576.1
OG0002938	XP_045270153.1	XP_060358577.1
OG0002939	XP_045270151.1	XP_060358579.1
OG0002940	XP_045266457.1	XP_060367859.1
OG0002941	XP_045266458.1	XP_060367857.1
OG0002942	XP_045266464.1	XP_060367854.1
OG0002943	XP_045266465.1	XP_060367853.1
OG0002944	XP_045266466.1	XP_060367852.1
OG0002945	XP_045266468.1	XP_060367850.1
OG0002946	XP_045266469.1	XP_060367849.1
OG0002947	XP_045266472.1	XP_060359848.1
OG0002948	XP_045256211.1	XP_060359851.1
OG0002949	XP_045256212.1	XP_060359852.1
OG0002950	XP_045256213.1	XP_060359854.1
OG0002951	XP_045256203.1	XP_060359857.1
OG0002952	XP_045256202.1	XP_060359859.1
OG0002953	XP_045256201.1	XP_060359860.1
OG0002954	XP_045256199.1	XP_060359862.1
OG0002955	XP_045256197.1	XP_060359864.1
OG0002956	XP_045266361.1	XP_060359865.1
OG0002957	XP_045265705.1	XP_060369000.1
OG0002958	XP_045265703.1	XP_060369002.1
OG0002959	XP_045265702.1	XP_060369003.1
OG0002960	XP_045265701.1	XP_060369004.1
OG0002961	XP_045265704.1	XP_060369005.1
OG0002962	XP_045265700.1	XP_060369006.1
OG0002963	XP_045265699.1	XP_060369007.1
OG0002964	XP_045265698.1	XP_060369008.1
OG0002965	XP_045265697.1	XP_060369009.1
OG0002966	XP_045265709.1	XP_060369012.1
OG0002967	XP_045265710.1	XP_060369013.1
OG0002968	XP_045265711.1	XP_060369014.1
OG0002969	XP_045265712.1	XP_060369015.1
OG0002970	XP_045265713.1	XP_060369017.1
OG0002971	XP_045265714.1	XP_060369018.1
OG0002972	XP_045265715.1	XP_060369019.1
OG0002973	XP_045265716.1	XP_060369020.1
OG0002974	XP_045265717.1	XP_060369021.1
OG0002975	XP_045265718.1	XP_060369022.1
OG0002976	XP_045265720.1	XP_060369024.1
OG0002977	XP_045265719.1	XP_060369025.1
OG0002978	XP_045265721.1	XP_060369026.1
OG0002979	XP_045265722.1	XP_060369028.1
OG0002980	XP_045265723.1	XP_060369029.1
OG0002981	XP_045265728.1	XP_060369037.1
OG0002982	XP_045265729.1	XP_060369040.1
OG0002983	XP_045265730.1	XP_060369041.1
OG0002984	XP_045269930.1	XP_060367332.1
OG0002985	XP_045269931.1	XP_060367331.1
OG0002986	XP_045269932.1	XP_060367330.1
OG0002987	XP_045269934.1	XP_060362416.1
OG0002988	XP_045269935.1	XP_060362417.1
OG0002989	XP_045269937.1	XP_060362419.1
OG0002990	XP_045269940.1	XP_060362421.1
OG0002991	XP_045269939.1	XP_060362423.1
OG0002992	XP_045269938.1	XP_060362424.1
OG0002994	XP_045269943.1	XP_060362440.1
OG0002995	XP_045256186.1	XP_060362443.1
OG0002996	XP_045261409.1	XP_060362447.1
OG0002997	XP_045269948.1	XP_060362450.1
OG0002998	XP_045269949.1	XP_060362453.1
OG0002999	XP_045269950.1	XP_060362454.1
OG0003000	XP_045269951.1	XP_060362455.1
OG0003001	XP_045261801.1	XP_060362457.1
OG0003002	XP_045261803.1	XP_060362459.1
OG0003003	XP_045261804.1	XP_060362461.1
OG0003004	XP_045269021.1	XP_060363700.1
OG0003005	XP_045259557.1	XP_060363698.1
OG0003006	XP_045268985.1	XP_060363694.1
OG0003007	XP_045268987.1	XP_060363693.1
OG0003008	XP_045268988.1	XP_060363691.1
OG0003009	XP_045259559.1	XP_060363685.1
OG0003010	XP_045260141.1	XP_060363684.1
OG0003011	XP_045259560.1	XP_060363682.1
OG0003012	XP_045259561.1	XP_060363680.1
OG0003013	XP_045259562.1	XP_060363679.1
OG0003014	XP_045259563.1	XP_060363678.1
OG0003015	XP_045259567.1	XP_060363676.1
OG0003016	XP_045257959.1	XP_060363674.1
OG0003017	XP_045257960.1	XP_060363673.1
OG0003018	XP_045259570.1	XP_060363672.1
OG0003019	XP_045259571.1	XP_060363671.1
OG0003020	XP_045259580.1	XP_060365365.1
OG0003021	XP_045259579.1	XP_060357056.1
OG0003022	XP_045264568.1	XP_060357055.1
OG0003023	XP_045264569.1	XP_060357054.1
OG0003024	XP_045259586.1	XP_060357413.1
OG0003025	XP_045259598.1	XP_060357417.1
OG0003026	XP_045259594.1	XP_060357418.1
OG0003027	XP_045259593.1	XP_060357419.1
OG0003028	XP_045259611.1	XP_060357420.1
OG0003029	XP_045259601.1	XP_060357421.1
OG0003030	XP_045259602.1	XP_060357422.1
OG0003031	XP_045259604.1	XP_060357643.1
OG0003032	XP_045259603.1	XP_060357641.1
OG0003033	XP_045259614.1	XP_060357638.1
OG0003034	XP_045269650.1	XP_060359702.1
OG0003035	XP_045269644.1	XP_060359700.1
OG0003036	XP_045269642.1	XP_060359697.1
OG0003037	XP_045269641.1	XP_060359695.1
OG0003038	XP_045269635.1	XP_060359694.1
OG0003039	XP_045269658.1	XP_060359690.1
OG0003040	XP_045269661.1	XP_060359687.1
OG0003041	XP_045269662.1	XP_060359685.1
OG0003042	XP_045269663.1	XP_060359684.1
OG0003043	XP_045269666.1	XP_060359681.1
OG0003044	XP_045269667.1	XP_060359680.1
OG0003045	XP_045269684.1	XP_060359666.1
OG0003046	XP_045259581.1	XP_060359665.1
OG0003047	XP_045269687.1	XP_060361848.1
OG0003048	XP_045269688.1	XP_060361847.1
OG0003049	XP_045269689.1	XP_060361846.1
OG0003050	XP_045269690.1	XP_060361845.1
OG0003051	XP_045269691.1	XP_060361844.1
OG0003052	XP_045269692.1	XP_060361843.1
OG0003053	XP_045269693.1	XP_060361841.1
OG0003054	XP_045269694.1	XP_060361840.1
OG0003055	XP_045269699.1	XP_060361836.1
OG0003056	XP_045269704.1	XP_060361824.1
OG0003057	XP_045269706.1	XP_060361822.1
OG0003058	XP_045269707.1	XP_060361821.1
OG0003059	XP_045269708.1	XP_060361819.1
OG0003060	XP_045269714.1	XP_060361815.1
OG0003061	XP_045269715.1	XP_060361814.1
OG0003062	XP_045269716.1	XP_060361811.1
OG0003063	XP_045257232.1	XP_060357894.1
OG0003064	XP_045267644.1	XP_060357892.1
OG0003065	XP_045267643.1	XP_060357891.1
OG0003066	XP_045267635.1	XP_060357888.1
OG0003067	XP_045267634.1	XP_060357887.1
OG0003068	XP_045261975.1	XP_060357013.1
OG0003069	XP_045267592.1	XP_060368120.1
OG0003070	XP_045267593.1	XP_060368119.1
OG0003071	XP_045264493.1	XP_060368115.1
OG0003072	XP_045264494.1	XP_060368114.1
OG0003073	XP_045268037.1, XP_045260980.1	XP_060368113.1
OG0003074	XP_045264492.1	XP_060368112.1
OG0003075	XP_045264490.1	XP_060368107.1
OG0003076	XP_045264488.1	XP_060368106.1
OG0003077	XP_045264487.1	XP_060368105.1
OG0003078	XP_045264486.1	XP_060368104.1
OG0003079	XP_045264485.1	XP_060368103.1
OG0003080	XP_045264484.1	XP_060368102.1
OG0003081	XP_045264482.1	XP_060368100.1
OG0003082	XP_045264481.1	XP_060368099.1
OG0003083	XP_045265380.1	XP_060368098.1
OG0003084	XP_045265379.1	XP_060368097.1
OG0003085	XP_045265378.1	XP_060368096.1
OG0003086	XP_045265377.1	XP_060368095.1
OG0003087	XP_045265376.1	XP_060368094.1
OG0003088	XP_045265374.1	XP_060368092.1
OG0003089	XP_045265373.1	XP_060368091.1
OG0003090	XP_045265327.1	XP_060368088.1
OG0003091	XP_045265326.1	XP_060368085.1
OG0003092	XP_045265325.1	XP_060368084.1
OG0003093	XP_045265324.1	XP_060368083.1
OG0003094	XP_045264471.1	XP_060368081.1
OG0003095	XP_045256856.1	XP_060362590.1
OG0003096	XP_045257528.1	XP_060362588.1
OG0003097	XP_045257529.1	XP_060362587.1
OG0003098	XP_045256855.1	XP_060362586.1
OG0003099	XP_045256853.1	XP_060362580.1
OG0003100	XP_045256851.1	XP_060362579.1
OG0003101	XP_045256852.1	XP_060362578.1
OG0003102	XP_045256847.1	XP_060362577.1
OG0003103	XP_045256848.1	XP_060362576.1
OG0003104	XP_045256849.1	XP_060362575.1
OG0003105	XP_045256844.1	XP_060362571.1
OG0003106	XP_045256843.1	XP_060362570.1
OG0003107	XP_045256842.1	XP_060362567.1
OG0003108	XP_045256841.1	XP_060362566.1
OG0003109	XP_045256839.1	XP_060362565.1
OG0003110	XP_045256838.1	XP_060362564.1
OG0003111	XP_045256837.1	XP_060362563.1
OG0003112	XP_045256836.1	XP_060362562.1
OG0003113	XP_045256835.1	XP_060362561.1
OG0003114	XP_045256834.1	XP_060362560.1
OG0003115	XP_045256833.1	XP_060362559.1
OG0003116	XP_045256831.1	XP_060362557.1
OG0003117	XP_045256830.1	XP_060362556.1
OG0003118	XP_045256829.1	XP_060362555.1
OG0003119	XP_045256828.1	XP_060362554.1
OG0003120	XP_045256827.1	XP_060362553.1
OG0003121	XP_045256826.1	XP_060362550.1
OG0003122	XP_045256824.1	XP_060362548.1
OG0003123	XP_045256823.1	XP_060362547.1
OG0003124	XP_045256822.1	XP_060362546.1
OG0003125	XP_045256820.1	XP_060362544.1
OG0003126	XP_045256819.1	XP_060362543.1
OG0003127	XP_045256818.1	XP_060362542.1
OG0003128	XP_045256817.1	XP_060362541.1
OG0003129	XP_045256815.1	XP_060362539.1
OG0003130	XP_045268913.1	XP_060362538.1
OG0003131	XP_045269703.1	XP_060363584.1
OG0003132	XP_045257251.1	XP_060360075.1
OG0003133	XP_045257253.1	XP_060360074.1
OG0003134	XP_045257259.1	XP_060360068.1
OG0003135	XP_045257258.1	XP_060360067.1
OG0003136	XP_045257264.1	XP_060360064.1
OG0003137	XP_045257263.1	XP_060360063.1
OG0003138	XP_045257262.1	XP_060360061.1
OG0003139	XP_045257261.1	XP_060360060.1
OG0003140	XP_045257213.1	XP_060362809.1
OG0003141	XP_045257212.1	XP_060362807.1
OG0003142	XP_045257211.1	XP_060362806.1
OG0003143	XP_045267494.1	XP_060362805.1
OG0003144	XP_045267495.1	XP_060362804.1
OG0003145	XP_045257209.1	XP_060362802.1
OG0003146	XP_045257208.1	XP_060362801.1
OG0003147	XP_045257207.1	XP_060362800.1
OG0003148	XP_045257199.1	XP_060362797.1
OG0003149	XP_045258028.1	XP_060362795.1
OG0003150	XP_045257174.1	XP_060362793.1
OG0003151	XP_045257175.1	XP_060362791.1
OG0003152	XP_045257177.1	XP_060362790.1
OG0003153	XP_045257197.1	XP_060362787.1
OG0003154	XP_045257196.1	XP_060362786.1
OG0003155	XP_045257192.1	XP_060362783.1
OG0003156	XP_045257190.1	XP_060362780.1
OG0003157	XP_045257173.1	XP_060362777.1
OG0003158	XP_045257170.1	XP_060362776.1
OG0003158	XP_045257169.1	XP_060362775.1
OG0003159	XP_045257168.1	XP_060362774.1
OG0003160	XP_045257167.1	XP_060362773.1
OG0003161	XP_045258892.1	XP_060362771.1
OG0003162	XP_045260540.1	XP_060363144.1
OG0003163	XP_045260541.1	XP_060363145.1
OG0003164	XP_045260553.1	XP_060363149.1
OG0003165	XP_045260521.1	XP_060357672.1
OG0003166	XP_045260522.1	XP_060357671.1
OG0003167	XP_045260581.1	XP_060357668.1
OG0003168	XP_045260582.1	XP_060357667.1
OG0003169	XP_045260584.1	XP_060357665.1
OG0003170	XP_045260587.1	XP_060360898.1
OG0003171	XP_045260576.1	XP_060360899.1
OG0003172	XP_045260580.1	XP_060360900.1
OG0003173	XP_045260578.1	XP_060360902.1
OG0003174	XP_045260579.1	XP_060360903.1
OG0003175	XP_045260575.1	XP_060360904.1
OG0003176	XP_045260338.1	XP_060360906.1
OG0003177	XP_045264789.1	XP_060360908.1
OG0003178	XP_045264790.1	XP_060360909.1
OG0003179	XP_045264791.1	XP_060360910.1
OG0003180	XP_045264792.1	XP_060360912.1
OG0003181	XP_045264794.1	XP_060360913.1
OG0003182	XP_045264795.1	XP_060360914.1
OG0003183	XP_045264796.1	XP_060360915.1
OG0003184	XP_045264765.1	XP_060360920.1
OG0003185	XP_045264763.1	XP_060360923.1
OG0003186	XP_045264762.1	XP_060360924.1
OG0003187	XP_045264761.1	XP_060360925.1
OG0003188	XP_045264760.1	XP_060360928.1
OG0003189	XP_045264759.1	XP_060360929.1
OG0003190	XP_045264758.1	XP_060360930.1
OG0003191	XP_045264740.1	XP_060360932.1
OG0003192	XP_045264741.1	XP_060360933.1
OG0003193	XP_045264742.1	XP_060360934.1
OG0003194	XP_045264764.1	XP_060360935.1
OG0003195	XP_045264743.1	XP_060360936.1
OG0003196	XP_045264744.1	XP_060360939.1
OG0003197	XP_045264745.1	XP_060360940.1
OG0003198	XP_045262551.1	XP_060370908.1
OG0003199	XP_045262552.1	XP_060370907.1
OG0003200	XP_045262553.1	XP_060370906.1
OG0003201	XP_045262554.1	XP_060370905.1
OG0003202	XP_045262555.1	XP_060370904.1
OG0003203	XP_045262556.1	XP_060370903.1
OG0003204	XP_045262557.1	XP_060370902.1
OG0003205	XP_045262559.1	XP_060370900.1
OG0003206	XP_045262560.1	XP_060370899.1
OG0003207	XP_045262561.1	XP_060370898.1
OG0003208	XP_045262562.1	XP_060370897.1
OG0003209	XP_045262563.1	XP_060370895.1
OG0003210	XP_045262564.1	XP_060370894.1
OG0003211	XP_045262567.1	XP_060370893.1
OG0003212	XP_045262566.1	XP_060370892.1
OG0003213	XP_045262568.1	XP_060370891.1
OG0003214	XP_045262570.1	XP_060370889.1
OG0003215	XP_045262571.1	XP_060370888.1
OG0003216	XP_045262574.1	XP_060370886.1
OG0003217	XP_045262575.1	XP_060370885.1
OG0003218	XP_045262577.1	XP_060370883.1
OG0003219	XP_045262578.1	XP_060370882.1
OG0003220	XP_045262580.1	XP_060370879.1
OG0003221	XP_045262581.1	XP_060370878.1
OG0003222	XP_045262583.1	XP_060370875.1
OG0003223	XP_045262727.1	XP_060370873.1
OG0003224	XP_045262729.1	XP_060370871.1
OG0003225	XP_045262730.1	XP_060370870.1
OG0003226	XP_045262731.1	XP_060370869.1
OG0003227	XP_045262732.1	XP_060370868.1
OG0003228	XP_045262733.1	XP_060370867.1
OG0003229	XP_045262734.1	XP_060370866.1
OG0003230	XP_045262735.1	XP_060370865.1
OG0003231	XP_045262737.1	XP_060370863.1
OG0003232	XP_045262738.1	XP_060370862.1
OG0003233	XP_045262739.1	XP_060370861.1
OG0003234	XP_045262740.1	XP_060370860.1
OG0003235	XP_045262741.1	XP_060370857.1
OG0003236	XP_045262743.1	XP_060370854.1
OG0003237	XP_045262744.1	XP_060370852.1
OG0003238	XP_045262745.1	XP_060370851.1
OG0003239	XP_045262746.1	XP_060370850.1
OG0003240	XP_045262747.1	XP_060370849.1
OG0003241	XP_045262748.1	XP_060370848.1
OG0003242	XP_045262749.1	XP_060370846.1
OG0003243	XP_045262751.1	XP_060370844.1
OG0003244	XP_045262752.1	XP_060370843.1
OG0003245	XP_045262753.1	XP_060370842.1
OG0003246	XP_045262754.1	XP_060370841.1
OG0003247	XP_045262755.1	XP_060370840.1
OG0003248	XP_045262757.1	XP_060370838.1
OG0003249	XP_045262758.1	XP_060370837.1
OG0003250	XP_045262760.1	XP_060370835.1
OG0003251	XP_045262761.1	XP_060370834.1
OG0003252	XP_045256790.1	XP_060366199.1
OG0003253	XP_045256789.1	XP_060366198.1
OG0003254	XP_045256788.1	XP_060366197.1
OG0003255	XP_045256787.1	XP_060366196.1
OG0003256	XP_045256785.1	XP_060366194.1
OG0003257	XP_045256599.1	XP_060366187.1
OG0003258	XP_045256600.1	XP_060366186.1
OG0003259	XP_045256601.1	XP_060366183.1
OG0003260	XP_045264813.1	XP_060366182.1
OG0003261	XP_045256602.1	XP_060366181.1
OG0003262	XP_045256784.1	XP_060366179.1
OG0003263	XP_045256607.1	XP_060366174.1
OG0003264	XP_045256606.1	XP_060366173.1
OG0003265	XP_045256604.1	XP_060366172.1
OG0003266	XP_045256562.1	XP_060366171.1
OG0003267	XP_045256564.1	XP_060366166.1
OG0003268	XP_045256565.1	XP_060366165.1
OG0003269	XP_045256566.1	XP_060366164.1
OG0003270	XP_045256570.1	XP_060366159.1
OG0003271	XP_045256574.1	XP_060366158.1
OG0003272	XP_045256571.1	XP_060366155.1
OG0003273	XP_045256572.1	XP_060366154.1
OG0003274	XP_045256972.1	XP_060366148.1
OG0003275	XP_045256580.1	XP_060366147.1
OG0003276	XP_045256582.1	XP_060366145.1
OG0003277	XP_045256586.1	XP_060366139.1
OG0003278	XP_045256587.1	XP_060366138.1
OG0003279	XP_045256591.1	XP_060366131.1
OG0003280	XP_045256592.1	XP_060366130.1
OG0003281	XP_045263007.1	XP_060366129.1
OG0003282	XP_045256596.1	XP_060366126.1
OG0003283	XP_045256558.1	XP_060366121.1
OG0003284	XP_045256559.1	XP_060366118.1
OG0003285	XP_045256560.1	XP_060366117.1
OG0003286	XP_045256474.1	XP_060366114.1
OG0003287	XP_045256475.1	XP_060366111.1
OG0003288	XP_045256477.1	XP_060366107.1
OG0003289	XP_045256478.1	XP_060366105.1
OG0003290	XP_045256480.1	XP_060361146.1
OG0003291	XP_045256482.1	XP_060361144.1
OG0003292	XP_045256483.1	XP_060361143.1
OG0003293	XP_045256484.1	XP_060361142.1
OG0003294	XP_045256485.1	XP_060361141.1
OG0003295	XP_045256487.1	XP_060361139.1
OG0003296	XP_045256488.1	XP_060361138.1
OG0003297	XP_045256489.1	XP_060361137.1
OG0003298	XP_045256490.1	XP_060361135.1
OG0003299	XP_045256491.1	XP_060361134.1
OG0003300	XP_045256492.1	XP_060361132.1
OG0003301	XP_045256493.1	XP_060361130.1
OG0003302	XP_045256496.1	XP_060361128.1
OG0003303	XP_045256497.1	XP_060361127.1
OG0003304	XP_045256498.1	XP_060361125.1
OG0003305	XP_045256503.1	XP_060361121.1
OG0003306	XP_045256504.1	XP_060361119.1
OG0003307	XP_045256388.1	XP_060361118.1
OG0003308	XP_045256365.1	XP_060361115.1
OG0003309	XP_045256366.1	XP_060361114.1
OG0003310	XP_045256368.1	XP_060371467.1
OG0003311	XP_045256369.1	XP_060371469.1
OG0003312	XP_045256370.1	XP_060371472.1
OG0003313	XP_045256373.1	XP_060371477.1
OG0003314	XP_045256372.1	XP_060371478.1
OG0003315	XP_045256371.1	XP_060371479.1
OG0003316	XP_045256375.1	XP_060371481.1
OG0003317	XP_045256376.1	XP_060371483.1
OG0003318	XP_045256377.1	XP_060371484.1
OG0003319	XP_045256378.1	XP_060371485.1
OG0003320	XP_045256379.1	XP_060371486.1
OG0003321	XP_045256381.1	XP_060371488.1
OG0003322	XP_045256382.1	XP_060371490.1
OG0003323	XP_045256383.1	XP_060371491.1
OG0003324	XP_045256384.1	XP_060371492.1
OG0003325	XP_045256385.1	XP_060371493.1
OG0003326	XP_045256358.1	XP_060371502.1
OG0003327	XP_045256354.1	XP_060371503.1
OG0003328	XP_045256353.1	XP_060371505.1
OG0003329	XP_045256344.1	XP_060371513.1
OG0003330	XP_045256345.1	XP_060371515.1
OG0003331	XP_045256360.1	XP_060371516.1
OG0003332	XP_045256361.1	XP_060371517.1
OG0003333	XP_045256362.1	XP_060371518.1
OG0003334	XP_045256363.1	XP_060371519.1
OG0003335	XP_045256364.1	XP_060371520.1
OG0003336	XP_045256340.1	XP_060371522.1
OG0003337	XP_045256339.1	XP_060371523.1
OG0003338	XP_045256338.1	XP_060371524.1
OG0003339	XP_045256337.1	XP_060371525.1
OG0003340	XP_045256336.1	XP_060371526.1
OG0003341	XP_045256334.1	XP_060371527.1
OG0003342	XP_045256333.1	XP_060371528.1
OG0003343	XP_045256332.1	XP_060371530.1
OG0003344	XP_045256331.1	XP_060371531.1
OG0003345	XP_045256330.1	XP_060371532.1
OG0003346	XP_045256552.1	XP_060371533.1
OG0003347	XP_045256553.1	XP_060371534.1
OG0003348	XP_045256556.1	XP_060371539.1
OG0003349	XP_045256469.1	XP_060371543.1
OG0003350	XP_045256466.1	XP_060371545.1
OG0003351	XP_045256465.1	XP_060371546.1
OG0003352	XP_045256464.1	XP_060371547.1
OG0003353	XP_045256463.1	XP_060371548.1
OG0003354	XP_045256462.1	XP_060371549.1
OG0003355	XP_045271313.1	XP_060371550.1
OG0003356	XP_045271315.1	XP_060371551.1
OG0003357	XP_045256456.1	XP_060371567.1
OG0003358	XP_045256460.1	XP_060371569.1
OG0003359	XP_045256459.1	XP_060371570.1
OG0003360	XP_045256458.1	XP_060371572.1
OG0003361	XP_045256449.1	XP_060371573.1
OG0003362	XP_045256448.1	XP_060371574.1
OG0003363	XP_045256397.1	XP_060371576.1
OG0003364	XP_045256396.1	XP_060371577.1
OG0003365	XP_045256395.1	XP_060371578.1
OG0003366	XP_045256399.1	XP_060371579.1
OG0003367	XP_045256400.1	XP_060371580.1
OG0003368	XP_045256401.1	XP_060371581.1
OG0003369	XP_045256402.1	XP_060371582.1
OG0003370	XP_045256403.1	XP_060371583.1
OG0003371	XP_045256404.1	XP_060371584.1
OG0003372	XP_045256408.1	XP_060371585.1
OG0003373	XP_045256409.1	XP_060371591.1
OG0003374	XP_045256410.1	XP_060371592.1
OG0003375	XP_045256411.1	XP_060371593.1
OG0003376	XP_045256412.1	XP_060371594.1
OG0003377	XP_045256413.1	XP_060371595.1
OG0003378	XP_045256414.1	XP_060371597.1
OG0003379	XP_045256415.1	XP_060371598.1
OG0003380	XP_045256416.1	XP_060371599.1
OG0003381	XP_045256419.1	XP_060371602.1
OG0003382	XP_045256420.1	XP_060371604.1
OG0003383	XP_045256421.1	XP_060371605.1
OG0003384	XP_045256422.1	XP_060371606.1
OG0003385	XP_045256424.1	XP_060371609.1
OG0003386	XP_045256425.1	XP_060371611.1
OG0003387	XP_045256427.1	XP_060371613.1
OG0003388	XP_045256428.1	XP_060371614.1
OG0003389	XP_045256429.1	XP_060371615.1
OG0003390	XP_045256431.1	XP_060371617.1
OG0003391	XP_045256433.1	XP_060371620.1
OG0003392	XP_045256436.1	XP_060371623.1
OG0003393	XP_045256437.1	XP_060371624.1
OG0003394	XP_045256438.1	XP_060371625.1
OG0003395	XP_045256439.1	XP_060371626.1
OG0003396	XP_045256440.1	XP_060371627.1
OG0003397	XP_045256442.1	XP_060371629.1
OG0003398	XP_045256392.1	XP_060371632.1
OG0003399	XP_045256391.1	XP_060371633.1
OG0003400	XP_045256390.1	XP_060371634.1
OG0003401	XP_045256506.1	XP_060371637.1
OG0003402	XP_045256507.1	XP_060371638.1
OG0003403	XP_045256508.1	XP_060371639.1
OG0003404	XP_045256510.1	XP_060371641.1
