Orthogroup	Colletotrichum_fructicola	Colletotrichum_gloeosporioides
OG0001472	XP_031882405.2	XP_045266687.1
OG0001473	XP_031882437.1	XP_045266700.1
OG0001474	XP_031882480.1, XP_031882479.2	XP_045266731.1
OG0001475	XP_066006870.1, XP_031881005.2	XP_045259575.1
OG0001476	XP_031887190.1	XP_045268545.1
OG0001477	XP_031887183.1	XP_045268544.1
OG0001478	XP_031887193.1	XP_045268525.1
OG0001479	XP_031887205.2	XP_045268501.1
OG0001480	XP_031887369.1	XP_045268500.1
OG0001481	XP_066007178.1	XP_045268483.1
OG0001482	XP_031887233.2	XP_045268459.1
OG0001483	XP_031887401.2	XP_045268441.1
OG0001484	XP_031887150.1	XP_045268387.1
OG0001485	XP_031879454.1	XP_045261555.1
OG0001486	XP_031879416.1	XP_045261578.1
OG0001487	XP_031881314.1, XP_066008412.1, XP_031881197.1	XP_045261615.1
OG0001488	XP_031881295.1	XP_045267149.1
OG0001489	XP_031881203.1	XP_045261633.1
OG0001490	XP_031881156.1	XP_045261637.1
OG0001491	XP_031881226.1	XP_045261649.1
OG0001492	XP_031881225.2	XP_045261648.1
OG0001493	XP_031881599.1	XP_045264555.1
OG0001494	XP_031880045.1	XP_045256913.1
OG0001495	XP_031880181.1	XP_045256914.1
OG0001496	XP_031880155.1	XP_045270969.1
OG0001497	XP_031880089.2	XP_045270978.1
OG0001498	XP_066008630.1	XP_045264788.1
OG0001498	XP_066008428.1	XP_045271051.1
OG0001499	XP_031888457.1	XP_045256975.1
OG0001500	XP_031880131.2	XP_045270938.1
OG0001501	XP_031890777.2	XP_045270871.1
OG0001502	XP_031893105.2	XP_045268777.1
OG0001503	XP_031888046.1	XP_045261216.1
OG0001504	XP_066009333.1	XP_045261773.1
OG0001504	XP_031888163.1	XP_045256780.1
OG0001505	XP_031887954.1	XP_045261272.1
OG0001506	XP_031887922.1	XP_045261299.1
OG0001507	XP_031887853.1	XP_045261355.1
OG0001508	XP_031888188.1	XP_045261367.1
OG0001509	XP_066008175.1	XP_045261386.1
OG0001510	XP_031887803.1	XP_045261403.1
OG0001511	XP_031887941.2	XP_045261432.1
OG0001512	XP_031888055.1	XP_045261431.1
OG0001513	XP_031888056.1	XP_045261430.1
OG0001514	XP_031888057.1	XP_045261429.1
OG0001515	XP_031878706.2	XP_045257514.1
OG0001516	XP_031878700.1	XP_045257480.1
OG0001517	XP_066009030.1	XP_045258023.1
OG0001518	XP_031879041.1	XP_045257969.1
OG0001519	XP_031879088.1	XP_045257951.1
OG0001520	XP_031884526.1	XP_045258825.1
OG0001521	XP_031883629.1	XP_045269972.1
OG0001521	XP_066008570.1	XP_045270085.1
OG0001522	XP_031890191.1	XP_045257896.1
OG0001523	XP_031885739.1	XP_045269201.1
OG0001524	XP_031881761.1	XP_045257012.1
OG0001525	XP_031885719.1	XP_045269195.1
OG0001526	XP_031881750.1	XP_045259538.1
OG0001527	XP_031881751.1	XP_045259537.1
OG0001528	XP_031881759.1	XP_045257018.1
OG0001529	XP_031881875.1	XP_045269170.1
OG0001530	XP_031890818.1, XP_031885723.1	XP_045269177.1
OG0001531	XP_031881770.1	XP_045269147.1
OG0001532	XP_031881858.1	XP_045269152.1
OG0001533	XP_031881795.1	XP_045256988.1
OG0001534	XP_031892871.1	XP_045267103.1
OG0001535	XP_031882999.1	XP_045267111.1
OG0001536	XP_031878907.1	XP_045267088.1
OG0001536	XP_031875726.1	XP_045267089.1
OG0001537	XP_031891110.1, XP_031891111.1	XP_045260692.1
OG0001538	XP_031876585.1	XP_045260064.1
OG0001539	XP_031876575.1	XP_045263972.1, XP_045260046.1
OG0001540	XP_031893386.1	XP_045260000.1
OG0001541	XP_031892939.1	XP_045259939.1
OG0001542	XP_031889014.1	XP_045258386.1
OG0001543	XP_066009210.1	XP_045267234.1
OG0001544	XP_031891245.1	XP_045263702.1
OG0001545	XP_031877331.1	XP_045259051.1
OG0001546	XP_031891763.2	XP_045268909.1
OG0001547	XP_031893249.1	XP_045259987.1
OG0001548	XP_031892942.1	XP_045259946.1
OG0001549	XP_031877102.1	XP_045263161.1
OG0001550	XP_066008075.1	XP_045271378.1, XP_045256590.1
OG0001550	XP_066007830.1	XP_045263358.1
OG0001551	XP_031892702.1	XP_045256265.1
OG0001552	XP_031881730.1	XP_045259820.1
OG0001553	XP_066008511.1	XP_045268207.1, XP_045259734.1
OG0001554	XP_066008376.1	XP_045259729.1, XP_045259858.1
OG0001555	XP_066008426.1	XP_045259707.1, XP_045269254.1
OG0001556	XP_031890432.1	XP_045257296.1
OG0001557	XP_031890628.1	XP_045264447.1
OG0001558	XP_066007927.1	XP_045258065.1
OG0001559	XP_031886715.1	XP_045258064.1
OG0001560	XP_031890212.1	XP_045262067.1
OG0001561	XP_031889059.1	XP_045258425.1
OG0001562	XP_031890203.1	XP_045262023.1
OG0001563	XP_031888777.1	XP_045257097.1
OG0001564	XP_031879330.1	XP_045267819.1
OG0001565	XP_031879327.1	XP_045267760.1
OG0001566	XP_031879292.1	XP_045267732.1
OG0001567	XP_031892273.1	XP_045267890.1, XP_045264784.1, XP_045264785.1
OG0001568	XP_031877359.1	XP_045259024.1
OG0001569	XP_031875602.2	XP_045263920.1
OG0001570	XP_031891605.1	XP_045263880.1
OG0001571	XP_031881362.2, XP_031886986.1	XP_045270414.1
OG0001572	XP_031886950.1	XP_045270404.1
OG0001573	XP_031887126.1	XP_045270369.1
OG0001574	XP_066008822.1	XP_045264735.1
OG0001575	XP_031892043.1	XP_045264800.1
OG0001576	XP_031876274.1	XP_045264827.1
OG0001577	XP_031891685.1, XP_031892036.1	XP_045264816.1
OG0001578	XP_031877273.1	XP_045261172.1
OG0001579	XP_031893126.1	XP_045267242.1
OG0001580	XP_031893152.1	XP_045268615.1
OG0001581	XP_031893218.1	XP_045268663.1
OG0001582	XP_031893574.1	XP_045268666.1
OG0001583	XP_031893579.1	XP_045268668.1, XP_045265142.1
OG0001584	XP_031893223.1	XP_045268678.1
OG0001585	XP_031889651.1	XP_045265147.1
OG0001586	XP_031884079.1	XP_045259170.1
OG0001587	XP_031893076.1	XP_045268717.1
OG0001588	XP_031884676.1	XP_045258942.1
OG0001589	XP_031880509.1	XP_045270686.1
OG0001591	XP_031893546.2	XP_045268789.1
OG0001592	XP_031893022.1	XP_045267580.1
OG0001593	XP_066009185.1	XP_045267577.1
OG0001595	XP_031893421.1	XP_045267525.1
OG0001597	XP_031883310.1	XP_045260911.1
OG0001598	XP_031883374.2	XP_045260881.1
OG0001599	XP_031890785.1	XP_045260812.1
OG0001600	XP_031891014.2	XP_045260804.1
OG0001601	XP_031891037.1	XP_045260789.1
OG0001602	XP_031891043.1	XP_045260783.1
OG0001603	XP_031876376.1	XP_045256953.1
OG0001604	XP_031876397.2	XP_045256949.1
OG0001605	XP_031888467.1	XP_045256967.1
OG0001606	XP_031876722.1	XP_045257847.1
OG0001607	XP_031885420.1	XP_045265649.1
OG0001608	XP_031892151.2	XP_045260525.1
OG0001609	XP_031889945.1, XP_066007994.1	XP_045261997.1
OG0001610	XP_031890174.1	XP_045261992.1
OG0001611	XP_031890219.1	XP_045269563.1
OG0001612	XP_031890110.1	XP_045269561.1
OG0001613	XP_031891055.1	XP_045270841.1
OG0001614	XP_066007892.1	XP_045269559.1
OG0001615	XP_031884412.1	XP_045269496.1
OG0001616	XP_031884418.1	XP_045256136.1
OG0001617	XP_031886526.1	XP_045259420.1
OG0001618	XP_031885070.1	XP_045259505.1
OG0001619	XP_031885039.1	XP_045259522.1
OG0001620	XP_031889835.1	XP_045269724.1
OG0001621	XP_031887507.1	XP_045266344.1
OG0001622	XP_031889711.1	XP_045269754.1
OG0001623	XP_031889730.1	XP_045269736.1
OG0001624	XP_031889672.1	XP_045265132.1
OG0001625	XP_031889888.1	XP_045265123.1
OG0001626	XP_066008489.1	XP_045258701.1
OG0001626	XP_031891187.2	XP_045263899.1
OG0001627	XP_031887980.1	XP_045261359.1
OG0001628	XP_031892899.1	XP_045268762.1
OG0001629	XP_031889517.1	XP_045265069.1
OG0001630	XP_031889813.1	XP_045265018.1
OG0001631	XP_031889816.1	XP_045265023.1
OG0001632	XP_031881027.1	XP_045268989.1
OG0001633	XP_031889582.1	XP_045267130.1, XP_045264389.1
OG0001634	XP_031888851.1	XP_045258493.1
OG0001635	XP_031893314.1	XP_045268807.1
OG0001636	XP_031879760.1	XP_045257377.1
OG0001637	XP_066009419.1	XP_045263427.1
OG0001638	XP_031879723.1	XP_045257398.1
OG0001639	XP_031879729.1	XP_045257393.1
OG0001640	XP_031879730.1	XP_045257392.1
OG0001641	XP_031879649.1	XP_045257391.1
OG0001642	XP_031892791.1	XP_045268217.1
OG0001643	XP_031888276.1	XP_045256185.1
OG0001644	XP_031879739.1	XP_045257323.1
OG0001645	XP_031875781.1	XP_045256087.1
OG0001646	XP_031879243.1	XP_045266262.1
OG0001647	XP_031879201.1	XP_045266244.1
OG0001648	XP_031879212.1	XP_045266233.1
OG0001649	XP_031879155.1	XP_045266207.1
OG0001650	XP_066007376.1	XP_045266096.1
OG0001651	XP_066009758.1	XP_045267746.1
OG0001652	XP_066007537.1	XP_045266119.1
OG0001653	XP_031878563.1	XP_045257613.1
OG0001654	XP_031877272.1	XP_045265943.1
OG0001655	XP_031880695.1	XP_045269130.1
OG0001656	XP_031876059.1	XP_045261157.1
OG0001657	XP_031879158.1	XP_045266168.1
OG0001658	XP_031876434.1	XP_045261098.1
OG0001659	XP_031890699.1	XP_045264016.1
OG0001661	XP_066009905.1	XP_045257166.1
OG0001662	XP_031876485.1	XP_045257165.1
OG0001663	XP_031890945.1	XP_045260709.1
OG0001664	XP_031876454.1	XP_045257158.1
OG0001665	XP_066009639.1	XP_045269463.1
OG0001666	XP_031876144.1	XP_045269453.1
OG0001667	XP_031885682.1	XP_045269412.1
OG0001668	XP_031885735.2	XP_045269357.1
OG0001669	XP_031885698.1	XP_045269371.1
OG0001670	XP_031892768.1	XP_045256247.1
OG0001671	XP_031885807.1	XP_045269391.1
OG0001672	XP_031885667.1	XP_045269394.1
OG0001673	XP_031885653.2	XP_045269280.1
OG0001675	XP_031889046.1	XP_045258350.1, XP_045267136.1
OG0001676	XP_031888745.1	XP_045258379.1
OG0001677	XP_031882675.1, XP_031888955.1	XP_045258438.1
OG0001678	XP_031888987.1	XP_045258402.1
OG0001679	XP_031888647.1	XP_045258490.1
OG0001680	XP_031885162.1	XP_045259471.1
OG0001681	XP_031888653.1	XP_045258484.1
OG0001682	XP_031892633.2, XP_031893182.1	XP_045268795.1
OG0001683	XP_031889020.2, XP_031889022.2	XP_045258520.1
OG0001684	XP_031888997.1	XP_045263300.1
OG0001685	XP_031888733.1	XP_045263290.1
OG0001686	XP_031881173.1	XP_045261710.1
OG0001687	XP_066009391.1	XP_045263357.1, XP_045263359.1
OG0001688	XP_066009721.1	XP_045265482.1
OG0001689	XP_031882002.1	XP_045265295.1
OG0001690	XP_031882143.1	XP_045263478.1
OG0001691	XP_031882244.1, XP_066009540.1	XP_045263487.1
OG0001692	XP_031881762.1	XP_045263744.1, XP_045257014.1
OG0001693	XP_031888166.1	XP_045256777.1
OG0001695	XP_031886301.1	XP_045265390.1
OG0001696	XP_031880997.1	XP_045261725.1
OG0001697	XP_031887275.1	XP_045268354.1
OG0001698	XP_031887444.1	XP_045268348.1
OG0001699	XP_031879946.1	XP_045264348.1
OG0001700	XP_066008988.1	XP_045268271.1
OG0001701	XP_031880204.1	XP_045268234.1
OG0001702	XP_031880189.1	XP_045268251.1
OG0001703	XP_031880305.2, XP_031880300.1	XP_045268159.1
OG0001704	XP_066008909.1	XP_045268096.1
OG0001705	XP_031889283.1	XP_045268062.1
OG0001706	XP_031889314.2	XP_045268070.1
OG0001707	XP_031889138.1	XP_045262282.1
OG0001708	XP_031889426.1	XP_045267901.1, XP_045270823.1
OG0001710	XP_031889444.1	XP_045267914.1
OG0001711	XP_031889393.1	XP_045260564.1, XP_045267916.1
OG0001712	XP_031875703.2	XP_045257282.1
OG0001713	XP_031877652.1	XP_045260264.1
OG0001714	XP_031877647.1	XP_045260263.1
OG0001715	XP_031877624.1	XP_045260260.1
OG0001716	XP_031882099.1, XP_031877663.1	XP_045260256.1
OG0001717	XP_031886188.1	XP_045260285.1
OG0001718	XP_031886104.1	XP_045271156.1
OG0001719	XP_031885910.1	XP_045271146.1
OG0001720	XP_066008363.1	XP_045271138.1
OG0001721	XP_031886179.1	XP_045264580.1
OG0001722	XP_031889235.1	XP_045262320.1
OG0001723	XP_031886052.1	XP_045264636.1
OG0001724	XP_031885905.1	XP_045264648.1
OG0001725	XP_031886051.1	XP_045264668.1
OG0001726	XP_066007019.1, XP_031886096.1	XP_045264665.1
OG0001727	XP_031885971.1	XP_045264669.1
OG0001728	XP_031885956.1	XP_045264677.1
OG0001729	XP_031885955.1	XP_045264676.1
OG0001730	XP_031884634.1	XP_045258899.1
OG0001731	XP_031889390.1	XP_045267924.1
OG0001732	XP_031891359.2	XP_045257082.1
OG0001733	XP_031876262.1	XP_045264817.1
OG0001734	XP_031876276.2	XP_045264818.1
OG0001735	XP_031882710.1	XP_045265799.1
OG0001736	XP_031882083.1	XP_045265181.1
OG0001737	XP_031882084.1	XP_045265182.1
OG0001738	XP_031881984.1	XP_045265219.1
OG0001739	XP_066009326.1, XP_031881979.2	XP_045265251.1
OG0001740	XP_031892029.1	XP_045264721.1
OG0001741	XP_066008751.1	XP_045265296.1
OG0001742	XP_031882039.1	XP_045265305.1
OG0001743	XP_031890351.1	XP_045264108.1
OG0001744	XP_031890495.1	XP_045264104.1
OG0001745	XP_031890647.1	XP_045264009.1
OG0001746	XP_066009611.1	XP_045264074.1
OG0001747	XP_031878358.1	XP_045269901.1
OG0001748	XP_031876932.1	XP_045269851.1
OG0001749	XP_031877796.1	XP_045269806.1
OG0001750	XP_031884346.2	XP_045265645.1
OG0001751	XP_031875420.1, XP_066009778.1	XP_045265555.1
OG0001752	XP_031886382.2	XP_045265526.1
OG0001753	XP_031886512.1	XP_045261524.1, XP_045265489.1
OG0001754	XP_031886071.1	XP_045264630.1
OG0001755	XP_031893048.2	XP_045257531.1
OG0001755	XP_031886322.1	XP_045265440.1
OG0001756	XP_031878995.1	XP_045267003.1
OG0001757	XP_031878795.1	XP_045256676.1
OG0001758	XP_031885007.1	XP_045259482.1
OG0001759	XP_031885223.1	XP_045259490.1
OG0001761	XP_031878557.1	XP_045257615.1
OG0001762	XP_031884125.1	XP_045259134.1
OG0001763	XP_066008365.1	XP_045270017.1, XP_045270016.1
OG0001763	XP_031883540.1	XP_045270018.1
OG0001764	XP_031892812.1	XP_045266354.1
OG0001764	XP_066008375.1	XP_045271166.1
OG0001765	XP_031878576.1	XP_045262498.1
OG0001765	XP_031884621.1	XP_045269481.1
OG0001767	XP_031875558.1	XP_045267709.1
OG0001767	XP_031890799.2	XP_045270851.1
OG0001768	XP_031875689.1	XP_045257278.1
OG0001768	XP_031880201.1	XP_045271188.1, XP_045268181.1
OG0001769	XP_031879269.1	XP_045267764.1
OG0001769	XP_031880351.1	XP_045266393.1
OG0001770	XP_031876638.1	XP_045261045.1
OG0001770	XP_066007493.1	XP_045261044.1
OG0001771	XP_031878000.1	XP_045258766.1
OG0001771	XP_031891664.2	XP_045264757.1
OG0001772	XP_031891797.1, XP_031878712.1	XP_045257513.1
OG0001773	XP_031878979.1	XP_045267046.1
OG0001773	XP_031878829.1	XP_045261769.1
OG0001774	XP_031879615.1	XP_045261898.1
OG0001774	XP_031890673.1, XP_031890643.1	XP_045268763.1, XP_045264005.1
OG0001775	XP_031880040.1	XP_045270936.1
OG0001775	XP_031892905.1	XP_045267288.1
OG0001776	XP_031880142.1	XP_045256905.1
OG0001778	XP_031888048.1	XP_045257743.1
OG0001778	XP_031882241.1	XP_045263641.1
OG0001779	XP_031883904.1	XP_045264211.1
OG0001780	XP_066007075.1, XP_066007084.1, XP_066007321.1, XP_066006858.1, XP_066009042.1, XP_031885049.1	XP_045266837.1
OG0001781	XP_031887173.2	XP_045268557.1
OG0001782	XP_031890121.2	XP_045257400.1
OG0001783	XP_031891968.1	XP_045260412.1
OG0001784	XP_031893189.1	XP_045267197.1
OG0001787	XP_031884844.1	XP_045260145.1
OG0001788	XP_031876435.1	XP_045261095.1
OG0001789	XP_031876412.1	XP_045261130.1
OG0001790	XP_031876082.1	XP_045261142.1
OG0001791	XP_031876074.1	XP_045261143.1
OG0001792	XP_031876067.1	XP_045261150.1
OG0001793	XP_031876664.1	XP_045261054.1
OG0001794	XP_031889032.1	XP_045263371.1
OG0001796	XP_031891349.1	XP_045263803.1
OG0001797	XP_031889733.1	XP_045269784.1
OG0001799	XP_066008290.1	XP_045266362.1
OG0001800	XP_031892366.1	XP_045266364.1
OG0001801	XP_031892367.1	XP_045266365.1
OG0001802	XP_031892368.2	XP_045266366.1
OG0001803	XP_031892395.1	XP_045266367.1
OG0001804	XP_031892396.1	XP_045266368.1
OG0001805	XP_031892397.1	XP_045266369.1
OG0001806	XP_031892814.1	XP_045266372.1
OG0001807	XP_031892341.2	XP_045266373.1
OG0001808	XP_031892846.1	XP_045266378.1
OG0001809	XP_031892766.1	XP_045256248.1
OG0001810	XP_031886197.1	XP_045264698.1
OG0001811	XP_066008414.1	XP_045264700.1
OG0001812	XP_031875839.1	XP_045264701.1
OG0001813	XP_031875820.1	XP_045264702.1
OG0001814	XP_031875845.1	XP_045264705.1
OG0001815	XP_031875825.2	XP_045264706.1
OG0001816	XP_031875826.1	XP_045264707.1
OG0001817	XP_031875824.1	XP_045264708.1
OG0001818	XP_031875843.1	XP_045264709.1
OG0001819	XP_031875828.1	XP_045264710.1
OG0001820	XP_031875832.1	XP_045264713.1
OG0001821	XP_031875829.1	XP_045264714.1
OG0001822	XP_031875836.1	XP_045264719.1
OG0001823	XP_031880550.1	XP_045270745.1
OG0001824	XP_031880549.1	XP_045270746.1
OG0001825	XP_031880589.1	XP_045270748.1
OG0001826	XP_031880588.1	XP_045270749.1
OG0001827	XP_031880546.1	XP_045270750.1
OG0001828	XP_031880491.1	XP_045270751.1
OG0001829	XP_031887688.2	XP_045270752.1
OG0001830	XP_031887685.2	XP_045270754.1
OG0001831	XP_031887687.1	XP_045270756.1
OG0001833	XP_031887454.1	XP_045270757.1
OG0001834	XP_031887511.1	XP_045270758.1
OG0001835	XP_066009318.1	XP_045270759.1
OG0001836	XP_031887513.1	XP_045270760.1
OG0001837	XP_031887517.1	XP_045270763.1
OG0001838	XP_031887516.1	XP_045270764.1
OG0001839	XP_031887745.1	XP_045270767.1
OG0001840	XP_031887746.1	XP_045270768.1
OG0001841	XP_031887744.1	XP_045270770.1
OG0001842	XP_031887487.2	XP_045270771.1
OG0001843	XP_031887472.1	XP_045270772.1
OG0001844	XP_031887741.1	XP_045270774.1
OG0001845	XP_031887579.1	XP_045270776.1
OG0001846	XP_066009303.1	XP_045270779.1
OG0001847	XP_031887572.1	XP_045270780.1
OG0001848	XP_031887571.1	XP_045270781.1
OG0001849	XP_031887574.1	XP_045270782.1
OG0001850	XP_031887751.1	XP_045270785.1
OG0001851	XP_031887752.1	XP_045270786.1
OG0001852	XP_031887753.1	XP_045270787.1
OG0001853	XP_031887557.1	XP_045270788.1
OG0001854	XP_031887754.1	XP_045270789.1
OG0001855	XP_031887755.1	XP_045270790.1
OG0001856	XP_031887757.1	XP_045270792.1
OG0001857	XP_031887588.1	XP_045270793.1
OG0001858	XP_031891296.1	XP_045256786.1
OG0001859	XP_031887592.1	XP_045270799.1
OG0001860	XP_031887594.1	XP_045270797.1
OG0001861	XP_031887595.1	XP_045270796.1
OG0001862	XP_031887587.1	XP_045270794.1
OG0001863	XP_031887590.2, XP_066009491.1	XP_045270801.1
OG0001864	XP_031887705.1	XP_045270802.1
OG0001865	XP_031887708.1	XP_045270805.1
OG0001866	XP_031887713.1	XP_045270806.1
OG0001867	XP_031887691.1	XP_045266302.1
OG0001868	XP_031887694.1	XP_045266301.1
OG0001869	XP_031887693.1	XP_045266300.1
OG0001870	XP_031887560.1	XP_045266299.1
OG0001871	XP_031887561.1	XP_045266298.1
OG0001872	XP_031887562.1	XP_045266297.1
OG0001873	XP_031887558.1	XP_045266293.1
OG0001874	XP_031887452.1	XP_045266291.1
OG0001875	XP_031887735.1	XP_045266289.1
OG0001876	XP_031887740.1	XP_045266287.1
OG0001877	XP_031887738.1	XP_045266285.1
OG0001878	XP_031887732.1	XP_045266283.1
OG0001879	XP_031887555.1	XP_045266281.1
OG0001880	XP_066009476.1	XP_045266280.1
OG0001881	XP_031887553.1	XP_045266279.1
OG0001882	XP_031887554.1	XP_045266278.1
OG0001883	XP_031887549.1	XP_045270815.1
OG0001884	XP_031887552.1	XP_045270814.1
OG0001885	XP_031887547.1	XP_045270813.1
OG0001886	XP_031887548.1	XP_045270812.1
OG0001887	XP_031887545.2	XP_045270811.1
OG0001888	XP_031887712.1	XP_045270810.1
OG0001889	XP_031887711.1	XP_045270809.1
OG0001890	XP_066009328.1	XP_045270808.1
OG0001891	XP_031887692.2	XP_045266303.1
OG0001892	XP_031887611.1	XP_045266304.1
OG0001894	XP_031887607.2	XP_045266306.1
OG0001895	XP_031887612.1	XP_045266305.1
OG0001896	XP_031887476.1	XP_045266315.1
OG0001897	XP_031887729.2	XP_045266314.1
OG0001898	XP_031887730.1	XP_045266313.1
OG0001899	XP_031887725.1	XP_045266312.1
OG0001900	XP_031887728.1	XP_045266309.1
OG0001901	XP_031887672.1	XP_045266316.1
OG0001902	XP_031887670.1	XP_045266318.1
OG0001903	XP_031887668.1	XP_045266320.1
OG0001904	XP_031887669.1	XP_045266321.1
OG0001905	XP_031887667.1	XP_045266323.1
OG0001906	XP_031887665.1	XP_045266324.1
OG0001907	XP_031887779.1	XP_045266307.1
OG0001908	XP_031887778.1	XP_045266308.1
OG0001909	XP_031887494.1	XP_045266328.1
OG0001910	XP_031887495.1	XP_045266327.1
OG0001911	XP_031887498.1	XP_045266326.1
OG0001912	XP_031887499.1	XP_045266325.1
OG0001913	XP_031887633.1	XP_045262387.1
OG0001914	XP_031887632.1	XP_045262388.1
OG0001915	XP_031887631.1	XP_045262389.1
OG0001916	XP_031887697.1	XP_045262376.1
OG0001917	XP_031887704.1	XP_045262375.1
OG0001918	XP_031887525.1	XP_045262373.1
OG0001919	XP_031887703.1	XP_045262374.1
OG0001920	XP_031887521.1	XP_045262369.1
OG0001921	XP_031887522.1	XP_045262367.1
OG0001922	XP_031887484.1	XP_045262361.1
OG0001923	XP_031887483.1	XP_045262362.1
OG0001924	XP_031887481.1	XP_045262363.1
OG0001925	XP_031887520.1	XP_045262365.1
OG0001926	XP_031887519.1	XP_045262366.1
OG0001927	XP_031887477.1	XP_045262359.1
OG0001928	XP_031887478.1	XP_045262358.1
OG0001929	XP_031887479.1	XP_045262357.1
OG0001930	XP_031887480.1	XP_045262356.1
OG0001931	XP_031887485.1	XP_045262355.1
OG0001932	XP_031887486.1	XP_045262354.1
OG0001933	XP_031887647.1	XP_045262353.1
OG0001934	XP_031887646.1	XP_045262352.1
OG0001935	XP_066009489.1	XP_045262351.1
OG0001936	XP_031887644.1	XP_045262350.1
OG0001937	XP_031887651.1	XP_045262349.1
OG0001938	XP_031887643.1	XP_045262344.1
OG0001939	XP_031887642.1	XP_045262343.1
OG0001940	XP_031887471.2	XP_045262342.1
OG0001941	XP_031887615.1	XP_045262341.1
OG0001942	XP_031887616.1	XP_045262340.1
OG0001943	XP_031887614.1	XP_045262339.1
OG0001944	XP_031887613.1	XP_045262337.1
OG0001945	XP_031887790.1	XP_045262336.1
OG0001946	XP_031887458.1	XP_045262335.1
OG0001948	XP_031887493.1	XP_045266331.1
OG0001949	XP_031887676.1	XP_045266333.1
OG0001950	XP_031887677.1	XP_045266334.1
OG0001951	XP_031887679.1	XP_045266336.1
OG0001952	XP_031887681.1	XP_045266337.1
OG0001953	XP_031887682.1	XP_045266338.1
OG0001954	XP_031887502.1	XP_045266340.1
OG0001955	XP_031887491.1	XP_045266330.1
OG0001956	XP_031887699.1	XP_045262380.1
OG0001957	XP_031887700.1	XP_045262381.1
OG0001958	XP_031887628.1	XP_045262382.1
OG0001959	XP_031887627.2	XP_045262383.1
OG0001960	XP_031887636.1	XP_045262384.1
OG0001961	XP_031887635.1	XP_045262385.1
OG0001962	XP_031887781.1	XP_045262392.1
OG0001963	XP_031887629.1	XP_045262391.1
OG0001964	XP_031887630.1	XP_045262390.1
OG0001965	XP_031887789.1	XP_045262399.1
OG0001966	XP_031887626.1	XP_045262400.1
OG0001967	XP_031887625.1	XP_045262401.1
OG0001968	XP_031883173.1	XP_045267113.1
OG0001969	XP_031887620.1	XP_045262407.1
OG0001970	XP_066009535.1	XP_045262459.1
OG0001971	XP_031887600.1	XP_045262421.1
OG0001972	XP_031889275.1	XP_045268025.1
OG0001973	XP_031889268.1	XP_045268024.1
OG0001974	XP_066009534.1	XP_045262441.1
OG0001975	XP_031887604.1	XP_045262439.1
OG0001976	XP_066009524.1	XP_045262438.1
OG0001977	XP_031887602.1	XP_045262437.1
OG0001978	XP_031887759.1	XP_045262434.1
OG0001979	XP_031887765.1	XP_045262432.1
OG0001980	XP_031887766.1	XP_045262431.1
OG0001981	XP_031887761.1	XP_045262429.1
OG0001982	XP_031887762.1	XP_045262428.1
OG0001983	XP_031887763.2	XP_045262427.1
OG0001984	XP_066009321.1	XP_045262426.1
OG0001985	XP_031887640.1	XP_045262425.1
OG0001986	XP_031887639.1	XP_045262424.1
OG0001987	XP_031887582.1	XP_045262423.1
OG0001988	XP_031887605.1	XP_045262420.1
OG0001989	XP_031887773.1	XP_045262414.1
OG0001990	XP_031887777.1	XP_045262410.1
OG0001991	XP_066009537.1	XP_045262455.1
OG0001992	XP_031887541.1	XP_045262454.1
OG0001993	XP_031887473.1	XP_045262453.1
OG0001994	XP_031887540.1	XP_045262451.1
OG0001995	XP_031887543.1	XP_045262450.1
OG0001996	XP_031887544.1	XP_045262449.1
OG0001997	XP_066009381.1	XP_045262448.1
OG0001998	XP_031887542.1	XP_045262447.1
OG0001999	XP_031887537.1	XP_045262446.1
OG0002000	XP_031878556.1	XP_045257616.1
OG0002001	XP_066009557.1	XP_045257617.1
OG0002002	XP_031878570.1	XP_045257621.1
OG0002003	XP_031878567.2	XP_045257622.1
OG0002004	XP_031878624.1	XP_045257663.1
OG0002005	XP_031878625.2	XP_045257662.1
OG0002006	XP_031878571.1	XP_045257661.1
OG0002007	XP_031878626.1	XP_045257660.1
OG0002008	XP_031878627.1	XP_045257659.1
OG0002009	XP_031878595.1	XP_045257694.1
OG0002010	XP_031878596.1	XP_045257693.1
OG0002011	XP_066009512.1	XP_045257692.1
OG0002012	XP_031878645.1	XP_045257691.1
OG0002013	XP_031878644.1	XP_045257690.1
OG0002014	XP_031878605.1	XP_045257689.1
OG0002015	XP_031878544.1	XP_045257688.1
OG0002016	XP_031878568.1	XP_045257687.1
OG0002017	XP_031878634.1	XP_045257686.1
OG0002018	XP_031878592.1	XP_045257685.1
OG0002019	XP_031878546.1	XP_045257683.1
OG0002020	XP_066009292.1	XP_045257682.1
OG0002021	XP_031878623.1	XP_045257681.1
OG0002022	XP_031878648.1	XP_045257680.1
OG0002023	XP_031889865.1	XP_045269680.1
OG0002024	XP_031878649.1	XP_045257679.1
OG0002025	XP_031878646.1	XP_045257678.1
OG0002026	XP_031878604.1	XP_045257675.1
OG0002027	XP_031878542.2	XP_045257674.1
OG0002028	XP_031878607.1	XP_045257673.1
OG0002029	XP_031878641.1	XP_045257672.1
OG0002030	XP_031878638.1	XP_045257671.1
OG0002031	XP_031878640.1	XP_045257669.1
OG0002032	XP_031891885.1	XP_045259203.1
OG0002033	XP_031878541.2	XP_045257696.1
