Orthogroup	Colletotrichum_fructicola	Colletotrichum_karsti
OG0001215	XP_031889777.1	XP_038746408.1
OG0001216	XP_031877873.1	XP_038748589.1
OG0001217	XP_066008618.1, XP_031877882.1	XP_038748591.1
OG0001218	XP_031892813.1	XP_038749721.1
OG0001220	XP_031882817.1	XP_038748680.1
OG0001221	XP_031880113.1	XP_038747649.1
OG0001223	XP_031888508.1	XP_038749491.1, XP_038746132.1
OG0001224	XP_031880540.1	XP_038751752.1, XP_038751412.1
OG0001225	XP_031879509.2	XP_038747077.1
OG0001226	XP_066008177.1	XP_038749014.1
OG0001227	XP_066008119.1	XP_038744661.1, XP_038740247.1
OG0001228	XP_031881688.1	XP_038744684.1
OG0001229	XP_066007128.1, XP_031878369.1	XP_038741161.1
OG0001230	XP_031888376.1	XP_038749453.1
OG0001231	XP_031890883.1	XP_038747722.1
OG0001232	XP_031892612.1	XP_038745564.1, XP_038748952.1
OG0001233	XP_031892808.1	XP_038749002.1
OG0001234	XP_031891230.1	XP_038747510.1
OG0001235	XP_031886023.1	XP_038739002.1
OG0001236	XP_066008910.1	XP_038739016.1
OG0001237	XP_031892630.1, XP_031885863.1	XP_038739032.1
OG0001238	XP_031890025.1	XP_038739048.1, XP_038739050.1
OG0001239	XP_066008828.1	XP_038739043.1
OG0001239	XP_031890137.1	XP_038749762.1
OG0001240	XP_031890252.1	XP_038742660.1
OG0001241	XP_031884154.1	XP_038739174.1, XP_038749052.1, XP_038743270.1
OG0001242	XP_031885912.1	XP_038740602.1
OG0001243	XP_031886446.1	XP_038740617.1
OG0001244	XP_031877428.1	XP_038746852.1
OG0001246	XP_066008367.1	XP_038748310.1
OG0001247	XP_031876430.1	XP_038745389.1
OG0001248	XP_031883570.1	XP_038740644.1
OG0001249	XP_031878676.1, XP_031883485.2	XP_038740662.1
OG0001250	XP_066008018.1	XP_038748094.1
OG0001251	XP_031876026.1	XP_038741567.1, XP_038748095.1
OG0001252	XP_031883577.1	XP_038748121.1
OG0001255	XP_031883702.1	XP_038740687.1
OG0001256	XP_031883594.1	XP_038739302.1, XP_038740668.1
OG0001257	XP_031877942.1	XP_038745341.1, XP_038748276.1
OG0001258	XP_031875508.2, XP_031877943.1	XP_038748233.1
OG0001259	XP_031877971.1	XP_038748237.1
OG0001260	XP_031877901.1	XP_038748248.1
OG0001261	XP_031891392.1	XP_038747480.1
OG0001262	XP_031884219.2, XP_031883498.1	XP_038748166.1
OG0001264	XP_066006768.1, XP_031892502.1	XP_038749022.1
OG0001265	XP_031892508.1	XP_038749023.1, XP_038741493.1
OG0001266	XP_066009483.1	XP_038748687.1
OG0001267	XP_031878384.2	XP_038743468.1
OG0001268	XP_031889779.1	XP_038746406.1, XP_038747317.1
OG0001269	XP_031889658.1	XP_038746398.1, XP_038746626.1
OG0001270	XP_031889732.2	XP_038746397.1
OG0001273	XP_066008055.1	XP_038746380.1
OG0001274	XP_066008519.1, XP_031883720.1	XP_038745350.1
OG0001276	XP_066009490.1, XP_066009898.1	XP_038748990.1
OG0001278	XP_031878337.1	XP_038740345.1
OG0001279	XP_031878342.1	XP_038740343.1
OG0001280	XP_031892070.1, XP_031892071.1	XP_038742312.1
OG0001281	XP_066008236.1	XP_038741632.1
OG0001282	XP_031891329.1	XP_038741038.1
OG0001283	XP_031891513.1	XP_038741566.1, XP_038738968.1
OG0001284	XP_031877734.2	XP_038744138.1, XP_038748851.1
OG0001285	XP_066007379.1, XP_031892493.1	XP_038748786.1
OG0001286	XP_031879975.1, XP_031884815.1	XP_038746052.1
OG0001288	XP_031892472.1	XP_038751547.1, XP_038740977.1
OG0001289	XP_031877680.2	XP_038751022.1, XP_038748856.1
OG0001290	XP_031884585.1	XP_038748295.1, XP_038742003.1
OG0001291	XP_031878046.2	XP_038740993.1, XP_038747134.1
OG0001292	XP_031878053.1	XP_038747145.1
OG0001293	XP_031878061.1	XP_038747173.1
OG0001294	XP_031878068.1	XP_038747185.1
OG0001295	XP_066007446.1, XP_066007362.1	XP_038749743.1
OG0001296	XP_031892210.1	XP_038743824.1
OG0001297	XP_031892231.1	XP_038743807.1
OG0001298	XP_031891676.1	XP_038743776.1
OG0001299	XP_031879307.1	XP_038746977.1
OG0001300	XP_031893444.1	XP_038740258.1
OG0001301	XP_031884751.1	XP_038740828.1
OG0001302	XP_031891812.1, XP_031882585.2	XP_038741745.1
OG0001303	XP_031879832.2	XP_038744617.1, XP_038739478.1
OG0001304	XP_066008971.1	XP_038750067.1
OG0001305	XP_031889342.1	XP_038746179.1, XP_038750154.1
OG0001307	XP_031880705.1	XP_038749689.1
OG0001308	XP_031881060.1	XP_038749652.1
OG0001309	XP_031881063.1	XP_038749647.1, XP_038747863.1
OG0001310	XP_031881037.1	XP_038744503.1, XP_038749621.1
OG0001311	XP_066009387.1	XP_038749618.1
OG0001313	XP_031876051.1	XP_038748083.1
OG0001314	XP_031876045.1	XP_038748072.1
OG0001315	XP_031883968.1	XP_038745584.1, XP_038743124.1
OG0001317	XP_031883858.2	XP_038743156.1
OG0001318	XP_031884016.2	XP_038741918.1, XP_038743184.1
OG0001319	XP_031883856.1	XP_038743188.1
OG0001320	XP_031883857.1	XP_038743193.1
OG0001321	XP_031883915.1	XP_038743239.1
OG0001322	XP_031884075.1	XP_038743251.1
OG0001323	XP_031876852.1	XP_038740428.1
OG0001324	XP_031876079.1	XP_038738703.1
OG0001325	XP_066007677.1	XP_038739345.1, XP_038740964.1
OG0001326	XP_031892234.1	XP_038740550.1
OG0001327	XP_031879107.1	XP_038741858.1
OG0001328	XP_031881474.1	XP_038740911.1
OG0001329	XP_066007744.1	XP_038740907.1
OG0001330	XP_031888492.1	XP_038749176.1
OG0001331	XP_031888389.1	XP_038749191.1
OG0001332	XP_031888392.2	XP_038749192.1
OG0001333	XP_031888584.1	XP_038743169.1, XP_038749199.1
OG0001334	XP_031888216.1	XP_038749243.1
OG0001335	XP_031875990.1, XP_031888419.1	XP_038749235.1
OG0001336	XP_031888592.1	XP_038748086.1, XP_038749481.1
OG0001337	XP_031888594.1	XP_038749483.1
OG0001338	XP_031890365.1	XP_038745264.1
OG0001339	XP_031890576.1	XP_038745205.1
OG0001340	XP_066007029.1, XP_031890377.1	XP_038745196.1
OG0001341	XP_031893129.2	XP_038741187.1
OG0001342	XP_031878156.1	XP_038742802.1
OG0001343	XP_066007390.1	XP_038742792.1
OG0001344	XP_031879928.1	XP_038740046.1
OG0001345	XP_031879954.1	XP_038740078.1
OG0001346	XP_031883790.1, XP_031875949.2, XP_031880018.1	XP_038740120.1
OG0001348	XP_031886614.1	XP_038743521.1
OG0001349	XP_031886764.1	XP_038743547.1
OG0001351	XP_031886567.1	XP_038743591.1, XP_038743735.1
OG0001352	XP_066009925.1	XP_038747390.1
OG0001354	XP_031891614.1	XP_038747712.1, XP_038747455.1
OG0001356	XP_031891237.2	XP_038747477.1
OG0001357	XP_066009756.1	XP_038747478.1
OG0001358	XP_031891764.1	XP_038743639.1, XP_038740878.1
OG0001359	XP_031892188.1	XP_038743720.1
OG0001360	XP_031891836.1	XP_038743676.1
OG0001361	XP_031891792.1	XP_038743710.1
OG0001362	XP_031891825.1	XP_038743723.1
OG0001363	XP_066008833.1	XP_038743750.1, XP_038749855.1
OG0001364	XP_031875913.1	XP_038742540.1
OG0001365	XP_031881405.2	XP_038740994.1
OG0001366	XP_031885139.1	XP_038742490.1, XP_038748049.1
OG0001367	XP_066009570.1	XP_038750231.1
OG0001368	XP_031885287.1	XP_038742488.1
OG0001369	XP_031878998.1	XP_038738771.1
OG0001370	XP_031878984.1	XP_038744924.1
OG0001371	XP_031879000.1, XP_031878911.1, XP_031878959.1	XP_038743666.1
OG0001372	XP_031878978.1	XP_038746502.1, XP_038744903.1
OG0001373	XP_031877081.2, XP_031878855.1	XP_038750921.1
OG0001374	XP_031878777.1	XP_038750893.1
OG0001375	XP_031889219.1	XP_038750161.1
OG0001376	XP_031882078.2	XP_038742926.1
OG0001377	XP_031878838.1	XP_038750871.1
OG0001378	XP_031888117.1	XP_038741685.1
OG0001379	XP_031887900.2	XP_038745135.1, XP_038738981.1
OG0001380	XP_031887825.2, XP_031888010.2	XP_038738988.1
OG0001381	XP_031876536.1	XP_038750848.1
OG0001382	XP_031879545.1	XP_038738734.1
OG0001383	XP_031879580.1	XP_038739138.1
OG0001384	XP_031879518.1	XP_038739128.1
OG0001385	XP_031889856.1	XP_038738834.1
OG0001386	XP_031889756.1	XP_038746424.1
OG0001387	XP_031889653.1	XP_038746423.1
OG0001388	XP_031884910.1	XP_038746005.1
OG0001389	XP_031884972.2	XP_038746048.1, XP_038748957.1
OG0001390	XP_031884736.1	XP_038741492.1, XP_038746055.1
OG0001391	XP_031884897.1	XP_038746067.1
OG0001393	XP_031875935.1, XP_031880019.2, XP_066009802.1	XP_038741863.1
OG0001394	XP_031884797.2, XP_066007818.1	XP_038746114.1
OG0001395	XP_031884805.1	XP_038746130.1
OG0001396	XP_066009339.1	XP_038746700.1
OG0001397	XP_066007240.1, XP_031889688.1, XP_031889693.1	XP_038747094.1
OG0001398	XP_031884958.1	XP_038740854.1
OG0001399	XP_031879308.1	XP_038746975.1
OG0001400	XP_031888540.1	XP_038749142.1
OG0001401	XP_031884327.2	XP_038749140.1
OG0001403	XP_031877055.1	XP_038743340.1
OG0001404	XP_031878784.1, XP_031884289.1	XP_038743283.1
OG0001405	XP_031884258.1	XP_038743401.1, XP_038749556.1
OG0001406	XP_031884115.1	XP_038743312.1
OG0001407	XP_031877057.1	XP_038743419.1
OG0001408	XP_031884126.1	XP_038743407.1, XP_038739723.1
OG0001409	XP_031884195.1	XP_038743377.1
OG0001410	XP_031877079.1, XP_031883495.1	XP_038743446.1
OG0001411	XP_031877077.1	XP_038742480.1, XP_038743447.1
OG0001412	XP_031879981.1	XP_038740029.1
OG0001413	XP_066007521.1	XP_038745578.1
OG0001414	XP_031884998.1	XP_038745967.1
OG0001415	XP_031884821.1	XP_038745971.1
OG0001416	XP_031884566.1	XP_038741690.1, XP_038749563.1
OG0001417	XP_031892398.1	XP_038745907.1
OG0001418	XP_031892362.1	XP_038739509.1
OG0001419	XP_066007607.1	XP_038745882.1
OG0001421	XP_031882557.1	XP_038739952.1
OG0001422	XP_031885512.1	XP_038747257.1
OG0001423	XP_066008353.1	XP_038747226.1
OG0001424	XP_066009370.1	XP_038746865.1
OG0001425	XP_031887062.1	XP_038738943.1
OG0001426	XP_031887082.1, XP_066007360.1	XP_038738934.1
OG0001427	XP_066007407.1, XP_031887080.2	XP_038738932.1
OG0001428	XP_031892272.1	XP_038739416.1, XP_038738748.1
OG0001429	XP_031889419.1	XP_038750166.1
OG0001430	XP_031889418.1	XP_038750165.1
OG0001431	XP_031890267.1	XP_038751121.1
OG0001433	XP_031889296.1	XP_038750109.1
OG0001434	XP_031889108.2	XP_038750119.1
OG0001435	XP_031889321.1	XP_038750148.1
OG0001436	XP_031889280.1	XP_038740131.1, XP_038750275.1
OG0001437	XP_031889477.1	XP_038747713.1, XP_038750273.1
OG0001439	XP_031889456.1	XP_038750238.1
OG0001440	XP_031881593.1	XP_038743595.1, XP_038744545.1
OG0001441	XP_031875532.1	XP_038744516.1
OG0001442	XP_031880461.1	XP_038749088.1
OG0001444	XP_031885326.1	XP_038739518.1
OG0001445	XP_031877644.1	XP_038739869.1
OG0001446	XP_031883004.1	XP_038744802.1
OG0001447	XP_031892245.1	XP_038742351.1
OG0001448	XP_031892156.2	XP_038742944.1, XP_038742344.1
OG0001449	XP_031884518.2	XP_038742019.1, XP_038741952.1
OG0001451	XP_031892061.1	XP_038740501.1
OG0001452	XP_066007984.1	XP_038741931.1
OG0001453	XP_031891963.1, XP_031892150.2	XP_038740546.1
OG0001454	XP_031886398.1	XP_038746749.1
OG0001456	XP_031880121.1	XP_038744830.1
OG0001456	XP_031883894.1	XP_038743298.1
OG0001457	XP_031892003.1	XP_038740569.1
OG0001458	XP_031882194.1, XP_031882200.1	XP_038744353.1
OG0001459	XP_031884163.1, XP_031882315.1	XP_038746551.1
OG0001461	XP_031883053.1	XP_038744722.1
OG0001462	XP_031883169.1	XP_038747699.1, XP_038744777.1
OG0001463	XP_066008888.1	XP_038744784.1
OG0001464	XP_066008730.1	XP_038748635.1
OG0001465	XP_031883091.1	XP_038744798.1
OG0001466	XP_031883128.2	XP_038744797.1, XP_038746178.1
OG0001467	XP_031883006.1	XP_038747901.1, XP_038744803.1
OG0001469	XP_031893096.1	XP_038740249.1
OG0001470	XP_031893090.1	XP_038740248.1
OG0001471	XP_066009016.1	XP_038740241.1
OG0001472	XP_031882405.2	XP_038751880.1
OG0001473	XP_031882437.1	XP_038751891.1
OG0001474	XP_031882480.1, XP_031882479.2	XP_038751854.1
OG0001475	XP_066006870.1, XP_031881005.2	XP_038749555.1
OG0001476	XP_031887190.1	XP_038751719.1
OG0001477	XP_031887183.1	XP_038742501.1, XP_038751720.1
OG0001478	XP_031887193.1	XP_038751710.1, XP_038740357.1
OG0001479	XP_031887205.2	XP_038751691.1
OG0001480	XP_031887369.1	XP_038751690.1
OG0001482	XP_031887233.2	XP_038751654.1, XP_038743537.1
OG0001483	XP_031887401.2	XP_038751621.1
OG0001484	XP_031888180.1, XP_031887150.1	XP_038751578.1
OG0001485	XP_031879454.1	XP_038747084.1
OG0001486	XP_031879416.1	XP_038747049.1
OG0001488	XP_031881295.1	XP_038747009.1
OG0001489	XP_031881203.1	XP_038740452.1, XP_038748418.1
OG0001490	XP_031881156.1	XP_038748411.1
OG0001491	XP_031881226.1	XP_038748402.1
OG0001492	XP_031881225.2	XP_038748401.1
OG0001493	XP_031881599.1	XP_038746498.1
OG0001494	XP_031880045.1	XP_038747780.1
OG0001495	XP_031880181.1	XP_038748299.1, XP_038747781.1
OG0001496	XP_031880155.1	XP_038747626.1
OG0001497	XP_031880089.2	XP_038747818.1
OG0001498	XP_066008630.1	XP_038742248.1
OG0001499	XP_031888457.1	XP_038739214.1, XP_038739445.1
OG0001500	XP_031880131.2	XP_038747647.1
OG0001501	XP_031890777.2	XP_038747682.1
OG0001502	XP_031893105.2	XP_038741299.1
OG0001503	XP_031888046.1	XP_038741446.1
OG0001504	XP_066009333.1, XP_031888163.1	XP_038741479.1
OG0001505	XP_031887954.1	XP_038741400.1, XP_038750082.1
OG0001506	XP_031887922.1	XP_038741364.1
OG0001507	XP_031887853.1	XP_038741336.1
OG0001508	XP_031888188.1	XP_038741726.1
OG0001509	XP_066008175.1	XP_038741700.1
OG0001510	XP_031887803.1	XP_038741718.1
OG0001511	XP_031887941.2	XP_038741657.1
OG0001512	XP_031888055.1	XP_038741656.1
OG0001513	XP_031888056.1	XP_038741655.1
OG0001514	XP_031888057.1	XP_038741654.1
OG0001515	XP_031878706.2	XP_038742567.1
OG0001516	XP_031878700.1	XP_038741873.1
OG0001517	XP_066009030.1	XP_038741850.1
OG0001518	XP_031879041.1	XP_038742592.1
OG0001519	XP_031879088.1	XP_038741318.1, XP_038742621.1
OG0001520	XP_031884526.1	XP_038741920.1
OG0001521	XP_031883629.1, XP_066008570.1	XP_038748278.1
OG0001522	XP_031890191.1	XP_038742649.1
OG0001523	XP_031885739.1	XP_038745859.1
OG0001524	XP_031881761.1	XP_038747895.1
OG0001525	XP_031885719.1	XP_038745871.1
OG0001526	XP_031881750.1	XP_038747888.1
OG0001527	XP_031881751.1	XP_038747889.1
OG0001528	XP_031881759.1	XP_038747891.1
OG0001529	XP_031881875.1	XP_038745879.1
OG0001530	XP_031890818.1, XP_031885723.1	XP_038745873.1
OG0001531	XP_031881770.1	XP_038747876.1
OG0001532	XP_031881858.1	XP_038747859.1
OG0001533	XP_031881795.1	XP_038747912.1
OG0001534	XP_031892871.1	XP_038744890.1
OG0001535	XP_031882999.1	XP_038747714.1, XP_038744886.1
OG0001537	XP_031891111.1	XP_038747588.1
OG0001538	XP_031876585.1	XP_038744048.1
OG0001539	XP_031876575.1	XP_038744056.1
OG0001540	XP_031893386.1	XP_038744148.1
OG0001541	XP_031892939.1	XP_038744115.1
OG0001542	XP_031889014.1	XP_038746679.1
OG0001543	XP_066009210.1	XP_038739310.1
OG0001544	XP_031891245.1	XP_038750536.1
OG0001545	XP_031877331.1	XP_038739934.1
OG0001546	XP_031891763.2	XP_038743640.1
OG0001547	XP_031893249.1	XP_038744130.1
OG0001548	XP_031892942.1	XP_038744111.1
OG0001549	XP_031877102.1	XP_038744193.1
OG0001550	XP_066008075.1	XP_038738972.1
OG0001551	XP_031892702.1	XP_038750465.1
OG0001552	XP_031881730.1	XP_038740050.1, XP_038747945.1
OG0001553	XP_066008511.1	XP_038748028.1
OG0001554	XP_066008376.1	XP_038748032.1
OG0001555	XP_066008426.1	XP_038748048.1
OG0001556	XP_031890432.1	XP_038747980.1, XP_038745276.1
OG0001557	XP_031890628.1	XP_038751874.1
OG0001558	XP_066007927.1	XP_038745329.1
OG0001559	XP_031892372.1, XP_031886715.1	XP_038745330.1
OG0001560	XP_031890212.1	XP_038742394.1, XP_038739074.1
OG0001561	XP_031889059.1	XP_038750882.1, XP_038746657.1
OG0001562	XP_031890203.1	XP_038739432.1
OG0001563	XP_031888777.1	XP_038739181.1
OG0001564	XP_031879330.1	XP_038747306.1
OG0001565	XP_031879327.1	XP_038746981.1, XP_038739900.1
OG0001566	XP_031879292.1	XP_038740252.1, XP_038746956.1
OG0001567	XP_031892273.1	XP_038742250.1
OG0001568	XP_031877359.1	XP_038740811.1
OG0001569	XP_031875602.2	XP_038747354.1
OG0001570	XP_031891605.1	XP_038747380.1
OG0001571	XP_031881362.2, XP_031886986.1	XP_038750626.1
OG0001572	XP_031886950.1	XP_038750634.1
OG0001573	XP_031887126.1	XP_038750609.1
OG0001574	XP_066008822.1	XP_038742291.1
OG0001575	XP_031892043.1	XP_038742234.1, XP_038741764.1, XP_038751712.1
OG0001576	XP_031876274.1	XP_038742209.1, XP_038739180.1
OG0001577	XP_031891685.1, XP_031892036.1	XP_038742220.1
OG0001578	XP_031877273.1	XP_038739343.1, XP_038750246.1
OG0001580	XP_031893152.1	XP_038741601.1
OG0001581	XP_031893218.1	XP_038741216.1
OG0001582	XP_031893574.1	XP_038741213.1
OG0001583	XP_031893579.1	XP_038741218.1
OG0001584	XP_031893223.1	XP_038741228.1
OG0001586	XP_031884079.1	XP_038743385.1
OG0001587	XP_031893076.1	XP_038742481.1, XP_038741279.1
OG0001589	XP_031878788.1	XP_038743694.1
OG0001591	XP_031893546.2	XP_038741317.1
OG0001592	XP_031893022.1	XP_038741511.1
OG0001593	XP_066009185.1	XP_038741514.1
OG0001595	XP_031893421.1	XP_038740236.1
OG0001597	XP_031883310.1	XP_038745392.1
OG0001598	XP_031883374.2	XP_038745413.1
OG0001599	XP_031890785.1	XP_038748723.1, XP_038745485.1
OG0001600	XP_031891014.2	XP_038745493.1
OG0001602	XP_031891043.1	XP_038741619.1, XP_038745534.1
OG0001603	XP_031876376.1	XP_038751951.1
OG0001604	XP_031876397.2, XP_031875510.1	XP_038751918.1
OG0001605	XP_031888467.1	XP_038751954.1
OG0001606	XP_031876722.1	XP_038739563.1
OG0001607	XP_031885420.1	XP_038739516.1
OG0001609	XP_031889945.1, XP_066007994.1	XP_038739406.1
OG0001610	XP_031890174.1	XP_038739931.1, XP_038739404.1
OG0001611	XP_031890219.1	XP_038739640.1
OG0001612	XP_031890110.1	XP_038739638.1
OG0001614	XP_066007892.1	XP_038739390.1
OG0001615	XP_031884412.1	XP_038741901.1
OG0001616	XP_031884418.1	XP_038741909.1
OG0001617	XP_031886526.1	XP_038743615.1
OG0001618	XP_031885070.1	XP_038742380.1
OG0001619	XP_031885039.1	XP_038742086.1
OG0001620	XP_031889835.1	XP_038744574.1
OG0001622	XP_031889711.1	XP_038746316.1
OG0001623	XP_031889730.1	XP_038746342.1, XP_038747633.1
OG0001624	XP_031889672.1	XP_038746273.1
OG0001625	XP_031889888.1	XP_038746269.1
OG0001627	XP_031887980.1, XP_031891462.1	XP_038740848.1
OG0001628	XP_031892899.1	XP_038745988.1
OG0001629	XP_031889517.1	XP_038746225.1
OG0001630	XP_031889813.1	XP_038746184.1
OG0001631	XP_031889816.1	XP_038738964.1
OG0001632	XP_031881027.1	XP_038749578.1
OG0001633	XP_031889582.1	XP_038748111.1
OG0001634	XP_031888851.1	XP_038746593.1
OG0001635	XP_031893314.1	XP_038750901.1
OG0001636	XP_031879760.1	XP_038740698.1
OG0001637	XP_066009419.1	XP_038741747.1, XP_038746481.1
OG0001638	XP_031879723.1	XP_038740193.1
OG0001639	XP_031879729.1	XP_038740186.1
OG0001640	XP_031879730.1	XP_038740187.1
OG0001641	XP_031879649.1	XP_038740188.1
OG0001642	XP_031892791.1	XP_038751429.1
OG0001644	XP_031879739.1	XP_038748087.1, XP_038740143.1
OG0001645	XP_031875781.1	XP_038738878.1
OG0001646	XP_031879243.1	XP_038749737.1
OG0001647	XP_031879201.1	XP_038749748.1
OG0001648	XP_031879212.1	XP_038749761.1
OG0001649	XP_031879155.1	XP_038748197.1, XP_038749786.1
OG0001650	XP_066007376.1	XP_038743863.1, XP_038749884.1
OG0001652	XP_031875940.1, XP_066007537.1	XP_038749871.1
OG0001653	XP_031878563.1	XP_038739642.1, XP_038739157.1, XP_038750996.1
OG0001655	XP_031880695.1	XP_038739385.1, XP_038749711.1
OG0001656	XP_031885267.1, XP_031876059.1	XP_038749932.1
OG0001657	XP_031879158.1	XP_038749799.1
OG0001658	XP_031876434.1	XP_038742845.1
OG0001659	XP_031890699.1	XP_038748482.1
OG0001661	XP_066009905.1	XP_038740441.1, XP_038740439.1
OG0001662	XP_031876485.1	XP_038740438.1
OG0001663	XP_031890945.1	XP_038745598.1
OG0001664	XP_031876454.1	XP_038750079.1, XP_038740433.1
OG0001665	XP_066009639.1	XP_038740402.1
OG0001666	XP_031876144.1	XP_038740406.1
OG0001667	XP_031885682.1	XP_038741982.1, XP_038745651.1
OG0001668	XP_031885735.2	XP_038739106.1, XP_038745705.1
OG0001669	XP_031885698.1	XP_038741786.1, XP_038745690.1
OG0001670	XP_031892768.1	XP_038748994.1, XP_038748995.1
OG0001671	XP_031885807.1	XP_038745778.1
OG0001672	XP_031885667.1	XP_038745785.1
OG0001673	XP_031885653.2	XP_038745791.1
OG0001675	XP_031889046.1	XP_038746716.1
OG0001676	XP_031888745.1	XP_038746684.1
OG0001677	XP_031882675.1, XP_031888955.1	XP_038746639.1
OG0001678	XP_031888987.1	XP_038746644.1
OG0001679	XP_031888647.1	XP_038746596.1
OG0001680	XP_031885162.1	XP_038751751.1, XP_038742410.1
OG0001681	XP_031888653.1	XP_038746601.1
OG0001682	XP_031892633.2, XP_031893182.1	XP_038740326.1
OG0001683	XP_031889020.2, XP_031889022.2	XP_038744424.1
OG0001684	XP_031888997.1	XP_038746569.1
OG0001685	XP_031888733.1	XP_038746563.1
OG0001686	XP_031881173.1	XP_038748347.1
OG0001687	XP_066009391.1	XP_038744443.1
OG0001688	XP_066009721.1	XP_038744935.1
OG0001689	XP_031882002.1	XP_038743043.1
OG0001690	XP_031882143.1, XP_031877480.1	XP_038746518.1
OG0001691	XP_031882244.1, XP_066009540.1	XP_038744380.1
OG0001692	XP_031881762.1	XP_038747894.1
OG0001693	XP_031888166.1	XP_038739902.1
OG0001696	XP_031880997.1	XP_038749512.1
OG0001697	XP_031887275.1	XP_038751491.1
OG0001698	XP_031887444.1	XP_038751499.1
OG0001699	XP_031879946.1	XP_038740024.1
OG0001700	XP_066008988.1	XP_038751461.1
OG0001701	XP_031880204.1	XP_038751444.1
OG0001702	XP_031880189.1	XP_038750404.1
OG0001703	XP_031880305.2, XP_031880300.1	XP_038750363.1
OG0001704	XP_066008909.1	XP_038748681.1, XP_038750317.1
OG0001705	XP_031889283.1	XP_038750304.1
OG0001706	XP_031889314.2	XP_038750300.1
OG0001707	XP_031889138.1	XP_038741252.1
OG0001708	XP_031889426.1	XP_038750173.1
OG0001709	XP_031884618.1	XP_038741957.1
OG0001710	XP_031889444.1	XP_038740521.1, XP_038750184.1
OG0001711	XP_031889393.1	XP_038750186.1
OG0001712	XP_031875703.2	XP_038746725.1
OG0001713	XP_031877652.1	XP_038739896.1
OG0001714	XP_031877647.1	XP_038739895.1
OG0001715	XP_031877624.1	XP_038739892.1
OG0001716	XP_031882099.1, XP_031877663.1	XP_038739884.1
OG0001717	XP_031886188.1	XP_038744019.1
OG0001718	XP_031886104.1	XP_038744139.1, XP_038743996.1
OG0001719	XP_031885910.1	XP_038743987.1
OG0001720	XP_066008363.1	XP_038743982.1
OG0001721	XP_031886179.1	XP_038743964.1
OG0001722	XP_031889235.1	XP_038751963.1
OG0001723	XP_031886052.1	XP_038743913.1
OG0001724	XP_031885905.1	XP_038743903.1
OG0001725	XP_031886051.1	XP_038750903.1, XP_038743887.1
OG0001726	XP_066007019.1, XP_031886096.1	XP_038743889.1
OG0001727	XP_031885971.1	XP_038743886.1
OG0001728	XP_031885956.1	XP_038743878.1
OG0001729	XP_031885955.1	XP_038743879.1
OG0001731	XP_031889390.1	XP_038742765.1, XP_038750193.1
OG0001732	XP_031891359.2	XP_038747548.1
OG0001733	XP_031876262.1	XP_038742217.1
OG0001734	XP_031876276.2	XP_038742218.1
OG0001736	XP_031882083.1	XP_038742927.1
OG0001737	XP_031882084.1	XP_038742928.1
OG0001738	XP_031881984.1	XP_038742964.1
OG0001739	XP_066009326.1, XP_031881979.2	XP_038742992.1
OG0001740	XP_031892029.1	XP_038742411.1
OG0001741	XP_066008751.1	XP_038743044.1
OG0001742	XP_031882039.1	XP_038743052.1
OG0001743	XP_031890351.1	XP_038738895.1
OG0001744	XP_031890495.1	XP_038739359.1, XP_038738898.1
OG0001745	XP_031890647.1	XP_038748511.1
OG0001746	XP_066009611.1	XP_038748456.1
OG0001747	XP_031878358.1	XP_038750292.1, XP_038741149.1
OG0001748	XP_031876932.1	XP_038741098.1, XP_038738707.1
OG0001749	XP_031877796.1	XP_038751139.1, XP_038738816.1
OG0001750	XP_031884346.2	XP_038745131.1
OG0001751	XP_031875420.1, XP_066009778.1	XP_038745050.1
OG0001752	XP_031886382.2	XP_038746761.1
OG0001753	XP_031886512.1	XP_038746778.1
OG0001754	XP_031886071.1	XP_038743918.1
OG0001755	XP_031893048.2, XP_031886322.1	XP_038745016.1
OG0001756	XP_031878995.1	XP_038738779.1
OG0001757	XP_031878795.1	XP_038750939.1
OG0001758	XP_031885007.1	XP_038742418.1
OG0001759	XP_031885223.1	XP_038742146.1
OG0001761	XP_031878557.1	XP_038740632.1, XP_038750998.1
OG0001763	XP_066008365.1	XP_038748201.1
OG0001764	XP_031892812.1, XP_066008375.1	XP_038746142.1
OG0001767	XP_031875558.1	XP_038747473.1
OG0001767	XP_031890799.2	XP_038747677.1
OG0001768	XP_031875689.1, XP_031880201.1	XP_038742947.1
OG0001770	XP_031876638.1	XP_038742813.1
OG0001770	XP_066007493.1	XP_038742812.1
OG0001773	XP_031878979.1	XP_038744904.1
OG0001773	XP_031878829.1	XP_038750889.1
OG0001774	XP_031879615.1, XP_031890673.1, XP_031890643.1	XP_038741291.1
OG0001775	XP_031880040.1	XP_038747645.1
OG0001775	XP_031892905.1	XP_038739352.1
OG0001776	XP_066007311.1, XP_066008938.1, XP_031880142.1	XP_038747802.1
OG0001778	XP_031888048.1	XP_038740216.1
OG0001778	XP_031882241.1	XP_038744271.1
OG0001779	XP_031883904.1	XP_038751001.1
OG0001782	XP_031890121.2	XP_038742689.1
OG0001783	XP_031891968.1	XP_038740540.1
OG0001784	XP_031893189.1	XP_038741578.1
OG0001787	XP_031884844.1	XP_038740837.1
OG0001788	XP_031876435.1	XP_038742840.1
OG0001789	XP_031876412.1	XP_038742847.1
OG0001790	XP_031876082.1	XP_038749902.1
